,-0.1857096123585418,-0.15917966773589298,-0.13264972311324416,-0.10611977849059534,-0.07958983386794652,-0.0530598892452977,-0.026529944622648877,-5.551115123125783e-17,0.026529944622648766,0.05305988924529759,0.07958983386794641,0.10611977849059526,0.13264972311324405,0.15917966773589284,0.1857096123585417,0.21223955698119054,0.23876950160383933,0.26529944622648816,0.29182939084913695,0.31835933547178585
thresh,-0.19897458466986623,0.19897458466986623,1,,,,,,,,,,,,,,,,,
unreg,0,0,1,2,7,29,313,1629,289,13,4,4,0,0,0,0,0,3,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['odsN' 'cbsB' 'soxL2'],['soxN' 'cbsA'],[]
