,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,1.670604003241473,4.715195187747748,2.0,0.0,5.004750495116081,1.0,-1.663542488633135,,
1,Chrom__sac_sta,2.650550447726996,2.4530354979606073,2.0,2.0,4.3851084828262605,3.0,0.9159924126277308,,
2,Chrom__sac_MW001,-4.107825191113079e-15,1.0439525076841463,2.0,4.0,0.7381858974201571,5.0,-0.7381858974201653,,
3,Chrom__sac_fadR,-0.9928557539256335,0.4733769973786932,2.0,6.0,-0.6581276690214329,7.0,-1.327583838829834,,
4,FadR__wt_p,-5.329070518200751e-15,3.131130088076921,2.0,8.0,2.2140433180564174,9.0,-2.214043318056428,,
5,FadR__ko_p,-1.1607733784188579,3.02963448968845,2.0,10.0,0.9815017137564906,11.0,-3.3030484705942063,,
6,GDGT__75_2.4_log,-5.347574235277837e-15,0.9463091012754086,3.0,12.0,-1.0713548849900922,27.0,0.721822407408354,50.0,0.3495324775817222
7,GDGT__80_3.5_stat,-11.40660198137747,0.5441591069341212,3.0,13.0,-11.975521018474186,20.0,-11.353134844913564,42.0,-10.89115008074466
8,GDGT__80_2.4_log,1.974279457831825,0.8120606378704386,3.0,14.0,1.0366027254829835,37.0,2.4393443922468165,41.0,2.446891255765675
9,GDGT__75_3.5_stat,-14.94696900214793,1.9368436020647002,3.0,15.0,-13.258932430811535,24.0,-17.06152360734112,28.0,-14.52045096829113
10,GDGT__80_1.6_stat,-14.274736501356527,2.0469523488847647,3.0,16.0,-16.28365713009707,17.0,-14.348790141077895,33.0,-12.191762232894616
11,GDGT__75_2.4_stat,-12.20686993082375,2.461200808970628,3.0,18.0,-11.030231850082384,26.0,-10.554842671559122,31.0,-15.035535270829744
12,GDGT__80_2.4_stat,-9.567255446237317,1.2387522656418033,3.0,19.0,-10.852291090174718,29.0,-9.468814568266877,30.0,-8.380660680270351
13,GDGT__80_1.6_log,-4.693515351218323,3.428252971669673,2.0,21.0,-2.269374427327765,39.0,-7.1176562751088825,,
14,GDGT__65_3.5_stat,-20.926648284191,0.7750574605647241,3.0,22.0,-20.6738983428357,23.0,-20.309516585405824,34.0,-21.79652992433148
15,GDGT__75_1.6_stat,-16.9265609298311,3.361499436379968,3.0,25.0,-13.303536098666573,32.0,-17.531861603903288,38.0,-19.944285086923443
16,GDGT__75_1.6_log,-2.9973701155298436,1.6889228959330667,2.0,35.0,-4.1916189481453365,36.0,-1.8031212829143501,,
17,GDGT__65_2.4_stat,-26.241917653566315,1.1954417622793363,3.0,40.0,-26.94924284234255,46.0,-26.914826690869578,49.0,-24.861683427486803
18,GDGT__65_2.4_log,-17.719155370308535,4.449396322958054,3.0,43.0,-18.685686960636392,44.0,-21.605842681577943,47.0,-12.865936468711267
19,GDGT__80_3.5_log,-1.189527039407665,1.7554800615099582,3.0,45.0,0.6597662078200668,51.0,-1.3952883378983645,52.0,-2.833058988144697
20,GDGT__65_1.6_log,-25.29486033925811,0.2946576929451509,3.0,48.0,-24.9609797896073,53.0,-25.405090915306214,54.0,-25.518510312860823
21,NutLim__t0,-7.369105325949477e-15,0.19944816394217946,2.0,55.0,-0.14103114921872872,56.0,0.14103114921871399,,
22,NutLim__t05,-4.0309589210115115,1.3879474520677935,3.0,57.0,-4.808535171949486,58.0,-2.4285277219066166,59.0,-4.855813869178432
23,NutLim__t1,-3.7812819932255515,1.2939842398987604,3.0,60.0,-2.3271725487234045,61.0,-4.805943008527723,62.0,-4.210730422425528
24,NutLim__t15,-3.0664561735799354,0.5575953046478687,3.0,63.0,-2.424954143943032,64.0,-3.4348399842868265,65.0,-3.339574392509948
25,NutLim__t2,-2.5024619181677994,0.6736852831906328,3.0,66.0,-2.316046804565268,67.0,-3.2497252178939777,68.0,-1.941613732044152
26,NutLim__t4,0.7310314379525686,1.0830743103408058,2.0,69.0,1.4968806273234956,70.0,-0.034817751418358314,,
27,UV_irr__wt0,1.887379141862766e-15,0.4311625184877246,3.0,71.0,0.239615704676672,72.0,-0.4977487907174727,73.0,0.2581330860408063
28,UV_irr__wt1,-0.3476965198099846,0.46484533962997937,3.0,74.0,-0.0406911618161057,75.0,-0.11989620590233305,76.0,-0.8825021917115151
29,UV_irr__wt2,0.10511564216792879,0.3178011037993148,3.0,77.0,0.3043502387352011,78.0,-0.26138500745870524,79.0,0.2723816952272905
30,UV_irr__mut0,-1.4142287693693245,0.24697325527967443,3.0,80.0,-1.6523688453307914,81.0,-1.4310364962702644,82.0,-1.1592809665069177
31,UV_irr__mut1,-0.6567006243391583,0.4042178082495102,3.0,83.0,-0.8318629707251607,84.0,-0.1944453917125604,85.0,-0.9437935105797539
32,UV_irr__mut2,-0.6350149731330991,0.7142790717506671,3.0,86.0,-1.2486741963996633,87.0,-0.8054288639342686,88.0,0.1490581409346348
33,YtrA__overexpr,0.03502839062055296,1.032026709412191,3.0,89.0,-1.0740882134203806,90.0,0.21212888318321327,91.0,0.9670445020988262
34,YtrA__wt,7.901087191915698e-15,0.1916969078757741,3.0,92.0,0.17509583285785307,93.0,0.02972864336031248,94.0,-0.20482447621814184
