,A,NagC,Crp
oxyR__oxyR_ale20_h2o2__1,-0.8153810934556194,-0.030304986500000908,-0.1032146049999998
oxyR__oxyR_ale20_h2o2__2,-0.3161174105476966,-0.0001416854999991557,-0.05797147799999891
svns_pgi__BmePgi24_15__1,1.0349256480880848,-0.3278997264999992,0.20789728299999946
svns_pgi__BmePgi24_15__2,1.2825915548944509,-0.350089979499999,0.2882144130000004
svns_pgi__BmePgi24_26__1,2.24659342770828,-0.6877026614999995,0.16856253300000112
svns_pgi__BmePgi24_26__2,1.9887701253935728,-0.5554691084999988,0.14498237199999942
svns_pgi__BmePgi24_41__1,1.9186668363158423,-0.7307318634999991,0.4958493130000008
svns_pgi__BmePgi24_41__2,2.197734231236976,-0.7387214634999992,0.08223337899999983
svns_pgi__BmePgi24_52__1,2.288053340602826,-0.5278438744999994,0.2600776430000007
svns_pgi__BmePgi24_52__2,1.912694948705949,-0.3920389824999999,0.11009234900000033
svns_pgi__PaePgi2_34__1,-0.9682540925210376,0.002117569500001082,0.9464174330000006
svns_pgi__PaePgi2_34__2,-1.2583690328941772,0.009133603500000477,0.980365153000001
svns_pgi__PaePgi2_63__1,-0.4819611576133236,-0.2820940694999994,0.998691483
svns_pgi__PaePgi2_63__2,-0.6818087025474435,-0.3301414644999978,0.974959343
svns_pgi__PaePgi24_54__1,-0.3950562840793626,-0.05584682149999942,0.8303385730000006
svns_pgi__PaePgi24_54__2,-0.4786966928173627,-0.08648486549999923,0.9265034130000008
svns_pgi__PaePgi24_90__1,0.2179532213142404,-0.2352072224999997,0.809689723
svns_pgi__PaePgi24_90__2,0.1830855801132113,-0.18092554049999965,0.9991721830000008
abx_media__m9_ctrl__1,-0.3345951411104174,-0.5540504544999978,-0.21908725299999965
abx_media__m9_ctrl__2,-0.896055667328797,-1.0911554034999993,0.06872792999999966
abx_media__rpmi_ctrl__1,-0.4343914780092676,-1.9128626574999992,0.1818832429999997
abx_media__rpmi_ctrl__2,0.020298175394226,-0.831652137499999,0.4604582229999998
abx_media__camhb_ctrl__1,0.930037765436092,-1.7433744964999995,-1.4667156490000008
abx_media__camhb_ctrl__2,0.9491016931081724,-1.4892305124999992,-1.5642143070000003
abx_media__m9_mero__1,-0.279964776594488,-2.3504294465,0.10006032100000084
abx_media__m9_mero__2,0.5710630441535127,-1.0925270744999995,-0.24440689100000054
abx_media__rpmi_mero__1,1.3903194978432898,-1.308334500499999,-0.15585906599999966
abx_media__rpmi_mero__2,0.995200658783166,-1.4639827115000001,0.12222331400000107
abx_media__camhb_mero__1,1.3586729558230102,-2.1411487644999987,-2.568928611
abx_media__camhb_mero__2,2.0474347937065875,-1.6696497414999998,-2.3720532899999998
abx_media__m9_trisulf__1,-0.4737447017191424,-0.5431866774999996,-0.13952741599999996
abx_media__m9_trisulf__2,-0.2783263302548402,-0.4279444364999989,-0.12156318199999915
abx_media__rpmi_trisulf__1,-0.8709964213903579,-0.7378384974999994,-1.1385435739999998
abx_media__rpmi_trisulf__2,-0.9204410949537628,-0.7426334834999988,-1.1257448149999991
abx_media__camhb_trisulf__1,-1.884157794639677,-0.771546751499999,-0.6163487490000001
abx_media__camhb_trisulf__2,-1.812385240550828,-0.7755856394999991,-0.6510849729999997
abx_media__m9_cef__1,0.7106629157961893,-0.34863338049999903,-0.4245596339999995
abx_media__m9_cef__2,0.5857192710081057,-0.36682943749999897,-0.35219075799999894
abx_media__rpmi_cef__1,2.8239867441984376,-0.5748038884999991,0.17718560299999986
abx_media__rpmi_cef__2,2.643997624706351,-0.5692606484999985,0.25364192300000177
abx_media__camhb_cef__1,0.3210777035042553,-0.6700241154999995,-0.8382274849999991
abx_media__camhb_cef__2,0.3121534814293671,-0.7933170484999987,-0.9034556939999998
abx_media__m9_cipro__1,-0.7253283304479449,-0.18234158649999976,-0.29610201100000033
abx_media__m9_cipro__2,-0.5083935568258827,-0.16407883149999947,-0.23094071100000055
abx_media__rpmi_cipro__1,-0.0603155454804014,-0.958302098499999,-0.7087974589999995
abx_media__rpmi_cipro__2,0.0039828596302917,-0.8773645674999999,-0.9681077109999999
abx_media__camhb_cipro__1,-0.6143177668601756,-0.4974661604999993,-1.3565894469999993
abx_media__camhb_cipro__2,-0.7767646662780507,-0.5389802084999991,-1.1236836730000004
hot_tale__42c_ale3_30c__1,0.3478152811139476,-0.525336693499999,0.06220796800000095
hot_tale__42c_ale3_30c__2,0.4411271360072904,-0.5912937024999989,0.017358810000001057
hot_tale__42c_ale3_37c__1,0.1862583368205957,-0.34812936149999896,0.4355665230000003
hot_tale__42c_ale3_37c__2,0.1780591314329346,-0.3594633244999992,0.4006368030000012
hot_tale__42c_ale3_44c__1,-0.6402296202007551,0.06299583050000113,0.3718853430000007
hot_tale__42c_ale3_44c__2,-0.6412619837110547,-0.0027527254999988315,0.3553441930000005
hot_tale__hot_ale3_mid_30c__1,-0.6114667874770999,-0.6241428834999985,0.7396188830000003
hot_tale__hot_ale3_mid_30c__2,-0.1803140641066267,-0.3610711034999987,0.5625003330000009
hot_tale__hot_ale3_mid_37c__1,0.816629281058331,-0.3722667444999992,0.5847484430000005
hot_tale__hot_ale3_mid_37c__2,0.9866209631883924,-0.4643861614999994,0.1894337430000004
hot_tale__hot_ale3_mid_44c__1,0.9144097781140428,-0.12143529549999955,-0.07124534099999913
hot_tale__hot_ale3_mid_44c__2,-0.1370690470369812,-0.08264185949999893,-0.002275452999999317
hot_tale__hot_ale3_30c__1,-0.2202459280264892,-0.3796796075,0.5150203330000007
hot_tale__hot_ale3_30c__2,-0.2733257830677144,-0.3128323994999995,0.5286701730000001
hot_tale__hot_ale3_37c__1,0.2552253713925781,-0.4539448564999997,0.3493771030000001
hot_tale__hot_ale3_37c__2,-0.1418639661473799,-0.3976207364999995,0.3963193829999998
hot_tale__hot_ale3_44c__1,-0.5219459553093063,0.053752589500001065,0.28643448300000074
hot_tale__hot_ale3_44c__2,-0.5324814510382946,-0.048663476499998914,0.30231870300000097
hot_tale__hot_ale4_30c__1,-0.2830750154519116,-0.5894665364999989,-0.0598787810000001
hot_tale__hot_ale4_30c__2,0.8526480518793828,-0.5513829594999988,0.0276806220000001
hot_tale__hot_ale4_37c__1,-0.0192829334740022,-0.5398995194999978,-0.15436083400000022
hot_tale__hot_ale4_37c__2,0.3812304789316315,-0.4728109154999993,-0.04945322999999924
hot_tale__hot_ale4_44c__1,-0.0573474214905264,0.2879109605000005,0.16471379300000066
hot_tale__hot_ale4_44c__2,0.1406850554677468,0.11878725750000108,0.0758041020000011
hot_tale__hot_ale8_30c__1,0.3935326084242066,-0.5011766564999993,-0.056768664999999885
hot_tale__hot_ale8_30c__2,0.364863206165038,-0.5072756724999996,-0.10699186199999923
hot_tale__hot_ale8_37c__1,0.6000960879891395,-0.4587596554999998,-0.007091699000000062
hot_tale__hot_ale8_37c__2,0.1213604291149917,-0.4249543194999994,-0.04404757799999892
hot_tale__hot_ale8_44c__1,-0.333403401714245,0.2175616635000006,0.07381628000000083
hot_tale__hot_ale8_44c__2,-0.4666681526919417,0.13484160249999988,0.1405062560000001
hot_tale__hot_ale9_mid_30c__1,0.2576505947614851,-0.6391512234999991,0.11993167500000013
hot_tale__hot_ale9_mid_30c__2,0.5980155630114841,-0.5433682494999994,0.10594186400000004
hot_tale__hot_ale9_30c__1,1.2276867585592823,-0.7599070914999997,0.057352916000001024
hot_tale__hot_ale9_30c__2,0.8866242727886078,-0.6600971834999987,0.17408408300000033
hot_tale__hot_ale9_mid_37c__1,0.7195502783496366,-0.4953680854999991,-0.07088768000000023
hot_tale__hot_ale9_mid_37c__2,0.3484849373631724,-0.507647830499999,0.028525377000001132
hot_tale__hot_ale9_37c__1,0.233479059327856,-0.4412500164999997,0.032825572000000136
hot_tale__hot_ale9_37c__2,0.295222672827947,-0.4656922884999988,0.03721724300000062
hot_tale__hot_ale9_mid_44c__1,-0.2168050365483056,0.13161588150000106,0.2861256930000007
hot_tale__hot_ale9_mid_44c__2,-0.1579857484457821,0.1221201685000004,0.3056119630000005
hot_tale__hot_ale9_44c__1,-0.3853838193444872,0.21637863350000064,-0.02729796100000037
hot_tale__hot_ale9_44c__2,-0.6710489871336527,0.18813068249999976,-0.08631352099999923
hot_tale__hot_ale10_30c__1,-0.0143065351899957,-0.4902365834999989,0.23749544300000025
hot_tale__hot_ale10_30c__2,-0.2053528998311493,-0.5849985754999993,0.4220348329999997
hot_tale__hot_ale10_37c__1,0.258578621089069,-0.4760709144999993,0.06875389400000033
hot_tale__hot_ale10_37c__2,0.4838495900881339,-0.577938540499999,0.12083432100000024
hot_tale__hot_ale10_44c__1,-0.3622700364314131,-0.2363092084999989,-0.03575344399999913
hot_tale__hot_ale10_44c__2,-0.4010795727337461,-0.01846947149999956,0.11004349699999948
hot_tale__hot_ale16_30c__1,-0.2477981045803348,-0.7200021644999994,0.12930916100000012
hot_tale__hot_ale16_30c__2,-0.476739999445408,-0.5192467684999986,0.25108644300000016
hot_tale__hot_ale16_37c__1,-0.3399374009504293,-0.5476107044999994,-0.02264786099999938
hot_tale__hot_ale16_37c__2,-0.1483228120765576,-0.4520141554999997,-0.007290675000000134
hot_tale__hot_ale16_44c__1,-0.4282768161229976,0.03833097950000042,0.039920518000000633
hot_tale__hot_ale16_44c__2,-0.5139747325251889,0.15796190749999986,0.206041613
pdhr_ale__pdhR-13_51__1,0.610172961537943,-0.6308228934999986,0.42604259299999997
pdhr_ale__pdhR-13_51__2,0.3978180429888623,-0.6713980004999991,0.3453698430000003
pdhr_ale__pdhR-14_46__1,0.9311561293037296,-0.4923005344999991,0.4137442230000001
pdhr_ale__pdhR-14_46__2,0.4317572178274531,-0.3738842225000001,0.3746890430000001
pdhr_ale__pdhR-15_51__1,-0.2753497045882344,-0.5031346864999993,0.20815125300000048
pdhr_ale__pdhR-15_51__2,-0.0565048063744537,-0.6588522004999993,0.29122772299999866
pdhr_ale__pdhR-16_49__1,0.9936539225997834,-0.4885472374999997,0.3586398129999999
pdhr_ale__pdhR-16_49__2,0.4519464937749285,-0.6330975954999998,0.2910247429999995
tcs__del_atoC_LiAcet__1,0.3330017682411887,-0.2069375064999992,0.3723211630000005
tcs__del_atoC_LiAcet__2,0.3982703416804426,-0.16443342949999895,0.5545006830000005
tcs__del_atoC_LiCl__1,0.6882519796766097,-0.10672904549999897,0.7297175930000002
tcs__del_atoC_LiCl__2,0.6010474044704384,-0.07091864849999929,0.803204053
tcs__del_atoC_m9__1,1.090874007950931,-0.2069142994999993,0.6994936329999994
tcs__del_atoC_m9__2,0.8718077180796447,-0.1621494074999994,0.8078232029999999
tcs__del_baeR_etoh__1,15.170285018666313,0.9043162595000008,0.725387413
tcs__del_baeR_etoh__2,14.462249054555617,1.0850213924999998,0.8432000029999998
tcs__del_baeR_lb__1,10.057385902649584,-0.052550909499998966,0.452954033000001
tcs__del_baeR_lb__2,9.856919117178704,-0.0995196784999992,0.5136486629999997
tcs__del_btsR_01xlb__1,2.927820679466004,-0.6938329604999991,-1.0043266899999992
tcs__del_btsR_01xlb__2,2.3641218585533967,-0.6914044334999989,-1.1325108709999991
tcs__del_btsR_lb__1,7.338380189940498,0.2179323085,0.9059306429999996
tcs__del_btsR_lb__2,7.502484660720379,0.27354900150000105,0.882795573000001
tcs__del_btsR_pyruvate__1,2.40784674290893,-0.7980833354999994,-1.2074819320000003
tcs__del_btsR_pyruvate__2,2.1694105285034606,-0.7619662675000001,-1.2602474279999996
tcs__del_cpxR_etoh__1,13.2218620520403,0.9485739735000004,1.209290043000001
tcs__del_cpxR_etoh__2,13.33435575364907,1.0062833684999992,1.1967784130000003
tcs__del_cpxR_lb__1,10.31259666947691,0.14857468750000002,0.5608460330000007
tcs__del_cpxR_lb__2,10.418931062395698,0.19496811150000148,0.6407895630000002
tcs__del_cusR_CuSO4__1,6.757768828415056,0.18566618850000086,1.0462541129999998
tcs__del_cusR_CuSO4__2,6.474640844900617,0.4787359025000004,1.048489943
tcs__del_cusR_lb__1,10.06040926070928,0.7331419345000008,0.9952246930000008
tcs__del_cusR_lb__2,9.82953244881486,0.6064785175000003,1.0406022430000004
tcs__del_kdpE_01-kcl__1,-0.6687514335280161,-0.4518391614999997,0.08810516099999965
tcs__del_kdpE_01-kcl__2,-0.5578069165717493,-0.39716636949999895,0.12273579200000027
tcs__del_kdpE_115-kcl__1,-0.2070735901853753,-0.04931934349999878,0.04519701000000076
tcs__del_kdpE_115-kcl__2,-0.0961549281227676,0.07553175450000094,-0.003365354999999681
tcs__del_phoB_m9__1,0.793529310210079,-0.2857296775,0.7310639430000005
tcs__del_phoB_m9__2,0.6590419939382489,-0.23897481649999894,0.7578592129999997
tcs__del_phoB_m9p__1,-0.32183651240618,-2.5529772484999995,-0.5173016199999996
tcs__del_phoB_m9p__2,-0.4876159381501069,-2.6094006315000002,-0.4868159799999994
tcs__del_rcsB_etoh__1,15.619688430670166,1.0006794195000008,0.8584217130000003
tcs__del_rcsB_etoh__2,15.317499470075935,1.0487890285000008,0.921416013
tcs__del_rcsB_lb__1,9.222884774475547,0.11509397650000075,0.6655188230000011
tcs__del_rcsB_lb__2,9.296052419681065,0.1381384635000007,0.7005509330000006
tcs__del_zraR_lb__1,5.6408970647107175,-0.661790569499999,0.5367675730000006
tcs__del_zraR_lb__2,5.526060384699957,-0.5781465984999992,0.5696375729999996
tcs__del_zraR_zncl2__1,6.477901463741205,0.06927832050000049,0.8338904830000011
tcs__del_zraR_zncl2__2,6.383585575941595,0.0049104485000004425,0.8158754130000005
tcs__wt_01-kcl__1,0.0950839520895713,-0.42067307049999947,-0.042192379999999474
tcs__wt_01-kcl__2,-0.146982267429907,-0.36342347449999934,-0.04159150899999986
tcs__wt_01xlb__1,2.799922980562206,-0.6153074534999989,-1.1868215099999997
tcs__wt_01xlb__2,2.860079825974129,-0.7756228044999993,-1.1874649749999993
tcs__wt_115-kcl__1,0.0006546928846199,0.10892148550000068,-0.09970663000000002
tcs__wt_115-kcl__2,0.0880759790929027,0.05441700850000064,-0.12142913199999937
tcs__wt_CuSO4__1,6.970970704933642,-0.13086651649999936,0.7338502030000011
tcs__wt_CuSO4__2,7.304670431138682,-0.0799002884999993,0.7305206129999995
tcs__wt_etoh__1,14.35199464948198,0.8186241525,0.5754630630000008
tcs__wt_etoh__2,14.303447959433852,0.8644409195000007,0.5394844130000003
tcs__wt_lb__1,6.836343411025236,-0.21968285049999906,0.9893765630000004
tcs__wt_lb__2,7.161978818896648,-0.27896316949999894,1.0922559429999996
tcs__wt_LiAcet__1,-0.5332868945888422,-0.1496306444999993,0.6491752730000009
tcs__wt_LiAcet__2,-0.21002933227406,-0.13416412849999926,0.4062179429999997
tcs__wt_LiCl__1,0.0799615186099749,-0.029346436500000905,0.5743156230000004
tcs__wt_LiCl__2,0.3557840489362588,-0.10944085249999967,0.6016396030000006
tcs__wt_m9p__1,-0.4294527205995671,-2.106818938499999,-0.39549780799999995
tcs__wt_m9p__2,-0.7342141330832064,-2.1682301324999993,-0.4201194360000001
tcs__wt_pyr__1,3.5572189062178734,-0.6374787814999996,-1.287916309
tcs__wt_pyr__2,3.046052519698581,-0.6678728854999996,-1.1631474849999996
tcs__wt_zncl2__1,6.633470563934896,-0.2141676644999988,0.6655301930000004
tcs__wt_zncl2__2,6.538914008954025,-0.19566574349999846,0.6831118230000008
ros_tale__0_0_0pq__1,0.8859522949892772,-0.5870746904999997,0.3292272530000009
ros_tale__0_0_0pq__2,0.6345632582569604,-0.5804817534999991,0.30771033300000106
ros_tale__0_0_250pq__1,0.9307352355716204,-0.0593984574999995,1.4522597630000007
ros_tale__0_0_250pq__2,1.1771759528405357,-0.12215452249999892,1.4384985730000004
ros_tale__1_mid_250pq__1,2.301790995174285,-0.4471717754999993,0.6546866229999999
ros_tale__1_mid_250pq__2,2.4279495778016567,-0.4962368254999978,0.6257248529999995
ros_tale__1_0_0pq__3,1.6399896379243006,-0.7026389144999978,0.6079365029999995
ros_tale__1_0_0pq__4,1.713054866573304,-0.6231649714999996,0.6228776230000008
ros_tale__1_0_250pq__1,1.2830475253224838,-0.5550897564999993,0.4961959629999999
ros_tale__1_0_250pq__2,1.218575517899419,-0.5286644725,0.6021915230000001
ros_tale__1_0_750pq__1,2.212120174510219,-0.9947030964999994,0.6259014130000011
ros_tale__1_0_750pq__2,2.2900004664170384,-0.9612538414999996,1.045357503
ros_tale__1_1_0pq__1,-1.355619112418646,-0.937638559499999,0.7677037930000008
ros_tale__1_1_0pq__2,-1.462586234404825,-0.9496888714999994,0.727341753000001
ros_tale__1_1_250pq__1,-1.5224701339576077,-0.982795574499999,0.616797033000001
ros_tale__1_1_250pq__2,-1.5503967842347808,-1.194561596499999,0.8796841830000002
ros_tale__1_1_750pq__1,-1.421587574327674,-1.0530169825,0.9722065830000002
ros_tale__1_1_750pq__2,-1.5762836650984209,-1.606930898499999,1.0968635530000004
ros_tale__1_2_0pq__1,0.4595111854768111,-1.1510232325,0.4026113930000008
ros_tale__1_2_0pq__2,-0.00924211164413,-1.0238941614999997,0.2011867830000007
ros_tale__1_2_250pq__1,0.5015501587429437,-1.0702612044999995,0.6133156930000006
ros_tale__1_2_250pq__2,0.8558698597206287,-0.9226786594999988,0.8060088329999999
ros_tale__1_2_750pq__1,0.6719907380757699,-0.8372108324999994,1.0991647330000005
ros_tale__1_2_750pq__2,0.7311238635880092,-1.1285650404999992,1.1248291229999996
ros_tale__1_3_0pq__1,1.650157408810569,-2.2172040484999997,1.6003325529999994
ros_tale__1_3_0pq__2,1.504440300371622,-1.8919699144999989,1.5980901030000003
ros_tale__1_3_250pq__1,2.236129296963338,-0.6488127054999993,0.982030343
ros_tale__1_3_250pq__2,1.306356169819724,-0.4524935384999989,1.2771547729999997
ros_tale__1_3_250pq__3,0.74065199218939,-0.3353784204999997,1.2324065130000008
ros_tale__1_3_250pq__4,2.170317977142286,0.013555085500001065,0.6953416529999998
ros_tale__1_3_750pq__1,2.046414883439454,-0.8851373974999994,1.0045313030000005
ros_tale__1_3_750pq__2,1.7573885235633366,-1.1952317594999995,0.8300577430000011
ros_tale__1_4_0pq__1,0.3941232899248799,-1.127381097499999,0.9822872229999984
ros_tale__1_4_0pq__2,1.186322436577986,-0.8144308464999996,0.8874455430000001
ros_tale__1_4_250pq__1,0.5694338003690387,-0.4002299924999999,0.5704754429999994
ros_tale__1_4_250pq__2,0.6790297471631268,-0.2132711315,0.5921552030000008
ros_tale__1_4_750pq__1,1.235332601567962,-0.44143174149999975,0.3072018029999999
ros_tale__1_4_750pq__2,1.404677032037084,-0.6922589444999989,0.4223943630000005
ros_tale__1_4_750pq__3,0.8509730790975949,-0.12904302249999944,0.6522730330000002
ros_tale__1_4_750pq__4,0.4280501736021957,-0.6629639725,0.2525884729999994
ros_tale__2_mid_250pq__1,1.8799163801406356,-0.16865361449999927,0.4665373430000006
ros_tale__2_mid_250pq__2,2.501581865582408,-0.3711495324999996,0.22496456300000034
ros_tale__2_0_0pq__1,-0.8731175636457494,-0.8846468264999992,1.323272493000001
ros_tale__2_0_0pq__2,-0.7587947799012017,-1.060795162499999,1.432955703000001
ros_tale__2_0_250pq__1,1.3972877010572031,-0.4688033864999994,0.4367484630000007
ros_tale__2_0_250pq__2,1.22069055959416,-0.5338031684999986,0.4668021630000006
ros_tale__2_0_750pq__1,2.483589489477114,0.31773840750000026,0.39065801299999947
ros_tale__2_0_750pq__2,2.693863252641482,0.4217876685000004,0.5452427929999999
ros_tale__2_1_0pq__1,-0.866364828537598,-0.7098277304999989,0.040594261000000735
ros_tale__2_1_0pq__2,-1.4583342548923954,-0.4997555064999997,0.21928040300000085
ros_tale__2_1_250pq__1,-1.6090313737426305,-0.5130662554999992,1.1107003029999998
ros_tale__2_1_250pq__2,-1.6085341004842562,-0.7341975154999991,0.8431179929999999
ros_tale__2_1_750pq__1,-1.2872619194856996,-0.7115345364999994,0.9049245530000009
ros_tale__2_1_750pq__2,-1.5117961423551751,-0.9062135524999996,1.0484879629999997
ros_tale__2_1_750pq__3,-2.1365901340568767,-0.7494354784999988,0.7018120830000001
ros_tale__2_2_0pq__1,-0.2750188075797037,-0.3463768174999995,0.07986402600000098
ros_tale__2_2_0pq__2,-0.6986965217140053,-0.01860656549999895,0.7592634930000006
ros_tale__2_2_250pq__1,0.4624631038458048,-0.15993466449999882,0.17330999300000016
ros_tale__2_2_250pq__2,-0.5890554299365458,-0.1502881374999996,0.4292550130000006
ros_tale__2_2_750pq__1,0.354857450995316,0.1098891695000006,0.5576607930000002
ros_tale__2_2_750pq__2,-0.1730652672041998,0.16651957450000054,0.305956793
ros_tale__2_3_0pq__1,-0.7570568821697422,0.2151307665000015,0.860010453000001
ros_tale__2_3_0pq__2,-0.4940230406573603,-0.32430026349999874,0.9657211629999995
ros_tale__2_3_250pq__1,-0.226397602279269,-0.441939904499999,0.8571940530000006
ros_tale__2_3_250pq__2,-0.9957476193014582,-0.24623348449999935,0.8164901330000003
ros_tale__2_3_750pq__1,-0.4182587561929559,-0.29397517849999844,1.0268770230000008
ros_tale__2_3_750pq__2,-0.3585866682423247,-0.3962568924999994,0.8530044829999994
ros_tale__3_0_0pq__1,-1.4515657640224042,-0.6231298914999996,-0.037079375999999435
ros_tale__3_0_0pq__2,-1.6175699376318924,-0.5016275314999996,-0.11367244899999918
ros_tale__3_0_250pq__1,-2.2975248626933844,-0.4556196304999993,0.40781697300000097
ros_tale__3_0_250pq__2,-2.463199443441332,-0.28418479149999953,0.32149887299999946
ros_tale__3_0_750pq__1,0.3582168973742728,-0.38034178649999895,0.9638811429999999
ros_tale__3_0_750pq__2,1.224518932673249,-0.5133823074999997,1.2263716430000002
ros_tale__3_1_0pq__1,-1.7461545829055458,-1.1379774714999993,-0.3878339709999992
ros_tale__3_1_0pq__2,-1.3360535624083818,-0.8517998944999992,-0.1844513249999995
ros_tale__3_1_250pq__1,-1.7587756141630968,-0.6475564534999991,0.006036631000000625
ros_tale__3_1_250pq__2,-1.0927061180301445,-0.8443163254999986,0.018638845999999987
ros_tale__3_1_750pq__1,-1.492308850994566,-0.7225409474999998,0.2312163030000001
ros_tale__3_1_750pq__2,-1.2721465108086984,-0.6745801334999992,-0.14456363200000055
ros_tale__3_2_0pq__1,1.051735419056281,-0.8777051125000002,0.4066879429999997
ros_tale__3_2_0pq__2,1.4027624504768468,-0.7907577104999994,0.36532405300000015
ros_tale__3_2_0pq__3,1.182581893356466,-0.9017586284999988,0.38919050299999997
ros_tale__3_2_0pq__4,1.1601327073574124,-0.6349441944999992,0.4372882229999995
ros_tale__3_2_250pq__1,-0.6152710164441685,-0.8932391354999991,-0.6105627419999989
ros_tale__3_2_250pq__2,0.0965806777734106,-1.0194418315,-0.7734190759999997
ros_tale__3_2_750pq__1,-0.8801874418841252,-1.001552340499999,0.05165385599999972
ros_tale__3_2_750pq__2,-0.2154583146320456,-1.004012478499999,-0.942500268
ros_tale__3_3_0pq__1,-1.3599903321616926,-1.2328731544999991,0.7026568829999995
ros_tale__3_3_0pq__2,-1.4959704443511106,-0.7673863474999996,0.9474771730000012
ros_tale__3_3_0pq__3,-1.5678173268057296,-1.0956795764999994,0.7939082030000009
ros_tale__3_3_0pq__4,-1.9415606824980125,-0.5938808764999992,1.056964733000001
ros_tale__3_3_250pq__1,-0.2482548188923506,-1.1624217065,-0.2424749009999996
ros_tale__3_3_250pq__2,-0.030314866801836,-1.2511832164999994,-0.20438087800000027
ros_tale__3_3_750pq__1,-0.8445181842659959,-1.3318625644999988,0.08859772899999996
ros_tale__3_3_750pq__2,-0.3775072358287566,-1.2384633984999986,0.14973729299999938
ros_tale__3_4_0pq__1,-1.6140039708813123,-0.6501787264999992,-0.77576
ros_tale__3_4_0pq__2,-1.3821856455971169,-0.6711292164999998,-0.5738246280000006
ros_tale__3_4_250pq__1,-1.9347055766599155,-0.4934454714999994,-0.9101530370000006
ros_tale__3_4_250pq__2,-1.9589932237698584,-0.8105486434999989,-0.9544832509999992
ros_tale__3_4_750pq__1,-1.7941227362309675,-0.7104010714999998,-0.5881765019999996
ros_tale__3_4_750pq__2,-1.5223434441096535,-0.5358087814999992,-0.8824148349999987
pcoli__atASMT_325G__1,0.8404377982156538,-0.04547247449999947,0.39244801300000104
pcoli__atASMT_325G__2,0.5043128689373865,0.04117809150000085,0.3862526830000004
pcoli__bpTDC__1,2.839418955499091,-0.4675645624999998,0.4069758429999997
pcoli__bpTDC__2,3.245552239545505,-0.4813638674999989,0.4233997630000008
pcoli__BRCA__1,1.4624056266171126,-0.3756138234999993,0.1922484830000002
pcoli__BRCA__2,1.385284440228717,-0.31199225649999995,0.13060547899999975
pcoli__BRCActrl__1,1.6241945225202354,-0.044727939499999536,0.5297558630000001
pcoli__BRCActrl__2,2.405448561300077,-0.005276733499998798,0.6039318930000004
pcoli__BRCAswap__1,1.376552822186998,-0.2650503734999985,0.5027589629999998
pcoli__BRCAswap__2,1.2591171142490252,-0.36323940549999895,0.5975511529999995
pcoli__btAANAT__1,1.5732754194001335,-0.2722097444999978,0.4415692730000007
pcoli__btAANAT__2,1.703611833408176,-0.2385376034999993,0.5931168230000008
pcoli__btASMT__1,1.6585256955734884,-0.24662488949999786,0.5267685130000004
pcoli__btASMT__2,1.7200954653218254,-0.2340484174999995,0.4398579030000001
pcoli__CC1__1,0.7266996134098386,-0.03443399849999906,0.5250160430000008
pcoli__CC1__2,0.5894616254730074,0.11510512550000218,0.7535511330000002
pcoli__ccCOMT__1,1.1496724410413617,-0.13423225549999973,0.32429840300000023
pcoli__ccCOMT__2,1.1447985628431447,-0.01899102349999904,0.3246729930000001
pcoli__ckDDC__1,1.9058645957923053,-0.05080628649999941,0.4412481530000001
pcoli__ckDDC__2,1.85101924969995,-0.02452159649999963,0.3277997730000006
pcoli__CNTF_belt__1,1.6054328991928046,0.1981412425000011,0.4538994830000007
pcoli__CNTF_belt__2,1.82280313745582,0.1364200705000007,0.7698701030000006
pcoli__cobPNMT__1,0.8597199766187735,-0.011447252500000005,0.31993813300000085
pcoli__cobPNMT__2,0.711783047333731,-0.1557012234999986,0.31512674300000043
pcoli__cvPhhB__1,0.5762061274197731,0.12993800550000054,0.3107973630000007
pcoli__cvPhhB__2,1.2398579739693505,-0.024948736499998958,0.44784689299999947
pcoli__ggAANAT__1,1.2305245632954374,-0.19981936049999935,0.30753451300000023
pcoli__ggAANAT__2,1.513511122754483,-0.2618060244999993,0.22264438300000045
pcoli__ggTPH__1,1.112507681950868,-0.25429364049999936,0.34126333300000056
pcoli__ggTPH__2,1.229717821979848,-0.22580192750000005,0.2785746030000009
pcoli__hsAANAT__1,0.2186551721196368,0.19702639650000095,0.7291858229999999
pcoli__hsAANAT__2,0.2551796684693271,0.13065313550000113,0.8515544630000011
pcoli__hsASMT__1,2.266214169249718,-0.2597702594999989,0.3583849729999997
pcoli__hsASMT__2,2.373302394625782,-0.2921538114999995,0.4368300129999998
pcoli__hsPNMT_mb__1,0.9092901949435366,-0.11017596849999922,0.30390439299999983
pcoli__hsPNMT_mb__2,0.7064465635714754,-0.14426037349999898,0.3157969930000011
pcoli__hsTPH__1,1.7206553712942054,-0.3081863534999991,0.05462641999999995
pcoli__hsTPH__2,1.9421572455011071,-0.3349085975000001,0.23617991300000085
pcoli__hsTPH_E2K__1,1.93080237516722,-0.07925127249999964,0.7089765630000002
pcoli__hsTPH_E2K__2,2.2450239821301805,-0.045248547499999965,0.6612184729999999
pcoli__hsTPH_E2K_N91I_P99C__1,1.4659112407106685,-0.2919920324999996,0.18841008300000084
pcoli__hsTPH_E2K_N91I_P99C__2,1.191025671375961,-0.3574143574999997,0.04870661100000007
pcoli__hsTPH_N158trunc__1,2.588498597489325,-0.16056588250000026,0.4504965429999999
pcoli__hsTPH_N158trunc__2,2.836201008354642,-0.14418636849999888,0.3858976930000004
