,-0.10276932298109999,-0.07993169565196666,-0.05709406832283333,-0.034256440993699996,-0.011418813664566665,0.011418813664566665,0.034256440993699996,0.05709406832283333,0.07993169565196666,0.10276932298109999,0.12560695031023333,0.1484445776393667,0.1712822049685,0.1941198322976333,0.21695745962676666,0.23979508695590002,0.2626327142850333,0.2854703416141666,0.3083079689433,0.33114559627243334
thresh,-0.06851288198739999,0.06851288198739999,2,,,,,,,,,,,,,,,,,
unreg,2,0,4,38,2178,1634,30,5,2,0,3,6,2,1,1,1,0,0,0,0
rcsA;rcsB,0,0,0,1,5,0,0,0,1,0,0,3,3,3,0,0,0,0,0,0
unreg_genes,['crp' 'lon'],[],[],[],[],[],[],[],['wcaL' 'yiaB'],[],['ugd' 'wzxC' 'wcaK'],['wcaJ' 'cpsB' 'cpsG' 'wcaC' 'wcaI' 'wcaD'],['wcaH' 'wcaF'],['wcaE'],['wcaG'],['gmd'],[],[],[],[]
rcsA;rcsB_genes,[],[],[],['csgF'],['csgE' 'csgD' 'flhD' 'csgG' 'flhC'],[],[],[],['yjbH'],[],[],['yjbG' 'wcaB' 'yjbF'],['rcsA' 'wcaA' 'wzb'],['wzc' 'yjbE' 'wza'],[],[],[],[],[],[]
