,SP5448_02155
SRX1726505,0.08475136200000001
SRX1726506,-0.1875920385
SRX1726507,0.1028406765
SRX1726508,-2.4299170592
SRX1726509,-2.4876289995
SRX1726510,-0.8536476115
SRX1726511,-2.4819440625
SRX1726512,-2.3117492779
SRX1726513,-2.1858197328
SRX1081650,-0.005533405700000001
SRX1081651,-0.3167629232
SRX1081652,-0.0281574095
SRX1081653,-0.031660313100000004
SRX1081654,-0.0073006332
SRX1081655,0.2880508272
SRX1081656,0.074925187
SRX1081657,-0.1213970922
SRX1081658,0.1824748568
SRX1081659,-0.152433854
SRX1081660,-0.0931178107
SRX1081661,-0.2950897203
SRX1081662,0.1523171281
SRX1081663,0.18081960260000002
SRX1081664,0.1254898228
SRX1081665,-0.10480187610000001
SRX1081666,-0.061633797600000005
SRX1081668,0.1711247817
SRX1081669,-0.10471474680000001
SRX1081670,-0.1407151834
SRX1081671,0.2881165598
SRX1081672,-1.6298367968
SRX1081673,-2.6982660709
SRX1081674,-1.9326256065
SRX1081675,-1.8753663377
SRX1081676,-1.3439899255
SRX1081677,-1.5982724633
SRX1081678,-0.8520734520000001
SRX1081679,-1.1845655224
SRX1081680,-1.3440674669
SRX1081681,-2.3056482618
SRX1081682,-1.8812640978
SRX1081683,-2.378688287
SRX1081684,-1.9430604464
SRX1081685,-2.1055641758
SRX1081686,-2.438962009
SRX1081687,-1.8226872574000001
SRX1081688,-3.183854801
SRX1081689,-2.0028040354
SRX1081690,-2.2691467842
SRX1081691,-2.515328153
SRX1081692,-2.1609078311
SRX1962715,-0.0102887136
SRX1962716,-0.0389943429
SRX1962717,0.0492830565
SRX1962718,-0.336244978
SRX1962719,-1.0316935381
SRX1962720,-1.0265274703
SRX1962721,-1.0270568119
SRX4892146,0.1768668658
SRX4892147,-0.0903361167
SRX4892148,-0.0863664115
SRX4892149,-0.00016433770000000002
SRX4892150,-0.5400700391000001
SRX4892151,-0.6465247432
SRX4892152,-0.5082194082
SRX4892153,-0.6697612219
SRX4892154,-0.5196514509
SRX4892155,-0.4764055695
SRX4892156,-0.5411511982
SRX4892157,-0.47745040110000003
SRX4892158,-0.0510142586
SRX4892159,0.0369948592
SRX4892160,-0.029640095300000002
SRX4892161,-0.0473649976
SRX7620814,-1.0486721063
SRX7620815,-0.8723131273
SRX7620816,-0.7876605819
SRX7620817,-3.3708887784
SRX7620818,-2.9694112276
SRX7620819,-3.5373265816
SRX7620856,0.8840697532
SRX7620857,-3.3712474678
SRX7620858,0.44932839690000004
SRX7620859,-3.3872146606999998
SRX7620860,1.0965543912
SRX7620861,-3.6922846391
SRX7620862,1.4582863341
SRX7620863,-0.4354453595
SRX7620864,0.7261780467000001
SRX7620865,-0.1004064288
SRX7620866,0.5241814346
SRX7620867,-1.4166522755
SRX2161502,0.1013190927
SRX2161503,-0.1094805479
SRX2161504,0.0081614552
SRX2161505,-0.0005467725
SRX2161506,-0.1710736616
SRX2161507,-0.2903422378
SRX2161508,0.1284105519
SRX2161509,0.1985773899
SRX2161510,-0.050342513500000005
SRX2161511,0.1346630683
SRX2161512,-0.17503250750000002
SRX2161513,-0.19779395500000002
SRX2161514,-1.5893551438
SRX2161515,-1.8131503373000002
SRX2161516,-1.970401607
SRX2161517,-2.8344476241
SRX2161518,-2.5359743127
SRX2161519,-3.0314022177
SRX2161520,-1.6067651851
SRX2161521,-1.7632057247000001
SRX2161522,-1.5116472731
SRX2161523,-3.7110814601
SRX2161524,-3.4136821478
SRX2161525,-3.6087281206
