,A,NrdR,hns
ecoli_00429,-1.4012572302000001,-0.13642828,-0.01743154
ecoli_00430,-1.5561749927,-0.00665722,-0.03989757
ecoli_00431,-0.6075385974,0.47379698400000003,-0.00652855
ecoli_00432,-0.9440728591,0.33577511800000004,0.01805195
ecoli_00433,-1.0331810901,0.179999914,-0.01316454
ecoli_00434,-0.9918449925,0.18073302500000002,0.05508608
ecoli_00435,-0.9497598746,-0.340550729,0.68202985
ecoli_00436,-1.3733648436,-0.23939296300000001,0.8294365300000001
ecoli_00437,-1.0882195898,-0.154378398,0.16366318
ecoli_00438,-1.3778367223,-0.14565029100000002,0.21915571
ecoli_00439,1.5838497932,0.41105182900000004,0.19720695
ecoli_00440,-0.2405163271,0.30355685200000004,0.40407201
ecoli_00441,-1.9852175034,-0.31466623400000004,0.38412738
ecoli_00442,-2.035991354,-0.167992221,0.49640389999999995
ecoli_00443,-1.5536308599000002,-0.209345098,0.04751099
ecoli_00444,-1.4977859776,-0.135955202,0.12086527
ecoli_00445,-1.4424844697,0.40786875300000003,0.0476462
ecoli_00446,-0.6778634712,0.254410336,0.14272023
ecoli_00447,0.8423802562,-0.236113611,0.4327723
ecoli_00448,1.1103102294,-0.14738004400000002,0.37033955
ecoli_00449,1.0837268117,-0.044907181000000004,0.57773418
ecoli_00450,1.0611627177,0.12347801500000001,0.43049254000000003
ecoli_00451,0.7733896957,-0.24821806300000002,0.32687236000000003
ecoli_00452,0.8973973075,-0.23033140500000002,0.42016391000000003
ecoli_00453,1.1110743391,-0.110271244,0.47867913
ecoli_00454,0.8911727924,-0.138610029,0.73401428
ecoli_00455,0.0689911335,-0.086521072,-0.31269492
ecoli_00456,-0.055794130600000005,-0.005032241000000001,-0.20203355
ecoli_00457,-0.24422250280000002,0.199406875,0.01771645
ecoli_00458,-0.2142731138,0.110350425,0.30654788
ecoli_00459,-0.2697313943,0.22857270300000002,-0.01429938
ecoli_00460,-0.20590581630000002,0.11389987600000001,0.01077946
ecoli_00461,1.2881147675,1.30532854,0.00355952
ecoli_00462,1.286629897,1.553804122,-0.11221258
ecoli_00463,0.4708066992,-0.26910791100000003,0.64643297
ecoli_00464,0.7382806809,-0.291572981,0.63278163
ecoli_00465,2.9345148033,-0.733438873,0.50218688
ecoli_00466,3.322528444,-0.75348657,0.49923997000000003
ecoli_00467,-0.4402720973,0.31183615400000003,0.21320014
ecoli_00468,-0.6852106727,0.15571116100000001,0.1969339
ecoli_00469,3.1718613038,-0.81468716,0.56855093
ecoli_00470,3.4749169679,-0.669081598,0.45746274000000003
ecoli_00471,1.1813878198,1.393670594,-0.28121229999999997
ecoli_00472,1.1580633282,1.36954064,-0.31035452
ecoli_00473,-0.1152807415,-0.198153501,0.55578499
ecoli_00474,0.0391430589,-0.033879854,0.62389534
ecoli_00475,0.6159680813,0.46573655700000005,1.23181458
ecoli_00476,0.6322658489,0.41545148600000004,1.01833016
ecoli_00477,-1.516666582,0.089647681,0.16065807000000001
ecoli_00478,-0.9853215139,0.17965277400000002,0.28002335
ecoli_00479,-0.2811399877,-0.26387747,0.20112823
ecoli_00480,-0.44007519640000003,-0.261264414,0.28447756
ecoli_00481,-0.9975872087000001,0.012217988,-0.0973469
ecoli_00482,-1.1024445134,-0.104070987,-0.14090949
ecoli_00483,-0.09757764370000001,0.08539236600000001,0.22264682
ecoli_00484,0.1263295337,0.124164457,0.21059784
ecoli_00485,1.8467251581,1.9052705790000002,1.70998187
ecoli_00486,2.1367281604,1.983518504,1.69814819
ecoli_00487,2.7773423141,1.6530322270000002,-0.02099361
ecoli_00488,2.4277214263999998,1.757760512,0.051601640000000004
ecoli_00489,0.1291088122,0.006562633,0.34237327
ecoli_00490,0.0276017076,0.083295109,0.37001703
ecoli_00491,0.2324247365,-0.184174411,0.52794562
ecoli_00492,-0.1228253208,-0.36288330100000005,0.51811106
ecoli_00493,0.3380871017,0.19158423200000002,0.6172066700000001
ecoli_00494,0.0051407815,0.289211009,0.6346432200000001
ecoli_00495,-1.9417805692,-0.07871499600000001,0.48516773
ecoli_00496,-1.5435658709,-0.130145442,0.49623364000000003
ecoli_00497,2.3718197986,-0.7741218240000001,0.47949135
ecoli_00498,2.3346996022,-0.856753454,0.435488
ecoli_00499,-0.8776966298000001,-0.23289736300000002,-0.14088623
ecoli_00500,-0.7944264666,-0.18202815700000002,-0.16340733000000002
ecoli_00501,-0.8722974078,0.086682484,0.40600823
ecoli_00502,-1.0671590263,0.06018087800000001,0.46997409
ecoli_00503,2.1337341692,1.442448143,-0.58603246
ecoli_00504,2.1671399521,1.514577182,-0.70255185
ecoli_00505,0.2809904854,-0.048293799000000005,1.2011202
ecoli_00506,-0.1044897878,-0.07239405800000001,1.26498694
ecoli_00507,-0.3254692174,0.014734418,0.40492605
ecoli_00508,-0.1974790451,0.015456168000000001,-0.053889610000000004
ecoli_00509,0.0878479925,-0.021763142000000003,0.01586921
ecoli_00510,0.2642429532,0.10131243200000001,0.0448398
ecoli_00511,1.8530232118,1.958915321,1.35846915
ecoli_00512,1.9721949675000001,1.9566201680000002,1.3203357900000001
ecoli_00513,2.550468918,-0.7927232080000001,0.34927395
ecoli_00514,2.2284343587,-0.89250308,0.39115786
ecoli_00515,0.4697279508,0.193235089,0.36855357
ecoli_00516,0.3639410878,0.199362845,0.40012365
ecoli_00517,-0.3240943689,-0.54224752,0.6429495
ecoli_00518,0.6983011795,-0.421659231,0.44969231
ecoli_00519,0.1367924999,-0.17807560700000002,1.01343777
ecoli_00520,-0.2501202037,-0.25693061300000003,0.99222908
ecoli_00521,-0.2552252801,-0.106674368,1.32581989
ecoli_00522,-0.3547663008,-0.118456793,1.5261695
ecoli_00523,0.0215832778,-0.383948915,1.32236513
ecoli_00524,0.35767532690000003,-0.038476216,0.75530452
ecoli_00525,0.515913446,-0.05398393,0.84317699
ecoli_00526,0.5877240131,0.033980574,0.79641973
ecoli_00527,0.31074195320000003,0.26961632,0.80001228
ecoli_00528,1.9101994975,0.23801405900000003,0.31350032
ecoli_00529,3.9827375072,-0.18511685700000002,-0.02782439
ecoli_00530,4.2574660315,-0.409597853,0.08685863
ecoli_00531,5.3417470959,-0.470543507,-0.49775873000000004
ecoli_00532,2.1218404219,0.04258179,1.42443941
ecoli_00533,1.6765634716000002,-0.06403631600000001,1.49155281
ecoli_00534,2.2863408062,0.016035513,1.44866504
ecoli_00535,1.4654969221,0.211525185,1.62702083
ecoli_00536,1.6540822338,-0.28214075,0.54081377
ecoli_00537,1.6018679470000001,-0.172478021,0.48600325
ecoli_00538,1.9009927550999999,-0.576550254,0.52912561
ecoli_00539,2.1463448383,-0.48386589100000005,0.7043804
ecoli_00540,3.6521271931,0.16501053300000001,0.05035374
ecoli_00541,3.7015082436,0.062044498000000003,0.06585657
ecoli_00542,2.9913251078,0.239463806,0.08244431
ecoli_00543,2.2516619735,0.30390928500000003,0.06150486
ecoli_00544,4.2026011811,0.13511947100000002,0.22406956
ecoli_00545,3.8586477467,0.27902561400000003,0.01661359
ecoli_00546,-0.19382041660000002,-0.071962154,1.31938493
ecoli_00547,0.1066757866,-0.228876925,1.24802713
ecoli_00548,0.2548892634,-0.28734115200000004,1.00736174
ecoli_00549,0.42592941770000003,-0.23329893300000001,1.09908479
ecoli_00550,-0.1730082628,-0.21816985800000002,1.09254649
ecoli_00551,-0.5558152782,-0.159459229,1.38806858
ecoli_00552,4.2438841418,-0.326694935,0.73973953
ecoli_00553,3.8802558869,-0.34757122100000004,1.05477262
ecoli_00554,4.8060216746,-0.198905874,0.98252839
ecoli_00555,4.2344475996,-0.314047338,1.22590753
ecoli_00556,3.3606801089,-0.126577999,1.35560079
ecoli_00557,3.4098314643,-0.185547176,1.59672657
ecoli_00558,5.6757452862,-0.148675825,0.44638784000000004
ecoli_00559,5.7649156019,-0.133111279,0.33690615
ecoli_00560,5.6717667106,0.07068016,0.18500819999999998
ecoli_00561,5.1659945127,-0.048853577,0.17453282
ecoli_00562,5.862625707,0.079193319,1.23630888
ecoli_00563,5.8904504731,0.186429342,1.51723098
ecoli_00564,-1.521562179,0.057176689,1.11599795
ecoli_00565,-1.8781512929000002,0.135272829,1.00761418
ecoli_00566,-0.3542668909,0.20061641100000002,1.8599309499999999
ecoli_00567,-0.0055285731,0.32548186700000004,1.96775104
ecoli_00568,-1.324363821,0.23288457,1.34722826
ecoli_00569,-0.8133316329,0.183402522,1.33282406
ecoli_00570,-0.6641210832000001,0.26628802900000004,1.06043573
ecoli_00571,-0.8938155443,0.18858807500000002,1.0595746
ecoli_00572,1.0451825123,-0.31188825200000003,1.54486479
ecoli_00573,-0.0425498131,-0.06769064300000001,1.70512787
ecoli_00574,3.0292854104,-0.574538785,1.48876575
ecoli_00575,3.4215772661,-0.32887709800000003,1.49046411
ecoli_00576,3.8718816048,-0.450004391,0.42324306
ecoli_00577,3.2139733579,-0.04372449,0.92268259
ecoli_00578,3.245034368,0.195467931,1.07680213
ecoli_00579,3.1019282491,0.036744641,0.67513225
ecoli_00580,3.0472838089,-0.05615433500000001,1.0768153
ecoli_00581,3.2060834983,-0.33900138300000004,0.95867048
ecoli_00582,-0.38634323330000003,0.245875894,1.4037885700000001
ecoli_00583,-1.5132933555,-0.084798254,1.28308702
ecoli_00584,0.11204407470000001,0.367712713,2.33533651
ecoli_00585,0.3122474254,0.33284701,2.38016355
ecoli_00586,-1.5005078373,0.083997497,1.09876666
ecoli_00587,-1.1639494286,-0.056873154,0.47334449
ecoli_00588,-0.8836998065,-0.062183418000000004,0.65640274
ecoli_00589,-0.8133943811000001,-0.23384367700000003,0.71332876
ecoli_00590,2.7405120325,-0.083522621,1.8309453100000002
ecoli_00591,3.5676937861,-0.077259309,1.9450377699999999
ecoli_00592,0.9131563975,-0.061581525000000005,1.9550789
ecoli_00593,1.0195508103,-0.024001386000000003,1.2597828500000001
ecoli_00594,2.3513909571,0.035260059,1.25077024
ecoli_00595,1.171385091,0.149732225,1.2731067600000001
ecoli_00596,2.9574790682,-0.031133921000000002,1.08535662
ecoli_00597,1.2547552329,-0.08035256,0.94057974
ecoli_00598,2.9927047903,0.8406014470000001,0.71112224
ecoli_00599,1.0305310186,0.860019851,0.28246794000000003
ecoli_00600,4.020529655,-0.148598374,0.457156
ecoli_00601,5.792595701,-0.472304989,0.14308002
ecoli_00602,6.1392481303,-0.46778722,0.3752066
ecoli_00603,7.0837428069,-0.25856005600000004,0.33776968
ecoli_00604,4.8323549338,-0.208368819,0.6383114400000001
ecoli_00605,6.7187244491,-0.27663459500000004,0.41755462
ecoli_00606,2.1293068202,-0.10721841,0.8766619999999999
ecoli_00607,2.3217862712,0.264050753,1.16672583
ecoli_00608,2.0992296859,-0.171192366,0.7972745
ecoli_00609,2.1291197824,0.044880737000000004,0.95291099
ecoli_00610,1.9843742830000002,0.156122397,0.9564236500000001
ecoli_00611,5.2647245074,0.29798109500000003,1.23767677
ecoli_00612,-0.6519824867,0.307333476,0.34154037
ecoli_00613,-0.8176853885,0.316845039,0.6891459
ecoli_00614,-0.6733688458,0.148552249,0.41579742000000003
ecoli_00615,0.3674741837,-0.738887056,-0.33381252
ecoli_00616,-0.6391625042,0.27433555600000004,0.61834977
ecoli_00617,-1.0866497203,0.047712879,0.60806423
ecoli_00618,-0.2538261213,-0.09552545800000001,0.996396
ecoli_00619,-0.4990625457,0.02377338,0.93869986
ecoli_00620,0.9474065713,0.521585422,1.79554241
ecoli_00621,1.257518269,0.641959959,1.76221537
ecoli_00622,-1.8029157942,0.43664643900000005,0.04189433
ecoli_00623,-1.5717279952,0.49053816600000005,0.031098650000000002
ecoli_00624,-0.9843511769000001,0.421703841,0.01636934
ecoli_00625,-0.6999346218,0.18779788600000002,-0.03863184
ecoli_00626,-1.4467483567000001,0.19482086,-0.15486913
ecoli_00627,-1.4893354295,0.33539385200000005,-0.18797906
ecoli_00628,0.0614254615,0.381366443,-0.37082708000000003
ecoli_00629,0.150043229,0.580519332,-0.41566806
ecoli_00630,-0.2562127631,0.35299928,0.34131034
ecoli_00631,-0.0512074755,0.39777204600000005,0.43697588
ecoli_00632,-0.7576860129,0.421167681,0.12777388
ecoli_00633,-0.7128854476,0.42936200700000005,0.24692619999999998
ecoli_00634,-0.3073543206,0.05715093,0.15977965
ecoli_00635,-0.43513278780000003,0.267523493,0.15604984
ecoli_00636,-0.4792861598,0.28973735500000003,0.28163042
ecoli_00637,-0.8075993192,0.339126345,0.4350714
ecoli_00638,-1.8122954355,0.38523143200000004,0.10507285
ecoli_00639,-1.6439855395,0.352434267,0.12359447
ecoli_00640,-0.0035155214000000003,0.366774596,0.20161313
ecoli_00641,0.26774162220000003,0.273767344,0.031313640000000004
ecoli_00642,-0.8037011028000001,0.34654455100000003,0.37522121
ecoli_00643,-0.2236176843,0.057456128,0.46287082
ecoli_00644,-1.1967012583,0.421797709,0.10402256
ecoli_00645,-1.3445003124000001,0.448880162,0.11131192000000001
ecoli_00646,-1.4674745938,0.461930308,0.0949116
ecoli_00647,-1.2472833928,0.5482176080000001,0.18808276000000002
ecoli_00648,-1.0321820273,0.340433429,0.02941484
ecoli_00649,-1.1320861399,0.36738265400000003,-0.06818959000000001
ecoli_00650,-1.3710642897,0.45881003400000003,0.11046797
ecoli_00651,-1.5655592501,0.40766969900000005,-0.11812801
ecoli_00652,4.3351909105,0.665700237,-0.19725606
ecoli_00653,4.2297935479,0.488105275,-0.08252239
ecoli_00654,-1.5183213971,0.390246982,-0.05976733
ecoli_00655,-0.9856483223,0.46289950100000005,-0.09576574
ecoli_00656,-1.3295356623,0.481285035,-0.008111150000000001
ecoli_00657,-1.5251747758,0.39039441900000005,-0.00095964
ecoli_00658,-1.6895999885,0.180274076,0.05740071
ecoli_00659,-0.9339502303,0.380216641,0.02857757
ecoli_00660,-0.1566090762,0.46889190500000005,0.46607023000000003
ecoli_00661,0.1451775391,0.44765638100000005,0.5321971600000001
ecoli_00662,-1.5999489687000001,0.230640332,0.02676608
ecoli_00663,-1.3160122511,0.38575320900000004,-0.14944072
ecoli_00664,-0.15682505970000002,0.47744807800000005,0.08426084
ecoli_00665,-0.4505858679,0.37629955400000004,0.18949544000000001
ecoli_00666,-0.7588509923000001,0.314445107,0.35768782
ecoli_00667,-0.1907841455,0.678681183,0.27970441
ecoli_00668,0.8796986533000001,0.48600895,-0.02709501
ecoli_00669,0.6276726317,0.502228507,0.5914325300000001
ecoli_00670,-0.31372317790000004,0.44604639700000004,0.42080976000000003
ecoli_00671,-0.2613080101,0.346110654,0.42748417
ecoli_00672,-2.2758009662,0.147927839,0.018879860000000002
ecoli_00673,-1.4063933764,-0.387609232,0.39366731
ecoli_00674,-1.7512544724999999,0.370941805,-0.19776785
ecoli_00675,-1.8012002621,0.29190766100000004,-0.27181677
ecoli_00676,-0.8184916677,0.365337177,0.03006476
ecoli_00677,-0.7993760351,0.42003332400000004,-0.00306605
ecoli_00678,-0.2337209345,0.45937826400000004,0.64039163
ecoli_00679,0.6326167183,0.46279083400000004,0.7851935
ecoli_00680,-1.6450491918,0.42139983200000003,-0.42465149
ecoli_00681,-1.1510594818,0.519066616,-0.35511538
ecoli_00682,-0.579711203,0.371970842,0.18077612
ecoli_00683,-0.1826940252,0.258093789,0.24076854
ecoli_00684,-1.187524182,0.33541298,0.02602755
ecoli_00685,-1.1870780179,0.490686542,-0.07627837
ecoli_00686,-1.3103734076,0.32343069999999996,-0.50040237
ecoli_00687,-1.1840065622,0.337392542,-0.52183585
ecoli_00688,-1.5359059735,0.5598449160000001,-0.16637142
ecoli_00689,-1.5304932496,0.5074679080000001,-0.11145325
ecoli_00690,4.2239536307,0.5197944010000001,-0.020325
ecoli_00691,4.3309475298,0.502586492,-0.18291644
ecoli_00692,4.0753720516,0.693467316,-0.07552866
ecoli_00693,4.0908745153,0.7978101540000001,-0.04524775
ecoli_00694,2.3780561895,0.536168599,-0.35391653
ecoli_00695,2.1535819018,0.501393208,-0.45206175
ecoli_00696,3.1719484988,0.694795936,0.0807589
ecoli_00697,3.3876747092,0.348926797,0.08679232
ecoli_00698,-0.9532969411000001,0.17846077,-0.34096387
ecoli_00699,-1.1251511573,0.186874531,-0.46547649
ecoli_00700,-1.5908744709,0.42459483400000003,-0.20696612
ecoli_00701,-1.3241410744,0.296703912,-0.17118503000000002
ecoli_00702,-1.0582805497,0.6500975130000001,-0.25815406
ecoli_00703,-0.9410557062,0.7840606330000001,-0.3138141
ecoli_00704,-1.7643486632,0.48161330100000005,0.052621999999999995
ecoli_00705,-2.1824378422,0.5096917510000001,0.02301405
ecoli_00706,-1.0224987581,0.207054442,0.29473335
ecoli_00707,-1.0567022974,0.335464507,0.23900908
ecoli_00708,-1.5465797629,0.553413665,-0.04198711
ecoli_00709,-1.0264274599,0.159819429,0.01127055
ecoli_00710,-0.8746826095,0.44483157100000004,-0.02985856
ecoli_00711,-0.5971826086,0.491170879,-0.09669539
ecoli_00712,-1.5804243264,0.5136648690000001,-0.04023976
ecoli_00713,-1.3900474839,0.63168221,-0.02112288
ecoli_00714,2.1001117161,0.5821060760000001,0.35755899
ecoli_00715,1.9520916876,0.46935141900000005,0.43869551
ecoli_00716,-1.5748547620000002,0.612235806,0.85817168
ecoli_00717,-0.4817446328,-0.146747297,0.81925843
ecoli_00718,-0.3690542174,-0.29346426800000003,0.84517804
ecoli_00719,-0.0360502614,-0.372271809,0.8136276
ecoli_00720,-0.0409437174,-0.276695729,0.9004827999999999
ecoli_00721,-0.4120225317,-0.456037862,0.86554895
ecoli_00722,-0.9074980253,0.38813634,0.35673339
ecoli_00723,-1.4078531847,0.608565961,0.36628705
ecoli_00724,-2.2848757458,0.669460269,0.50726276
ecoli_00725,-0.7970239998,0.217118377,0.63888313
ecoli_00727,-0.7972740908,0.243682067,1.01210104
ecoli_00728,-2.066462847,0.5984334840000001,0.57438828
ecoli_00729,-0.7441928182,0.025123195,0.71347931
ecoli_00730,-2.1493817179,0.433862901,0.8612274400000001
ecoli_00731,-0.42723998230000004,-0.10362315100000001,0.72514034
ecoli_00732,-0.5360649714,-0.057221903000000005,0.77374784
ecoli_00733,-2.2873285855,0.766019907,0.61098352
ecoli_00734,-1.4163723987,0.21944501500000002,0.81746511
ecoli_00735,-1.7032830263,0.564440456,0.66846408
ecoli_00736,-0.8026655029,0.123962946,0.94931314
ecoli_00737,-1.972243116,0.5768555240000001,0.75142612
ecoli_00738,-1.3499139439,-0.06694622900000001,0.98917528
ecoli_00739,-1.4396303587000001,0.7184773950000001,0.71449311
ecoli_00740,-0.7899254286,0.14771453,0.8154456800000001
ecoli_00741,1.6845328130000001,0.174084188,0.94216331
ecoli_00742,0.0317152345,0.21205916,0.99963535
ecoli_00743,-0.0902052643,0.022151426000000002,1.14796381
ecoli_00744,-0.2532143685,-0.080193343,1.10579719
ecoli_00745,-0.39729377,-0.220208646,1.12360426
ecoli_00746,-0.4777446764,-0.04840951,1.11506832
ecoli_00747,-0.4104466753,-0.24657735500000003,1.03663164
ecoli_00748,-0.5562755824,-0.21803573,1.04451478
ecoli_00749,-0.9057478383,0.326045633,0.93460829
ecoli_00750,-0.7854519202,-0.359657539,0.97646792
ecoli_00751,-0.8398992141,-0.440923769,1.3679801
ecoli_00752,-0.8877553021000001,-0.41224671,1.41636048
ecoli_00753,-1.3124411472,-0.7596131970000001,0.93937463
ecoli_00754,-0.9141140596,-0.9118493160000001,0.8526118500000001
ecoli_00755,-1.3959535593,-0.595439607,1.35626368
ecoli_00756,-1.601063853,-0.39965899800000004,1.5022903699999999
ecoli_00757,0.021249091600000002,-0.801990015,0.93642599
ecoli_00758,0.39787240360000004,-0.777785001,0.82566838
ecoli_00759,0.1130697658,-0.031456562,0.98675364
ecoli_00760,-0.5505993856,-0.07732409300000001,0.9974324
ecoli_00761,-0.6859924569,-0.33547779,0.71089009
ecoli_00762,-0.7949576031000001,-0.5272509590000001,0.74678522
ecoli_00763,-0.5698499219000001,-0.399670978,0.79007032
ecoli_00764,-0.8518822795000001,-0.42155796700000003,0.77681403
ecoli_00765,-0.4693972704,-0.406774491,0.76811425
ecoli_00766,-0.4261194055,-0.46041498300000006,0.70677667
ecoli_00767,-0.47718373410000003,-0.12905708300000002,0.36250292
ecoli_00768,-1.3807255677999999,-0.3931387,0.27298706
ecoli_00769,-0.43323996330000003,-0.19973669700000002,1.07691188
ecoli_00770,-0.587297774,-0.121737037,1.09762849
ecoli_00771,-0.9288607509000001,-0.11227117900000001,1.15305403
ecoli_00772,-0.7679272983000001,0.032215557,1.16405975
ecoli_00773,-0.3288057595,0.090831171,1.00447873
ecoli_00774,-0.4729191982,-0.263724183,0.79369866
ecoli_00775,-0.1969303232,0.140005381,0.90717042
ecoli_00776,-0.1010620859,0.08989612400000001,0.88405635
ecoli_00777,0.1857487287,-0.47734320300000005,1.05188743
ecoli_00778,0.5587561194,-0.57468856,1.02051918
ecoli_00779,0.2417152102,-0.288122294,0.99347971
ecoli_00780,0.5257906343000001,-0.36361134700000003,1.01798932
ecoli_00781,0.8067172103,-0.454360046,0.8886569
ecoli_00782,0.9085581760000001,-0.321730462,0.88456952
ecoli_00783,0.4270194269,-0.21944554100000002,0.8293305400000001
ecoli_00784,0.9827720923000001,0.021198311,0.84121628
ecoli_00785,-0.0393155794,-0.45491165200000006,0.99081589
ecoli_00786,-0.08827957410000001,-0.330725052,1.01168588
ecoli_00787,-0.6653716427,-0.24933625,1.21707593
ecoli_00788,-0.44883790640000004,-0.15487356800000002,1.07575822
ecoli_00789,-0.2265684581,-0.38634160100000003,0.91463476
ecoli_00790,-0.2721844156,-0.314227702,1.00042581
ecoli_00791,1.05637801,-0.265102023,1.00879049
ecoli_00792,1.6886266156,-0.048878753000000004,1.23577497
ecoli_00793,0.2105233078,-0.394220989,0.9568040800000001
ecoli_00794,-0.09377546340000001,-0.24742149300000002,0.9996362400000001
ecoli_00795,0.5412245796,-0.09963044600000001,1.04196178
ecoli_00796,0.21916066,-0.235580796,1.16573042
ecoli_00797,0.2688957075,-0.56076887,-0.42896459000000003
ecoli_00798,0.14415365260000002,-1.014554301,-1.20448178
ecoli_00799,0.1818034459,-1.1439939670000001,-0.79331534
ecoli_00800,-0.9751833662,-0.19706678,-0.28793522
ecoli_00818,-1.8785845702000001,0.40879863,0.5985636
ecoli_00819,-1.6936775916,0.208749187,0.42878428
ecoli_00820,-1.4094210593,0.29710344,0.30258216
ecoli_00821,-1.7409724728,0.448602912,0.21211501
ecoli_00822,-0.5999292741000001,0.104590707,0.23462278
ecoli_00823,-0.4815848767,0.10117935700000001,0.1622258
ecoli_00824,-0.40471835780000004,0.07597946800000001,0.19064418
ecoli_00825,-0.6435290479,0.23029859900000002,0.27641195
ecoli_00826,-1.3624939014000002,-0.07642892700000001,0.4443648
ecoli_00827,-1.3530580375999999,0.12563375100000002,0.45277793
ecoli_00828,-2.5448388091,-0.083748001,0.31752798
ecoli_00829,-1.9861425524,0.063293075,0.31185344
ecoli_00830,-1.1351116276,0.142053165,0.56595169
ecoli_00831,-1.04156808,0.20436367700000002,0.62035997
ecoli_00832,-0.894415092,1.180958476,-0.03238877
ecoli_00833,-1.2600168082,1.647284123,-0.52102532
ecoli_00834,-1.4865129621,0.01470275,-0.03905408
ecoli_00835,-1.493506772,0.08864712300000001,0.26957564
ecoli_00836,-0.583940236,-0.125553563,-0.18431775
ecoli_00837,-0.5137303023,-0.11557987800000001,-0.26928468
ecoli_00838,0.0107934408,-0.393542702,-0.18958329999999998
ecoli_00839,-0.5407022262,-0.15039169500000002,0.030880130000000002
ecoli_00840,-1.3875461431,-0.028672720000000002,0.20517000000000002
ecoli_00841,-1.3169010722,-0.081492381,0.17560639
ecoli_00842,-1.4779127822,-0.082169724,0.15449054
ecoli_00843,-1.7561057181000002,-0.017163029,0.05821307
ecoli_00844,-0.9879481494000001,-0.59398443,-0.28052735
ecoli_00845,-1.267725249,-0.282951547,-0.011047340000000001
