,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,-3.333326207647739e-11,1.300050642711585,3.0,0.0,0.5662575557,2.0,0.9208836635000001,4.0,-1.4871412193,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-2.502905616766667,2.6344016942499326,3.0,1.0,-0.1755324103,3.0,-1.9702512298000001,5.0,-5.3629332102,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,6.0899354667,7.22167862232577,4.0,6.0,9.4428099437,20.0,10.0256907271,40.0,9.6276790745,63.0,-4.7364378785,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-2.273814144325,0.715657074066301,4.0,7.0,-2.2621354189,33.0,-2.3500421957,81.0,-3.1157433268,82.0,-1.3673356359,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-3.3961240044750003,1.1484358136279917,4.0,8.0,-4.8362320859,51.0,-2.2285901525,65.0,-2.7686548883,76.0,-3.7510188912,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-4.418565534133333,2.6663548099610703,3.0,9.0,-5.3016187986,22.0,-6.5313706485,49.0,-1.4227071553,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,4.60774838405,4.373113237524174,2.0,10.0,7.7000064092,26.0,1.5154903589000002,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-5.693730855733333,1.6164149953158686,3.0,11.0,-5.9460418708,54.0,-7.1691532579,83.0,-3.9659974385,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-3.16589271705,1.5026186075851757,4.0,12.0,-4.4884461528,48.0,-1.451959071,64.0,-2.3590154500000002,78.0,-4.3641501944,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,5.2192460381,3.1741848014923004,4.0,13.0,9.1627556768,38.0,4.2897224462,67.0,1.5594630646,72.0,5.8650429648,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,3.6218902791333334,5.615895286712079,3.0,14.0,6.0213397985,41.0,7.6394695526,85.0,-2.7951385137,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,5.138759609025,6.246303965800752,4.0,15.0,9.1965009437,52.0,9.447778992,71.0,-3.8930578415,80.0,5.8038163419,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-3.4638707464333334,1.601921116869188,3.0,16.0,-4.2557386471,53.0,-1.6202281978,77.0,-4.5156453944,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-2.2947357438666667,1.7869500526286324,3.0,17.0,-4.1349961999,50.0,-0.5663533392,66.0,-2.1828576925,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-2.3342202247666664,0.772260339140413,3.0,18.0,-1.5087180358999999,25.0,-3.0390254812,62.0,-2.4549171572,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,2.3173609645,3.852868341652032,4.0,19.0,7.1107947734,28.0,-1.0235546881,56.0,-0.5699341845,73.0,3.7521379572,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-2.246144191825,1.4664956638603799,4.0,21.0,-2.7424549829,34.0,-3.8477221903,45.0,-0.3487060071,58.0,-2.045693587,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,3.015089371775,3.120809670101043,4.0,23.0,5.0182799668,42.0,3.6088207729,70.0,-1.560646983,79.0,4.9939037304,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-0.599559716975,4.483917181911351,4.0,24.0,-3.4591947649,29.0,5.5734936023,68.0,-4.3230380309,74.0,-0.1894996744,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-1.7705196428499999,3.127364468200071,4.0,27.0,-5.896955667,31.0,-1.0664204803,69.0,-1.7858796453,75.0,1.6671772212,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-1.1098239159249998,1.0517916091207533,4.0,30.0,-1.5342010947,32.0,-2.3106522498,59.0,-0.7308486556,86.0,0.1364063364,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,-3.0481693017,,1.0,35.0,-3.0481693017,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-1.40620550305,1.0134075364134583,4.0,36.0,-2.9029926664000003,44.0,-0.7038043416,60.0,-0.88307454,61.0,-1.1349504642000001,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,-2.5000002068509275e-11,1.4349816962573996,4.0,37.0,-0.0345817931,46.0,1.2437960821,57.0,0.7914933556,84.0,-2.0007076447,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,8.5133101053,0.384672365528114,2.0,39.0,8.2413056671,43.0,8.7853145435,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,-8.399420941199999,1.3791058980704793,2.0,47.0,-9.3745960737,55.0,-7.4242458087,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,0.0,0.6561934832708299,3.0,87.0,-0.5206704615000001,90.0,-0.2163896274,93.0,0.7370600889000001,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,-1.9408471898000001,0.32390695276614295,3.0,88.0,-1.5686295335,91.0,-2.1586770883,94.0,-2.0952349476,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,-3.879411922166667,0.3457792823328206,3.0,89.0,-3.8820541515,92.0,-4.2238625184,95.0,-3.5323190966,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,-4.163336342344337e-17,1.1270233133436254,4.0,96.0,-1.0733171021,97.0,1.4436100041,98.0,-0.6881209952,99.0,0.3178280932,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,0.8269154986,0.6732149531944787,2.0,100.0,1.3029503572,104.0,0.35088064,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,0.31506998825,0.03452436421135037,2.0,101.0,0.3394824003,105.0,0.2906575762,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,5.551115123125783e-17,1.351334785805659,12.0,102.0,1.183659659,110.0,0.1408171989,117.0,-0.3436807026,125.0,2.8788632718000002,131.0,0.7834592899,134.0,0.4353121915,138.0,1.128009345,159.0,-0.9046719569,162.0,-1.6047877595000002,164.0,-0.9197211105,170.0,-1.1784444721,174.0,-1.5988149544999999,,,,
33,immunity_isolated__WT_npr1,0.73469050935,1.521357876450904,2.0,103.0,-0.34107196170000004,126.0,1.8104529804,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,1.380134759457143,1.0938273958901013,14.0,106.0,0.7488574870000001,113.0,2.4276154435,121.0,1.6457245772,127.0,2.4354077449,136.0,1.5363068311,142.0,2.288928933,145.0,1.8965686447999999,150.0,-0.8277722731,160.0,1.5715056843,161.0,-0.0852547293,163.0,2.1977468774,167.0,2.770578203,172.0,0.3019783965,176.0,0.41369481210000003
35,immunity_isolated__AvrRpt2_npr1,1.5955198446666667,0.759768176269799,3.0,107.0,1.7624856980999999,128.0,2.2579186006,146.0,0.7661552353000001,,,,,,,,,,,,,,,,,,,,,,
36,immunity_isolated__AvrRpt2_DE,1.9637545359333333,0.9647380753414443,3.0,108.0,2.5019375258,129.0,2.5393457365,147.0,0.8499803455,,,,,,,,,,,,,,,,,,,,,,
37,immunity_isolated__AvrRpt2_DEPS,-0.0032986063000000065,1.6107599002073731,2.0,109.0,1.135680642,148.0,-1.1422778546,,,,,,,,,,,,,,,,,,,,,,,,
38,immunity_isolated__WT_pad4,0.05548454260000002,0.506241889386953,4.0,111.0,0.6864507768,119.0,-0.1474683078,140.0,0.18639564900000002,165.0,-0.5034399476,,,,,,,,,,,,,,,,,,,,
39,immunity_isolated__WT_PS,-0.471071363925,1.1004177433129487,4.0,112.0,0.6921815436000001,120.0,-1.5130790579,141.0,0.23852355290000002,166.0,-1.3019114943,,,,,,,,,,,,,,,,,,,,
40,immunity_isolated__AvrRpt2_sid2,2.2364491918333336,0.5149402496452933,3.0,114.0,1.7760975759000002,122.0,2.7925402541,143.0,2.1407097455,,,,,,,,,,,,,,,,,,,,,,
41,immunity_isolated__AvrRpt2_pad4,1.357299964675,1.1255842522211594,4.0,115.0,2.1419482612,123.0,0.8297019214,144.0,2.4274719778,168.0,0.0300776983,,,,,,,,,,,,,,,,,,,,
42,immunity_isolated__AvrRpt2_PS,0.6090051903666667,1.2243776768250252,3.0,116.0,1.8674128528,124.0,0.5378410637000001,169.0,-0.5782383454000001,,,,,,,,,,,,,,,,,,,,,,
43,immunity_isolated__WT_sid2,0.30786713205000005,0.9505574097622405,2.0,118.0,-0.3642784583,139.0,0.9800127224,,,,,,,,,,,,,,,,,,,,,,,,
44,immunity_isolated__WT_WT_mock,-0.5396029660666667,0.390952527451496,3.0,130.0,-0.84647111,152.0,-0.09943236800000001,156.0,-0.6729054202,,,,,,,,,,,,,,,,,,,,,,
45,immunity_isolated__WT_SP,0.5724564143499999,0.7186491409363783,2.0,132.0,1.0806180952,135.0,0.0642947335,,,,,,,,,,,,,,,,,,,,,,,,
46,immunity_isolated__AvrRpt2_b2b3,1.97411190605,0.5263910513280782,2.0,133.0,1.6018972241,137.0,2.346326588,,,,,,,,,,,,,,,,,,,,,,,,
47,immunity_isolated__AvrRpt2_RR,-0.08472057015000001,1.222092912897722,2.0,149.0,0.7794296158,151.0,-0.9488707561,,,,,,,,,,,,,,,,,,,,,,,,
48,immunity_isolated__WT_WT_SA,0.5304962397999999,1.358177515094378,3.0,153.0,-0.2951100736,155.0,2.0980404168,158.0,-0.2114416238,,,,,,,,,,,,,,,,,,,,,,
49,immunity_isolated__WT_WT_chitin,-0.2219061894,0.35586356303605376,2.0,154.0,0.029727349200000003,157.0,-0.47353972800000005,,,,,,,,,,,,,,,,,,,,,,,,
50,immunity_isolated__WT_stp,-1.9729228045,0.6699171750341743,2.0,171.0,-1.4992198272000001,175.0,-2.4466257818,,,,,,,,,,,,,,,,,,,,,,,,
51,immunity_isolated__AvrRpt2_stp,0.56261440865,0.4403018342258873,2.0,173.0,0.2512739959,177.0,0.8739548214,,,,,,,,,,,,,,,,,,,,,,,,
52,immunity_no_isolation__WT_WT_mock,9.25185853854297e-18,0.7071672689213216,3.0,178.0,0.762202126,182.0,-0.6348164263,183.0,-0.1273856997,,,,,,,,,,,,,,,,,,,,,,
53,immunity_no_isolation__WT_WT_flg22,0.10374744783333334,1.1576838908403448,3.0,179.0,0.0108969784,180.0,1.3050605922,181.0,-1.0047152271,,,,,,,,,,,,,,,,,,,,,,
54,immunity_time__mock_1hpi,3.700743415417188e-17,1.169819088096888,3.0,184.0,1.3504857270000001,185.0,-0.7001009558,186.0,-0.6503847712,,,,,,,,,,,,,,,,,,,,,,
55,immunity_time__flg22_1hpi,-0.3645021486666667,0.4682810572098203,3.0,187.0,-0.640530029,188.0,-0.6291588003,189.0,0.1761823833,,,,,,,,,,,,,,,,,,,,,,
56,immunity_time__mock_3hpi,-5.401274287466667,1.8421704918206647,3.0,190.0,-4.4157770015,191.0,-4.2614824423,192.0,-7.5265634186,,,,,,,,,,,,,,,,,,,,,,
57,immunity_time__flg22_3hpi,-4.130778416966667,1.8983015261924536,3.0,193.0,-4.1215629661,194.0,-2.2371013927,195.0,-6.0336708921,,,,,,,,,,,,,,,,,,,,,,
58,immunity_time__mock_5hpi,-4.0963009576,1.3147207859583663,3.0,196.0,-3.2531306846,197.0,-5.611178673,198.0,-3.4245935151999998,,,,,,,,,,,,,,,,,,,,,,
59,immunity_time__flg22_5hpi,-2.034005050633333,1.7665450017989923,3.0,199.0,-0.8886206162,200.0,-4.0684606264,201.0,-1.1449339093,,,,,,,,,,,,,,,,,,,,,,
