,A,ZntR,Zur
hot_tale__hot_ale8_30c__2,-0.7516633496,0.7014258630000001,-0.6761592215000001
hot_tale__hot_ale8_37c__1,-0.53610978,0.43756648600000003,-0.9373729815
hot_tale__hot_ale8_37c__2,-0.3922926411,0.6129272530000001,-1.1340180125
hot_tale__hot_ale8_44c__1,-0.3054069949,1.376581163,-0.5042857535
hot_tale__hot_ale8_44c__2,-0.4039135768,1.274691519,-0.4810855505
hot_tale__hot_ale9_mid_30c__1,-0.691138596,0.6808525630000001,-0.4314661865
hot_tale__hot_ale9_mid_30c__2,-0.4643713745,0.504733999,-0.4435304755
hot_tale__hot_ale9_30c__1,-0.39307394700000003,0.326331032,-0.8138583935
hot_tale__hot_ale9_30c__2,-1.2438680965,0.10891245100000001,-0.6525364685
hot_tale__hot_ale9_mid_37c__1,-0.9832472773,0.45985606100000004,-0.7957712885
hot_tale__hot_ale9_mid_37c__2,-1.1603752444,0.5744872240000001,-0.7976631865
hot_tale__hot_ale9_37c__1,-0.5846367166,0.41152405900000005,-1.1477937295
hot_tale__hot_ale9_37c__2,-0.5994107546,0.529282545,-1.0659306195
hot_tale__hot_ale9_mid_44c__1,-1.1742748932,1.142410042,-0.5695771325
hot_tale__hot_ale9_mid_44c__2,0.2356384923,1.490302405,-0.6267253085000001
hot_tale__hot_ale9_44c__1,-0.7841811359,1.104487378,-0.8213187225
hot_tale__hot_ale9_44c__2,-0.2232307006,1.033045462,-0.9069349155
hot_tale__hot_ale10_30c__1,-1.1736323056,0.542255775,-0.4771171535
hot_tale__hot_ale10_30c__2,-0.8018799797,0.5057944950000001,-0.8096706305
hot_tale__hot_ale10_37c__1,-0.2990371032,0.258387286,-0.9496095435
hot_tale__hot_ale10_37c__2,-0.5649593391000001,0.43497240400000003,-1.1002170605
hot_tale__hot_ale10_44c__1,0.2152732296,1.61848349,-0.3354736175
hot_tale__hot_ale10_44c__2,-0.011777828700000001,1.598318526,-0.2189319865
hot_tale__hot_ale16_30c__1,-1.0427347249,0.24155888600000003,-0.7017665345
hot_tale__hot_ale16_30c__2,-1.1535046791,0.455827266,-0.6200478745
hot_tale__hot_ale16_37c__1,-1.4030740693000001,-0.041811646,-0.9161586315
hot_tale__hot_ale16_37c__2,-0.14160509640000002,0.163509971,-0.9661704245
hot_tale__hot_ale16_44c__1,-2.5112397067,0.8236699550000001,-0.18629017850000001
hot_tale__hot_ale16_44c__2,-1.2385882883,1.031762872,-0.1442500385
pdhr_ale__pdhR-13_51__1,-0.7431336938,0.43378515900000003,-1.1596014285
pdhr_ale__pdhR-13_51__2,-0.1800064139,0.507026372,-0.9752593745
pdhr_ale__pdhR-14_46__1,0.119804503,0.640688926,-1.2024707755
pdhr_ale__pdhR-14_46__2,0.057936146300000005,0.739627718,-0.6887201115
pdhr_ale__pdhR-15_51__1,-1.0258494745,0.6221059910000001,-0.7408731685000001
pdhr_ale__pdhR-15_51__2,-0.8064075178000001,0.567124464,-0.7602895195
pdhr_ale__pdhR-16_49__1,0.1325195643,0.7625974600000001,-0.5871145225000001
pdhr_ale__pdhR-16_49__2,0.3776478245,0.7045132040000001,-1.4422658525
tcs__del_atoC_LiAcet__1,-1.4464716106,0.701940819,0.3443975045
tcs__del_atoC_LiAcet__2,-1.7815099803,0.7013352180000001,0.2347148195
tcs__del_atoC_LiCl__1,-0.500844968,0.548401596,0.1844352255
tcs__del_atoC_LiCl__2,-1.483462413,0.519445491,0.028564317500000002
tcs__del_atoC_m9__1,-0.7928924918,0.625490326,0.4112530975
tcs__del_atoC_m9__2,-1.1243916615,0.455551941,0.22531554550000002
tcs__del_baeR_etoh__1,1.4851495102,1.527603174,1.1072138425
tcs__del_baeR_etoh__2,1.4911041746,1.566320085,1.0844975785
tcs__del_baeR_lb__1,0.1214836663,0.32213588400000004,-0.3180149335
tcs__del_baeR_lb__2,0.5560548721,0.062404599000000005,-0.2662187575
tcs__del_btsR_01xlb__1,-0.6546783074,1.428271632,-1.7291053135
tcs__del_btsR_01xlb__2,-1.3467954025,1.240830134,-1.7781566375
tcs__del_btsR_lb__1,-0.024922501700000002,0.313967155,0.47131924150000004
tcs__del_btsR_lb__2,0.6355651622,-0.098165821,0.4211542075
tcs__del_btsR_pyruvate__1,0.5247278348000001,1.189474995,-2.0800388495
tcs__del_btsR_pyruvate__2,-0.5628817112,1.267574422,-1.8522317985
tcs__del_cpxR_etoh__1,0.8676232582000001,1.59336583,0.8499783615000001
tcs__del_cpxR_etoh__2,1.3574218174000001,1.439303532,0.7030024175
tcs__del_cpxR_lb__1,-0.5237101681,0.011104041,-0.1651895685
tcs__del_cpxR_lb__2,0.45039955870000004,0.139842235,-0.3802224075
tcs__del_cusR_CuSO4__1,-0.2278679003,0.5903395,0.0041918235000000005
tcs__del_cusR_CuSO4__2,-0.2702695289,0.851185535,0.2219428215
tcs__del_cusR_lb__1,-0.1876620471,-0.308344502,0.2222891585
tcs__del_cusR_lb__2,-0.4250051629,-0.180937114,0.2392518015
tcs__del_kdpE_01-kcl__1,-0.2206739958,1.135974144,-0.8940213975
tcs__del_kdpE_01-kcl__2,0.1999658729,1.323399257,-0.8128275635000001
tcs__del_kdpE_115-kcl__1,1.3995391351,0.9054073140000001,-0.8994037435000001
tcs__del_kdpE_115-kcl__2,1.5933070844000001,0.7447153910000001,-0.5888572485
tcs__del_phoB_m9__1,-0.1237642412,0.43778320200000004,0.0718010855
tcs__del_phoB_m9__2,-0.2043446981,0.316511039,0.0819018275
tcs__del_phoB_m9p__1,0.8865791159,3.427226433,-0.49251891950000004
tcs__del_phoB_m9p__2,0.0909522583,3.506143859,-0.5468207545
tcs__del_rcsB_etoh__1,2.3938357623,2.922792242,0.39658393950000004
tcs__del_rcsB_etoh__2,2.4584627871,2.818294029,0.4028809655
tcs__del_rcsB_lb__1,-0.1279244014,-0.15882985,-0.6495018325
tcs__del_rcsB_lb__2,-1.0012924126,-0.343187886,-0.7901632555
tcs__del_zraR_lb__1,0.3902927798,1.703810685,-1.1580555345
tcs__del_zraR_lb__2,0.4156943858,1.480220673,-1.1647904185
tcs__del_zraR_zncl2__1,0.6955069823000001,0.26798108,-0.3388558695
tcs__del_zraR_zncl2__2,1.7964886574999999,0.484596187,-0.2598254875
tcs__wt_01-kcl__1,2.3000424797,1.098283458,-0.46874426350000004
tcs__wt_01-kcl__2,2.297262242,0.97980192,-0.4317367385
tcs__wt_01xlb__1,-0.86274711,1.415315225,-1.8328723035
tcs__wt_01xlb__2,0.0358261347,1.427520088,-1.8365777075
tcs__wt_115-kcl__1,1.7761699658999999,0.7318184090000001,-1.0311288285
tcs__wt_115-kcl__2,1.1553516164,0.7779841110000001,-0.8331387665000001
tcs__wt_CuSO4__1,0.5943104037,0.376516893,0.1694036565
tcs__wt_CuSO4__2,0.6705590678000001,0.7139543780000001,0.1571614755
tcs__wt_etoh__1,1.9696391794,2.441259922,-0.1768688765
tcs__wt_etoh__2,1.7461792217,2.477790322,-0.1333578555
tcs__wt_lb__1,0.3889541642,0.32510135500000004,-0.3234053905
tcs__wt_lb__2,0.7579947904000001,0.5627460470000001,-0.36130302950000004
tcs__wt_LiAcet__1,-0.9245432678000001,0.682373228,-0.2789011025
tcs__wt_LiAcet__2,-1.3044777577,0.646714294,0.0791432795
tcs__wt_LiCl__1,-0.9796744569,0.699884139,0.1260526925
tcs__wt_LiCl__2,-0.870267089,0.5324358530000001,0.1381942905
tcs__wt_m9p__1,1.0275281718,2.910196694,-0.5266081395000001
tcs__wt_m9p__2,0.5201167055,2.982745569,-0.37925401950000004
tcs__wt_pyr__1,0.0893142093,1.225807602,-2.0463017885
tcs__wt_pyr__2,-0.2029654626,1.22520946,-1.9503314835
tcs__wt_zncl2__1,1.480987219,0.860986227,-0.5772438355
tcs__wt_zncl2__2,1.7651939796,1.025505889,-0.5081050225
ros_tale__1_112_0pq__1,-1.6602964047,1.155636346,-0.7570145205000001
ros_tale__1_112_0pq__2,-1.2915504344,1.023204081,-0.3969700305
ros_tale__1_112_250pq__1,-1.7744321573000001,0.831060329,0.3339828745
ros_tale__1_112_250pq__2,-0.9798187690000001,0.7416113480000001,0.22897881550000002
ros_tale__1_112_750pq__1,-1.681776785,0.7535891650000001,0.0786217235
ros_tale__1_112_750pq__2,-2.4190510643,0.825443447,0.1786963775
ros_tale__1_112_750pq__3,-2.3931119353,1.061039916,0.11650506050000001
ros_tale__3_76_0pq__1,0.8386703153,0.6140846560000001,-0.2602840165
ros_tale__3_76_0pq__2,0.1572459293,0.700094583,-0.49156169850000003
ros_tale__3_76_0pq__3,0.27193667250000003,0.822610579,-0.1990029045
ros_tale__3_76_0pq__4,-0.7985277063,0.819647035,-0.28561064950000004
ros_tale__3_76_250pq__1,0.6991780106000001,0.99182886,0.6562233975
ros_tale__3_76_250pq__2,-0.0864845264,1.175043572,0.8741973315
ros_tale__3_76_750pq__1,-0.8278636260000001,0.9090254830000001,1.4117739425
ros_tale__3_76_750pq__2,-0.29435948440000004,1.189574983,0.8053773635
ros_tale__7_103_0pq__1,-0.3003153118,1.114163063,1.6303127195
ros_tale__7_103_0pq__2,-0.5101605129,1.199868006,1.7286453815
ros_tale__7_103_0pq__3,-0.8346149064,1.245412792,1.6232326315
ros_tale__7_103_0pq__4,-0.9069261069000001,1.351607046,1.6590109075
ros_tale__7_103_250pq__1,-0.12503167340000002,1.432186884,1.0535852415
ros_tale__7_103_250pq__2,0.4146196287,1.555241415,1.1013604475
ros_tale__7_103_750pq__1,-0.2457794557,1.504902913,0.9996444405
ros_tale__7_103_750pq__2,0.41176177950000004,1.277360835,0.9086684955000001
ros_tale__9_77_0pq__1,-0.1405912513,1.409473816,1.1943781285
ros_tale__9_77_0pq__2,0.202560223,1.463318747,1.0366413885
ros_tale__9_77_250pq__1,-1.779753756,1.109761427,1.5850907975
ros_tale__9_77_250pq__2,-2.9274059019000003,1.115138699,1.9259646275
ros_tale__9_77_750pq__1,0.1979859792,0.9453530880000001,1.1196107445
ros_tale__9_77_750pq__2,-0.5966561862,1.3537388190000001,1.2071211945
ros_tale__11_83_0pq__1,-2.281452022,0.669357195,-0.1232467515
ros_tale__11_83_0pq__2,-2.3062498772,0.760137068,-0.1257371525
ros_tale__11_83_250pq__1,-1.8314199568,0.6944728130000001,-0.07142997050000001
ros_tale__11_83_250pq__2,-1.1478676026,0.856470143,-0.2266470335
ros_tale__11_83_750pq__1,-0.5680253377,0.869898893,0.0665564875
ros_tale__11_83_750pq__2,-0.5251139756000001,1.030026514,-0.0393218545
ros_tale__13_87_0pq__1,-1.3125328714,0.723619028,0.4652794315
ros_tale__13_87_0pq__2,-2.1398917572,0.952289899,0.2409534835
ros_tale__13_87_250pq__1,-1.828593825,0.750092482,0.6333133325
ros_tale__13_87_250pq__2,-1.0779835226,0.7020586040000001,0.5424701795
ros_tale__13_87_750pq__1,-2.2566946648,0.84324379,0.7672825035
ros_tale__13_87_750pq__2,-0.8231974859000001,0.581031065,0.8041919925000001
ros_tale__14_27_0pq__1,-1.3001855819,1.276430801,1.1038400955
ros_tale__14_27_0pq__2,-1.7174303271,1.17005898,1.2062942965
ros_tale__14_27_250pq__1,-2.3887979018,1.084710407,1.4434096435
ros_tale__14_27_250pq__2,-1.0061496336,1.133560227,1.3196607935
ros_tale__14_27_750pq__1,-0.6912728092,1.294898307,1.0722596625
ros_tale__14_27_750pq__2,-0.3033046118,1.647078226,1.3946653145
ros_tale__16_28_250pq__1,-0.5326261013,0.5052713520000001,-1.1464504355
ros_tale__16_28_250pq__2,-0.7655182168,0.7798229520000001,-1.1470660525
ros_tale__16_32_0pq__1,-0.9234915385,0.92547447,0.9349094045
ros_tale__16_32_0pq__2,-1.1838016643,1.231852309,0.9298059035
ros_tale__16_32_0pq__3,-0.5573599691000001,0.290628584,-1.2231503985
ros_tale__16_32_0pq__4,-0.5452122252,0.253442147,-0.9856811735000001
ros_tale__16_32_250pq__1,-0.7804377541,0.28633508,-1.2745606005
ros_tale__16_32_250pq__2,-0.7921462347,0.20333671,-1.1164611505
ros_tale__16_32_750pq__1,-1.9128960211,0.739205108,0.1670953395
ros_tale__16_32_750pq__2,-0.7689359972,0.8819745160000001,0.5377218505
ros_tale__17_104_0pq__1,0.6189876411,1.010636983,0.1716529875
ros_tale__17_104_0pq__2,0.6756572642,0.8712734620000001,0.12579792950000002
ros_tale__17_104_250pq__1,-0.7469744460000001,0.16813724600000002,-0.37611418350000003
ros_tale__17_104_250pq__2,-0.7593947145000001,0.561158727,0.4057820355
ros_tale__17_104_250pq__3,-2.3454894335,0.6735040480000001,0.4633254035
ros_tale__17_104_250pq__4,-4.18288044,0.318186265,0.6503636005
ros_tale__17_104_750pq__1,-2.3354020281,0.5157426350000001,0.2620325335
ros_tale__17_104_750pq__2,-2.1917998839,0.776368248,0.1072581365
ros_tale__18_24_250pq__1,-0.7815315605,0.7528421860000001,-0.9595768685
ros_tale__18_24_250pq__2,-1.4062183649,0.517068229,-1.0741007875
ros_tale__18_36_0pq__1,-0.7936361384,1.4813960160000001,0.6358124325
ros_tale__18_36_0pq__2,-0.709509135,1.462095315,0.8041908605
ros_tale__18_36_0pq__3,0.7754344679,0.202122403,-1.5317856785
ros_tale__18_36_0pq__4,0.477183024,0.05521744,-1.5079998045
ros_tale__18_36_250pq__1,0.3963873842,-0.014646014,-1.4855387764999999
ros_tale__18_36_250pq__2,0.30710753360000004,0.190675383,-1.3970079235
ros_tale__18_36_750pq__1,-0.7661201849,0.920294346,-0.30487640650000003
ros_tale__18_36_750pq__2,-0.7917114146,0.850241786,-0.11276651650000001
ros_tale__19_91_0pq__1,0.6289238594000001,1.0569669720000001,0.4202300265
ros_tale__19_91_0pq__2,0.2971139508,1.070448613,0.5307200255
ros_tale__19_91_250pq__1,-0.7341502288,1.142158833,0.5320335285000001
ros_tale__19_91_250pq__2,-0.8250040017,1.04595643,0.5291665205
ros_tale__19_91_750pq__1,-0.6949382022,1.034909768,0.3134688765
ros_tale__19_91_750pq__2,-1.1941011447,1.293107985,0.2770677805
ros_tale__19_91_750pq__3,-0.2418616384,0.9113119030000001,1.2912088425000001
ros_tale__19_91_750pq__4,-0.8670582056,1.329318559,1.2292475445
ros_tale__21_97_0pq__1,0.7046659413,1.902545128,0.8883729305
ros_tale__21_97_0pq__2,-0.335421907,1.465722612,0.7804803435000001
ros_tale__21_97_250pq__1,-0.8814304434,1.538111513,0.6593160615
ros_tale__21_97_250pq__2,-0.2436722858,1.307877558,0.4120804525
ros_tale__21_97_750pq__1,-0.6040452588,1.5231887419999999,0.8322760145
ros_tale__21_97_750pq__2,-0.6359812293,1.491431744,0.7039360575
ros_tale__25_111_0pq__1,-1.4202432854,1.461160386,0.11237295750000001
ros_tale__25_111_0pq__2,-1.5484002047,1.288543446,0.8157440895
ros_tale__25_111_250pq__1,-1.02135988,1.459453428,0.2990829655
ros_tale__25_111_250pq__2,-2.3496131849,1.346613172,0.8058615125
ros_tale__25_111_750pq__1,-1.8434795806,1.380110897,0.8409728135000001
ros_tale__25_111_750pq__2,-2.3982327784,1.4253211540000001,0.6580648025
ros_tale__29_119_0pq__1,-2.7764190605,1.026874318,1.2726678535
ros_tale__29_119_0pq__2,-1.6380736281,1.187461794,1.1652885305
ros_tale__29_119_250pq__1,-1.3286093882,1.21944039,0.9740049935
ros_tale__29_119_250pq__2,-1.5800363002,0.353890923,0.47642730650000004
ros_tale__29_119_750pq__1,-2.0101695344,1.206202925,0.9040674775
ros_tale__29_119_750pq__2,-1.474221201,1.2678057520000001,0.9506573715000001
ros_tale__ALE4_0pq__1,-0.4575681586,0.248309098,-1.3154973785
ros_tale__ALE4_0pq__2,-0.7748038490000001,0.29828159200000004,-1.3033233245
ros_tale__ALE4_250pq__1,0.3444440808,0.811947822,-0.6484764715
ros_tale__ALE4_250pq__2,0.5267939612,0.7992387150000001,-0.6259778815
pcoli__atASMT_325G__1,-0.38272785610000004,1.637120538,-0.5715353095
pcoli__atASMT_325G__2,-0.35366928540000003,1.416638727,-0.5301067975
pcoli__bpTDC__1,-0.9464966116,2.4413979120000002,-0.41835527050000004
pcoli__bpTDC__2,-0.5079145850000001,2.427740235,-0.5942564775
pcoli__BRCA__1,-1.4481956558,2.149484563,-0.8048236175
pcoli__BRCA__2,-1.0872075677,2.086258569,-0.7867558765
pcoli__BRCActrl__1,-0.2916752818,2.4332647830000003,0.0485411715
pcoli__BRCActrl__2,-1.1870118267,2.564546405,0.4922092085
pcoli__BRCAswap__1,0.6391369262000001,1.79250376,-0.4513990465
pcoli__BRCAswap__2,0.2130552131,1.698859981,-0.7057216955000001
pcoli__btAANAT__1,0.507560197,1.425659937,-0.6467201435000001
pcoli__btAANAT__2,-0.014082709700000001,1.4281322300000001,-0.38688887450000004
pcoli__btASMT__1,0.6495622375,1.438701675,-0.8715453895
pcoli__btASMT__2,0.25837377,1.615104547,-0.8455055795
pcoli__CC1__1,0.6278519521,1.071165693,-0.5266700615000001
pcoli__CC1__2,0.5855828619,1.013779341,-0.8846732485000001
pcoli__ccCOMT__1,-0.5704401665000001,1.616691499,-0.5600262795000001
pcoli__ccCOMT__2,-0.416971935,1.5550636230000001,-0.5405834255
pcoli__ckDDC__1,0.66426111,1.092855557,-0.1522621995
pcoli__ckDDC__2,0.45844915080000004,0.9106847730000001,0.0827339225
pcoli__CNTF_belt__1,0.2291512132,1.8623592050000002,-0.7192683015
pcoli__CNTF_belt__2,0.7458731697000001,1.650794359,-0.8356039585
pcoli__cobPNMT__1,0.17697557730000002,1.393878617,-0.6209361955
pcoli__cobPNMT__2,-0.2569892512,1.295749564,-0.6234067585
pcoli__cvPhhB__1,-0.3338626978,1.159590777,-0.3526005105
pcoli__cvPhhB__2,-0.8645398965000001,1.189854406,-0.2382056945
pcoli__ggAANAT__1,-0.8073533426,1.5872571070000001,-0.4844784935
pcoli__ggAANAT__2,-0.2011850585,1.681969674,-0.5084565555
pcoli__ggTPH__1,-0.3402835381,1.615657345,-0.7052495095
pcoli__ggTPH__2,-0.3820328887,1.637716379,-0.5449747665
pcoli__hsAANAT__1,1.0765102506,0.9475102780000001,0.3706484315
pcoli__hsAANAT__2,1.0051662056,1.172952831,-0.3207113635
pcoli__hsASMT__1,-0.8470009411,1.527592463,-0.5882851465
pcoli__hsASMT__2,-1.1091311135,1.783106799,-0.1838294355
pcoli__hsPNMT_mb__1,-1.1652289818,1.834511558,-0.5251681305
pcoli__hsPNMT_mb__2,-0.5967150951,1.763297047,-0.6157982495000001
pcoli__hsTPH__1,-0.2675491344,1.8490406460000002,-0.6781730855
pcoli__hsTPH__2,-0.6232738055,1.933924996,-0.1792207845
pcoli__hsTPH_E2K__1,1.1061270004,1.527117829,0.2118777375
pcoli__hsTPH_E2K__2,0.6487531143,1.441389325,-0.17397676750000002
pcoli__hsTPH_E2K_N91I_P99C__1,-0.7069395110000001,2.075346462,-0.7280252935
pcoli__hsTPH_E2K_N91I_P99C__2,-0.8044393488,2.058310267,-0.6255185095
pcoli__hsTPH_N158trunc__1,0.417569434,2.027107266,0.0550240265
pcoli__hsTPH_N158trunc__2,0.8800704395000001,1.909201171,0.0468335865
pcoli__hsTPH_N174trunc__1,0.4638622173,1.602329787,-0.6356319845
pcoli__hsTPH_N174trunc__2,0.5585723478,1.863225106,0.0773582265
pcoli__hsTPH_Ntermtrunc__1,-0.19485833290000001,1.194653394,-0.0343406905
pcoli__hsTPH_Ntermtrunc__2,0.2392315452,1.124375996,-0.3677890555
pcoli__hsTPH1__1,0.0618510851,1.150735544,-0.6981109935
pcoli__hsTPH1__2,0.41661293060000004,1.025651387,-0.6990219215
pcoli__MBP__1,-0.9704124645000001,1.020288912,-0.7225978405
pcoli__MBP__2,-0.5230680169,1.187793632,-0.0710217615
pcoli__msCOMT__1,-1.0775731435,2.046839591,-0.5814446565
pcoli__msCOMT__2,-1.3751918964,2.153302712,-0.6788214165
pcoli__ocAANAT__1,-0.07351702310000001,1.656218757,-0.6165628575000001
pcoli__ocAANAT__2,-1.0302291883,1.756454734,-0.5709293695000001
pcoli__osTDC_K374H__1,0.8962117986,1.060338327,-0.4863687195
pcoli__osTDC_K374H__2,0.8577391957,1.092192582,-0.5828661555
pcoli__osTDC_K374L__1,-1.1935759521,2.285180904,-0.2169916325
pcoli__osTDC_K374L__2,-1.500267757,2.345303202,-0.0765430045
pcoli__osTDC_K374Q__1,0.41092254450000004,1.753207083,-0.5418026195
pcoli__osTDC_K374Q__2,0.4337063988,1.720374655,-0.5980423995
pcoli__osTDC_L360V__1,-0.1362603008,2.125085207,-0.36908675950000003
pcoli__osTDC_L360V__2,-0.6641414671,2.261788997,0.0041311475000000005
pcoli__pmTPH__1,-0.9390106441,1.954246451,-0.6051959655
pcoli__pmTPH__2,-1.5484184190999999,1.931151314,-0.3430710795
pcoli__RFC__1,-1.7920457927000002,1.119029535,-0.3972080535
pcoli__RFC__2,-0.8023995806,1.0715815929999999,-0.4680608415
pcoli__RFCctrl__1,0.15870166160000002,1.246713721,-0.44167082950000003
pcoli__RFCctrl__2,0.6327831785,1.3701108180000001,-0.41895731550000004
pcoli__RFCnopause__1,0.696017428,1.147449165,-0.2399375625
pcoli__RFCnopause__2,1.4917970505,1.167748287,0.6118823245
pcoli__RFCpluspause__1,1.3140902798,1.238687405,-0.0306499065
pcoli__RFCpluspause__2,0.8325669228,0.948987192,0.1200162495
pcoli__rnCOMT_sol__1,0.6088889630000001,1.278561429,-0.2282469205
pcoli__rnCOMT_sol__2,0.3016652539,1.194684981,-0.4611621175
pcoli__rnPNMT__1,-0.8393812762,1.8772699130000001,-0.34059424250000003
pcoli__rnPNMT__2,-1.2567868798,1.875225564,-0.2204197265
pcoli__rnTDC__1,-0.8468258615,2.29497515,-0.5696340935
pcoli__rnTDC__2,-0.023052342700000002,2.243679101,-0.6285458545
pcoli__rnTDC_trunc__1,-0.9529586537,2.1228126,-0.4028613245
pcoli__rnTDC_trunc__2,-0.9063143260000001,2.228314085,0.31529569350000003
pcoli__saCOMT_T2A__1,-1.2741798617,1.569545946,-0.5151786055
pcoli__saCOMT_T2A__2,-1.2673037079,1.543167766,-0.6412762615
pcoli__sfCOMT__1,-0.3628955086,1.560335818,-0.7366920725
pcoli__sfCOMT__2,-1.3211870042,1.5615858180000002,-0.6230201365
pcoli__sgAANAT_D63G__1,-0.5545029457,1.716987134,-0.5256870845
pcoli__sgAANAT_D63G__2,-0.6282549729,1.5147074260000002,-0.6941509485
pcoli__ssDDC__1,-0.5526548238,2.188930516,-0.5803726905000001
pcoli__ssDDC__2,-0.9023122041,2.380597383,-0.1963281935
pcoli__TP53B__1,-0.9949798564000001,2.594352515,-0.5362346425
pcoli__TP53B__2,-0.7715699021,2.574366791,-0.3505754385
pcoli__WT__1,0.5722991540000001,1.237880994,-0.0080062455
pcoli__WT__2,0.2266283654,1.371788028,-0.050725873500000004
cck__glu_ale4__1,-0.3166383387,0.532714741,-0.5325939595
cck__glu_ale4__2,3.1373917031,0.72747801,-1.3035899845
cck__cck_ale1__1,2.3042244805,0.922519885,-1.8307222725
cck__cck_ale1__2,2.9096762158000002,0.84597987,-1.3087500965
cck__cck_ale2__1,2.791531742,0.495498826,-1.5146393455
cck__cck_ale2__2,2.6892660813,0.7619982200000001,-1.4844009224999999
cck_pgi__gmos_delpgi__1,2.2667935102,0.982880297,-0.7809510865
cck_pgi__gmos_delpgi__2,-2.4852686245,0.642458641,-0.1949464745
cck_pgi__pgi_ale1__1,-2.3065114069,0.754429942,-0.2105738665
cck_pgi__pgi_ale1__2,2.8080477222,0.887765326,-0.8678995875000001
cck_pgi__pgi_ale2__1,3.1309955847,1.078296491,-0.7120463765
cck_pgi__pgi_ale3__1,-2.8722111119,0.741312972,-0.3645475455
cck_pgi__pgi_ale3__2,1.6817928798000001,0.689933569,-1.1821651995
cck_pgi__pgi_ale4__1,-1.9722608091,0.8653691210000001,-0.43906646250000003
cck_pgi__pgi_ale4__2,1.3008226975000001,0.6246171380000001,-1.7802568735
cck_pgi__pgi_ale4__3,1.7195069127,0.637479848,-1.7081215825
cck_pgi__pgi_ale5__1,-1.5031273706000001,0.499263275,-0.0196180925
cck_pgi__pgi_ale5__2,1.0326412926,0.895610369,-0.9387673735000001
cck_pgi__pgi_ale6__1,-1.6755699155000001,0.45650601500000004,-0.3094677575
cck_pgi__pgi_ale6__2,2.0796095668,0.905635688,-1.0569912425
cck_pgi__pgi_ale7__1,-2.2667235707,0.481024638,-0.2445677855
cck_pgi__pgi_ale7__2,1.5671641846000002,0.8243201410000001,-1.1493010955
cck_pgi__pgi_ale8__1,-1.8289444116,0.5224884120000001,-0.39340796650000004
cck_pgi__pgi_ale8__2,1.1412646941,0.7394819420000001,-1.1454404325
cck_sdh__gmos_delsdhCB__1,3.263148735,1.050883907,0.38188032650000003
cck_sdh__gmos_delsdhCB__2,4.2333289451,1.3188188840000001,0.7959541825
cck_sdh__sdh_ale1__1,3.0597286122,1.236609723,-1.1333565385
cck_sdh__sdh_ale1__2,3.6647065104000003,1.162390647,-1.3456003935
cck_sdh__sdh_ale2__1,3.4444387245,1.184842553,-1.2706176995
cck_sdh__sdh_ale3__1,3.6093227593,1.122448142,-1.2261654435
cck_sdh__sdh_ale3__2,3.2343492425,0.903545691,-1.4093154175
cck_sdh__sdh_ale3__3,3.4931464724,0.99867402,-1.2618744935000001
cck_pts__gmos_delptsHIcrr__1,1.6860953595,1.3313207660000002,-0.1414984065
cck_pts__gmos_delptsHIcrr__2,3.1176067465,1.61132579,-0.3423551275
cck_pts__pts_ale1__1,1.3733135468,1.7337614490000002,-1.3230167035
cck_pts__pts_ale1__2,0.8995081299000001,1.666714604,-1.6639117625000002
cck_pts__pts_ale2__1,2.3319769866,0.7337532760000001,-1.6523297685
cck_pts__pts_ale2__2,2.911725871,0.7315833650000001,-1.7541103795000001
cck_pts__pts_ale3__1,1.3451632584,1.443976677,-1.6429531385
cck_pts__pts_ale3__2,1.2357419299,1.587971355,-1.4601275815
cck_pts__pts_ale4__1,2.3123690319,0.36682641800000004,-1.4587531835
cck_pts__pts_ale4__2,3.1250920427,0.480394637,-1.3716584015
cck_gnd__gmos_delgnd__1,3.8098776807,0.9842357970000001,-0.07445887150000001
cck_gnd__gmos_delgnd__2,4.2122156357,1.173895355,-0.1371017615
cck_gnd__gnd_ale1__1,2.1611659271,0.913419992,-1.0691651515
cck_gnd__gnd_ale1__2,2.5232566662,0.878294203,-0.9657063965
cck_gnd__gnd_ale2__1,2.2171444729,0.6413890999999999,-1.1953929625
cck_gnd__gnd_ale2__2,1.5995133573,0.726645883,-1.1586062055
cck_gnd__gnd_ale3__1,1.9014832662,0.8326749360000001,-1.1560882455
cck_gnd__gnd_ale3__2,2.6246564843,0.9010884220000001,-1.0485693085
cck_tpiA__gmos_deltpiA__1,3.3973345829,1.043624452,-0.3560441245
cck_tpiA__gmos_deltpiA__2,3.8949034049,0.7972567030000001,-1.0548904275
cck_tpiA__tpiA_ale1__1,1.5772383172,1.174675174,-1.3822829825
cck_tpiA__tpiA_ale1__2,0.898196438,1.28904543,-1.0460547695
cck_tpiA__tpiA_ale2__1,0.9942011789,0.9363778650000001,-1.0688441855
cck_tpiA__tpiA_ale2__2,1.8686279095,1.097767557,-1.1520620735
cck_tpiA__tpiA_ale3__1,1.5601370819,1.346842641,-1.0533900165
cck_tpiA__tpiA_ale3__2,2.6158699422,0.986088904,-0.9568374215000001
cck_tpiA__tpiA_ale4__1,1.4698905138,1.4701380099999999,-0.8678999845
cck_tpiA__tpiA_ale4__2,1.8384686784,1.367801244,-1.0589366405
acid_tale__acid_ale1_pH7__1,1.810857472,0.9280965090000001,-1.7177604485
acid_tale__acid_ale1_pH7__2,1.6134497038,0.960886224,-1.5593798075
acid_tale__acid_ale1_pH5__1,2.5446343185,1.080866858,-0.1102782175
