,PSPTOB0023
SRX1828913,0.1571412956
SRX1828914,-0.6388113174000001
SRX1828915,-0.0838611049
SRX1828916,-0.5875156886
SRX1828917,-0.0732801907
SRX1828918,-0.7594256359
SRX3983989,0.4514897611
SRX3983990,-0.2177190411
SRX3983993,-0.8788075378
SRX3983994,-1.1986817003
SRX3983995,0.4114206796
SRX3983996,-1.0597843443
SRX3983997,-0.6962067274
SRX3983998,0.2516507997
SRX3983999,0.24938449880000002
SRX3984000,0.3633191599
SRX3984001,-0.6782802983
SRX3984002,-0.6641220762000001
SRX3984003,-0.30279587700000005
SRX3984004,0.14865423860000002
SRX3984005,0.3375819392
SRX3984006,-0.1594880599
SRX3984007,-1.2995027358
SRX3984008,0.3311588433
SRX3984009,0.1466081904
SRX3984010,0.4329423302
SRX3984011,0.3049313929
SRX3984012,0.0442448913
SRX3984013,0.11651828380000001
SRX3984014,0.2663997406
SRX3984015,-0.5715750841
SRX3984016,0.1905312605
SRX3984017,0.4374705162
SRX3984019,0.0026096013
SRX3984020,-0.09008012180000001
SRX3984021,0.0662688664
SRX3984022,0.2260972383
SRX3984023,0.06597120470000001
SRX3984024,0.315464844
SRX3984025,0.2166204508
SRX3984026,0.40369817960000004
SRX3984027,0.3182333943
SRX3984028,0.3617100862
SRX3984029,0.2636828869
SRX3984031,-0.0290447565
SRX3984032,-0.1399572811
SRX3984034,0.0305835476
SRX3984035,-1.6855962708
SRX3984036,0.2156346405
SRX3984037,0.16169204580000002
SRX3984038,0.1741027987
SRX3984039,0.37587730140000003
SRX3984040,0.3887812739
SRX3984041,0.2505215357
SRX3984042,-1.1584623273
SRX3984043,-1.8315747390000001
SRX3984045,0.2324048274
SRX3984046,0.09739818850000001
SRX3984047,-0.018548307700000002
SRX3984048,-0.406686331
SRX3984049,-0.6830318633
SRX3984050,-0.7467901424000001
SRX3984051,0.23556730520000002
SRX3984052,-0.0459307404
SRX3984056,-0.3526598388
SRX3984057,-0.2546451886
SRX3984058,-0.2431407968
SRX3984059,0.2157045831
SRX3984061,0.0118644847
SRX3984062,0.2073388766
SRX3984063,0.1608639683
SRX3984064,0.016643967000000003
SRX3984065,0.2934255746
SRX3984066,0.2512511432
SRX3984067,0.0638375136
SRX3984068,0.2032320901
SRX3984069,-0.8545750961
SRX3984070,-0.5359259139
SRX3984071,-0.6136998571
SRX3984073,0.4423492819
SRX3984074,0.4168134222
SRX3984077,-0.1195319804
SRX3984078,-0.1724995375
SRX3984079,-0.4202736177
SRX3984080,-0.1939529409
SRX3984082,0.11795867010000001
SRX3984084,-0.0942787982
SRX6997963,0.1357258931
SRX6997964,0.0030960724
SRX6997965,0.1504871539
SRX6997967,0.1407914092
SRX6997968,0.0178823078
SRX6997969,-0.2086646306
SRX6997971,-0.2765173023
SRX6997972,-0.5971472623
SRX6997973,-0.222433292
SRX3159100,0.0008942490000000001
SRX3159101,-0.21128348530000002
SRX3159102,0.0704863028
SRX3159103,0.1399029335
SRX3159000,0.0682939322
SRX3159001,0.0915590454
SRX3159002,-0.0200822303
SRX3159003,-0.101566205
SRX3159004,0.1808233568
SRX3159005,0.0779595938
SRX3159006,-0.2762049941
SRX3159007,-0.046879996800000004
SRX3159008,-0.1234759723
SRX3159009,0.0444372686
SRX3159010,-0.18496692550000002
SRX3159012,-0.5367709701
SRX3159013,-0.0662031725
SRX3159014,0.2999880997
SRX3159015,-0.2518085358
SRX3159016,0.3488030609
SRX3159017,0.4432314775
SRX3159018,0.041387026300000004
SRX3159019,0.24367549470000002
SRX3159020,0.0934517767
SRX3159021,0.1196986242
SRX3159022,0.2508753438
SRX3159023,0.1829463278
SRX3159024,0.2867990863
SRX3159025,0.06738173630000001
SRX3159026,-0.5128113084
SRX3159027,0.3147316436
SRX3159028,-0.20367855310000002
SRX3159029,0.2611311563
SRX3159030,-0.12083326720000001
SRX3159034,0.210628538
SRX3159036,-0.0945466331
SRX3159037,0.1271779095
SRX3159041,0.0408736982
SRX3159042,-0.058660304
SRX3159043,0.1303005657
SRX3159045,0.08484369300000001
SRX3159047,-0.1315833078
SRX3159048,-0.3113392846
SRX3159049,0.3032544938
SRX3159050,0.226532215
SRX3159051,0.2939505577
SRX3159052,-0.4165224018
SRX3159053,0.25388582260000003
SRX3159054,-0.0639972035
SRX3159055,-0.3700007557
SRX3159056,0.3215612378
