,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,4.625929269271485e-18,0.13619114884404887,3.0,0.0,0.1571412956,2.0,-0.0838611049,4.0,-0.0732801907,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-0.6619175473,0.08825350355830601,3.0,1.0,-0.6388113174000001,3.0,-0.5875156886,5.0,-0.7594256359,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,0.28670978487500004,0.226624814915121,4.0,6.0,0.4514897611,20.0,0.3375819392,40.0,0.40369817960000004,63.0,-0.0459307404,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-0.126785239425,0.09513917508627391,4.0,7.0,-0.2177190411,33.0,0.0026096013,81.0,-0.1195319804,82.0,-0.1724995375,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-0.403037630275,0.5941301416027043,4.0,8.0,-0.8788075378,51.0,0.37587730140000003,65.0,-0.2546451886,76.0,-0.8545750961,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-0.7788307967666666,0.8160751395196922,3.0,9.0,-1.1986817003,22.0,-1.2995027358,49.0,0.16169204580000002,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.35817603625,0.07529929674928844,2.0,10.0,0.4114206796,26.0,0.3049313929,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-0.8795067631000001,0.4007563442513671,3.0,11.0,-1.0597843443,54.0,-1.1584623273,83.0,-0.4202736177,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-0.36173294570000003,0.41182345972855405,4.0,12.0,-0.6962067274,48.0,0.2156346405,64.0,-0.3526598388,78.0,-0.6136998571,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.26906145035,0.04433573250963144,4.0,13.0,0.2516507997,38.0,0.315464844,67.0,0.2157045831,72.0,0.2934255746,,,,,,,,,,,,,,,,,,,,
