,USA300HOU_RS12655
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,7.1627063386
USA300_LAC_U01-Set001_CAMHB_Control_1,7.2244432743
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,7.3957942708
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,7.2546471438
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,7.1701153751
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,7.1651115944
USA300_LAC_U01-Set001_CAMHB_Control_2,7.0889311495
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,7.2024389321
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,7.2016838682
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,7.0897924632
USA300_TCH1516_U01-Set000_CAMHB_Control_1,6.259727485
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,6.1864194006
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,6.0435230195
USA300_LAC_U01-Set001_R10LB_PreCulture_1,7.7632521825000005
USA300_LAC_U01-Set001_R10LB_PreCulture_2,7.7534917728
USA300_LAC_U01-Set001_R10LB_Control_1,7.315612368
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,7.3083175877
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,7.2937495056
USA300_LAC_U01-Set001_R10LB_Control_2,7.249075209
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,7.2987356747
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,7.2729698266
USA300_TCH1516_U01-Set000_R10LB_Control_1,7.1800689266
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,6.7919763289
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,6.9098711991
USA300_TCH1516_U01-Set000_R10LB_Control_2,7.5286009633
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,6.8233696926
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,6.8557067053
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,7.0009671502
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,6.9871021263
USA300_TCH1516_U01-Set000_CAMHB_Control_2,6.160307124
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,6.0513670844
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,6.0405781177
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,6.3312341004
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,6.2621394789
USA300_LAC_U01-Set004_CAMHB_Control_1,7.373590951
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,7.426537821
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,7.2418482623
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,7.3616022292
USA300_LAC_U01-Set004_CAMHB_Control_2,7.503915315
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,7.3044860583
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,7.2956714707
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,7.2642292452
USA300_LAC_U01-Set004_R10LB_Control_1,7.8846752025
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,7.4932716634
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,7.6491071157
USA300_LAC_U01-Set004_R10LB_Control_2,7.9005276121
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,7.6076439095
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,7.4246592452
USA300_TCH1516_U01-Set003_CAMHB_Control_2,5.3289702699
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,5.7214510281
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,5.8422436253
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,5.7207264915
USA300_TCH1516_U01-Set003_CAMHB_Control_3,5.8074500269
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,5.8886429719
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,5.7079356263
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,5.578348013
USA300_LAC_ICA-Set001_R10LB_Control_1,7.2755400355
USA300_LAC_ICA-Set001_R10LB_Control_2,7.3680829847
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,7.2497194789
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,7.1760476415
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,7.1672860451
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,7.2968928835
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,6.9596679868999995
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,7.2319614596
USA300_TCH1516_BK-Set001_THB_Control_1,6.0616749389
USA300_TCH1516_BK-Set001_THB_Control_2,6.1071659425
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,6.4793334768
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,6.3340322835
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,6.6944643844
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,6.6286921653
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,5.8746106021
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,6.2810524375
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,7.1758779969
