,-0.04878092479844222,-0.03658569359883167,-0.024390462399221116,-0.012195231199610565,-1.3877787807814457e-17,0.012195231199610537,0.02439046239922109,0.03658569359883164,0.04878092479844219,0.06097615599805274,0.07317138719766329,0.08536661839727384,0.0975618495968844,0.10975708079649495,0.1219523119961055,0.13414754319571603,0.1463427743953266,0.15853800559493714,0.17073323679454772,0.18292846799415824
thresh,-0.054878540398247494,0.054878540398247494,2,,,,,,,,,,,,,,,,,
unreg,3,10,158,1207,2195,664,132,60,25,12,7,3,4,0,0,0,0,0,0,0
LiuR,0,0,0,2,7,4,0,0,0,1,2,3,3,4,2,2,4,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],"['PN96_RS08775' 'add' 'PN96_RS05955' 'choW' 'paaB' 'PN96_RS05950' 'betI'
 'PN96_RS15780' 'choV' 'PN96_RS18645' 'betB' 'paaJ']",['PsrA' 'hmgB' 'PN96_RS21015' 'PN96_RS19190' 'betA' 'hppD' 'phhB'],['phhA' 'PN96_RS14500' 'PN96_RS19360'],['hmgC' 'PN96_RS21215' 'hmgA' 'PN96_RS21220'],[],[],[],[],[],[],[]
LiuR_genes,[],[],[],['LiuR' 'ivdF'],['liuE' 'etfD2' 'ivdC1' 'ivdD1' 'ivdB1' 'ivdE1' 'liuB'],['ivdA1' 'liuA' 'liuC' 'ivdG1'],[],[],[],['PN96_RS19305'],['liuA' 'liuD'],['livK' 'liuE' 'livF'],['livM' 'livH' 'liuB'],['etfA' 'etfB' 'livG' 'liuC'],['etfD1' 'fadD'],['ivdF' 'ivdG2'],['ivdE2' 'ivdC2' 'ivdB2' 'ivdA2'],['ivdD2'],[],[]
