,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,-2.684370024542244,3.699769724356793,2.0,0.0,-5.300502285463616,1.0,-0.0682377636208722
1,RichMedia__BHIN_Growth_Mid,10.188685943997497,1.04452624945626,2.0,2.0,9.450094349879624,3.0,10.92727753811537
2,RichMedia__BHIN_Growth_Stat,12.883358031181654,2.3789670765163415,2.0,4.0,14.565541783205894,5.0,11.201174279157412
3,RichMedia__LBv2_Growth_Late,4.008001313096767,2.6952117914830893,2.0,6.0,2.102198778605132,7.0,5.913803847588403
4,RichMedia__LBv2_Growth_Mid,6.772360450213455e-15,2.571256887362662,2.0,8.0,-1.8181531812267464,9.0,1.81815318122676
5,RichMedia__LBv2_Growth_Stat,44.555274435119266,1.298511166710798,2.0,10.0,43.637088383691605,11.0,45.47346048654693
6,RichMedia__MHB_Rich_Mid,1.8764954013832846,0.4197779158244021,2.0,12.0,1.5796675905114943,13.0,2.173323212255075
7,RichMedia__NBO_Rich_Mid,6.161738762564204,1.0644009132945027,2.0,14.0,5.409093658872507,15.0,6.914383866255902
8,Carbon__M9Na_Arabinose_Mid,-24.95941184706256,0.7560267930418219,2.0,16.0,-24.42482017494397,17.0,-25.494003519181152
9,Carbon__M9Na_Galactose_Mid,-11.28890439107335,1.8718446493088217,2.0,18.0,-12.612498435927373,19.0,-9.965310346219328
10,Carbon__M9Na_GlcNAcGrowth_Late,-1.626032572321669,2.2148150633816335,2.0,20.0,-0.0599218219304029,21.0,-3.192143322712935
11,Carbon__M9Na_GlcNAcGrowth_Mid,-3.189269591236301,0.1342843917174172,2.0,22.0,-3.094316187245405,23.0,-3.2842229952271977
12,Carbon__M9Na_GlcNAcGrowth_Stat,-1.296791823995203,0.16321547291805402,2.0,24.0,-1.1813810563002778,25.0,-1.4122025916901284
13,Carbon__M9Na_GlcNAc_Mid,-21.800234932870303,1.2234765847971762,2.0,26.0,-22.665363522603347,27.0,-20.935106343137264
14,Carbon__M9Na_Gluconate_Mid,-16.479259412963234,3.451294242994198,2.0,28.0,-18.919692976054524,29.0,-14.038825849871944
15,Carbon__M9Na_Glucosamine_Mid,-11.057525225088614,0.6499048691488704,2.0,30.0,-10.597973084987292,31.0,-11.517077365189936
16,Carbon__M9Na_Glycerol_Mid,-22.05081855409125,2.3314060484653583,2.0,32.0,-23.69937158066044,33.0,-20.402265527522065
17,Carbon__M9Na_Maltose_Mid,-16.733649925241792,2.5992010506213927,2.0,34.0,-14.895737236680208,35.0,-18.57156261380338
18,Carbon__M9Na_Mannitol_Mid,-24.29754034246068,0.44535460372095487,2.0,36.0,-23.982627082136947,37.0,-24.612453602784417
19,Carbon__M9Na_Trehalose_Mid,-25.720946722530105,0.8397812941094748,2.0,38.0,-26.31476177030853,39.0,-25.12713167475168
20,Carbon__M9Na_ethanol_Mid,22.32695103008265,1.2165292117146846,2.0,40.0,21.46673497496767,41.0,23.18716708519763
21,Carbon__M9Na_fructose_Mid,-27.398847206435402,0.017624576541113275,2.0,42.0,-27.411309664023165,43.0,-27.38638474884764
22,Carbon__M9Na_fumarate_Mid,-2.5155097027366855,1.6058094877995956,2.0,44.0,-3.650988480853476,45.0,-1.3800309246198947
23,Carbon__M9Na_glucoseGrowth_Late,-3.0726935110544287,2.009091807421426,2.0,46.0,-1.6520510700004012,47.0,-4.493335952108456
24,Carbon__M9Na_glucoseGrowth_Mid,-6.161737786669619e-15,1.039200555949873,2.0,48.0,0.734825760124979,49.0,-0.7348257601249913
25,Carbon__M9Na_glucoseGrowth_Stat,-7.577835801081858,5.505670140946616,2.0,50.0,-3.684739109442211,51.0,-11.470932492721506
26,Carbon__M9Na_ribose_Mid,-19.55027834819052,3.221062983777636,2.0,52.0,-21.82791382664866,53.0,-17.27264286973238
27,Carbon__M9Na_succinate_Mid,-27.63309560567688,0.023768927604600372,2.0,54.0,-27.61628843578613,55.0,-27.64990277556762
28,Carbon__M9Na_sucrose_Mid,-5.031758107136615,0.28348032259142675,2.0,56.0,-5.232208965573963,57.0,-4.831307248699267
29,TF__LBv2_HapROver_Late,-14.528935779855093,0.4657455272869584,2.0,58.0,-14.858267600507006,59.0,-14.19960395920318
30,TF__LBv2_HapROver_Mid,-9.051159338641085,1.5554118098853627,2.0,60.0,-7.951317100333504,61.0,-10.151001576948666
31,TF__LBv2_HapROver_Stat,-7.637652378200124,1.2131773095075258,2.0,62.0,-8.495498280534546,63.0,-6.779806475865701
32,TF__LBv2_LuxOOver_Late,-7.091654024250527,0.40134575335796446,2.0,64.0,-7.375448328050367,65.0,-6.807859720450686
33,TF__LBv2_LuxOOver_Mid,-4.5511390730551575,0.0360410251541785,2.0,66.0,-4.5766239263425925,67.0,-4.525654219767723
34,TF__LBv2_LuxOOver_Stat,-5.047461747947907,0.26807600680125193,2.0,68.0,-4.857903385665331,69.0,-5.237020110230484
35,TF__LBv2_QstROver_Late,-0.4044875555320522,0.02283245096579436,2.0,70.0,-0.4206325364410747,71.0,-0.3883425746230296
36,TF__LBv2_QstROver_Mid,-2.1794817255459984,0.5926555427977603,2.0,72.0,-2.5985524787660887,73.0,-1.7604109723259078
37,TF__LBv2_QstROver_Stat,-8.249829443387373,0.5370130436213955,2.0,74.0,-7.870103878657058,75.0,-8.62955500811769
38,TF__LBv2_TfoXOver_Late,1.4130786001128337,1.0485940769723285,2.0,76.0,2.154546582652016,77.0,0.6716106175736515
39,TF__LBv2_TfoXOver_Mid,-5.9234967395385745,0.9434449861949191,2.0,78.0,-6.59061308695345,79.0,-5.256380392123698
40,TF__LBv2_TfoXOver_Stat,-11.632519250787315,0.2894505882215262,2.0,80.0,-11.42784677703744,81.0,-11.837191724537192
41,Stress-I__20-300-T1,-0.8001893349793602,0.36473116066639244,2.0,82.0,-1.0580932119966064,83.0,-0.5422854579621139
42,Stress-I__20-300-T2,1.380782277320371,0.45635125261037873,2.0,84.0,1.0580932119965971,85.0,1.703471342644145
43,Stress-II-1__LBv2_LowpH_Mid,-10.64732033642385,0.5159663413470437,2.0,86.0,-11.012163635254357,87.0,-10.282477037593342
44,Stress-II-1__LBv2_highSalt_Mid,-3.1118795144201505,0.5269359238508674,2.0,88.0,-2.739279549414404,89.0,-3.484479479425897
45,Stress-II-2__M9Na_glucoseKanamycin_Mid,-5.810461862603072,0.9091159943041203,2.0,90.0,-6.453303947060666,91.0,-5.167619778145478
46,Stress-III__R_wt,-4.579669976578771e-16,0.2766069784772416,2.0,92.0,-0.1955906702047794,93.0,0.1955906702047785
47,Stress-III__R_s,3.705898283230713,0.4009058326054841,2.0,94.0,3.4224150503781363,95.0,3.9893815160832897
48,Competence-condition__OSS_TfoXOver_Stat,9.441591336503624,0.8256435249277448,2.0,96.0,10.025409471822796,97.0,8.85777320118445
49,Competence-condition__OSS_VectorOnly_Stat,-5.10702591327572e-15,2.4197687184840504,2.0,98.0,1.711034869743149,99.0,-1.7110348697431592
50,Competence-Recovery__LBv2_TfoXOver_Recov,2.7677443085053293,1.6087750283500544,2.0,100.0,3.905320040455233,101.0,1.6301685765554257
51,Competence-Recovery__LBv2_VectorOnly_Recov,5.551115123125783e-15,2.4985106216057567,2.0,102.0,-1.766713803404041,103.0,1.7667138034040522
