,Value,list
TF,LiuR,
reg_genes,35,"['ivdD1' 'ivdC1' 'ivdA1' 'ivdB1' 'liuB' 'LiuR' 'ivdF' 'liuC' 'liuA'
 'etfD2' 'ivdE1' 'ivdG1' 'liuE']"
comp_genes,48,"['PN96_RS05955' 'PN96_RS18645' 'betA' 'betB' 'hmgB' 'PN96_RS14500' 'hppD'
 'paaJ' 'PN96_RS21015' 'PN96_RS21220' 'add' 'phhB' 'hmgC' 'choV' 'hmgA'
 'betI' 'PN96_RS08775' 'paaB' 'PN96_RS15780' 'phhA' 'PsrA' 'PN96_RS21215'
 'PN96_RS19360' 'choW' 'PN96_RS19190' 'PN96_RS05950']"
both_genes,22,"['liuC' 'ivdB2' 'ivdF' 'ivdC2' 'etfB' 'liuB' 'liuA' 'ivdG2' 'livG' 'livF'
 'ivdA2' 'livH' 'fadD' 'PN96_RS19305' 'liuD' 'liuE' 'livM' 'ivdE2' 'etfD1'
 'etfA' 'livK' 'ivdD2']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
