,A,LiuR
R2,,0.0031546717182527884
xmin,,-2.792061546
xmid,,
xmax,,0.8564875285
ystart,,-1.1286697006249895
yend,,-7.351962141631876
Rich_TF_over_stress__BHIN_Growth_Late__1,-5.300502285463616,-0.800985491
Rich_TF_over_stress__BHIN_Growth_Late__2,-0.0682377636208722,-0.5890036809999999
Rich_TF_over_stress__BHIN_Growth_Mid__1,9.450094349879624,0.1123361210000002
Rich_TF_over_stress__BHIN_Growth_Mid__2,10.92727753811537,-0.089648012
Rich_TF_over_stress__BHIN_Growth_Stat__1,14.565541783205894,0.536391804
Rich_TF_over_stress__BHIN_Growth_Stat__2,11.201174279157412,0.7941067420000003
Rich_TF_over_stress__LBv2_Growth_Late__1,2.102198778605132,-1.286848622
Rich_TF_over_stress__LBv2_Growth_Late__2,5.913803847588403,-1.377916375
Rich_TF_over_stress__LBv2_Growth_Mid__1,-1.8181531812267464,0.2254207720000001
Rich_TF_over_stress__LBv2_Growth_Mid__2,1.81815318122676,-0.2254207720000001
Rich_TF_over_stress__LBv2_Growth_Stat__1,43.637088383691605,-1.2871961339999998
Rich_TF_over_stress__LBv2_Growth_Stat__2,45.47346048654693,-1.2890828559999998
Rich_TF_over_stress__MHB_Rich_Mid__1,1.5796675905114943,-0.4356598229999999
Rich_TF_over_stress__MHB_Rich_Mid__2,2.173323212255075,-0.7796811799999999
Rich_TF_over_stress__NBO_Rich_Mid__1,5.409093658872507,-0.1204185349999997
Rich_TF_over_stress__NBO_Rich_Mid__2,6.914383866255902,-0.5648296859999999
Carbons__M9Na_Arabinose_Mid__1,-24.42482017494397,-1.2994377629999998
Carbons__M9Na_Arabinose_Mid__2,-25.494003519181152,-0.0167867929999996
Carbons__M9Na_Galactose_Mid__1,-12.612498435927373,-0.812486807
Carbons__M9Na_Galactose_Mid__2,-9.965310346219328,-1.3241935749999998
Carbons__M9Na_GlcNAcGrowth_Late__1,-0.0599218219304029,-0.4053392969999998
Carbons__M9Na_GlcNAcGrowth_Late__2,-3.192143322712935,-0.3168662049999997
Carbons__M9Na_GlcNAcGrowth_Mid__1,-3.094316187245405,0.7255092700000003
Carbons__M9Na_GlcNAcGrowth_Mid__2,-3.2842229952271977,-0.0513757499999996
Carbons__M9Na_GlcNAcGrowth_Stat__1,-1.1813810563002778,-1.995188264
Carbons__M9Na_GlcNAcGrowth_Stat__2,-1.4122025916901284,-1.911778471
Carbons__M9Na_GlcNAc_Mid__1,-22.665363522603347,0.1783867570000001
Carbons__M9Na_GlcNAc_Mid__2,-20.935106343137264,0.2384754030000002
Carbons__M9Na_Gluconate_Mid__1,-18.919692976054524,-0.6293878579999999
Carbons__M9Na_Gluconate_Mid__2,-14.038825849871944,-1.2209193909999998
Carbons__M9Na_Glucosamine_Mid__1,-10.597973084987292,-0.4300176309999997
Carbons__M9Na_Glucosamine_Mid__2,-11.517077365189936,-0.0247094649999999
Carbons__M9Na_Glycerol_Mid__1,-23.69937158066044,-1.052694286
Carbons__M9Na_Glycerol_Mid__2,-20.402265527522065,-1.2930596479999998
Carbons__M9Na_Maltose_Mid__1,-14.895737236680208,0.5350594290000004
Carbons__M9Na_Maltose_Mid__2,-18.57156261380338,-0.5356718959999998
Carbons__M9Na_Mannitol_Mid__1,-23.982627082136947,0.0076096980000004
Carbons__M9Na_Mannitol_Mid__2,-24.612453602784417,-0.54555227
Carbons__M9Na_Trehalose_Mid__1,-26.31476177030853,-0.3877746849999997
Carbons__M9Na_Trehalose_Mid__2,-25.12713167475168,0.4407612890000001
Carbons__M9Na_ethanol_Mid__1,21.46673497496767,-1.3639827149999997
Carbons__M9Na_ethanol_Mid__2,23.18716708519763,-1.1901170699999997
Carbons__M9Na_fructose_Mid__1,-27.411309664023165,-0.0579727469999995
Carbons__M9Na_fructose_Mid__2,-27.38638474884764,0.0367499000000002
Carbons__M9Na_fumarate_Mid__1,-3.650988480853476,0.016238318
Carbons__M9Na_fumarate_Mid__2,-1.3800309246198947,-0.1395539149999995
Carbons__M9Na_glucoseGrowth_Late__1,-1.6520510700004012,-0.3477904529999995
Carbons__M9Na_glucoseGrowth_Late__2,-4.493335952108456,0.410616917
Carbons__M9Na_glucoseGrowth_Mid__1,0.734825760124979,-0.2461657629999996
Carbons__M9Na_glucoseGrowth_Mid__2,-0.7348257601249913,0.246165763
Carbons__M9Na_glucoseGrowth_Stat__1,-3.684739109442211,0.0160877620000001
Carbons__M9Na_glucoseGrowth_Stat__2,-11.470932492721506,0.032472239
Carbons__M9Na_ribose_Mid__1,-21.82791382664866,-0.2207375489999998
Carbons__M9Na_ribose_Mid__2,-17.27264286973238,-0.3180540409999999
Carbons__M9Na_succinate_Mid__1,-27.61628843578613,0.3145568710000002
Carbons__M9Na_succinate_Mid__2,-27.64990277556762,-0.1581948239999997
Carbons__M9Na_sucrose_Mid__1,-5.232208965573963,0.8073168980000003
Carbons__M9Na_sucrose_Mid__2,-4.831307248699267,0.7339932530000004
Rich_TF_over_stress__LBv2_HapROver_Late__1,-14.858267600507006,-2.282312729
Rich_TF_over_stress__LBv2_HapROver_Late__2,-14.19960395920318,-2.224709077
Rich_TF_over_stress__LBv2_HapROver_Mid__1,-7.951317100333504,-1.063326853
Rich_TF_over_stress__LBv2_HapROver_Mid__2,-10.151001576948666,-0.8443390470000001
Rich_TF_over_stress__LBv2_HapROver_Stat__1,-8.495498280534546,-2.203031096
Rich_TF_over_stress__LBv2_HapROver_Stat__2,-6.779806475865701,-1.0254848719999998
Rich_TF_over_stress__LBv2_LuxOOver_Late__1,-7.375448328050367,-1.781306557
Rich_TF_over_stress__LBv2_LuxOOver_Late__2,-6.807859720450686,-1.482387537
Rich_TF_over_stress__LBv2_LuxOOver_Mid__1,-4.5766239263425925,-0.9971059859999998
Rich_TF_over_stress__LBv2_LuxOOver_Mid__2,-4.525654219767723,-0.6972191130000001
Rich_TF_over_stress__LBv2_LuxOOver_Stat__1,-4.857903385665331,-1.027188689
Rich_TF_over_stress__LBv2_LuxOOver_Stat__2,-5.237020110230484,-0.901652887
Rich_TF_over_stress__LBv2_QstROver_Late__1,-0.4206325364410747,-2.523818981
Rich_TF_over_stress__LBv2_QstROver_Late__2,-0.3883425746230296,-1.2831243140000002
Rich_TF_over_stress__LBv2_QstROver_Mid__1,-2.5985524787660887,-1.2219087439999998
Rich_TF_over_stress__LBv2_QstROver_Mid__2,-1.7604109723259078,-1.058458226
Rich_TF_over_stress__LBv2_QstROver_Stat__1,-7.870103878657058,-0.2281914
Rich_TF_over_stress__LBv2_QstROver_Stat__2,-8.62955500811769,-0.478041036
Rich_TF_over_stress__LBv2_TfoXOver_Late__1,2.154546582652016,-1.7215924719999998
Rich_TF_over_stress__LBv2_TfoXOver_Late__2,0.6716106175736515,-1.6804842399999995
Rich_TF_over_stress__LBv2_TfoXOver_Mid__1,-6.59061308695345,-2.139877235
Rich_TF_over_stress__LBv2_TfoXOver_Mid__2,-5.256380392123698,-1.488965856
Rich_TF_over_stress__LBv2_TfoXOver_Stat__1,-11.42784677703744,-1.1041173989999995
Rich_TF_over_stress__LBv2_TfoXOver_Stat__2,-11.837191724537192,-0.713304714
Salinity and Temperature Variations__20-300-T1__1,-1.0580932119966064,0.0
Salinity and Temperature Variations__20-300-T1__2,-0.5422854579621139,0.0
Salinity and Temperature Variations__20-300-T2__1,1.0580932119965971,0.0
Salinity and Temperature Variations__20-300-T2__2,1.703471342644145,0.0
Rich_TF_over_stress__LBv2_LowpH_Mid__1,-11.012163635254357,-0.6476689179999999
Rich_TF_over_stress__LBv2_LowpH_Mid__2,-10.282477037593342,-0.8486989139999999
Rich_TF_over_stress__LBv2_highSalt_Mid__1,-2.739279549414404,-2.792061546
Rich_TF_over_stress__LBv2_highSalt_Mid__2,-3.484479479425897,-2.20567296
Carbons__M9Na_glucoseKanamycin_Mid__1,-6.453303947060666,-0.0045383779999998
Carbons__M9Na_glucoseKanamycin_Mid__2,-5.167619778145478,-0.0480296799999999
microgravity__R_wt__1,-0.1955906702047794,-0.1671063875
microgravity__R_wt__2,0.1955906702047785,0.1671063875
microgravity__R_s__1,3.4224150503781363,0.8564875285
microgravity__R_s__2,3.9893815160832897,0.4588601674999999
Competence_condition__OSS_TfoXOver_Stat__1,10.025409471822796,-0.3041476415000002
Competence_condition__OSS_TfoXOver_Stat__2,8.85777320118445,-1.9587252135
Competence_condition__OSS_VectorOnly_Stat__1,1.711034869743149,-0.5635559695000001
Competence_condition__OSS_VectorOnly_Stat__2,-1.7110348697431592,0.5635559694999999
Competence_Recovery__LBv2_TfoXOver_Recov__1,3.905320040455233,-1.819362084
Competence_Recovery__LBv2_TfoXOver_Recov__2,1.6301685765554257,-1.5811743779999996
Competence_Recovery__LBv2_VectorOnly_Recov__1,-1.766713803404041,-0.7983304419999997
Competence_Recovery__LBv2_VectorOnly_Recov__2,1.7667138034040522,0.7983304420000001
