k,name,in_iM,gene_weight,regulator,function,category
11,Chromium,False,0.020621107257902626,,,
6,Iron,False,0.017670901864767073,,,
5,Lead,False,-0.012994237998500469,,,
4,UC-4,False,0.006563189956359565,,,
7,Zinc - Steady,False,0.002702193153090775,,,
8,Zinc - Fast,False,-0.002687205246184021,,,
1,UC-2,False,-0.002491522959899157,,,
3,Cadmium,False,0.002240134512539953,,,
10,Copper,False,0.001939299007644877,,,
9,UC-5,False,-0.0018127082457137574,,,
0,UC-1,False,0.0017236968607176096,,,
12,Zinc - Intermediate,False,-0.001501703934312001,,,
14,UC-7,False,-0.0014282727160025391,,,
2,UC-3,False,0.000788342363666743,,,
13,UC-6,False,0.0004485100149759091,,,
