,A,fliA
R2,,0.8718568277108905
xmin,,0.0
xmid,,5.1596055920889174
xmax,,11.072495490071699
ystart,,0.8636479336025076
yend,,33.04310823687299
control__wt_glc__1,0.626816366759,3.20758781986504
control__wt_glc__2,-0.626816366759,4.13844595495596
fur__wt_dpd__1,0.666164161666,2.3249459235209398
fur__wt_dpd__2,1.04652262387,2.70064390227489
fur__wt_fe__1,-0.922662175115,0.501660202325055
fur__wt_fe__2,-0.899510977967,1.14742834136529
fur__delfur_dpd__1,0.7470234820199999,2.11632745573715
fur__delfur_dpd__2,0.472231161791,1.8060861799749
fur__delfur_fe2__1,0.006841033593479999,3.28352445124726
fur__delfur_fe2__2,-0.25139700898899997,3.2390363928646404
acid__wt_ph5__1,-0.555436260964,2.41933018657248
acid__wt_ph5__2,-0.621618802781,3.00205935165267
acid__delgadx_ph5__1,-1.13855862676,2.14764298112048
acid__delgadx_ph5__2,-0.863736506659,2.6184840687911497
acid__delgadw_ph5__1,-0.303374811366,2.6612811703626402
acid__delgadw_ph5__2,-0.7871602794339999,3.17281873416088
acid__delgade_ph5__1,-0.279631991404,1.90405209827539
acid__delgade_ph5__2,-0.294590497059,2.82093890728504
oxidative__wt_pq__1,3.0743183481700003,1.1290652109472
oxidative__wt_pq__2,2.48649963215,2.08519176802238
oxidative__deloxyr_pq__1,2.50468008573,2.7048341830161697
oxidative__deloxyr_pq__2,2.00584140618,2.8074500476905095
oxidative__delsoxr_pq__1,2.58426208215,1.93400428049012
oxidative__delsoxr_pq__2,2.17969491063,2.26751640154053
oxidative__delsoxs_pq__1,2.85057321707,2.40274406730962
oxidative__delsoxs_pq__2,2.90623754874,2.0157952333553504
nac_ntrc__wt_csn__1,2.2413520842400003,2.01034141676807
nac_ntrc__wt_csn__2,1.7848399179199999,2.51935377828908
nac_ntrc__wt_cytd__1,0.791589099697,1.57110451582347
nac_ntrc__wt_cytd__2,1.00422877845,0.6736986353897441
nac_ntrc__wt_gln__1,1.52433921558,1.7125470536123601
nac_ntrc__wt_gln__2,1.8521626115599998,2.14079994614694
nac_ntrc__bw_delnac_csn__1,3.10708536857,3.11207200662344
nac_ntrc__bw_delnac_csn__2,2.56680365939,2.7122105538428904
nac_ntrc__bw_delnac_cytd__1,1.62858889649,2.47887421517041
nac_ntrc__bw_delnac_cytd__2,0.9138153104160001,2.06892574749146
nac_ntrc__bw_delnac_gln__1,6.7133276662800005,4.08244421202115
nac_ntrc__bw_delnac_gln__2,7.32379774984,3.2183011757518196
nac_ntrc__bw_delnac_nh4__1,18.3183813498,9.025294377280892
nac_ntrc__bw_delnac_nh4__2,18.6834579494,9.00483460240834
misc__wt_no_te__1,1.72003673433,1.64501687781016
misc__wt_no_te__2,0.610583357691,3.4405045543698902
misc__bw_delcbl__1,-0.475256192877,3.73957140232107
misc__bw_delcbl__2,-0.0633874320205,3.40193856604093
misc__bw_delfabr__1,27.589378836599998,9.750846508735789
misc__bw_delfabr__2,27.685746931999997,9.71630858973182
misc__bw_delfadr__1,11.8730449963,7.03850180012634
misc__bw_delfadr__2,12.012570958,7.08015497262229
misc__nitr_031__1,0.37705805764899997,2.62397238911996
omics__wt_glu__1,1.0580212096200001,2.31555231534959
omics__wt_glu__2,1.01952241725,2.34442571583732
omics__wt_gly__1,-0.574098085967,3.49292282992195
omics__wt_gly__2,0.141281849692,3.32193416463682
omics__wt_thr__1,5.12759424848,3.2196713764235803
omics__wt_thr__2,3.68217611296,2.25533073180838
omics__bw_ac__1,0.8716695479690001,5.92752085932642
omics__bw_ac__2,0.695419013356,6.03665258601619
omics__bw_fum__1,12.4993911962,8.478981852934659
omics__bw_fum__2,12.253568299600001,8.32950615944598
omics__bw_glc__1,0.17111866623,4.5491353913973605
omics__bw_glc__2,0.581559349669,4.6503291274192105
omics__bw_pyr__1,0.252408641489,4.92288845158953
omics__bw_pyr__2,0.825760708837,4.60569084146435
ompr__wt_nacl__1,1.03983818096,1.4573754892526
ompr__wt_nacl__2,0.9524818597560001,1.9324499552641499
ompr__bw_delompr_nacl__1,9.582380588060001,5.9142391564491295
ompr__bw_delompr_nacl__2,10.6780541221,5.79165589854025
minspan__wt_ade__1,6.378026065349999,4.33454795534251
minspan__wt_glc__1,24.6850056933,8.487993723525491
minspan__wt_glc__2,23.2915730948,8.15405292713701
minspan__wt_glc__3,24.2065623013,8.29787685410758
minspan__wt_glc__4,24.20779048,8.532044277649371
minspan__wt_glc_anaero__1,26.3431849904,9.348175337312801
minspan__wt_glc_anaero__2,26.933304270500003,9.52743911818646
minspan__wt_trp__1,25.3490559997,8.40578122977999
minspan__bw_delcra_glc__1,5.136547251780001,4.481808506555519
minspan__bw_delcra_glc__2,4.7441287910800005,4.4757511899749804
minspan__bw_delcra_trp__1,9.24792427555,5.3867250613353495
minspan__bw_delmntr__1,32.857651924,10.4146307486209
minspan__bw_delnac_ade__1,7.929711058430001,4.87602862501124
minspan__bw_delnac_glc__1,17.524331994,8.00280644190145
cra_crp__wt_ac__1,1.5546578008899998,4.52834032718665
cra_crp__wt_ac__2,1.25644280583,4.74144118009971
cra_crp__wt_fru__1,8.395509150730001,5.69985383940102
cra_crp__wt_fru__2,8.55319736645,5.88561938725623
cra_crp__delcra_ac__1,0.16858790335,2.75414662825752
cra_crp__delcra_ac__2,0.500743485584,3.35175344576671
cra_crp__delcra_fru__1,-0.13960198709000002,2.4147005478756403
cra_crp__delcra_fru__2,-0.15598152557199998,2.3344506256526003
cra_crp__delcra_glc__1,-1.1965121947,3.22128962146163
cra_crp__delcra_glc__2,-0.448270908534,3.55531077917567
rpoB__wt_031__1,0.344477358207,2.8123165882679904
rpoB__wt_044__1,-0.743687680616,2.47915354047875
rpoB__wt_lb__1,-0.275490921715,2.29714277700413
rpoB__wt_lb__2,-0.458496547323,2.5816265524308597
rpoB__rpoBE546V_031__1,0.7193777748469999,2.72092969412371
rpoB__rpoBE546V_044__1,1.4874022574799999,2.2891224703002004
rpoB__rpoBE546V_lb__1,-0.314066738378,1.14506024150876
rpoB__rpoBE546V_lb__2,-1.08760096565,0.674188273072724
rpoB__rpoBE546V_glc__1,-1.52773347715,0.545107932299652
rpoB__rpoBE672K_glc__1,-1.3777560964200002,1.12315816806278
rpoB__rpoBE672K_glc__2,-2.0257907584400003,1.5587872649802301
rpoB__rpoBE672K_lb__1,-1.3676800198899999,1.52118335821376
rpoB__rpoBE672K_lb__2,-0.315116031747,2.55379264682985
crp__wt_fru__1,15.881049835999999,7.37338662961137
crp__wt_glyc__1,22.3823560616,8.61390659048558
crp__wt_glyc__2,21.931777342399997,8.49842771352274
crp__delar1_glyc__1,1.45889505076,0.660836124828124
crp__delar1_glyc__2,1.08147066379,0.52421795933908
crp__delar1ar2_glyc__1,0.584192092423,1.5390089342450601
crp__delar1ar2_glyc__2,-0.136852376444,2.03839282281855
crp__delar1ar2_glyc__3,0.0686048779898,2.44766432031294
crp__delar2_glyc__1,23.4285473556,9.332397167566679
crp__delar2_glyc__2,22.318491541,9.18554302059984
crp__delar2_glyc__3,22.3365290746,9.352821767199359
crp__delcrp_fru__1,1.4730437261899998,2.06138029712594
crp__delcrp_fru__2,0.960057135685,2.2690594147377
crp__delcrp_fru__3,0.755265170982,0.9560898739817829
crp__delcrp_glc__1,1.42096583942,2.1351793346853998
crp__delcrp_glc__2,0.29678112971799997,1.4948420497195198
crp__delcrp_glc__3,1.59093602785,1.6057771764946003
crp__delcrp_glyc__1,-0.116953905373,1.38884540425888
crp__delcrp_glyc__2,0.25766939544399997,1.8586006890946298
crp__delcrp_glyc__3,0.338275091964,1.80317625226578
glu__glu_ale3__1,14.634674589500001,7.54260597605397
glu__glu_ale4__1,25.2310810995,8.974308050194802
glu__glu_ale5__1,2.23297133469,9.78152293203791
glu__glu_ale6__1,8.341426031080001,6.836709264318731
