,-0.05019001658444962,-0.03346001105629975,-0.016730005528149877,-6.938893903907228e-18,0.016730005528149863,0.03346001105629974,0.050190016584449604,0.06692002211259947,0.08365002764074934,0.10038003316889922,0.1171100386970491,0.13384004422519896,0.1505700497533488,0.16730005528149872,0.18403006080964857,0.20076006633779847,0.21749007186594832,0.23422007739409817,0.2509500829222481,0.2676800884503979
thresh,-0.05855501934852455,0.05855501934852455,1,,,,,,,,,,,,,,,,,
unreg,0,9,546,2969,312,13,3,7,1,3,1,2,2,6,8,3,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],['STM4313' 'orgA' 'sipB' 'sicA' 'STM2868' 'STM4312' 'sprB'],['STM4315'],['STM1328' 'invH' 'iagB'],['STM2870'],['hilD' 'spaS'],['prgK' 'spaR'],['spaQ' 'hilA' 'invG' 'prgJ' 'STM4259' 'prgI'],['invA' 'STM4260' 'prgH' 'STM4258' 'invE' 'spaP' 'spaO' 'invJ'],['invC' 'invI' 'STM4257'],['invB'],[],[],[]
