,-0.05817195737142858,-0.043628968028571434,-0.02908597868571429,-0.014542989342857145,0.0,0.014542989342857138,0.02908597868571429,0.04362896802857144,0.05817195737142858,0.07271494671428572,0.08725793605714285,0.10180092540000002,0.11634391474285716,0.1308869040857143,0.14542989342857146,0.1599728827714286,0.17451587211428574,0.18905886145714287,0.2036018508,0.21814484014285715
thresh,-0.0509004627,0.0509004627,1,,,,,,,,,,,,,,,,,
unreg,3,13,97,862,4106,709,66,16,12,3,2,1,0,1,5,3,2,4,1,0
unreg_genes,['PSPTO_2180' 'PSPTO_4199' 'dgoK'],[],[],[],[],[],[],[],"['iucD' 'algL' 'avrPto1' 'algJ' 'PSPTO_RS29830' 'algI' 'PSPTO_4716'
 'PSPTO_5642' 'lysA' 'algA' 'PSPTO_0097' 'algF']",['iaaL' 'cfa7' 'hopAO1'],['cmaU' 'cfa9'],['PSPTO_4688'],[],['PSPTO_4713'],['cmaT' 'cmaC' 'ccrA' 'cfa6' 'cmaA'],['cmaB' 'cfa4' 'cfa5'],['cmaE' 'cfa3'],['cfl' 'cfa2' 'PSPTO_4723' 'cfa1'],['cmaD'],[]
