,A,RcnR
tcs__del_cpxR_etoh__2,-1.8229096499000002,-0.780436734
tcs__del_cpxR_lb__1,-1.8260876161000001,-1.075584269
tcs__del_cpxR_lb__2,-1.8035066899999999,-1.451254784
tcs__del_cusR_CuSO4__1,-2.6801003806,-1.924290841
tcs__del_cusR_CuSO4__2,-2.3437606128,-1.713105916
tcs__del_cusR_lb__1,-2.7645315436,-2.228106873
tcs__del_cusR_lb__2,-2.3161518396,-1.849864723
tcs__del_kdpE_01-kcl__1,-4.2351761796,-1.561601047
tcs__del_kdpE_01-kcl__2,-4.4085346715,-1.702141937
tcs__del_kdpE_115-kcl__1,-3.2596430486,-1.999866779
tcs__del_kdpE_115-kcl__2,-2.9629463768,-2.06431641
tcs__del_phoB_m9__1,0.7948592267,-0.176070854
tcs__del_phoB_m9__2,0.2072073131,-0.17650279700000002
tcs__del_phoB_m9p__1,1.8246087964000002,0.283479968
tcs__del_phoB_m9p__2,2.2357274755,0.22283527800000003
tcs__del_rcsB_etoh__1,-2.2925595034,-0.108074688
tcs__del_rcsB_etoh__2,-2.2438564731,-0.010528641
tcs__del_rcsB_lb__1,-1.9695115054999999,-1.479527954
tcs__del_rcsB_lb__2,-2.2769820203,-1.727151384
tcs__del_zraR_lb__1,-2.1081670495,-1.936548954
tcs__del_zraR_lb__2,-1.957842209,-1.820421567
tcs__del_zraR_zncl2__1,-3.8164145108,-1.723379538
tcs__del_zraR_zncl2__2,-3.6462403246,-1.482663955
tcs__wt_01-kcl__1,-3.2836139665,-1.8640708680000002
tcs__wt_01-kcl__2,-3.4414118398,-1.9322792290000002
tcs__wt_01xlb__1,-6.5711574259,-2.647882112
tcs__wt_01xlb__2,-6.548826344,-2.676448205
tcs__wt_115-kcl__1,-3.8059289875,-1.94983064
tcs__wt_115-kcl__2,-3.617507881,-1.9689236110000001
tcs__wt_CuSO4__1,-2.3870001192,-1.94480354
tcs__wt_CuSO4__2,-3.2063069565,-2.080130191
tcs__wt_etoh__1,-2.2740401325,-0.7712264520000001
tcs__wt_etoh__2,-2.3683217501,-0.407929317
tcs__wt_lb__1,-2.439373549,-1.1213789140000001
tcs__wt_lb__2,-2.2533762103,-0.883538508
tcs__wt_LiAcet__1,0.7484362147,-0.5513814960000001
tcs__wt_LiAcet__2,0.7059779270000001,-0.7226962010000001
tcs__wt_LiCl__1,0.5163118559000001,-0.332342972
tcs__wt_LiCl__2,0.5357651999,-0.46123944800000005
tcs__wt_m9p__1,2.7746166578,0.485284288
tcs__wt_m9p__2,2.886983331,0.44031068900000003
tcs__wt_pyr__1,-5.611265811,-1.440897568
tcs__wt_pyr__2,-5.2983015662,-1.249810707
tcs__wt_zncl2__1,-1.9557219776,-1.583098552
tcs__wt_zncl2__2,-2.1893598517,-1.81750099
ros_tale__0_0_0pq__1,0.9880153928000001,-0.46969033800000004
ros_tale__0_0_0pq__2,0.6136573962,-0.537551124
ros_tale__0_0_250pq__1,-1.2928714252,0.5323507150000001
ros_tale__0_0_250pq__2,-1.1044672733,0.416748979
ros_tale__1_mid_250pq__1,0.9516175422,-0.253660255
ros_tale__1_mid_250pq__2,0.6221868328,-0.10905336800000001
ros_tale__1_0_0pq__1,1.1896778952,0.4647232
ros_tale__1_0_0pq__2,0.8608594966,0.41360160100000004
ros_tale__1_0_0pq__3,-0.39005139920000004,-0.6284415590000001
ros_tale__1_0_0pq__4,0.07368292500000001,-0.44408711500000003
ros_tale__1_0_250pq__1,0.3240428018,-0.7148177790000001
ros_tale__1_0_250pq__2,0.28930849610000003,-0.64725407
ros_tale__1_0_750pq__1,0.7479502979,0.44494665400000005
ros_tale__1_0_750pq__2,1.4910219411,0.74031924
ros_tale__1_1_0pq__1,-0.10627731730000001,0.8114241870000001
ros_tale__1_1_0pq__2,-0.0874451464,0.815082924
ros_tale__1_1_250pq__1,1.0996101439000001,1.085636294
ros_tale__1_1_250pq__2,1.5187119273,0.98351379
ros_tale__1_1_750pq__1,1.9256602266,1.269215728
ros_tale__1_1_750pq__2,2.0074355371,1.09614605
ros_tale__1_2_0pq__1,3.1833874868,0.646278166
ros_tale__1_2_0pq__2,0.33227774590000003,0.047110571000000004
ros_tale__1_2_250pq__1,2.9976678377,0.7142143230000001
ros_tale__1_2_250pq__2,3.0289660408,0.702407844
ros_tale__1_2_750pq__1,1.8922286380000002,0.438520045
ros_tale__1_2_750pq__2,1.9569576187000002,0.820799904
ros_tale__1_3_0pq__1,4.2923828965,0.9814481610000001
ros_tale__1_3_0pq__2,4.0141834788,0.934390664
ros_tale__1_3_250pq__1,1.4293197818,-0.00609826
ros_tale__1_3_250pq__2,1.9798766849,0.5639340970000001
ros_tale__1_3_250pq__3,2.0273033786,0.8121156020000001
ros_tale__1_3_250pq__4,3.1820600343,0.9661121380000001
ros_tale__1_3_750pq__1,2.7402980545,0.956699242
ros_tale__1_3_750pq__2,2.5656654422000003,0.737293226
ros_tale__1_4_0pq__1,5.3610209678,1.050109187
ros_tale__1_4_0pq__2,5.8778461996,1.177012481
ros_tale__1_4_250pq__1,3.0596700106,0.805056148
ros_tale__1_4_250pq__2,4.546029342,1.3108604289999999
ros_tale__1_4_750pq__1,4.0355728318,0.843925539
ros_tale__1_4_750pq__2,3.7962830048000002,0.6536700160000001
ros_tale__1_4_750pq__3,3.004160783,1.083117657
ros_tale__1_4_750pq__4,3.0131969878,0.8872356210000001
ros_tale__2_mid_250pq__1,-0.12476726040000001,0.40591213800000003
ros_tale__2_mid_250pq__2,0.7182386996,-0.06932922600000001
ros_tale__2_0_0pq__1,0.0622356353,0.49135554800000003
ros_tale__2_0_0pq__2,0.2380106841,0.5143952820000001
ros_tale__2_0_0pq__3,-0.8335258430000001,-0.9337772980000001
ros_tale__2_0_0pq__4,-0.7927111261,-1.162206786
ros_tale__2_0_250pq__1,1.3243288327,-1.12087876
ros_tale__2_0_250pq__2,0.6377881125,-1.050310485
ros_tale__2_0_750pq__1,0.9119376184,1.3589716649999999
ros_tale__2_0_750pq__2,0.5275605403,1.4763692640000001
ros_tale__2_1_0pq__1,-3.0135622801,-0.04767943
ros_tale__2_1_0pq__2,-4.1079183528,-1.006561038
ros_tale__2_1_250pq__1,2.0304327932,0.233735394
ros_tale__2_1_250pq__2,1.1574945686,0.088151765
ros_tale__2_1_750pq__1,0.3388001815,0.228365428
ros_tale__2_1_750pq__2,0.9698036169,0.290110429
ros_tale__2_1_750pq__3,-0.07783603500000001,0.288800166
ros_tale__2_2_0pq__1,1.7088304353,1.000273404
ros_tale__2_2_0pq__2,2.1410485892,0.8736412910000001
ros_tale__2_2_250pq__1,0.062041554900000004,0.26766974800000004
ros_tale__2_2_250pq__2,0.2545277566,0.42546151400000004
ros_tale__2_2_750pq__1,0.7868138736,0.504045501
ros_tale__2_2_750pq__2,0.2281789525,0.45720982200000004
ros_tale__2_3_0pq__1,3.5954127462,0.781162321
ros_tale__2_3_0pq__2,3.8286706864999998,0.949616768
ros_tale__2_3_250pq__1,4.0298484695,0.366523036
ros_tale__2_3_250pq__2,3.8567097394000003,-0.502881852
ros_tale__2_3_750pq__1,3.7911227328,0.536257371
ros_tale__2_3_750pq__2,3.4702853677,0.49126090800000005
ros_tale__3_0_0pq__1,0.9964508804000001,0.231848664
ros_tale__3_0_0pq__2,0.7561440131,0.072160099
ros_tale__3_0_250pq__1,1.308983209,0.6395409350000001
ros_tale__3_0_250pq__2,0.9138341426000001,0.34441100700000005
ros_tale__3_0_750pq__1,1.3476488994,1.503768674
ros_tale__3_0_750pq__2,2.1383466834,1.6594981930000001
ros_tale__3_1_0pq__1,-1.0025044576,0.29420216400000004
ros_tale__3_1_0pq__2,-0.2313779859,0.675363519
ros_tale__3_1_250pq__1,-1.9463373273000002,0.24899690900000002
ros_tale__3_1_250pq__2,-1.7728093037,0.451999639
ros_tale__3_1_750pq__1,-1.4965067622000001,0.6857361430000001
ros_tale__3_1_750pq__2,-2.3817140261,0.22077116
ros_tale__3_2_0pq__1,-1.8484249993000001,-0.015397024
ros_tale__3_2_0pq__2,-2.2606885584,0.110025758
ros_tale__3_2_0pq__3,-2.2682260105,0.17255314100000002
ros_tale__3_2_0pq__4,-1.81223693,0.262547876
ros_tale__3_2_250pq__1,-0.3196786468,0.260050475
ros_tale__3_2_250pq__2,0.6177066537,0.166772633
ros_tale__3_2_750pq__1,-1.0602149653,-0.090078669
ros_tale__3_2_750pq__2,-0.43218350980000003,0.054404291
ros_tale__3_3_0pq__1,-1.9091544292,0.31061083500000003
ros_tale__3_3_0pq__2,-1.6426011376,0.084391354
ros_tale__3_3_0pq__3,-1.8488453580000002,0.217022774
ros_tale__3_3_0pq__4,-2.0418706986,0.14914190600000002
ros_tale__3_3_250pq__1,-0.7937629404000001,0.166795355
ros_tale__3_3_250pq__2,-1.2275531844,-0.078796504
ros_tale__3_3_750pq__1,-2.2520741425,-0.911259287
ros_tale__3_3_750pq__2,-2.2489463337,-0.645338069
ros_tale__3_4_0pq__1,-0.3949696985,-0.0026608630000000003
ros_tale__3_4_0pq__2,-0.5109516602,-0.054076704
ros_tale__3_4_250pq__1,-1.8642121299999999,-0.029509523000000003
ros_tale__3_4_250pq__2,-2.5714955899,-0.141600619
ros_tale__3_4_750pq__1,-1.8845299892,-0.259716873
ros_tale__3_4_750pq__2,-2.6080589712,-0.33061043900000003
pcoli__atASMT_325G__1,-0.0304163497,0.49286468600000005
pcoli__atASMT_325G__2,0.034470698200000004,0.44180583
pcoli__bpTDC__1,0.9703222913,0.17127113900000002
pcoli__bpTDC__2,0.8891007076,0.102953968
pcoli__BRCA__1,0.9333001567,0.298136687
pcoli__BRCA__2,0.6499643676,0.31882909400000004
pcoli__BRCActrl__1,1.1284921885,0.044603642000000006
pcoli__BRCActrl__2,1.1164383549,0.136999154
pcoli__BRCAswap__1,1.0641067793,0.49856026700000006
pcoli__BRCAswap__2,0.8631093351,0.5725293570000001
pcoli__btAANAT__1,0.6680521649000001,0.312094665
pcoli__btAANAT__2,1.2003484633000001,0.35015983700000003
pcoli__btASMT__1,0.7593349676000001,-0.200868803
pcoli__btASMT__2,0.4590576021,0.034179175
pcoli__CC1__1,-0.3284779209,0.783722957
pcoli__CC1__2,0.5434044602,0.508542966
pcoli__ccCOMT__1,0.7411179116000001,0.290020292
pcoli__ccCOMT__2,0.3890643502,0.10497305300000001
pcoli__ckDDC__1,-0.6584419725,0.18866679
pcoli__ckDDC__2,-0.3275240206,-0.041562833
pcoli__CNTF_belt__1,0.5997367738,0.28146251
pcoli__CNTF_belt__2,0.9255121984,-0.26736397
pcoli__cobPNMT__1,0.49101658800000003,0.270777168
pcoli__cobPNMT__2,0.2264524373,0.24556259100000002
pcoli__cvPhhB__1,-0.5605331634,0.27103023600000004
pcoli__cvPhhB__2,-0.2453036885,0.339018127
pcoli__ggAANAT__1,0.3215853878,0.092379681
pcoli__ggAANAT__2,0.2947360567,0.156328305
pcoli__ggTPH__1,0.8143889813,0.585807579
pcoli__ggTPH__2,0.30126748270000003,0.391712814
pcoli__hsAANAT__1,-0.3978440106,0.789556926
pcoli__hsAANAT__2,-0.011278498500000001,0.8779138400000001
pcoli__hsASMT__1,0.7263483416000001,0.39256697500000004
pcoli__hsASMT__2,1.0676426451,0.45151668
pcoli__hsPNMT_mb__1,0.47943829790000003,0.44374959100000005
pcoli__hsPNMT_mb__2,0.2271810048,0.385625359
pcoli__hsTPH__1,0.4586685998,0.21839561000000002
pcoli__hsTPH__2,1.0768977371,0.38218919300000004
pcoli__hsTPH_E2K__1,1.4380456159000001,0.329709336
pcoli__hsTPH_E2K__2,1.5349461516,0.40545212
pcoli__hsTPH_E2K_N91I_P99C__1,0.8426227314,0.279171849
pcoli__hsTPH_E2K_N91I_P99C__2,0.1570051656,0.348337779
pcoli__hsTPH_N158trunc__1,0.7114014157,0.096999423
pcoli__hsTPH_N158trunc__2,1.0168156787,0.103341317
pcoli__hsTPH_N174trunc__1,0.6510663878,0.522085659
pcoli__hsTPH_N174trunc__2,1.3510632482,0.45438850100000006
pcoli__hsTPH_Ntermtrunc__1,-0.34760307300000004,0.775531795
pcoli__hsTPH_Ntermtrunc__2,0.1502662697,0.8141849790000001
pcoli__hsTPH1__1,0.7866629419000001,0.507085545
pcoli__hsTPH1__2,0.6595741643,0.413858696
pcoli__MBP__1,0.6937462619,0.31801475300000004
pcoli__MBP__2,2.6690286225,0.9354368820000001
pcoli__msCOMT__1,0.5025107613,0.5207360750000001
pcoli__msCOMT__2,0.8895571145000001,0.484481264
pcoli__ocAANAT__1,0.5997241761000001,0.23100381
pcoli__ocAANAT__2,0.43638428290000003,0.201405879
pcoli__osTDC_K374H__1,0.7455223935,0.6919438950000001
pcoli__osTDC_K374H__2,0.0954782163,0.690809179
pcoli__osTDC_K374L__1,1.0117559482,0.204387652
pcoli__osTDC_K374L__2,0.8365710239,0.069951871
pcoli__osTDC_K374Q__1,1.3162113607,0.470542716
pcoli__osTDC_K374Q__2,1.1190597533,0.22962078600000002
pcoli__osTDC_L360V__1,1.9784426439,0.24727236600000002
pcoli__osTDC_L360V__2,1.2500169620000001,0.120741949
pcoli__pmTPH__1,0.9732749487000001,0.24334553
pcoli__pmTPH__2,1.382252712,0.36218194600000003
pcoli__RFC__1,-0.29626149220000003,-0.092713403
pcoli__RFC__2,-0.37145574340000004,-0.014193981000000001
pcoli__RFCctrl__1,-0.6990699699,1.4087667640000001
pcoli__RFCctrl__2,-0.5373579337000001,1.4563766660000002
pcoli__RFCnopause__1,-0.1354567016,1.320462799
pcoli__RFCnopause__2,0.0150673812,0.862011009
pcoli__RFCpluspause__1,-0.4579880998,0.350326778
pcoli__RFCpluspause__2,-0.5502732394000001,0.28234393
pcoli__rnCOMT_sol__1,-0.23021221660000002,1.128282438
pcoli__rnCOMT_sol__2,-0.5768986747,1.2894044660000001
pcoli__rnPNMT__1,1.5077811322999999,0.177193915
pcoli__rnPNMT__2,1.1477697659000001,0.080038938
pcoli__rnTDC__1,0.6515098131,0.27805323
pcoli__rnTDC__2,0.3182271119,0.25616146
pcoli__rnTDC_trunc__1,1.0382883796,0.610047153
pcoli__rnTDC_trunc__2,0.5813720773000001,0.5725051130000001
pcoli__saCOMT_T2A__1,0.3494725886,0.6269885820000001
pcoli__saCOMT_T2A__2,0.3340795116,0.55624935
pcoli__sfCOMT__1,0.3556040213,0.053492496
pcoli__sfCOMT__2,0.1465228097,0.11820077
pcoli__sgAANAT_D63G__1,-0.0110515084,0.40534458700000003
pcoli__sgAANAT_D63G__2,0.1655474813,-0.22174347700000002
pcoli__ssDDC__1,0.3588618172,0.39896680500000004
pcoli__ssDDC__2,0.301118912,0.507575367
pcoli__TP53B__1,0.553016136,0.722912996
pcoli__TP53B__2,0.4193779198,0.919333296
pcoli__WT__1,0.2619033234,1.014942701
pcoli__WT__2,0.6057173803,1.098775368
cck__glu_ale4__1,-1.9610488400000001,-1.242418072
cck__glu_ale4__2,-0.8972314418,-1.6235505300000002
cck__cck_ale1__1,-2.2385033511,-2.357485145
cck__cck_ale1__2,-1.4286668336,-1.781638095
cck__cck_ale2__1,-2.4471784906,-2.375290656
cck__cck_ale2__2,-1.6125868586,-2.169437287
cck_pgi__gmos_delpgi__1,-5.9153592605,-2.38701636
cck_pgi__gmos_delpgi__2,-5.6761106316,-1.914075675
cck_pgi__pgi_ale1__1,-3.7142401676,-1.5379821850000002
cck_pgi__pgi_ale1__2,-3.0816110754,-2.489836134
cck_pgi__pgi_ale2__2,-3.5081749476,-2.342984809
cck_pgi__pgi_ale3__1,-3.7298705592,-1.616756475
cck_pgi__pgi_ale3__2,-3.8067660977,-2.781650613
cck_pgi__pgi_ale4__1,-2.7025059491,-1.5904741100000002
cck_pgi__pgi_ale4__2,-3.4497832998,-2.869504162
cck_pgi__pgi_ale4__3,-3.4283464846,-2.533313417
cck_pgi__pgi_ale5__1,-1.0912045913,-0.872360035
cck_pgi__pgi_ale5__2,-1.6065459404,-1.398970864
cck_pgi__pgi_ale6__1,-1.9551139544,-0.707712232
cck_pgi__pgi_ale6__2,-2.639768773,-1.594595481
cck_pgi__pgi_ale7__1,-1.4222163464,-0.392734986
cck_pgi__pgi_ale7__2,-1.5793328331,-1.7046338460000001
cck_pgi__pgi_ale8__1,-1.8180060029,-1.003605686
cck_pgi__pgi_ale8__2,-2.538067063,-1.901703263
cck_sdh__gmos_delsdhCB__1,-3.6204178277,-2.257170356
cck_sdh__gmos_delsdhCB__2,-2.4670530889,-2.288233003
cck_sdh__sdh_ale1__1,-1.9161782216,-1.5315010660000001
cck_sdh__sdh_ale1__2,-1.7017146338,-1.6467714340000001
cck_sdh__sdh_ale2__1,-0.151206794,-1.292164612
cck_sdh__sdh_ale3__2,-1.2534604313,-1.2573935710000002
cck_sdh__sdh_ale3__1,-2.0778387632,-2.103006888
cck_sdh__sdh_ale3__3,-1.675868047,-1.8628796840000001
cck_pts__gmos_delptsHIcrr__2,-4.5179568955,-2.521534316
cck_pts__gmos_delptsHIcrr__1,-2.5037370517,-2.6660885160000003
cck_pts__pts_ale1__2,-1.0521370213,-1.041956029
cck_pts__pts_ale1__1,-1.2416418092,-1.069477184
cck_pts__pts_ale2__2,0.5717206596000001,-1.281337161
cck_pts__pts_ale2__1,-0.3908976138,-2.212099667
cck_pts__pts_ale3__2,-0.6729325377,-1.866901698
cck_pts__pts_ale3__1,-0.7886244768,-2.134439224
cck_pts__pts_ale4__2,-0.5967006931000001,-1.531561156
cck_pts__pts_ale4__1,-0.2214156274,-1.32673791
cck_gnd__gmos_delgnd__1,-2.2730274067,-2.8733837490000003
cck_gnd__gmos_delgnd__2,-2.6646358623,-2.8641529830000003
cck_gnd__gnd_ale1__1,-1.7411799764,-2.286118524
cck_gnd__gnd_ale1__2,-1.5655181569,-2.864410631
cck_gnd__gnd_ale2__1,-0.29448032360000004,-1.428624652
cck_gnd__gnd_ale2__2,-1.6012236556000001,-2.145402374
cck_gnd__gnd_ale3__1,-0.242947443,-1.14836461
cck_gnd__gnd_ale3__2,-0.6488399564,-1.432945559
cck_tpiA__gmos_deltpiA__1,-2.8335839188,-2.76649185
cck_tpiA__gmos_deltpiA__2,-2.3074693672,-2.424396733
cck_tpiA__tpiA_ale1__1,-1.7020132843,-1.073191913
cck_tpiA__tpiA_ale1__2,-0.6032000061,-0.366457762
cck_tpiA__tpiA_ale2__1,0.3839942623,-0.380162755
cck_tpiA__tpiA_ale2__2,-1.1656065364,-1.119794081
cck_tpiA__tpiA_ale3__1,-1.1520396644,-0.6932077640000001
cck_tpiA__tpiA_ale3__2,-0.5936569952,-0.7582155960000001
cck_tpiA__tpiA_ale4__1,-1.4872178396,-0.9853554390000001
cck_tpiA__tpiA_ale4__2,-2.0638127379,-1.3666615
acid_tale__acid_ale1_pH7__1,-0.0785713143,-1.025912045
acid_tale__acid_ale1_pH7__2,0.0022371734,-1.141972719
acid_tale__acid_ale1_pH5__1,0.5074070152,-1.402401249
acid_tale__acid_ale1_pH5__2,0.4715009734,-1.268347757
acid_tale__acid_ale2_pH7__1,0.29309582900000003,-0.9870239110000001
acid_tale__acid_ale2_pH7__2,0.054291549,-1.209720862
acid_tale__acid_ale2_pH5__1,0.7471459824000001,-0.7836138340000001
acid_tale__acid_ale2_pH5__2,2.0528812267,-1.130355474
acid_tale__low_Mg_ale_pH7__1,0.7913647624,-1.109687826
acid_tale__low_Mg_ale_pH7__2,-0.3512566052,-1.418421384
acid_tale__low_Mg_ale_pH5__1,0.39936627220000004,-1.064562872
acid_tale__low_Mg_ale_pH5__2,-0.1153313891,-0.971925259
acid_tale__MES_ale_pH7__1,-0.2180132083,-1.351528633
acid_tale__MES_ale_pH7__2,-0.2396580476,-1.298367603
acid_tale__MES_ale_pH5__1,0.270923117,-1.23367602
acid_tale__MES_ale_pH5__2,0.8488200416,-0.9325794650000001
acid_tale__gmos_pH7__1,0.4508751736,-1.170974803
acid_tale__gmos_pH7__2,0.1136900146,-1.093850701
acid_tale__gmos_pH5__1,0.2626948834,-1.115492153
acid_tale__gmos_pH5__2,0.5210934939,-0.878264687
adnB__wt_adn__1,-0.3216961184,0.5346732240000001
adnB__wt_adn__2,1.4789915398,-0.368835574
adnB__delydhB_adn__1,2.4247982817000002,0.465255754
adnB__delydhB_adn__2,0.2468704754,0.8034824810000001
ytf2__wt_glc__1,0.385488496,0.6617504040000001
ytf2__wt_glc__2,1.644379212,1.175481605
ytf2__ybcM_glc__1,1.3566871681000001,0.12324371
ytf2__ybcM_glc__2,1.6549980029,0.12856683700000002
ytf2__ydhB_glc__1,1.2466457313000001,0.461317586
ytf2__ydhB_glc__2,1.3931659564,0.705354374
ytf2__yfeC_glc__1,1.5820885216,0.6847921220000001
ytf2__yfeC_glc__2,1.5947635905,0.46920501900000006
ytf2__yciT_glc__1,2.1304625887,0.844762506
ytf2__yciT_glc__2,1.8202549052,0.7534791030000001
ytf2__ydiZ_glc__1,1.5944418829,0.554042005
ytf2__ydiZ_glc__2,1.3649358998,0.7388801150000001
ytf2__ynfL_glc__1,1.9321872183000002,0.988927969
ytf2__ynfL_glc__2,1.7383722597,0.9413466500000001
misc2__dellon_glc__1,2.0517989287,0.7521814790000001
misc2__dellon_glc__2,1.9265860301000002,0.6928901550000001
ytf3__wt_glc2__1,0.5060052159,0.136712952
ytf3__wt_glc2__2,0.24550541310000001,-0.061298745
ytf3__wt_pH7_lactate__1,-0.0238652859,-0.182050325
ytf3__wt_pH7_lactate__2,0.20163984940000002,-0.262998783
ytf3__wt_pH55_lactate__1,0.1062103479,-0.671732642
ytf3__wt_pH55_lactate__2,0.0206081507,-0.45531514
ytf3__wt_pH55_HCl__1,-0.31036432010000004,-0.501491098
ytf3__wt_pH55_HCl__2,0.0300258071,-0.300300869
ytf3__dyieP_pH7__1,0.1374783239,0.119889748
ytf3__dyieP_pH7__2,0.7224391391,0.185091094
ytf3__dyieP_pH55__1,-0.0530010381,-0.381599463
ytf3__dyieP_pH55__2,-0.09174481250000001,-0.380902933
