,USA300HOU_RS08775
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,0.0
USA300_LAC_U01-Set001_CAMHB_Control_1,0.0
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,0.0
USA300_LAC_U01-Set001_CAMHB_Control_2,0.0
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,0.0
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,0.0
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_Control_1,1.6152005228
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,0.0
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,2.5613194537
USA300_LAC_U01-Set001_R10LB_PreCulture_1,0.0
USA300_LAC_U01-Set001_R10LB_PreCulture_2,0.0
USA300_LAC_U01-Set001_R10LB_Control_1,0.0
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_R10LB_Control_2,0.0
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,0.0
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_R10LB_Control_1,0.0
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,2.3218081537
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,3.6326770091
USA300_TCH1516_U01-Set000_R10LB_Control_2,2.2985037311
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,3.5354577387
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,1.8310902332999999
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,2.2677712985
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,1.2379845348
USA300_TCH1516_U01-Set000_CAMHB_Control_2,1.3021218717
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,1.3285872322
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,1.2563276501
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,1.8841715566000001
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,3.3129215324
USA300_LAC_U01-Set004_CAMHB_Control_1,0.0
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_CAMHB_Control_2,0.0
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,0.0
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,0.0
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,0.0
USA300_LAC_U01-Set004_R10LB_Control_1,0.0
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,0.0
USA300_LAC_U01-Set004_R10LB_Control_2,0.0
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,0.0
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,0.0
USA300_TCH1516_U01-Set003_CAMHB_Control_2,1.4289450742
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,1.3373293189
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,1.2588090075
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,1.9595183224000001
USA300_TCH1516_U01-Set003_CAMHB_Control_3,0.0
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,2.4568431088000002
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,1.8980055009
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,2.5021426084
USA300_LAC_ICA-Set001_R10LB_Control_1,0.0
USA300_LAC_ICA-Set001_R10LB_Control_2,0.0
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,0.0
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,0.0
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,0.0
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,0.0
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,0.0
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,0.0
USA300_TCH1516_BK-Set001_THB_Control_1,5.5940095636
USA300_TCH1516_BK-Set001_THB_Control_2,3.9160217802
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,3.6441581003
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,4.8984995106
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,4.5174062509
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,5.7603266615
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,3.3303559146
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,4.4225213219
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,0.0
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,0.0
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,0.0
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,0.0
USA300_LAC_ICA-Set002_CAMHB_Control_1,0.0
USA300_LAC_ICA-Set002_CAMHB_Control_2,0.0
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,0.0
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,0.0
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,0.0
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,0.0
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,3.5398225407
USA300_SNFM1_ICA-Set002_CAMHB_Control_2,3.62166532
USA300_SNFM1_ICA-Set002_R10LB_Control_1,3.7479389836
USA300_SNFM1_ICA-Set002_R10LB_Control_2,4.6717202136000004
USA300_SNFR19_ICA-Set002_CAMHB_Control_1,4.2448611403
USA300_SNFR19_ICA-Set002_CAMHB_Control_2,4.8139252822
USA300_SNFR19_ICA-Set002_R10LB_Control_1,4.3316341469
USA300_SNFR19_ICA-Set002_R10LB_Control_2,4.4518082951
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,2.5848761651
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,2.8912692722
USA300_TCH1516_ICA-Set002_R10LB_Control_1,0.0
USA300_TCH1516_ICA-Set002_R10LB_Control_2,2.1229649338
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,0.0
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,0.0
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,0.0
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,0.0
USA300_TCH1516_ICA-Set003_250nMParaquat_1,2.7198988927
USA300_TCH1516_ICA-Set003_250nMParaquat_2,3.3970418251
USA300_TCH1516_ICA-Set003_2gLGalactose_1,4.2254952812
USA300_TCH1516_ICA-Set003_2gLGalactose_2,3.7483384936
USA300_TCH1516_ICA-Set003_2gLPyruvate_1,2.9314696194
USA300_TCH1516_ICA-Set003_2gLPyruvate_2,2.9341692939
USA300_TCH1516_ICA-Set003_Control_1,3.1531399098
USA300_TCH1516_ICA-Set003_Control_2,3.6331096574
USA300_TCH1516_ICA-Set003_StationaryPhase_1,3.7224910586
USA300_TCH1516_ICA-Set003_StationaryPhase_2,3.8421154404
