,-0.04592909977897142,-0.03444682483422857,-0.022964549889485715,-0.011482274944742861,-6.938893903907228e-18,0.011482274944742847,0.0229645498894857,0.034446824834228555,0.04592909977897141,0.05741137472371426,0.06889364966845712,0.08037592461319998,0.09185819955794283,0.10334047450268569,0.11482274944742854,0.1263050243921714,0.13778729933691425,0.1492695742816571,0.16075184922639996,0.1722341241711428
thresh,-0.040187962306599996,0.040187962306599996,2,,,,,,,,,,,,,,,,,
unreg,1,17,122,1094,1803,408,69,31,21,14,7,8,8,3,3,1,0,1,0,0
RpoS,0,1,6,52,115,63,13,22,4,11,3,7,5,5,4,0,1,0,0,0
unreg_genes,['ycgX'],[],[],[],[],[],[],[],"['ygiW' 'ybeL' 'ubiC' 'ygdI' 'yniA' 'ydiZ' 'yqjG' 'yjiN' 'ycaP' 'mcbR'
 'yddH' 'yjbJ' 'ybiO' 'rclA' 'yfiL' 'ldtE' 'yohF' 'yfdC' 'yncG' 'yhjY'
 'curA']","['ydcK' 'ybgS' 'yeaQ' 'yedP' 'yqjE' 'yehE' 'yebF' 'ybaA' 'yliI' 'yqjC'
 'yhbO' 'psiF' 'yqjD' 'ydeI']",['dgcM' 'yjdN' 'yahK' 'yodD' 'yqjK' 'yphA' 'ybhN'],['amyA' 'yhcO' 'yegS' 'ybaY' 'adhP' 'ytjA' 'bfr' 'ybdK'],['yghA' 'ydhS' 'yegP' 'ahr' 'yeaH' 'ggt' 'yebV' 'yeaG'],['clsB' 'ymgE' 'ycgB'],['yfcG' 'ybhP' 'yahO'],['ygaM'],[],['ycaC'],[],[]
RpoS_genes,[],['fadL'],['yhiM' 'lsrG' 'yhiD' 'ymgC' 'eno' 'lsrF'],"['btsT' 'yffP' 'murR' 'lsrC' 'ompN' 'ddpB' 'pdhR' 'araF' 'gadE' 'yeiL'
 'lsrA' 'gpmM' 'rsmG' 'yciT' 'mglB' 'pykF' 'yihG' 'yqiI' 'hyaD' 'mnmG'
 'btuF' 'mdtF' 'ydhT' 'mtn' 'yddG' 'mpl' 'ddpC' 'ydhU' 'hyaB' 'puuD' 'pgi'
 'gyrB' 'mutS' 'ddpX' 'ddpF' 'dmsD' 'csgA' 'lpd' 'murQ' 'iraD' 'ftsQ'
 'hdfR' 'yafN' 'pcnB' 'mglC' 'ftsA' 'rpoH' 'gor' 'mglA' 'ansP' 'crr'
 'pfkA']","['proW' 'ydhW' 'mdtE' 'yadS' 'hdeD' 'proX' 'ydhX' 'dnaN' 'speG' 'glk'
 'pqiC' 'xthA' 'setA' 'ilvY' 'yabI' 'hyaF' 'aceF' 'hyaA' 'gapA' 'aceE'
 'ynfB' 'ddpD' 'yafO' 'rhaR' 'fau' 'ftsZ' 'galK' 'ppx' 'csgE' 'hofM'
 'pabA' 'ygiC' 'blr' 'pgk' 'proP' 'dinB' 'lsrD' 'hyaE' 'ppk' 'pstC' 'gpmA'
 'fumC' 'ygiB' 'xapB' 'nhaA' 'yafP' 'rraA' 'gltF' 'galE' 'ynfE' 'bsmA'
 'ydhV' 'metK' 'ynfH' 'hyaC' 'pqiB' 'lsrB' 'rsd' 'sucD' 'ymgA' 'proV'
 'osmB' 'cpxR' 'ddpA' 'ada' 'adhE' 'baeR' 'pstB' 'pqiA' 'recF' 'fbaA'
 'sucC' 'hmp' 'topA' 'ydcU' 'csrA' 'ihfB' 'murP' 'yjcH' 'sohB' 'nhaR'
 'galT' 'htrE' 'yqiH' 'gadW' 'yciZ' 'mdtD' 'folK' 'viaA' 'epd' 'ydbD'
 'ariR' 'mdtC' 'tolC' 'araH' 'asr' 'dhaM' 'rhaS' 'tpiA' 'frdB' 'rseC'
 'dgcC' 'mdtB' 'pstS' 'artM' 'ynfG' 'yffO' 'dhaR' 'speB' 'rseB' 'pykA'
 'puuR' 'envC' 'frdA' 'ompF']","['ravA' 'rseA' 'actP' 'cpxA' 'dhaK' 'dkgB' 'sucB' 'cfa' 'phoU' 'frdD'
 'araG' 'znuA' 'artQ' 'appA' 'hdeA' 'baeS' 'ihfA' 'puuB' 'sucA' 'pstA'
 'galM' 'ycgZ' 'artI' 'mdtA' 'glgC' 'gltB' 'evgS' 'patD' 'gltD' 'alkA'
 'dhaL' 'artP' 'astB' 'puuP' 'astD' 'cbpA' 'sgrT' 'gadC' 'appC' 'evgA'
 'yibQ' 'ydcV' 'appB' 'glgA' 'astE' 'puuE' 'ydhY' 'gadA' 'ynfF' 'speC'
 'ydbK' 'rssA' 'rpoE' 'hdeB' 'oxyR' 'ybaT' 'glgP' 'acs' 'pfkB' 'frdC'
 'alkB' 'luxS' 'yhfG']","['cbpM' 'narU' 'gadB' 'puuA' 'puuC' 'appY' 'pdeC' 'pphA' 'yggE' 'acnA'
 'rssB' 'glgS' 'treF']","['ytfK' 'gadX' 'aidB' 'phr' 'astA' 'yciG' 'astC' 'csgD' 'dps' 'bolA'
 'glsA' 'uspB' 'ldcC' 'ydcT' 'ybjP' 'sra' 'yciE' 'csgF' 'dkgA' 'ybiI'
 'csgG' 'hchA']",['csiE' 'ydcS' 'sodC' 'osmC'],"['yciF' 'tam' 'pdeR' 'mlrA' 'yhjG' 'fic' 'yehW' 'csiD' 'yehX' 'osmE'
 'aldB']",['gabP' 'lhgO' 'kbp'],['gabD' 'gabT' 'fbaB' 'treA' 'yccJ' 'yehY' 'patA'],['wrbA' 'ybgA' 'ecnB' 'otsA' 'osmF'],['msyB' 'talA' 'tktB' 'elaB' 'osmY'],['otsB' 'katE' 'poxB' 'blc'],[],['yiaG'],[],[],[]
