,A,rpoS
misc__wt_no_te__2,7.583148283080001,10.4878524995216
misc__bw_delcbl__1,-3.8615780597099993,10.2712014382654
misc__bw_delcbl__2,-3.9218737623699997,10.1380815133253
misc__bw_delfabr__1,-12.117447602999999,9.80650398271704
misc__bw_delfabr__2,-11.5573018141,9.86135246243402
misc__bw_delfadr__1,-1.9570696673099999,10.1200164040093
misc__bw_delfadr__2,-1.8702783147,10.2072953325978
misc__nitr_031__1,9.98951550247,11.305750349545601
omics__wt_glu__1,-1.5057870446700001,9.49833423045068
omics__wt_glu__2,-1.2217907934999999,9.67580723145496
omics__wt_gly__1,-1.9417631902,9.68593050846469
omics__wt_gly__2,-2.26240617274,9.677115294145882
omics__wt_thr__1,-4.341920515280001,9.27133362681749
omics__wt_thr__2,-3.2729904357,9.24908153671182
omics__bw_ac__1,-3.6073934328300004,10.9031007487553
omics__bw_ac__2,-3.5534576615199995,10.8380505715499
omics__bw_fum__1,-16.198567324000003,10.7947516868853
omics__bw_fum__2,-16.6598943749,10.8594048281166
omics__bw_glc__1,-6.921892889510001,10.519862336472599
omics__bw_glc__2,-6.73498446035,10.5386194057589
omics__bw_pyr__1,-12.6121777663,10.998638205079
omics__bw_pyr__2,-12.7639052877,11.1491308341327
ompr__wt_nacl__1,31.9345589248,11.7978409765061
ompr__wt_nacl__2,32.4138409606,11.685007065817599
ompr__bw_delompr_nacl__1,33.0073903824,10.785238995981901
ompr__bw_delompr_nacl__2,32.8980488318,10.661273799389301
minspan__wt_ade__1,-1.45878049552,9.54959561419995
minspan__wt_glc__1,3.37941344839,10.2159474540176
minspan__wt_glc__2,3.1099168589599997,10.071929679253198
minspan__wt_glc__3,2.16961395005,9.999478609654119
minspan__wt_glc__4,2.3416528926900004,10.002172137842901
minspan__wt_glc_anaero__1,-15.866059379400001,9.706226730752311
minspan__wt_glc_anaero__2,-14.918970288599999,9.866045434960188
minspan__wt_trp__1,-2.9230367757700004,9.98675160456954
minspan__bw_delcra_glc__1,0.184899514787,10.255790899664301
minspan__bw_delcra_glc__2,0.435642811941,10.2408475113616
minspan__bw_delcra_trp__1,-1.54065145472,10.0318919360891
minspan__bw_delmntr__1,-13.80692847,10.0319358684494
minspan__bw_delnac_ade__1,-1.7176078198,10.1066092572334
minspan__bw_delnac_glc__1,-2.26891907936,10.4079741052233
cra_crp__wt_ac__1,1.01207800423,9.94501775762582
cra_crp__wt_ac__2,0.361777310455,9.8707608017326
cra_crp__wt_fru__1,-0.531264256759,9.920638481104259
cra_crp__wt_fru__2,-0.6431649366709999,9.88482339701837
cra_crp__delcra_ac__1,0.796675777793,10.485729708847
cra_crp__delcra_ac__2,0.7341032178650001,10.5770178670826
cra_crp__delcra_fru__1,5.95726697487,10.381341775396699
cra_crp__delcra_fru__2,5.98988694243,10.482022852730301
cra_crp__delcra_glc__1,2.16128088186,9.898820767340231
cra_crp__delcra_glc__2,2.24651597465,9.93368811796488
rpoB__wt_031__1,0.9930486257790001,10.453275363210501
rpoB__wt_044__1,2.7836879837099997,10.036510288005301
rpoB__wt_lb__1,13.103032371,10.695163940290401
rpoB__wt_lb__2,13.299016428,10.688441961615599
rpoB__rpoBE546V_031__1,-1.95450926396,11.094902907771802
rpoB__rpoBE546V_044__1,-1.47385207482,10.9712461283829
rpoB__rpoBE546V_lb__1,3.84045365687,10.7459282727193
rpoB__rpoBE546V_lb__2,3.39320273408,10.6847237600219
rpoB__rpoBE546V_glc__1,-14.845589213199998,10.057132957245901
rpoB__rpoBE672K_glc__1,-24.4250848609,9.3070389156892
rpoB__rpoBE672K_glc__2,-24.4191342306,9.28534914053479
rpoB__rpoBE672K_lb__1,-27.4427658372,9.30800635177157
rpoB__rpoBE672K_lb__2,-28.4472244156,9.36254814810835
crp__wt_fru__1,-5.02553598474,9.852525137901711
crp__wt_glyc__1,-10.1191450676,10.4010432641527
crp__wt_glyc__2,-11.054560418,10.3156611477826
crp__delar1_glyc__1,3.7106850259699993,10.685343317747199
crp__delar1_glyc__2,3.6682184294,10.5193608673713
crp__delar1ar2_glyc__1,0.5522294257399999,10.386458294200901
crp__delar1ar2_glyc__2,0.928697219342,10.5112933043203
crp__delar1ar2_glyc__3,0.8419390984540001,10.4075911082065
crp__delar2_glyc__1,-0.128855007512,11.359769710602501
crp__delar2_glyc__2,-1.46887774838,11.142610409448901
crp__delar2_glyc__3,-2.35310179461,11.136654528636802
crp__delcrp_fru__1,13.8255083528,11.571190346122698
crp__delcrp_fru__2,14.070380524900001,11.436664039117801
crp__delcrp_fru__3,14.3394005357,11.5389789668715
crp__delcrp_glc__1,12.043987109100001,11.2950910855596
crp__delcrp_glc__2,12.9530062401,11.3619464193556
crp__delcrp_glc__3,13.205950296,11.337845997182901
crp__delcrp_glyc__1,12.4647522514,11.6685616228999
crp__delcrp_glyc__2,13.845311985699999,11.7123718589187
crp__delcrp_glyc__3,14.0669590999,11.6439531610395
glu__glu_ale3__1,-32.2779022172,10.7497910316427
glu__glu_ale4__1,-28.0443173471,9.76452768297867
glu__glu_ale5__1,-26.761984257399998,9.01329267458996
glu__glu_ale6__1,-34.1098248229,9.00090712485699
glu__glu_ale8__1,-27.5495341327,10.834648084100099
glu__glu_ale9__1,-30.5594042315,9.762827893607131
glu__glu_ale10__1,-31.1797350431,9.94256332558153
42c__wt_42c__1,-8.297499686539998,9.88998011635471
42c__42c_ale1__1,-20.6311861838,9.50193127114783
42c__42c_ale2__1,-24.6675337904,9.65497783854643
42c__42c_ale3__1,-37.1205481874,9.37850071632757
42c__42c_ale4__1,-30.4426466081,9.88703408431374
42c__42c_ale5__1,-29.056136201999998,9.52126925999671
42c__42c_ale6__1,-22.9226013654,8.18492808827654
42c__42c_ale8__1,-19.8528063149,9.300797380847339
42c__42c_ale9__1,-24.387619171100003,9.457409654838619
42c__42c_ale10__1,-30.5359174697,9.40779990541808
ssw__wt_ac__1,11.4663967013,11.5054222638004
ssw__wt_glc__1,-2.5726210379,9.24680621306155
ssw__wt_glyc__1,-4.0998564733,10.048665051545001
ssw__wt_xyl__1,-11.2150328746,10.379314223372
ssw__glc_ale1__1,-23.552216274000003,9.36679949651227
ssw__glc_ale2__1,-20.0156100542,10.6483344930726
ssw__glc_ale3__1,-23.705634240100004,9.55480837337443
ssw__glyc_ale1__1,-23.327777446,10.462988782773499
ssw__glyc_ale2__1,-25.668479998800002,10.966703170277901
ssw__xyl_ale1__1,-30.0923982052,10.3311294804637
ssw__xyl_ale2__1,-34.9265075524,10.2568883889916
ssw__xyl_ale3__1,-25.4794125381,9.90426579346361
ssw__glc_ac_ac2__1,-4.58015959383,10.7351530963185
ssw__glc_ac_glc1__1,-23.671961374699997,10.3009217587118
ssw__glc_ac_glc2__1,-11.7339892945,9.216305144225212
ssw__glc_glyc_glc__1,-6.20925379778,10.6374401025303
ssw__glc_glyc_glyc__1,-13.963897604100001,10.6307942920234
ssw__glc_xyl_glc__1,-30.912082930500002,9.54937846715237
ssw__glc_xyl_xyl__1,-26.3858502548,9.89195309195272
pgi__glu4_delpgi__1,-5.1767742104100005,11.5962947111783
pgi__pgi_ale1__1,-16.1308465577,10.0855004438269
pgi__pgi_ale2__1,1.29752824971,11.278981051969499
pgi__pgi_ale3__1,-14.0497012592,10.0888342073755
pgi__pgi_ale5__1,-15.4489893501,10.477243568303901
pgi__pgi_ale6__1,-16.388814086300002,10.394027470508501
pgi__pgi_ale7__1,-15.6247782922,10.8106715909363
pgi__pgi_ale8__1,-19.5523160837,10.0990269319807
ica__wt_glc__1,-19.6686338904,9.62103274489341
ica__wt_glc__2,-20.2469554618,9.51660566535651
ica__wt_glc__3,-13.2028781091,10.2848702766329
ica__wt_glc__4,-9.748060286160001,10.5319225089369
ica__arg_sbt__1,-8.70257731788,10.8301802121204
ica__arg_sbt__2,-9.229156218239998,10.795260484521501
ica__cytd_rib__1,19.0940043909,11.126194528896802
ica__cytd_rib__2,19.3647706719,11.011551687251401
ica__gth__1,20.7901340733,11.3687203005177
ica__gth__2,19.0435670817,11.3570427415132
ica__leu_glcr__1,-14.9656511643,10.176955695195199
ica__leu_glcr__2,-15.367223558,10.118016034820801
ica__met_glc__1,-18.263381265899998,9.475572101793599
ica__met_glc__2,-18.0079879623,9.34608799651833
ica__no3_anaero__1,-6.35306646775,10.1702028691024
ica__no3_anaero__2,-6.3549140588199995,10.2890498282716
ica__phe_acgam__1,-16.064500522,9.906455840847348
ica__phe_acgam__2,-19.2862772781,9.81408214018801
ica__thm_gal__1,-0.630629240952,10.931278190376101
ica__thm_gal__2,-1.05940290506,10.934180918540099
ica__tyr_glcn__1,-17.8828634081,9.841786160800119
ica__tyr_glcn__2,-17.593395208900002,9.9161360392282
ica__ura_pyr__1,-10.8022813487,10.6210603376294
ica__ura_pyr__2,-11.5196372043,10.8758497670567
ica__wt_glc__5,-17.0384763319,10.0071910685135
ica__wt_glc__6,-14.109268763,10.098023412041
ica__bw_delpurR_cytd__1,-28.6516645023,9.317580879434061
ica__bw_delpurR_cytd__2,-29.6195204267,9.2135661979123
ica__ade_glc__1,-23.1433503087,10.270787324478901
ica__ade_glc__2,-22.8073394481,10.256658143227698
ytf__wt_glc__1,4.030132881419999,10.6897211494504
ytf__wt_glc__2,1.5823357471200001,11.1016862077985
ytf__delyafC__1,3.7223387484699995,10.8679990519155
ytf__delyafC__2,4.71656267461,11.016955031005098
ytf__delyeiE__1,-2.81894247572,10.5783096319734
ytf__delyeiE__2,-4.423382505769999,10.478440081078599
ytf__delyiaJ__1,5.193613629100001,10.9041922200172
ytf__delyiaJ__2,8.68416677265,11.117746659983599
ytf__delyieP__1,-3.76998780667,10.9852876723683
ytf__delyieP__2,0.7381097234559999,11.1562196688852
ytf__wt_ph5__1,5.3812789273,10.8599060627232
ytf__wt_ph5__2,4.68427113311,10.8929456507777
ytf__wt_ph8__1,0.39896519873899994,10.8131617351148
ytf__wt_ph8__2,0.4612977087,10.7626036195855
ytf__delybaO__1,1.5877955912600001,10.6988025703701
ytf__delybaO__2,-0.7553661272050001,10.8056209608057
ytf__delybaQ__1,1.10180960665,10.5047369291319
ytf__delybaQ__2,1.42788313175,10.5680073148411
ytf__delybiH__1,6.8488517884,11.2015243416444
ytf__delybiH__2,4.4832598396800005,11.2631595456547
ytf__delydcI_ph5__1,0.400649464205,10.629945019625401
ytf__delydcI_ph5__2,0.851897626277,10.642760057367301
ytf__delydcI_ph8__1,1.06578226237,10.863313912174199
ytf__delydcI_ph8__2,-3.7705374816000004,10.437803810107301
ytf__delyddM__1,3.42595762407,10.9955120699234
ytf__delyddM__2,3.5299758346199996,10.9147398616131
ytf__delyheO__1,2.30736845284,10.7654844847704
ytf__delyheO__2,-0.22972210976799998,10.906423129638801
fps__bw_glc__1,-7.11457017177,10.0295864115581
fps__bw_glc__2,-6.5700051863499995,10.087851173501301
fps__fps_thrA_ale1__1,-1.9974242260799997,10.8459368950192
fps__fps_thrA_ale1__2,-2.19541269782,10.863678270648599
fps__fps_thrA_ale2__1,-7.332594616310001,10.968715846459501
fps__fps_thrA_ale2__2,-7.146208156910001,10.818313544800198
fps__fps_serB_ale1__1,0.195767855897,10.6342788761272
fps__fps_serB_ale1__2,0.307305544481,10.5118092589712
fps__fps_serB_ale4__1,8.39802179353,11.0249106631423
fps__fps_serB_ale4__2,8.66179976693,10.629629442597599
fps__fps_ptsI_ale1__1,2.45831221567,11.5666418769528
fps__fps_ptsI_ale1__2,1.8521101830400002,11.3687017925966
fps__fps_ptsI_ale3__1,-2.70421081682,10.974822967862501
fps__fps_ptsI_ale3__2,-1.21823480295,11.0798478090432
pal__lyx_ale2_f6__1,8.61136756178,11.382303193004999
pal__lyx_ale2__1,-13.7122044375,9.87034897944805
pal__lyx_ale2__2,-10.0385239528,9.61933512242625
pal__lyx_ale4__1,-13.7122044375,9.87034897944805
pal__lyx_ale4__2,-10.0385239528,9.61933512242625
pal__5drib_ale10_f18__1,-6.18058572411,10.7975134155425
pal__5drib_ale10_f18__2,-7.2995637025199995,10.837258125204999
pal__5drib_ale10__1,-8.45723379039,10.8544393373287
pal__arab_ale14_f9__1,2.68655609209,10.8007304623095
pal__arab_ale14_f9__2,3.6697568777199994,10.652104144931801
pal__arab_ale14__1,-13.5800252212,10.087523269485901
pal__arab_ale14__2,-14.307856205,9.98342907213833
pal__arab_ale16__1,-25.7880682058,10.085589974044199
pal__arab_ale16__2,-14.982464057,10.2597061780868
pal__tartr_ale26_f10__1,2.3196250357799997,11.075961388186
pal__tartr_ale26_f10__2,7.02470628757,11.1619073335351
pal__tartr_ale26__1,-2.5899808316599997,10.4451134064917
pal__tartr_ale26__2,-2.62454402655,10.3331421889976
pal__tartr_ale28_f10__1,18.400205428499998,11.403195258638
pal__tartr_ale28_f10__2,15.3002281134,11.1601284081825
pal__tartr_ale28__1,-4.67133570883,10.206067927846401
pal__tartr_ale28__2,-8.04179223971,10.5367077695072
efeU__delmenFentC_citr__1,2.60208612962,10.8383216113378
efeU__delmenFentC_citr__2,3.6362933183,10.881124704479802
efeU__delmenFentC__1,14.6870726651,11.6032512360081
efeU__delmenFentC__2,13.5879776206,11.5437575090821
efeU__menFentC_ale39__1,-14.270454693900001,10.3563572022116
efeU__menFentC_ale39__2,-14.0165909307,10.2960469015321
efeU__menFentC_ale29__1,-23.7288722917,11.0765597076386
efeU__menFentC_ale29__2,-23.209007235599998,11.130547421480301
efeU__menFentC_ale30__1,-29.9168736853,9.80626424476482
efeU__menFentC_ale30__2,-26.7149462763,10.0293345962935
efeU__menFentCubiC_ale36__1,-2.9419739899599997,10.5415908458911
efeU__menFentCubiC_ale36__2,-3.8509098027599995,10.579968644802001
efeU__menFentCubiC_ale37__1,-4.10054869696,10.9772601535231
efeU__menFentCubiC_ale37__2,-3.53046077714,10.7821739769456
efeU__menFentCubiC_ale38__1,-29.4554545618,10.7111654678373
efeU__menFentCubiC_ale38__2,-32.344026998800004,10.707911169804
