,A,rpoS
R2,,0.4253197449753674
xmin,,8.18492808827654
xmid,,
xmax,,12.5499428243698
ystart,,-33.688519771265405
yend,,22.46129433262132
control__wt_glc__1,-0.0532941372403,9.840497259187789
control__wt_glc__2,0.0532941372402,9.86741629758151
fur__wt_dpd__1,22.5236619427,11.6044541509729
fur__wt_dpd__2,23.579295711599997,11.5909946988663
fur__wt_fe__1,-1.55071460796,9.582787783939429
fur__wt_fe__2,-2.04828004303,9.53000187988299
fur__delfur_dpd__1,22.7408754756,11.4853899699421
fur__delfur_dpd__2,21.1912860174,11.1905056671244
fur__delfur_fe2__1,2.96537664876,10.3624316298719
fur__delfur_fe2__2,4.127831296419999,10.3984291887306
acid__wt_ph5__1,8.8104292098,10.135339122749599
acid__wt_ph5__2,8.59937857894,10.1087155516685
acid__delgadx_ph5__1,8.418231966010001,9.91432400517943
acid__delgadx_ph5__2,7.4911732763800005,9.96776148470986
acid__delgadw_ph5__1,8.26101256703,10.0508678377038
acid__delgadw_ph5__2,8.2417775536,10.021038510205301
acid__delgade_ph5__1,8.50313465796,10.166381052795698
acid__delgade_ph5__2,8.65989876388,10.2430387869124
oxidative__wt_pq__1,20.6510869072,12.4608783879726
oxidative__wt_pq__2,20.178944544300002,12.199132798354
oxidative__deloxyr_pq__1,13.620869646500001,11.967361349681699
oxidative__deloxyr_pq__2,14.1012965379,11.8886643071222
oxidative__delsoxr_pq__1,18.0239391829,12.2590514887437
oxidative__delsoxr_pq__2,18.1500850622,12.2167554376761
oxidative__delsoxs_pq__1,22.338466257199997,12.4719796172737
oxidative__delsoxs_pq__2,22.2643059404,12.5499428243698
nac_ntrc__wt_csn__1,10.8582710013,11.6602307170506
nac_ntrc__wt_csn__2,10.70452642,11.660124767753699
nac_ntrc__wt_cytd__1,8.6223949193,10.7479765172561
nac_ntrc__wt_cytd__2,8.86074641271,10.7065183476323
nac_ntrc__wt_gln__1,14.6542293378,10.9279171169298
nac_ntrc__wt_gln__2,15.004546751700001,10.999001300942199
nac_ntrc__bw_delnac_csn__1,10.6922910504,12.167532028453401
nac_ntrc__bw_delnac_csn__2,8.89907287107,12.3172438926174
nac_ntrc__bw_delnac_cytd__1,6.72009994646,11.5823655709189
nac_ntrc__bw_delnac_cytd__2,7.042493791839999,11.547229624399801
nac_ntrc__bw_delnac_gln__1,12.1845494449,11.498857108852802
nac_ntrc__bw_delnac_gln__2,12.349112568599999,11.4739597114888
nac_ntrc__bw_delnac_nh4__1,-6.749353506599999,10.4934224882282
nac_ntrc__bw_delnac_nh4__2,-6.36943369979,10.4901867291409
misc__wt_no_te__1,13.746845844600001,10.968400109336901
