,USA300HOU_RS01380
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,6.7184993186
USA300_LAC_U01-Set001_CAMHB_Control_1,6.6622723359
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,6.4580969281
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,6.3245789538
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,6.3853451109
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,6.5033890211
USA300_LAC_U01-Set001_CAMHB_Control_2,6.7999035201
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,6.6182524215
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,6.4470373361
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,6.3883352965
USA300_TCH1516_U01-Set000_CAMHB_Control_1,6.6083957997
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,6.5514253318
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,6.3288843805
USA300_LAC_U01-Set001_R10LB_PreCulture_1,6.0601830843
USA300_LAC_U01-Set001_R10LB_PreCulture_2,5.8431223053
USA300_LAC_U01-Set001_R10LB_Control_1,5.9293747736
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,6.1258832174
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,6.4597915068
USA300_LAC_U01-Set001_R10LB_Control_2,6.4229868973
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,6.3101269324
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,6.5066704552
USA300_TCH1516_U01-Set000_R10LB_Control_1,6.0194499018
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,6.0129980181
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,6.0309770008
USA300_TCH1516_U01-Set000_R10LB_Control_2,6.0900920216
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,6.2817432719
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,6.1375035816
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,6.311001979
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,6.2190114841
USA300_TCH1516_U01-Set000_CAMHB_Control_2,6.022480569
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,6.3415436384
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,6.3598308942
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,7.8273552598
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,7.3459433919
USA300_LAC_U01-Set004_CAMHB_Control_1,6.5999299867
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,6.4869130821
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,6.4952408769
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,6.5917674966
