k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,0.0796395929902792,,,
14,UC-7,False,0.033469606377184394,,,
3,Cadmium,False,-0.02164003603160381,,,
11,Chromium,False,0.021543205548077825,,,
2,UC-3,False,0.010501373801380396,,,
13,UC-6,False,0.008580955322831868,,,
10,Copper,False,0.006614710609428584,,,
1,UC-2,False,0.005653543584048747,,,
0,UC-1,False,0.003134223932866007,,,
5,Lead,False,-0.002035454567521811,,,
7,Zinc - Steady,False,0.0014501412236131727,,,
12,Zinc - Intermediate,False,0.00130502890910482,,,
8,Zinc - Fast,False,0.0007736721006222071,,,
9,UC-5,False,0.00021010124491515646,,,
4,UC-4,False,9.052284331119154e-06,,,
