,-0.059435828401333865,6.938893903907228e-18,0.05943582840133388,0.11887165680266774,0.17830748520400164,0.23774331360533546,0.29717914200666934,0.3566149704080032,0.4160507988093371,0.4754866272106709,0.5349224556120048,0.5943582840133387,0.6537941124146726,0.7132299408160064,0.7726657692173403,0.8321015976186742,0.8915374260200081,0.9509732544213418,1.0104090828226757,1.0698449112240096
thresh,-0.0891537426020008,0.0891537426020008,1,,,,,,,,,,,,,,,,,
unreg,40,4128,39,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unreg_genes,[],[],[],['hprR'],['msrQ' 'msrP'],[],[],[],[],[],[],[],['yedX'],[],[],[],[],[],[],[]
