,PA3089a
SRX7442752,-0.211993538
SRX7442753,0.211993538
SRX7442754,-0.5809221320000001
SRX7442755,-0.277270554
SRX7442756,-0.9844059650000001
SRX7442757,-0.865251242
SRX7442758,-0.588278022
SRX7442759,-1.067150611
SRX7442761,-0.760538892
SRX7874204,0.24123776700000002
SRX7874205,-0.24123776700000002
SRX7874206,-0.46748923600000003
SRX7874207,-0.193463302
SRX8639787,-0.178653995
SRX8639788,0.178653995
SRX8639789,0.145803353
SRX8639790,0.044805538000000006
SRX8639791,-0.653712002
SRX8639792,0.018158516
SRX8639793,-3.164485279
SRX8639794,-2.78412821
SRX8639795,-2.995999972
SRX8639796,-2.868825174
SRX8639797,0.106980974
SRX8639798,0.5833788790000001
SRX8639800,0.458330061
SRX1156127,0.34531943600000004
SRX1156135,-0.34531943600000004
SRX1156136,-0.8709660210000001
SRX1156137,-0.40941137400000005
SRX1156138,-0.875346669
SRX1156140,-0.643974138
ERX2195929,-0.18594157900000002
ERX2195930,0.18594158
ERX2195931,-0.019996283
ERX2195932,0.30485769700000004
ERX2195933,0.49373957900000004
ERX2195934,0.326347965
SRX4579961,0.095852851
SRX4579962,0.14669384600000002
SRX4579963,-0.242546696
SRX4579964,-2.145276421
SRX4579965,-2.381289061
SRX4579966,-2.374010188
SRX5630349,0.273194345
SRX5630350,-0.27319434400000003
SRX5630351,-0.48577154200000006
SRX5630352,-0.522501053
SRX1411278,-0.962071844
SRX1411287,-0.096833471
SRX1411289,-0.653253851
SRX1411279,1.5747225390000001
SRX1411280,-0.612650694
SRX1411281,-0.952899444
SRX1411282,-0.5507807100000001
SRX1411283,-0.721323742
SRX1411284,-0.060486838
SRX1411285,-1.039138582
SRX1411286,1.69181186
SRX1411288,-0.119291323
SRX2711962,0.015288177000000002
SRX2711963,-0.015288176
SRX2711964,-0.38273517
SRX2711965,-0.45899072500000004
SRX2711966,-0.9657451640000001
SRX2711967,-0.6340838590000001
ERX3558798,-0.141023795
ERX3558799,-0.255421512
ERX3558800,-0.188619106
ERX3558801,-0.088572221
ERX3558802,-0.06651749900000001
ERX3558803,0.08069740900000001
ERX3558804,-0.0012251480000000001
ERX3558805,-0.012954761
ERX3593017,-0.489304257
ERX3593018,-0.585972846
ERX3593020,-0.07083621400000001
ERX3593021,0.076384195
ERX3593022,-0.005547982
SRX7058492,0.17520554600000002
SRX7058494,-0.5831740440000001
SRX7058495,-0.57396645
SRX7058509,-0.17520554600000002
SRX2662717,-0.551839941
SRX2662718,-0.26536254
SRX2662721,-0.105206371
SRX2662722,0.105206371
SRX8143226,0.016927943
SRX8143227,-0.016927943
SRX8143228,0.42903618
SRX8143229,0.38092309700000004
ERX2456848,-0.138323698
ERX2456849,-0.23047872800000002
ERX2456850,0.5689352750000001
ERX2456851,-0.482879955
ERX2456852,-0.045519577000000006
ERX2456853,-0.022604649
ERX2456854,0.019527169
ERX2456855,0.12351666300000001
ERX2456856,0.086313742
ERX2456857,-0.23301131700000002
ERX2456858,0.266227088
ERX2456859,-0.262573347
SRX540108,0.07598076000000001
SRX540109,-0.07598075900000001
SRX540110,-0.842005011
SRX540111,0.053397306000000005
SRX540112,-0.482275644
SRX540113,0.014160213000000001
SRX540114,0.269576931
SRX540115,0.5905109820000001
SRX1737662,-0.046038239
SRX1737664,-0.009392314
SRX1737665,-0.078150542
SRX1737667,-0.038303791000000004
SRX1737668,-0.205827862
SRX1737670,0.244131654
SRX1516139,0.32841600800000004
SRX1516140,-0.32841600800000004
SRX1516141,-0.220447456
SRX1516142,-0.445226459
SRX591667,0.027474053000000002
SRX591668,-0.014138802
SRX591669,-0.561736761
SRX591670,-1.245689811
SRX591671,-1.038482629
SRX591675,-0.027474053000000002
SRX591676,0.140970545
SRX591677,-0.590736453
SRX591678,-0.44156772800000005
SRX591679,0.088688072
SRX2520351,-0.534912776
SRX2520352,-0.229339126
SRX2520353,-1.368717223
SRX2520354,-1.739335277
SRX2520355,0.38061794800000004
SRX2520356,-0.11917645
SRX2520357,0.502810406
SRX2520358,0.76663658
SRX2520359,1.523026691
SRX2520360,0.165985147
SRX2652927,0.590889
SRX2652931,1.1285625160000001
SRX2652933,-0.229901079
SRX2652935,0.063873686
SRX2652937,0.16602739400000002
SRX2940624,0.929687051
SRX2940626,0.7509382800000001
SRX2940627,0.151457376
SRX2940628,0.16660034
SRX2940629,-0.318057717
SRX3763712,-0.7491975040000001
SRX3763714,0.7491975040000001
SRX3763715,0.275656271
SRX3763716,0.9970996070000001
SRX3763717,0.931745955
ERX2259197,0.24971804500000003
ERX2259198,-0.577671068
ERX2259199,0.347475886
ERX2259200,-0.34747588700000004
SRX6976948,-0.088335834
SRX6976949,-0.32448472300000003
SRX6976950,0.41282055700000003
SRX6976951,0.08790797700000001
SRX6976952,-0.651624677
SRX6976953,-0.638696641
SRX4342817,0.070505919
SRX4342818,-0.34167409800000004
SRX4342819,0.758338567
SRX4342820,-0.23432086700000002
SRX4342821,0.505489045
SRX4342822,0.287247937
ERX2300159,-0.42269844700000003
ERX2300160,0.422698448
ERX2300161,-0.7168897160000001
ERX2300162,-0.731197972
ERX2300163,-0.36048361500000003
ERX2300164,-0.46470848000000003
ERX2300165,-0.030894296
ERX2300166,0.6998668720000001
ERX2300167,-0.573064382
ERX2300168,-0.14616495000000002
ERX2300169,0.534676295
ERX2300170,0.12301075600000001
ERX2068556,-0.497646564
ERX2068557,-0.36451408300000004
ERX2068558,-0.057460457000000006
ERX2068559,0.192815213
ERX2068560,-0.495160235
ERX2068561,0.302345021
SRX6747256,0.15985586100000002
SRX6747257,0.158275456
SRX6747258,0.023490024
SRX6747259,-0.200005347
SRX6747260,-0.14161599500000002
SRX6747265,-0.5301928140000001
SRX6747266,-0.343642
SRX6747268,0.354669803
SRX6747269,0.24448465200000002
SRX6747953,-0.647727532
SRX6747954,0.28148026
SRX6747955,0.366247272
SRX6747957,-1.040740985
SRX6747958,-0.7041899610000001
SRX7747527,-0.653577325
SRX7747528,-0.524641102
SRX7747537,-0.037968229
SRX7747538,0.003374497
SRX7747540,-0.003374497
ERX2813653,-0.086496378
ERX2813654,0.086496378
ERX2813656,-0.275618656
ERX2813657,-0.551531752
ERX2813658,-0.609227975
Paeru_0017,-1.653083198
Paeru_0018,-1.417409897
Paeru_0019,-2.318393065
Paeru_0020,-1.759148042
Paeru_0033,-2.06241106
Paeru_0034,-1.351877777
Paeru_0035,-1.393486113
Paeru_0036,-1.7120050930000001
Paeru_0037,-0.951578008
Paeru_0038,-1.42668548
Paeru_0039,-1.09460366
Paeru_0040,-1.698262898
Paeru_0041,-0.9835335540000001
Paeru_0042,-1.832039092
Paeru_0043,-1.053160684
Paeru_0044,-1.696349437
Paeru_0045,-1.503518833
Paeru_0046,-1.312372021
Paeru_0047,-1.085416912
Paeru_0048,-0.8568235150000001
Paeru_0049,-1.036733556
Paeru_0050,-0.7956205460000001
Paeru_0051,-0.641265665
Paeru_0052,-1.058546315
Paeru_0053,-1.431180305
Paeru_0056,-0.9055001880000001
Paeru_0057,-0.427738498
Paeru_0058,-1.391608597
Paeru_0059,-1.096987998
Paeru_0060,-1.169436748
Paeru_0061,-0.745263137
Paeru_0062,-1.0630251099999999
Paeru_0063,-1.160403018
Paeru_0064,-1.1969042540000001
Paeru_0065,-1.17525441
Paeru_0066,-1.33604497
Paeru_0068,-0.945179038
Paeru_0069,-1.094150393
Paeru_0070,-0.15546832700000002
Paeru_0071,-0.491457326
Paeru_0072,-1.20511452
Paeru_0073,-1.451779852
Paeru_0074,-1.022392163
Paeru_0075,-1.295723505
Paeru_0077,-1.098485141
Paeru_0106,-1.522968938
Paeru_0107,-1.697056292
Paeru_0111,-1.557084632
Paeru_0112,-1.618640474
Paeru_0131,-1.421464184
Paeru_0132,-2.007370178
Paeru_0133,-0.257452191
Paeru_0134,0.054525025000000005
Paeru_0135,-0.8427247630000001
Paeru_0136,-0.83139924
Paeru_0137,-0.7630148560000001
Paeru_0138,-0.095314244
Paeru_0161,-0.067451885
Paeru_0162,-0.7782700050000001
Paeru_0166,-0.9976191580000001
Paeru_0167,-0.942602618
Paeru_0220,-1.041091639
Paeru_0221,-1.035075008
Paeru_0258,-0.7970628710000001
Paeru_0259,-0.537518997
Paeru_0260,0.95523169
Paeru_0261,-4.904535345
Paeru_0262,-2.091761941
Paeru_0263,-0.5332113310000001
Paeru_0264,-1.007237869
Paeru_0265,0.132718095
Paeru_0266,-0.842404605
Paeru_0267,0.5057437610000001
Paeru_0268,1.387847896
Paeru_0269,-0.006754357000000001
Paeru_0270,0.9279521380000001
Paeru_0271,-0.477997092
Paeru_0282,0.404338387
Paeru_0283,-2.426170317
Paeru_0284,0.617135263
Paeru_0285,-0.618796095
Paeru_0286,0.740074827
Paeru_0287,1.442557243
SRX6923929,-0.191527191
SRX6923930,0.059464074000000006
SRX6923932,-0.228144173
SRX6923933,0.021837202
SRX6923934,-0.19423345800000003
SRX6923935,0.172396257
SRX7940213,-0.055408115
SRX7940214,0.091230401
SRX7940215,-0.035822285
SRX7940216,0.345530681
SRX7940217,0.33534302600000004
SRX3169722,0.216235266
SRX3169723,0.08904049
SRX3169725,0.155162823
SRX3169726,0.078297038
SRX3169728,-0.23345986
SRX6853212,0.13714585
SRX6853213,-0.13714584900000001
SRX6853214,0.054868868
SRX6853215,0.182089318
ERX541575,0.268365503
ERX541576,0.099258778
ERX541577,-0.408575354
ERX541578,0.21793608900000003
ERX541585,0.048850961000000005
ERX541586,-0.051656567
