,A,PyrR
R2,,0.0071057498632670635
xmin,,-5.2897575855
xmid,,
xmax,,1.656005169499999
ystart,,0.15722941089519993
yend,,2.101108779692536
control__wt_glc__1,-0.2155264408862924,0.13151336449999995
control__wt_glc__2,0.2155264408862854,-0.13151336449999995
fur__wt_dpd__1,0.7102275982124224,1.4676838074999994
fur__wt_dpd__2,0.9061323359196978,1.3990637024999997
fur__wt_fe__1,-0.0759848861519929,-0.2742256975000004
fur__wt_fe__2,0.2995039362825202,0.12448393449999973
fur__delfur_dpd__1,1.196436185863866,1.168807008499999
fur__delfur_dpd__2,1.6481427669614488,0.9618630594999996
fur__delfur_fe2__1,0.8977406039563403,0.5216747095000001
fur__delfur_fe2__2,0.9999719099375572,0.4097784444999997
acid__wt_ph5__1,0.8644801417609017,0.7126660074999993
acid__wt_ph5__2,0.6938465137371485,0.8367617994999996
acid__delgadx_ph5__2,0.3824284316867465,0.8550463404999995
acid__delgadw_ph5__1,0.2680652258051875,0.7982746374999996
acid__delgadw_ph5__2,0.4190775813639564,0.8598026215000001
acid__delgade_ph5__1,0.064087908429849,0.8151128224999988
acid__delgade_ph5__2,0.7820128696160993,0.7750832105000001
oxidative__wt_pq__1,0.1200724406880167,1.0251471915000003
oxidative__wt_pq__2,-0.3562780614381262,1.3089461755
oxidative__deloxyr_pq__1,-0.2882458988385329,1.2462474524999996
oxidative__deloxyr_pq__2,-0.4719290822416834,1.2174143575
oxidative__delsoxr_pq__1,0.2887612170765447,1.0795907734999997
oxidative__delsoxr_pq__2,-0.0739735991327039,1.0580837684999995
oxidative__delsoxs_pq__1,-0.0984607270819162,1.2841402294999993
oxidative__delsoxs_pq__2,-0.0395259299446004,1.4273207274999988
nac_ntrc__wt_csn__1,1.202811860418618,0.4149275115000002
nac_ntrc__wt_csn__2,1.5018386571982878,0.6460029894999995
nac_ntrc__wt_cytd__1,1.128868697062897,0.3491907515000001
nac_ntrc__wt_cytd__2,1.0455551867018422,0.2812765724999995
nac_ntrc__wt_gln__1,0.330027882808149,0.8449387874999994
nac_ntrc__wt_gln__2,0.2497277556693515,0.9250772024999988
nac_ntrc__bw_delnac_csn__1,2.13720598071598,1.2823192724999997
nac_ntrc__bw_delnac_csn__2,1.4650845258414749,1.3698270535
nac_ntrc__bw_delnac_cytd__1,-0.3034544753089254,1.0151399424999994
nac_ntrc__bw_delnac_cytd__2,-0.1893947218403827,1.0262594484999994
nac_ntrc__bw_delnac_gln__1,0.0688323805936427,1.3849446924999995
nac_ntrc__bw_delnac_gln__2,0.4137369818884824,1.2129664255000012
nac_ntrc__bw_delnac_nh4__1,0.2700689795722751,0.2959304174999993
