,BSU39460
M9exp_1,11.4737
M9exp_2,11.1539
M9exp_3,10.6436
M9tran_1,9.5232
M9tran_2,9.5564
M9tran_3,9.8992
M9stat_1,7.8039
M9stat_2,7.8464
M9stat_3,7.6481
MG-0.1_1,11.2881
MG-0.1_2,10.4814
MG-0.1_3,11.978
MG-0.2_2,11.3543
MG-0.2_3,11.1027
MG+5_1,11.9103
MG+5_2,11.8222
MG+5_3,11.2642
MG+10_1,13.0431
MG+10_2,12.8055
MG+10_3,12.0203
MG+15_1,11.3286
MG+15_2,12.1441
MG+15_3,11.9442
MG+25_1,11.052
MG+25_2,10.6264
MG+25_3,11.3883
MG+45_1,11.2706
MG+45_2,10.8865
MG+45_3,12.3714
MG+60_2,11.6215
MG+60_3,11.4941
MG+90_2,11.0158
MG+90_3,11.3452
MG+120_1,9.2851
MG+120_2,9.7379
MG+120_3,9.6636
MG+150_1,10.3944
MG+150_3,10.2091
GM-0.1_1,10.4656
GM-0.1_2,10.9309
GM-0.1_3,10.3606
GM-0.2_1,10.5275
GM-0.2_2,10.6835
GM-0.2_3,10.4599
GM+5_1,9.8948
GM+5_2,10.5873
GM+5_3,10.277
GM+10_2,11.1261
GM+10_3,9.9496
GM+15_1,11.2525
GM+15_2,11.0394
GM+15_3,11.1088
GM+25_1,11.8741
GM+25_2,11.9187
GM+25_3,11.0787
GM+45_1,11.2309
GM+45_2,10.5286
GM+45_3,10.7649
GM+60_1,11.4305
GM+60_2,10.402
GM+60_3,10.5726
GM+90_1,11.7719
GM+90_2,11.2709
GM+90_3,10.6708
GM+120_1,10.4635
GM+120_3,10.7498
GM+150_1,10.5955
GM+150_2,9.8189
GM+150_3,10.1739
BT_1,11.8686
BT_2,11.2331
B36_1,11.4709
B36_2,11.3627
B60_1,10.4404
B60_2,9.9101
S0_1,8.2201
S0_2,8.1422
S0_3,8.4285
S1_1,13.2345
S1_2,10.0067
S1_3,14.0923
S2_1,8.3415
S2_2,8.1936
S2_3,8.0976
S3_1,8.1082
S3_2,9.5814
S4_1,8.477
S4_2,8.1608
S4_3,7.7519
S5_1,8.0282
S5_2,8.2698
S5_3,8.2878
S6_1,8.184
S6_2,7.8849
S6_3,8.3444
S6/t_1,8.5625
S6/t_2,7.8663
S6_4,8.0184
S6_5,8.3947
S6_6,8.3228
S7_4,8.7498
S7_5,8.461
S7_6,8.8224
S8_4,8.3655
S8_5,8.7434
G135_1,8.7085
G135_3,7.9138
G150_1,8.3511
G150_2,8.7645
G150_3,8.6662
G180_1,8.4368
G180_2,8.8458
G180_3,7.9288
T-5.40H_1,10.041
T-4.40H_1,9.813
T-3.40H_1,9.5461
T-2.40H_1,9.2617
T-1.40H_1,9.1838
T-1.10H_1,9.5716
T-0.40H_1,9.0885
T0.0H_1,9.085
T0.30H_1,9.425
T1.0H_1,9.0021
T1.30H_1,8.7119
T2.0H_1,8.5137
T2.30H_1,8.6519
T3.0H_1,7.9863
T3.30H_1,8.1828
T4.0H_1,7.9448
T5.0H_1,7.8267
LBexp_1,8.3006
LBexp_2,8.1099
LBexp_3,8.0801
LBtran_1,7.7149
LBtran_2,7.8134
LBtran_3,7.9383
LBstat_1,8.0577
LBstat_2,8.0778
LBstat_3,8.1118
LBGexp_1,8.2762
LBGexp_2,8.3722
LBGexp_3,8.4887
LBGtran_2,7.8785
LBGtran_3,8.4595
LBGstat_1,7.7664
LBGstat_2,7.9696
LBGstat_3,7.8307
Mt0_1,8.0398
Mt0_3,8.0716
M0t45_1,8.1106
M0t45_2,13.0156
M0t45_3,8.0562
M0t90_1,7.8749
M0t90_2,7.8766
M0t90_3,7.7713
M40t45_1,8.2287
M40t45_2,8.2022
M40t45_3,8.1051
M40t90_1,7.8387
M40t90_2,7.8532
M40t90_3,7.8427
dia0_1,8.2925
dia0_2,12.0883
dia0_3,12.6376
dia5_1,11.1918
dia5_2,12.0242
dia5_3,12.4965
dia15_1,13.2992
dia15_2,12.9473
dia15_3,10.4443
C30_1,9.8884
C30_2,10.3982
C90_1,9.8039
C90_2,10.0228
SMM_1,9.8838
SMM_2,9.7531
SMM_3,9.8665
Salt_1,8.4876
Salt_2,8.4471
Salt_3,8.5886
M+G_1,10.2399
M+G_2,10.532
M+G_3,10.5712
Glu_1,10.5184
Glu_2,10.8833
Glu_3,11.0816
