,b4581_2
crp__wt_glyc__1,4.0898735977
crp__wt_glyc__2,3.717937895
crp__delar1_glyc__1,5.3866023659
crp__delar1_glyc__2,5.332332285
crp__delar1ar2_glyc__1,4.7227483584000005
crp__delar1ar2_glyc__2,4.9093946948
crp__delar1ar2_glyc__3,4.750298245
crp__delar2_glyc__1,4.9014762709
crp__delar2_glyc__2,5.2086027233
crp__delar2_glyc__3,5.0020124752
crp__delcrp_fru__1,5.8477620799
crp__delcrp_fru__2,6.025590805
crp__delcrp_fru__3,6.1157569370000004
crp__delcrp_glc__1,5.638742357
crp__delcrp_glc__2,5.6157087407
crp__delcrp_glc__3,5.4904212187
crp__delcrp_glyc__1,5.506526562
crp__delcrp_glyc__2,5.7159171701
crp__delcrp_glyc__3,5.7085037032
glu__glu_ale3__1,4.868340397
glu__glu_ale4__1,3.4643164533
glu__glu_ale5__1,3.1007360765
glu__glu_ale6__1,3.4338712775999998
glu__glu_ale8__1,4.3528840666
glu__glu_ale9__1,4.1400271713
glu__glu_ale10__1,4.3214897153
42c__wt_42c__1,3.7305813291
42c__42c_ale1__1,4.298720439
42c__42c_ale2__1,3.8830356203000003
42c__42c_ale3__1,4.4766160424
42c__42c_ale4__1,4.3627154941
42c__42c_ale5__1,4.0084087693
42c__42c_ale6__1,5.623183179
42c__42c_ale8__1,5.0069686183
42c__42c_ale9__1,3.9025539004
42c__42c_ale10__1,4.29765973
ssw__wt_ac__1,5.5465117213
ssw__wt_glc__1,4.4852423552000005
ssw__wt_glyc__1,5.1329956885
ssw__wt_xyl__1,4.8779113028
ssw__glc_ale1__1,4.7900127129
ssw__glc_ale2__1,4.9273712287
ssw__glc_ale3__1,4.3496610101
ssw__glyc_ale1__1,4.363096196
ssw__glyc_ale2__1,4.3918682337
ssw__xyl_ale1__1,3.8714287695
ssw__xyl_ale2__1,3.7883339308
ssw__xyl_ale3__1,4.7523193724
ssw__glc_ac_ac2__1,4.519596595
ssw__glc_ac_glc1__1,4.7527211228
ssw__glc_ac_glc2__1,4.2424635885
ssw__glc_glyc_glc__1,4.6370715208
ssw__glc_glyc_glyc__1,4.035845431
ssw__glc_xyl_glc__1,3.8110588921
ssw__glc_xyl_xyl__1,4.8260525036
pgi__glu4_delpgi__1,4.7131039544
pgi__pgi_ale1__1,3.9427627659
pgi__pgi_ale2__1,5.215759773
pgi__pgi_ale3__1,3.9086982900000002
pgi__pgi_ale5__1,4.252423106
pgi__pgi_ale6__1,4.2963980268
pgi__pgi_ale7__1,3.9586334683
pgi__pgi_ale8__1,4.0445037355
ica__wt_glc__1,3.6867696545
ica__wt_glc__2,3.9141601739
ica__wt_glc__3,4.2813031496
ica__wt_glc__4,4.3420942344
ica__arg_sbt__1,4.342098492
ica__arg_sbt__2,3.967275855
ica__cytd_rib__1,5.4949075747
ica__cytd_rib__2,5.5752685364
ica__gth__1,6.9164540797
ica__gth__2,6.9445993981
ica__leu_glcr__1,3.9420563826
ica__leu_glcr__2,4.0810383948
ica__met_glc__1,3.7226777476
ica__met_glc__2,3.9335997505
ica__no3_anaero__1,5.0031134986
ica__no3_anaero__2,4.7291287062
ica__phe_acgam__1,4.0569080814
ica__phe_acgam__2,3.5205978981
ica__thm_gal__1,4.703574119
ica__thm_gal__2,4.6256117889
ica__tyr_glcn__1,4.1423948734
ica__tyr_glcn__2,4.2330978623
ica__ura_pyr__1,3.8350404524
ica__ura_pyr__2,4.33744202
ica__wt_glc__5,4.5373251568
ica__wt_glc__6,3.9536286982
ica__bw_delpurR_cytd__1,3.7159130222
ica__bw_delpurR_cytd__2,3.7364538693
ica__ade_glc__1,4.1523838444
ica__ade_glc__2,4.3501191209
ytf__wt_glc__1,4.7550757238
ytf__wt_glc__2,4.6865015024000005
ytf__delyafC__1,5.5468961653
ytf__delyafC__2,5.8420351042
ytf__delyeiE__1,5.1145209279
ytf__delyeiE__2,4.8876507311
ytf__delyiaJ__1,5.4679719123
ytf__delyiaJ__2,5.6493475672999995
ytf__delyieP__1,5.3932877439
ytf__delyieP__2,5.3778607835
ytf__wt_ph5__1,5.0519355113
ytf__wt_ph5__2,5.1071155744
ytf__wt_ph8__1,4.7232369239
ytf__wt_ph8__2,4.6711533165
ytf__delybaO__1,5.2402718679
ytf__delybaO__2,5.3234684669
ytf__delybaQ__1,4.4518904008
ytf__delybaQ__2,4.635385594
ytf__delybiH__1,5.2631413725
ytf__delybiH__2,5.6981677852
ytf__delydcI_ph5__1,4.9526979354
ytf__delydcI_ph5__2,4.6608284795
ytf__delydcI_ph8__1,4.8708492377
ytf__delydcI_ph8__2,4.0839865696
ytf__delyddM__1,5.263936709
ytf__delyddM__2,5.3637626044
ytf__delyheO__1,5.2576817982
ytf__delyheO__2,5.3928919314
fps__bw_glc__1,4.1979421736
fps__bw_glc__2,4.2232712525
fps__fps_thrA_ale1__1,4.9867238436
fps__fps_thrA_ale1__2,5.1941267575
fps__fps_thrA_ale2__1,4.639453242
fps__fps_thrA_ale2__2,4.4334643333
fps__fps_serB_ale1__1,4.8275022017
fps__fps_serB_ale1__2,4.9282611450000005
fps__fps_serB_ale4__1,5.2090128571
fps__fps_serB_ale4__2,4.9080102696
fps__fps_ptsI_ale1__1,5.2036328929
fps__fps_ptsI_ale1__2,4.9622707074
fps__fps_ptsI_ale3__1,4.922904639
fps__fps_ptsI_ale3__2,4.4629711454
pal__lyx_ale2_f6__1,5.7198811702
pal__lyx_ale2__1,3.8872477093
pal__lyx_ale2__2,4.5254663662
pal__lyx_ale4__1,3.8872477093
pal__lyx_ale4__2,4.5254663662
pal__5drib_ale10_f18__1,5.3415216768
pal__5drib_ale10_f18__2,5.042202267
pal__5drib_ale10__1,5.3315374763
pal__arab_ale14_f9__1,5.8584081022
pal__arab_ale14_f9__2,5.6343089894
pal__arab_ale14__1,4.1026299583
pal__arab_ale14__2,4.3477759821
pal__arab_ale16__1,4.8573447118
pal__arab_ale16__2,4.8757113007
pal__tartr_ale26_f10__1,5.1461691767
pal__tartr_ale26_f10__2,5.5991117658
pal__tartr_ale26__1,4.7481333796000005
pal__tartr_ale26__2,4.5499187898999995
pal__tartr_ale28_f10__1,6.4094288046
pal__tartr_ale28_f10__2,6.5301184125
pal__tartr_ale28__1,4.9097680263
pal__tartr_ale28__2,5.0631194338
efeU__delmenFentC_citr__1,4.1761695003
efeU__delmenFentC_citr__2,4.1593224893
efeU__delmenFentC__1,5.5155616162
efeU__delmenFentC__2,5.4307887167
efeU__menFentC_ale39__1,4.496515334
efeU__menFentC_ale39__2,4.3830188936
efeU__menFentC_ale29__1,3.9038704596000002
efeU__menFentC_ale29__2,3.7415706249
efeU__menFentC_ale30__1,3.7765742809000002
efeU__menFentC_ale30__2,3.7454656486999998
efeU__menFentCubiC_ale36__1,4.9644354156
efeU__menFentCubiC_ale36__2,4.9826529759
efeU__menFentCubiC_ale37__1,5.0017026178
efeU__menFentCubiC_ale37__2,5.0532182535
efeU__menFentCubiC_ale38__1,3.6494548191
efeU__menFentCubiC_ale38__2,3.7323335318
