,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,Control__wt_glc,5.0631752491499995,0.2774993284900111,2.0,0.0,5.2593969061,1.0,4.8669535922,,,,,,,,
1,Fur__wt_dpd,6.10113893155,0.0784444290817316,2.0,2.0,6.1566075193,3.0,6.0456703438,,,,,,,,
2,Fur__wt_fe,4.1807793557,0.2729323293663691,2.0,4.0,3.9877870548,5.0,4.3737716566,,,,,,,,
3,Fur__delfur_dpd,5.787128137,0.26560569591037725,2.0,6.0,5.9749397257,7.0,5.5993165483,,,,,,,,
4,Fur__delfur_fe2,4.84877162105,0.03158997204427499,2.0,8.0,4.8264341376,9.0,4.8711091045,,,,,,,,
5,Acid__wt_ph5,4.9590559845,0.14771264719697894,2.0,10.0,4.85460737,11.0,5.063504599,,,,,,,,
6,Acid__delgadx_ph5,4.8270218897,0.2952841824676488,2.0,12.0,4.6182244419,13.0,5.0358193375,,,,,,,,
7,Acid__delgadw_ph5,4.940847929149999,0.17876873933790063,2.0,14.0,5.067256517,15.0,4.8144393413,,,,,,,,
8,Acid__delgade_ph5,5.1078729448,0.14620998815272962,2.0,16.0,5.2112590189,17.0,5.0044868707,,,,,,,,
9,Oxidative__wt_pq,6.2234078908,0.11077294431904973,2.0,18.0,6.1450795907,19.0,6.3017361909,,,,,,,,
10,Oxidative__deloxyr_pq,6.2615132966000004,0.0782366735433773,2.0,20.0,6.2061916142,21.0,6.316834979,,,,,,,,
11,Oxidative__delsoxr_pq,6.20918929325,0.06083228105636258,2.0,22.0,6.1661743748,23.0,6.2522042117,,,,,,,,
12,Oxidative__delsoxs_pq,6.6101500543,0.027425723406948724,2.0,24.0,6.5907571393,25.0,6.6295429693,,,,,,,,
13,Nac/NtrC__wt_csn,5.9511329021,0.07202241720061281,2.0,26.0,5.9002053625,27.0,6.0020604417,,,,,,,,
14,Nac/NtrC__wt_cytd,5.59323753335,0.19336884553781022,2.0,28.0,5.7299699553,29.0,5.4565051114,,,,,,,,
15,Nac/NtrC__wt_gln,6.278502774450001,0.0012436688112707327,2.0,30.0,6.2776233678,31.0,6.2793821811,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,6.167774743,0.21361825656166375,2.0,32.0,6.0167238252,33.0,6.3188256608,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,5.156392842500001,0.027635699331307592,2.0,34.0,5.1368514521,35.0,5.1759342329,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,5.461747819099999,0.10055151328161634,2.0,36.0,5.3906471622,37.0,5.532848476,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,4.3660707058499995,0.22821862163336598,2.0,38.0,4.2046957709,39.0,4.5274456408,,,,,,,,
20,Misc__wt_no_te,5.3618267544,0.3215649993038502,2.0,40.0,5.589207546,41.0,5.1344459628,,,,,,,,
21,Misc__bw_delcbl,4.72996210415,0.13781758292074778,2.0,42.0,4.8274138516,43.0,4.6325103567,,,,,,,,
22,Misc__bw_delfabr,4.2829026708,0.1591939903491077,2.0,44.0,4.3954698209,45.0,4.1703355207,,,,,,,,
23,Misc__bw_delfadr,4.92226161565,0.05675011118216633,2.0,46.0,4.8821332272,47.0,4.9623900041,,,,,,,,
24,Misc__nitr_031,5.7600570807,,1.0,48.0,5.7600570807,,,,,,,,,,
25,Omics__wt_glu,4.4798735888,0.1790049733190257,2.0,49.0,4.6064492193,50.0,4.3532979583,,,,,,,,
26,Omics__wt_gly,4.15538304725,0.018128931571677206,2.0,51.0,4.1682021377,52.0,4.1425639568,,,,,,,,
27,Omics__wt_thr,4.992586070250001,0.1938407598354507,2.0,53.0,5.129652186,54.0,4.8555199545,,,,,,,,
28,Omics__bw_ac,5.2499905943,0.05773982994688412,2.0,55.0,5.2908188196,56.0,5.209162369,,,,,,,,
29,Omics__bw_fum,4.64908982455,0.09257801323889417,2.0,57.0,4.7145523655,58.0,4.5836272836,,,,,,,,
30,Omics__bw_glc,5.3814334292,0.21755367759571229,2.0,59.0,5.2275997485,60.0,5.5352671099,,,,,,,,
31,Omics__bw_pyr,5.30827489495,0.04694571616792705,2.0,61.0,5.3414705292,62.0,5.2750792607,,,,,,,,
32,OmpR__wt_nacl,5.19162679105,0.04777512979484226,2.0,63.0,5.1578446728,64.0,5.2254089093000005,,,,,,,,
33,OmpR__bw_delompr_nacl,4.85452851905,0.18011199275488277,2.0,65.0,4.9818869305,66.0,4.7271701076,,,,,,,,
34,MinSpan__wt_ade,4.5069909129,,1.0,67.0,4.5069909129,,,,,,,,,,
35,MinSpan__wt_glc,4.827870505425,0.19551264186848874,4.0,68.0,4.9225976607,69.0,5.0294754052,70.0,4.576866094,71.0,4.7825428618,,,,
36,MinSpan__wt_glc_anaero,4.9682823942,0.48720343951716927,2.0,72.0,4.6237775383,73.0,5.3127872501,,,,,,,,
37,MinSpan__wt_trp,4.6444638125,,1.0,74.0,4.6444638125,,,,,,,,,,
38,MinSpan__bw_delcra_glc,5.058462178,0.06666998882529819,2.0,75.0,5.0113193768,76.0,5.1056049792,,,,,,,,
39,MinSpan__bw_delcra_trp,4.8803982874,,1.0,77.0,4.8803982874,,,,,,,,,,
40,MinSpan__bw_delmntr,4.8076127881,,1.0,78.0,4.8076127881,,,,,,,,,,
41,MinSpan__bw_delnac_ade,4.4107844348,,1.0,79.0,4.4107844348,,,,,,,,,,
42,MinSpan__bw_delnac_glc,4.8184003343,,1.0,80.0,4.8184003343,,,,,,,,,,
43,Cra/Crp__wt_ac,4.534448543,0.08100946989064142,2.0,81.0,4.4771661975,82.0,4.5917308885,,,,,,,,
44,Cra/Crp__wt_fru,4.3796993110999995,0.4596087738752166,2.0,83.0,4.7046917918,84.0,4.0547068304,,,,,,,,
45,Cra/Crp__delcra_ac,4.99669924165,0.11445993010304284,2.0,85.0,5.0776346344,86.0,4.9157638489,,,,,,,,
46,Cra/Crp__delcra_fru,5.19702926415,0.05831366838373112,2.0,87.0,5.2382632545,88.0,5.1557952738,,,,,,,,
47,Cra/Crp__delcra_glc,4.69965705255,0.15329471917679643,2.0,89.0,4.808052788,90.0,4.5912613171,,,,,,,,
48,RpoB Knock-in__wt_031,4.9593862047,,1.0,91.0,4.9593862047,,,,,,,,,,
49,RpoB Knock-in__wt_044,5.1295854329,,1.0,92.0,5.1295854329,,,,,,,,,,
50,RpoB Knock-in__wt_lb,5.16810640255,0.1002219901371637,2.0,93.0,5.2389740514,94.0,5.0972387537,,,,,,,,
51,RpoB Knock-in__rpoBE546V_031,5.1105295517,,1.0,95.0,5.1105295517,,,,,,,,,,
52,RpoB Knock-in__rpoBE546V_044,4.8981726986,,1.0,96.0,4.8981726986,,,,,,,,,,
53,RpoB Knock-in__rpoBE546V_lb,4.9891427026,0.502974744922113,2.0,97.0,5.3447995555,98.0,4.6334858496999995,,,,,,,,
54,RpoB Knock-in__rpoBE546V_glc,3.8981041523,,1.0,99.0,3.8981041523,,,,,,,,,,
55,RpoB Knock-in__rpoBE672K_glc,4.0817516931,0.5723500743704922,2.0,100.0,4.4864643119,101.0,3.6770390743,,,,,,,,
56,RpoB Knock-in__rpoBE672K_lb,2.8282801132,0.5095584146363082,2.0,102.0,2.4679679028,103.0,3.1885923236,,,,,,,,
57,Crp ARs__wt_fru,4.5211344152,,1.0,104.0,4.5211344152,,,,,,,,,,
58,Crp ARs__wt_glyc,3.9039057463499995,0.26299825754455347,2.0,105.0,4.0898735977,106.0,3.717937895,,,,,,,,
59,Crp ARs__delar1_glyc,5.35946732545,0.03837474221993274,2.0,107.0,5.3866023659,108.0,5.332332285,,,,,,,,
60,Crp ARs__delar1ar2_glyc,4.7941470994,0.1007534378918641,3.0,109.0,4.7227483584000005,110.0,4.9093946948,111.0,4.750298245,,,,,,
61,Crp ARs__delar2_glyc,5.037363823133333,0.15658528919244016,3.0,112.0,4.9014762709,113.0,5.2086027233,114.0,5.0020124752,,,,,,
62,Crp ARs__delcrp_fru,5.9963699406333335,0.13636606998723613,3.0,115.0,5.8477620799,116.0,6.025590805,117.0,6.1157569370000004,,,,,,
63,Crp ARs__delcrp_glc,5.581624105466666,0.07981924445830071,3.0,118.0,5.638742357,119.0,5.6157087407,120.0,5.4904212187,,,,,,
64,Crp ARs__delcrp_glyc,5.6436491450999995,0.11880947760966545,3.0,121.0,5.506526562,122.0,5.7159171701,123.0,5.7085037032,,,,,,
65,Glucose Evolution__glu_ale3,4.868340397,,1.0,124.0,4.868340397,,,,,,,,,,
66,Glucose Evolution__glu_ale4,3.4643164533,,1.0,125.0,3.4643164533,,,,,,,,,,
67,Glucose Evolution__glu_ale5,3.1007360765,,1.0,126.0,3.1007360765,,,,,,,,,,
68,Glucose Evolution__glu_ale6,3.4338712775999998,,1.0,127.0,3.4338712775999998,,,,,,,,,,
69,Glucose Evolution__glu_ale8,4.3528840666,,1.0,128.0,4.3528840666,,,,,,,,,,
70,Glucose Evolution__glu_ale9,4.1400271713,,1.0,129.0,4.1400271713,,,,,,,,,,
71,Glucose Evolution__glu_ale10,4.3214897153,,1.0,130.0,4.3214897153,,,,,,,,,,
72,42C Evolution__wt_42c,3.7305813291,,1.0,131.0,3.7305813291,,,,,,,,,,
73,42C Evolution__42c_ale1,4.298720439,,1.0,132.0,4.298720439,,,,,,,,,,
74,42C Evolution__42c_ale2,3.8830356203000003,,1.0,133.0,3.8830356203000003,,,,,,,,,,
75,42C Evolution__42c_ale3,4.4766160424,,1.0,134.0,4.4766160424,,,,,,,,,,
76,42C Evolution__42c_ale4,4.3627154941,,1.0,135.0,4.3627154941,,,,,,,,,,
77,42C Evolution__42c_ale5,4.0084087693,,1.0,136.0,4.0084087693,,,,,,,,,,
78,42C Evolution__42c_ale6,5.623183179,,1.0,137.0,5.623183179,,,,,,,,,,
79,42C Evolution__42c_ale8,5.0069686183,,1.0,138.0,5.0069686183,,,,,,,,,,
80,42C Evolution__42c_ale9,3.9025539004,,1.0,139.0,3.9025539004,,,,,,,,,,
81,42C Evolution__42c_ale10,4.29765973,,1.0,140.0,4.29765973,,,,,,,,,,
82,Substrate-switching Evolution__wt_ac,5.5465117213,,1.0,141.0,5.5465117213,,,,,,,,,,
83,Substrate-switching Evolution__wt_glc,4.4852423552000005,,1.0,142.0,4.4852423552000005,,,,,,,,,,
84,Substrate-switching Evolution__wt_glyc,5.1329956885,,1.0,143.0,5.1329956885,,,,,,,,,,
85,Substrate-switching Evolution__wt_xyl,4.8779113028,,1.0,144.0,4.8779113028,,,,,,,,,,
86,Substrate-switching Evolution__glc_ale1,4.7900127129,,1.0,145.0,4.7900127129,,,,,,,,,,
87,Substrate-switching Evolution__glc_ale2,4.9273712287,,1.0,146.0,4.9273712287,,,,,,,,,,
