,-0.11308136420898407,-0.07538757613932272,-0.037693788069661366,-1.3877787807814457e-17,0.03769378806966134,0.07538757613932268,0.11308136420898404,0.1507751522786454,0.18846894034830675,0.22616272841796808,0.2638565164876294,0.3015503045572908,0.33924409262695215,0.3769378806966135,0.4146316687662749,0.45232545683593617,0.49001924490559756,0.527713032975259,0.5654068210449202,0.6031006091145816
thresh,-0.13192825824381474,0.13192825824381474,1,,,,,,,,,,,,,,,,,
unreg,0,2,229,3400,249,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],['yjiA'],['yjiX'],[],[],[],[],[],[],['yjiY'],[],[],[]
