,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,-9.25185853854297e-18,0.27374458579047556,3.0,0.0,0.314350362,2.0,-0.1284700302,4.0,-0.18588033180000002,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-0.9119752274,0.5573322318508347,3.0,1.0,-0.2695332889,3.0,-1.2659144393,5.0,-1.2004779540000001,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-0.163507200425,0.16262480208133248,4.0,6.0,-0.4007941982,20.0,-0.1291449007,40.0,-0.0871981341,63.0,-0.0368915687,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-0.31801270095,0.08147698190957887,4.0,7.0,-0.41400806830000003,33.0,-0.23259784660000002,81.0,-0.3536413534,82.0,-0.2718035355,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-2.393054902725,0.5807574540395725,4.0,8.0,-2.6746268277,51.0,-1.5222477661,65.0,-2.6696339968,76.0,-2.7057110203,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-1.8411253741000004,1.1717942810336899,3.0,9.0,-2.5130782517,22.0,-2.5222336588000003,49.0,-0.48806421180000004,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-0.16260888280000002,0.030426478393966932,2.0,10.0,-0.14109411360000002,26.0,-0.184123652,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-1.0711151456333334,0.4178348312120445,3.0,11.0,-1.2266389662,54.0,-1.3888847791,83.0,-0.5978216916,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-2.685209042275,0.431875927465368,4.0,12.0,-2.9907884425,48.0,-2.0458080161,64.0,-2.8805765687,78.0,-2.8236631418,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-0.020716478725000004,0.0740957389095051,4.0,13.0,0.0024401125,38.0,0.0740237406,67.0,-0.0817588909,72.0,-0.0775708771,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-0.021433526566666666,0.11361521704964597,3.0,14.0,-0.152505578,41.0,0.039254247400000004,85.0,0.0489507509,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-0.217137681025,0.11802494054285473,4.0,15.0,-0.38922765,52.0,-0.1300781851,71.0,-0.19676127740000002,80.0,-0.1524836116,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-2.7417073100999994,0.2026933962471826,3.0,16.0,-2.973262032,53.0,-2.6554497892,77.0,-2.5964101091,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-2.8848946915666667,0.5854364945874099,3.0,17.0,-2.8572579558999998,50.0,-2.3137660128,66.0,-3.483660106,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-2.7799966461000003,0.6135178863873919,3.0,18.0,-2.2825596071,25.0,-3.4655463585,62.0,-2.5918839727,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-0.23421968660000003,0.17083657220830722,4.0,19.0,-0.044373337900000004,28.0,-0.1511768174,56.0,-0.43142360080000003,73.0,-0.3099049903,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-2.63301809105,0.531046554679088,4.0,21.0,-2.1106772003,34.0,-3.3536457512,45.0,-2.6646957244,58.0,-2.4030536883,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-0.03524347955,0.08696582648149295,4.0,23.0,0.07376835030000001,42.0,-0.1098930506,70.0,-0.0042445041,79.0,-0.10060471380000001,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-0.221775919825,0.24223194521229535,4.0,24.0,-0.3901712786,29.0,-0.0630089013,68.0,0.030443414300000003,74.0,-0.4643669137,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-0.27160298974999997,0.1881648770955467,4.0,27.0,-0.4086934746,31.0,-0.3052587719,69.0,0.0031301268000000003,75.0,-0.3755898393,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-2.6046928822,0.36306786054967266,4.0,30.0,-2.4081596168,32.0,-3.0739871968,59.0,-2.2453851935,86.0,-2.6912395217,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,-2.6997471256,,1.0,35.0,-2.6997471256,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-2.561307204425,0.533236810368351,4.0,36.0,-3.2588601455,44.0,-2.6113868722999998,60.0,-1.9819925422,61.0,-2.3929892577,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,1.734723475976807e-18,0.04557250536266475,4.0,37.0,0.060036524300000005,46.0,-0.0336945392,57.0,0.010744519400000001,84.0,-0.0370865045,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,-0.28966189725,0.21668879202782987,2.0,39.0,-0.4428840115,43.0,-0.136439783,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,-1.8011619688,0.2910074559809849,2.0,47.0,-2.0069353143,55.0,-1.5953886232999999,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,-4.625929269271485e-18,0.3040082821254478,3.0,87.0,-0.2726050668,90.0,0.3278381535,93.0,-0.0552330867,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,-0.23962874609999998,0.21483891236654706,3.0,88.0,-0.2184879545,91.0,-0.036141770000000004,94.0,-0.4642565138,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,0.06450058220000002,0.17715899173407695,3.0,89.0,0.2089899779,92.0,0.11766489220000001,95.0,-0.1331531235,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,0.0,0.16466892690569318,4.0,96.0,0.0725778093,97.0,-0.237573672,98.0,0.1373931091,99.0,0.027602753600000002,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,-0.0295516205,0.2252794376157661,2.0,100.0,-0.18884823850000002,104.0,0.12974499750000001,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,-0.08718409360000001,0.2635345445101004,2.0,101.0,0.09916296990000001,105.0,-0.27353115710000003,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,6.938893903907228e-18,0.4126588032446135,12.0,102.0,-0.7741235876,110.0,0.6169448869,117.0,0.6527630094,125.0,-0.0914887171,131.0,-0.35429081500000004,134.0,0.3030994909,138.0,-0.0681051312,159.0,-0.2571878153,162.0,0.2262258105,164.0,0.16954137760000002,170.0,-0.2349257716,174.0,-0.1884527375,,,,
33,immunity_isolated__WT_npr1,0.0420819053,0.15662844615088106,2.0,103.0,0.1528349417,126.0,-0.0686711311,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,-0.7144963290857144,0.35466984446370814,14.0,106.0,-1.0951347497,113.0,-0.523662041,121.0,-1.1661150658000001,127.0,-1.0026619954,136.0,-0.9892924211,142.0,-0.3968762139,145.0,-0.2485448592,150.0,0.029459545700000003,160.0,-1.0526334396,161.0,-0.6713248459000001,163.0,-0.5535898346,167.0,-0.7044104317000001,172.0,-0.6438270578,176.0,-0.9843351972000001
35,immunity_isolated__AvrRpt2_npr1,-0.9362523593666667,0.3635543922244234,3.0,107.0,-1.2551648777,128.0,-1.0132128939,146.0,-0.5403793065,,,,,,,,,,,,,,,,,,,,,,
36,immunity_isolated__AvrRpt2_DE,-0.35277677383333333,0.309331723726188,3.0,108.0,-0.4804313329,129.0,-0.5778514681,147.0,-4.75205e-05,,,,,,,,,,,,,,,,,,,,,,
37,immunity_isolated__AvrRpt2_DEPS,-0.72717810085,0.6380682527084547,2.0,109.0,-1.1783604892,148.0,-0.2759957125,,,,,,,,,,,,,,,,,,,,,,,,
38,immunity_isolated__WT_pad4,0.13174752984999996,0.3421384713609305,4.0,111.0,0.1753954762,119.0,0.5946820635,140.0,-0.0638818919,165.0,-0.1792055284,,,,,,,,,,,,,,,,,,,,
39,immunity_isolated__WT_PS,-0.0340694215,0.379441682666138,4.0,112.0,0.0115604343,120.0,0.43006505300000003,141.0,-0.4944938466,166.0,-0.08340932670000001,,,,,,,,,,,,,,,,,,,,
40,immunity_isolated__AvrRpt2_sid2,-0.36307741540000005,0.21799049515129626,3.0,114.0,-0.5170931574000001,122.0,-0.458491177,143.0,-0.1136479118,,,,,,,,,,,,,,,,,,,,,,
41,immunity_isolated__AvrRpt2_pad4,-0.696484231025,0.5818329778553172,4.0,115.0,-0.3705561777,123.0,-0.15603517120000002,144.0,-0.781843872,168.0,-1.4775017032,,,,,,,,,,,,,,,,,,,,
42,immunity_isolated__AvrRpt2_PS,-0.7575050064000001,0.35931577203473986,3.0,116.0,-0.6335157638000001,124.0,-0.4766033973,169.0,-1.1623958581,,,,,,,,,,,,,,,,,,,,,,
43,immunity_isolated__WT_sid2,0.33876359725,0.2373155390596224,2.0,118.0,0.5065710242,139.0,0.17095617030000002,,,,,,,,,,,,,,,,,,,,,,,,
44,immunity_isolated__WT_WT_mock,0.22686280020000002,0.07148711687824118,3.0,130.0,0.30404366450000003,152.0,0.21362475490000002,156.0,0.1629199812,,,,,,,,,,,,,,,,,,,,,,
45,immunity_isolated__WT_SP,0.13402274315,0.4507428009885187,2.0,132.0,-0.18470054800000002,135.0,0.45274603430000004,,,,,,,,,,,,,,,,,,,,,,,,
46,immunity_isolated__AvrRpt2_b2b3,-0.59249844625,0.23948727357109628,2.0,133.0,-0.7618415214,137.0,-0.4231553711,,,,,,,,,,,,,,,,,,,,,,,,
47,immunity_isolated__AvrRpt2_RR,-0.017515370149999987,0.8996924124846778,2.0,149.0,-0.653693976,151.0,0.6186632357,,,,,,,,,,,,,,,,,,,,,,,,
48,immunity_isolated__WT_WT_SA,-0.03471141506666666,0.1706504471717406,3.0,153.0,-0.2317505051,155.0,0.0619990227,158.0,0.0656172372,,,,,,,,,,,,,,,,,,,,,,
