,-0.1201030089655858,-0.09007725672418936,-0.06005150448279291,-0.03002575224139646,-1.3877787807814457e-17,0.030025752241396433,0.06005150448279288,0.09007725672418933,0.12010300896558578,0.15012876120698226,0.18015451344837868,0.2101802656897751,0.24020601793117158,0.27023177017256805,0.3002575224139645,0.3302832746553609,0.36030902689675737,0.39033477913815384,0.4203605313795503,0.4503862836209467
thresh,-0.13511588508628403,0.13511588508628403,1,,,,,,,,,,,,,,,,,
unreg,0,1,3,248,5031,264,10,1,0,0,1,1,1,0,1,1,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['PP_5586'],['PP_2854'],['PP_2855'],[],['PP_2858'],['PP_2856'],[],['PP_2857'],[],[]
