,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,ALE__GalactoseA5,-1.9902082944728106,0.12297346720605659,2.0,0.0,-2.0771636670402347,1.0,-1.9032529219053864,,,,
1,ALE__GalactoseA6,-5.5430631681176425,0.11846516126924685,2.0,2.0,-5.6268306869854845,3.0,-5.4592956492498,,,,
2,ALE__GalactoseA8,-3.42339094268193,0.2763775962720285,2.0,4.0,-3.618819415173919,5.0,-3.2279624701899405,,,,
3,ALE__IL_Control,1.1743452044132852e-10,0.9071744299534665,4.0,6.0,-1.2883460174832115,7.0,0.8168756389321338,8.0,0.1119755238443638,9.0,0.359494855176452
4,ALE__IL_TEOH_OAc,0.23485756395304,0.25129021703451265,2.0,10.0,0.4125465804639832,11.0,0.0571685474420968,,,,
5,ALE__IL_TEA_HS,-1.0937613334953555,0.040638575571864566,2.0,12.0,-1.065025521130728,13.0,-1.1224971458599828,,,,
6,ALE__IL_Mixed,-0.0446769739388831,0.05867962298541394,2.0,14.0,-0.0031842146084269,15.0,-0.0861697332693393,,,,
7,ALE__IL_PP5350,-1.1325474444595391,0.05384568754829619,2.0,16.0,-1.1706220952625914,17.0,-1.0944727936564869,,,,
8,ALE__IL_T8,-0.8226690742987036,0.3769462934547476,2.0,18.0,-0.5561277940537173,19.0,-1.08921035454369,,,,
9,ALE__IL_T9,-3.5103757631892316,0.2686807196714128,2.0,20.0,-3.7003617220429694,21.0,-3.320389804335494,,,,
10,ALE__IL_Control2,-2.04859558925934,0.07414593477502236,2.0,22.0,-1.9961664959825065,23.0,-2.101024682536174,,,,
11,ALE__IL_Glc+Ace,0.43019506681173525,0.28238118210279817,2.0,24.0,0.2305214180673733,25.0,0.6298687155560971,,,,
12,ALE__XyloseA1,3.0812198890482976,1.2175473261187182,2.0,26.0,3.942155859762392,27.0,2.220283918334203,,,,
13,ALE__XyloseA2,2.3049847514889388,3.7051590914189614,2.0,28.0,-0.3149583674283962,29.0,4.9249278704062736,,,,
14,ALE__XyloseA3,-1.3484164722728886,0.33518006352845936,2.0,30.0,-1.1114083764333773,31.0,-1.5854245681124002,,,,
15,ALE__XyloseA4,-0.21121801305662063,1.2077363439212727,2.0,32.0,0.6427805456155596,33.0,-1.065216571728801,,,,
16,Aromatic__Coumarate,5.930728939802816,1.2671559572256395,3.0,34.0,4.908445819211954,35.0,5.535290588590896,36.0,7.348450411605603,,
17,Aromatic__Coumarate+ferulate,12.061986996428134,0.2843172095329499,3.0,37.0,12.20493226304658,38.0,12.246466045473491,39.0,11.734562680764332,,
18,Aromatic__Ferulate,12.212570278718596,0.22340382129904043,3.0,40.0,12.08238665806565,41.0,12.470531049887091,42.0,12.084793128203051,,
