,A,XylR,Crp
abx_media__rpmi_cipro__1,-1.1029913945,-0.6228418235000001,-0.708797459
abx_media__rpmi_cipro__2,-0.9504314471,-0.6147147845,-0.968107711
abx_media__camhb_cipro__1,-1.8526587538000001,-1.2148410125,-1.356589447
abx_media__camhb_cipro__2,-1.8626005373,-1.1155116825,-1.123683673
hot_tale__42c_ale3_30c__1,-1.316265202,-0.5821377745,0.062207968
hot_tale__42c_ale3_30c__2,-0.7236982093000001,-0.6199900615,0.01735881
hot_tale__42c_ale3_37c__1,-0.8756146042,0.0078677055,0.43556652300000004
hot_tale__42c_ale3_37c__2,-0.7661017906,-0.1281561785,0.40063680300000004
hot_tale__42c_ale3_44c__1,1.1736224956,0.9846428785,0.37188534300000003
hot_tale__42c_ale3_44c__2,1.1996490632,1.1665648945,0.35534419300000003
hot_tale__hot_ale3_mid_30c__1,0.9417452669,0.0866124645,0.739618883
hot_tale__hot_ale3_mid_30c__2,0.1284130023,0.0439865495,0.562500333
hot_tale__hot_ale3_mid_37c__1,-0.6702785639000001,0.0643471335,0.5847484430000001
hot_tale__hot_ale3_mid_37c__2,-0.8873653469,-0.23019801450000002,0.18943374300000002
hot_tale__hot_ale3_mid_44c__1,-0.5203556529,0.5029171225,-0.071245341
hot_tale__hot_ale3_mid_44c__2,-0.5730810142,0.4695660795,-0.002275453
hot_tale__hot_ale3_30c__1,0.5599380135,0.037299175500000004,0.515020333
hot_tale__hot_ale3_30c__2,0.09136782090000001,-0.1541546215,0.5286701730000001
hot_tale__hot_ale3_37c__1,-0.12170298680000001,-0.0717919135,0.349377103
hot_tale__hot_ale3_37c__2,-0.11127607290000001,-0.057692744500000004,0.396319383
hot_tale__hot_ale3_44c__1,0.2947101485,0.4488329535,0.286434483
hot_tale__hot_ale3_44c__2,0.8047782921000001,0.6797499035,0.302318703
hot_tale__hot_ale4_30c__1,-0.7353750279,-0.7048453465000001,-0.059878781000000006
hot_tale__hot_ale4_30c__2,-1.221779165,-0.4656473025,0.027680622000000002
hot_tale__hot_ale4_37c__1,-0.7947557464,-0.31654617150000003,-0.154360834
hot_tale__hot_ale4_37c__2,-0.7056372324,-0.6183119585,-0.04945323
hot_tale__hot_ale4_44c__1,-0.7036482492,0.5307423515,0.164713793
hot_tale__hot_ale4_44c__2,-0.44030026200000005,0.7254661315,0.075804102
hot_tale__hot_ale8_30c__1,-0.5804348690000001,-0.49252031150000003,-0.056768665
hot_tale__hot_ale8_30c__2,-1.1430294985,-0.6884753635,-0.10699186200000001
hot_tale__hot_ale8_37c__1,-1.7368736011,-0.4349000295,-0.007091699000000001
hot_tale__hot_ale8_37c__2,-1.4447772993,-0.40738696150000003,-0.044047578000000004
hot_tale__hot_ale8_44c__1,-0.37027540270000003,0.7519608065000001,0.07381628
hot_tale__hot_ale8_44c__2,0.091835835,0.6819215515,0.140506256
hot_tale__hot_ale9_mid_30c__1,-1.2472158003,-0.062280032500000006,0.119931675
hot_tale__hot_ale9_mid_30c__2,-0.7368720878,-0.015626953500000002,0.10594186400000001
hot_tale__hot_ale9_30c__1,-1.7160141918,-0.6421688525,0.057352916000000004
hot_tale__hot_ale9_30c__2,-0.9880988503,-0.5237680245,0.174084083
hot_tale__hot_ale9_mid_37c__1,-1.7190713119,-0.20070540650000002,-0.07088768
hot_tale__hot_ale9_mid_37c__2,-0.9365700883,-0.21160960550000002,0.028525377
hot_tale__hot_ale9_37c__1,-0.46872416120000004,-0.2360890455,0.032825572000000004
hot_tale__hot_ale9_37c__2,-0.5834423135,-0.32814458950000003,0.037217243000000004
hot_tale__hot_ale9_mid_44c__1,-0.20543227400000003,0.6146108475000001,0.286125693
hot_tale__hot_ale9_mid_44c__2,0.5950944929,1.0762203155,0.30561196300000004
hot_tale__hot_ale9_44c__1,0.023343919,0.7724898775,-0.027297961000000003
hot_tale__hot_ale9_44c__2,0.44189252090000003,0.5936697435,-0.086313521
hot_tale__hot_ale10_30c__1,-0.7768212053,0.1376925525,0.23749544300000003
hot_tale__hot_ale10_30c__2,-0.5181354952,0.0320833275,0.42203483300000005
hot_tale__hot_ale10_37c__1,-0.6489058919,-0.1695080065,0.06875389400000001
hot_tale__hot_ale10_37c__2,-0.8527508745,-0.2486503675,0.12083432100000001
hot_tale__hot_ale10_44c__1,0.7636034039,0.2876813985,-0.035753444
hot_tale__hot_ale10_44c__2,0.6070666649,0.42613171450000004,0.110043497
hot_tale__hot_ale16_30c__1,-0.6372140142,-0.3801101465,0.129309161
hot_tale__hot_ale16_30c__2,-1.5011806217,-0.2701291805,0.251086443
hot_tale__hot_ale16_37c__1,-0.9525973453000001,-0.2501058405,-0.022647861000000002
hot_tale__hot_ale16_37c__2,-0.8821007739000001,-0.3414423595,-0.007290675000000001
hot_tale__hot_ale16_44c__1,0.35255740010000003,0.7811262445,0.039920518
hot_tale__hot_ale16_44c__2,0.7340540670000001,0.6649058255,0.206041613
pdhr_ale__pdhR-13_51__1,0.4880225452,0.3876241445,0.426042593
pdhr_ale__pdhR-13_51__2,0.2145050251,0.23817003050000002,0.345369843
pdhr_ale__pdhR-14_46__1,2.1625156037,0.3685957945,0.413744223
pdhr_ale__pdhR-14_46__2,2.0862948881,0.1029896565,0.374689043
pdhr_ale__pdhR-15_51__1,0.3855513929,0.2487358215,0.208151253
pdhr_ale__pdhR-15_51__2,0.5892320242,0.2020204645,0.291227723
pdhr_ale__pdhR-16_49__1,2.3880239925,0.3136428725,0.35863981300000003
pdhr_ale__pdhR-16_49__2,2.3719206921,-0.1250758505,0.29102474300000003
tcs__del_atoC_LiAcet__1,0.70106721,-0.3562581265,0.372321163
tcs__del_atoC_LiAcet__2,0.47162617290000003,-0.5205730755,0.554500683
tcs__del_atoC_LiCl__1,0.48427206310000004,-0.0917958375,0.729717593
tcs__del_atoC_LiCl__2,0.419046839,-0.1299403515,0.8032040530000001
tcs__del_atoC_m9__1,0.8741419613,-0.1197005185,0.699493633
tcs__del_atoC_m9__2,0.8431533043,-0.0343274755,0.8078232030000001
tcs__del_baeR_etoh__1,5.0807416219,-1.3294227265,0.7253874130000001
tcs__del_baeR_etoh__2,5.9118931041,-1.2568756305,0.8432000030000001
tcs__del_baeR_lb__1,6.100093906,-0.21524909050000002,0.45295403300000003
tcs__del_baeR_lb__2,6.0694297036,-0.3011621345,0.513648663
tcs__del_btsR_01xlb__1,7.2303528072,-0.6989975995000001,-1.00432669
tcs__del_btsR_01xlb__2,7.3572570864,-0.8845950515000001,-1.132510871
tcs__del_btsR_lb__1,2.3949712493,-0.1499642485,0.905930643
tcs__del_btsR_lb__2,2.5155263894,0.1232379115,0.882795573
tcs__del_btsR_pyruvate__1,7.2020276503,-1.0235434205,-1.207481932
tcs__del_btsR_pyruvate__2,7.0783143184,-0.8893211515,-1.260247428
tcs__del_cpxR_etoh__1,5.7786340103,-1.2833612745,1.209290043
tcs__del_cpxR_etoh__2,5.5840270178,-1.1240431945,1.196778413
tcs__del_cpxR_lb__1,5.6918746658,-0.5696792325,0.560846033
tcs__del_cpxR_lb__2,5.6867783574,-0.2976127145,0.640789563
tcs__del_cusR_CuSO4__1,1.9777912281,-0.2613751545,1.046254113
tcs__del_cusR_CuSO4__2,2.0887603624,-0.026157805500000002,1.048489943
tcs__del_cusR_lb__1,2.492046005,-0.0534868815,0.995224693
tcs__del_cusR_lb__2,2.3245476281,-0.1505360195,1.040602243
tcs__del_kdpE_01-kcl__1,1.6223883014,-0.0201921085,0.088105161
tcs__del_kdpE_01-kcl__2,1.5045792828,-0.0714518145,0.12273579200000001
tcs__del_kdpE_115-kcl__1,0.8505725460000001,-0.4022753525,0.04519701
tcs__del_kdpE_115-kcl__2,0.8802800843,-0.3062799955,-0.003365355
tcs__del_phoB_m9__1,0.9695447093,-0.08680394550000001,0.731063943
tcs__del_phoB_m9__2,0.416386806,0.0711906265,0.757859213
tcs__del_phoB_m9p__1,0.6495035747,-2.2525226655,-0.51730162
tcs__del_phoB_m9p__2,0.2715089755,-2.3367741295,-0.48681598000000004
tcs__del_rcsB_etoh__1,5.6465539177,-1.1616095815,0.858421713
tcs__del_rcsB_etoh__2,5.9388224822,-0.7346303165,0.9214160130000001
tcs__del_rcsB_lb__1,3.906229312,-0.6624011465,0.6655188230000001
tcs__del_rcsB_lb__2,3.800332602,-0.6005653415000001,0.700550933
tcs__del_zraR_lb__1,2.7780162495000003,-0.1294585835,0.536767573
tcs__del_zraR_lb__2,2.9358051996,-0.0433849885,0.5696375730000001
tcs__del_zraR_zncl2__1,1.7247633362,-0.2351420165,0.833890483
tcs__del_zraR_zncl2__2,1.8634951591000002,-0.1937342675,0.8158754130000001
tcs__wt_01-kcl__1,2.8946338858000003,-0.2408672275,-0.04219238
tcs__wt_01-kcl__2,2.7165450006,0.0259157435,-0.041591509000000006
tcs__wt_01xlb__1,6.6642174228,-0.8302944125,-1.18682151
tcs__wt_01xlb__2,6.6806866026,-0.8381312485,-1.187464975
tcs__wt_115-kcl__1,1.3675661311,-0.2339759985,-0.09970663
tcs__wt_115-kcl__2,1.4998576098,-0.2260314105,-0.12142913200000001
tcs__wt_CuSO4__1,2.3343704213,-0.4643665755,0.733850203
tcs__wt_CuSO4__2,1.9752498536,-0.3756343735,0.730520613
tcs__wt_etoh__1,6.0402231098,-0.5148460355,0.575463063
tcs__wt_etoh__2,6.1560846099,-0.6566022625,0.539484413
tcs__wt_lb__1,3.3399216998,-0.4163928045,0.9893765630000001
tcs__wt_lb__2,3.1337208224,-0.0911787875,1.092255943
tcs__wt_LiAcet__1,0.0235503555,-0.4188499315,0.649175273
tcs__wt_LiAcet__2,0.3128236558,-0.2267364705,0.406217943
tcs__wt_LiCl__1,0.48898987180000003,-0.2211978705,0.574315623
tcs__wt_LiCl__2,0.3459054988,-0.11204143150000001,0.6016396030000001
tcs__wt_m9p__1,-0.23214405970000002,-2.3280029175,-0.395497808
tcs__wt_m9p__2,-0.1378020091,-2.2900855805,-0.420119436
tcs__wt_pyr__1,6.952110536,-0.8782431535,-1.287916309
tcs__wt_pyr__2,7.1308426799,-0.9067539525,-1.163147485
tcs__wt_zncl2__1,1.8515561823,-0.4174934355,0.665530193
tcs__wt_zncl2__2,1.630367743,-0.2612399265,0.6831118230000001
ros_tale__0_0_0pq__1,-1.3741208406,-0.0663729105,0.329227253
ros_tale__0_0_0pq__2,-0.7331616144,-0.0750095805,0.307710333
ros_tale__0_0_250pq__1,1.8411488976000001,0.9344968385,1.452259763
ros_tale__0_0_250pq__2,1.6772669679,0.7721404415,1.438498573
ros_tale__1_mid_250pq__1,-1.2018115622,-0.3718622875,0.654686623
ros_tale__1_mid_250pq__2,-1.0903475451,-0.1483083835,0.625724853
ros_tale__1_0_0pq__1,-0.45883392780000004,-0.0823514875,1.494979073
ros_tale__1_0_0pq__2,-1.0033973191,0.0152580005,1.442336843
ros_tale__1_0_0pq__3,-1.0056025157,-0.2744464205,0.607936503
ros_tale__1_0_0pq__4,-1.1412425995,-0.1481910735,0.622877623
ros_tale__1_0_250pq__1,-1.0891411965,-0.1386713745,0.496195963
ros_tale__1_0_250pq__2,-0.7639271244,-0.1063300565,0.602191523
ros_tale__1_0_750pq__1,-0.8484006067000001,-0.2635027565,0.625901413
ros_tale__1_0_750pq__2,-0.6384663416,-0.3283606495,1.045357503
ros_tale__1_1_0pq__1,-2.1003335319,-0.3610667665,0.767703793
ros_tale__1_1_0pq__2,-2.2013075045,-0.4617495365,0.727341753
ros_tale__1_1_250pq__1,-2.0554432336,-0.5440732175,0.616797033
ros_tale__1_1_250pq__2,-1.4798722173,-0.6039993335,0.8796841830000001
ros_tale__1_1_750pq__1,-1.2114880218,-0.3868259905,0.9722065830000001
ros_tale__1_1_750pq__2,-1.3977049978,-0.3428157325,1.096863553
ros_tale__1_2_0pq__1,-1.6416171411,-0.6281395615,0.40261139300000004
ros_tale__1_2_0pq__2,-2.3923191536,-0.6173060035,0.201186783
ros_tale__1_2_250pq__1,-1.783465042,-0.3430919575,0.613315693
ros_tale__1_2_250pq__2,-1.1062592716,-0.41367318950000004,0.806008833
ros_tale__1_2_750pq__1,-1.0191954885,-0.1730797075,1.099164733
ros_tale__1_2_750pq__2,-1.4165292004,-0.0535827885,1.124829123
ros_tale__1_3_0pq__1,-0.18322788850000002,-0.1636941575,1.6003325529999999
ros_tale__1_3_0pq__2,-0.6574448172,-0.6212093155,1.598090103
ros_tale__1_3_250pq__1,-1.0044081992,-0.6095408055,0.982030343
ros_tale__1_3_250pq__2,-1.1085744556,-0.36562960050000004,1.277154773
ros_tale__1_3_250pq__3,-0.8321093558,-0.3133820075,1.232406513
ros_tale__1_3_250pq__4,-0.3387205243,-0.2988225275,0.6953416530000001
ros_tale__1_3_750pq__1,-1.1872431894,-0.1655697005,1.004531303
ros_tale__1_3_750pq__2,-1.2752430692,-0.5929939405,0.830057743
ros_tale__1_4_0pq__1,-0.1815839555,-0.3349409935,0.982287223
ros_tale__1_4_0pq__2,-0.33561743580000003,-0.2522140805,0.887445543
ros_tale__1_4_250pq__1,-0.8891542050000001,-0.2666072805,0.5704754430000001
ros_tale__1_4_250pq__2,-0.7802966928,-0.26324687350000003,0.592155203
ros_tale__1_4_750pq__1,-0.9950150174000001,-0.6322187375,0.307201803
ros_tale__1_4_750pq__2,-1.2754046396,-0.1986689745,0.42239436300000005
ros_tale__1_4_750pq__3,-1.2572558662,-0.6568071325,0.6522730330000001
ros_tale__1_4_750pq__4,-0.685512785,-0.6203345895,0.25258847300000004
ros_tale__2_mid_250pq__1,0.3933695242,0.19241621050000002,0.46653734300000005
ros_tale__2_mid_250pq__2,-0.1964028244,-0.0323896175,0.224964563
ros_tale__2_0_0pq__1,-1.1853587337,0.0975228535,1.323272493
ros_tale__2_0_0pq__2,-0.7848307448,0.1232491215,1.432955703
ros_tale__2_0_0pq__3,-0.8327948737,-0.1412691445,0.225153443
ros_tale__2_0_0pq__4,-1.1542132033,-0.1500068645,0.48006017300000003
ros_tale__2_0_250pq__1,-0.4392664949,-0.18166862250000002,0.43674846300000003
ros_tale__2_0_250pq__2,-0.5885553199,-0.0163461975,0.46680216300000005
ros_tale__2_0_750pq__1,1.0996912582,-0.3940490715,0.390658013
ros_tale__2_0_750pq__2,1.0867366455,-0.33414737650000004,0.545242793
ros_tale__2_1_0pq__1,-1.4904300227,-0.1834180515,0.040594261
ros_tale__2_1_0pq__2,-1.0502007809,-0.09793763550000001,0.219280403
ros_tale__2_1_250pq__1,-1.1433117436,0.0423522755,1.110700303
ros_tale__2_1_250pq__2,-0.354205735,-0.0778766945,0.843117993
ros_tale__2_1_750pq__1,-0.9460501432,0.1315845015,0.9049245530000001
ros_tale__2_1_750pq__2,-0.8909560448,0.2307926395,1.048487963
ros_tale__2_1_750pq__3,-1.2018694424,0.1565586925,0.7018120830000001
ros_tale__2_2_0pq__1,-2.1155968762,-0.0748798185,0.079864026
ros_tale__2_2_0pq__2,-2.2409856269,0.1005528165,0.7592634930000001
ros_tale__2_2_250pq__1,-1.4939573932,-0.2822104635,0.17330999300000002
ros_tale__2_2_250pq__2,-1.5059198153,0.1545458465,0.429255013
ros_tale__2_2_750pq__1,-1.524172147,0.0756864185,0.557660793
ros_tale__2_2_750pq__2,-1.5182085783,-0.0592560655,0.305956793
ros_tale__2_3_0pq__1,-1.8699119675,0.1699858955,0.860010453
ros_tale__2_3_0pq__2,-1.4355361394,0.13383374350000002,0.9657211630000001
ros_tale__2_3_250pq__1,-1.0243335938,0.0137423825,0.8571940530000001
ros_tale__2_3_250pq__2,-1.6507163820000001,-0.41281499850000003,0.8164901330000001
ros_tale__2_3_750pq__1,-1.1537407841,0.0756727205,1.026877023
ros_tale__2_3_750pq__2,-0.7588230051,-0.0230615215,0.8530044830000001
ros_tale__3_0_0pq__1,-0.630870531,-0.4966882735,-0.037079376000000004
ros_tale__3_0_0pq__2,-0.2716361445,-0.4065144345,-0.11367244900000001
ros_tale__3_0_250pq__1,-0.6132452712,-0.6872563325000001,0.407816973
ros_tale__3_0_250pq__2,-0.5833697212,-0.3371226115,0.321498873
ros_tale__3_0_750pq__1,1.7967910864,-0.7281750355000001,0.963881143
ros_tale__3_0_750pq__2,1.9305809654,-0.4422262165,1.226371643
ros_tale__3_1_0pq__1,-0.9872621009,-0.7876358825,-0.387833971
ros_tale__3_1_0pq__2,-0.9513071918,-0.3936892475,-0.184451325
ros_tale__3_1_250pq__1,-1.3274817861,-0.3315266475,0.006036631000000001
ros_tale__3_1_250pq__2,-1.1730432572,-0.5149522185000001,0.018638846
ros_tale__3_1_750pq__1,-1.3990144858,-0.17664851650000002,0.231216303
ros_tale__3_1_750pq__2,-1.0918847952,-0.4983804825,-0.144563632
ros_tale__3_2_0pq__1,0.46343343410000004,-0.44076087350000004,0.40668794300000005
ros_tale__3_2_0pq__2,0.5857990965000001,-0.3789428945,0.36532405300000004
ros_tale__3_2_0pq__3,0.917078834,-0.0925051545,0.389190503
ros_tale__3_2_0pq__4,1.2322202881,0.0503787975,0.43728822300000003
ros_tale__3_2_250pq__1,0.4467253426,-0.9011089325,-0.610562742
ros_tale__3_2_250pq__2,-0.28161572960000003,-1.3024647675,-0.773419076
ros_tale__3_2_750pq__1,-0.6830583771000001,-0.7935773875000001,0.051653856000000005
ros_tale__3_2_750pq__2,-0.842348812,-1.4650767365,-0.9425002680000001
ros_tale__3_3_0pq__1,0.23007864150000001,0.0016862555,0.7026568830000001
ros_tale__3_3_0pq__2,0.7364114742,-0.0033009795,0.947477173
ros_tale__3_3_0pq__3,-0.2347382646,-0.1859020495,0.7939082030000001
ros_tale__3_3_0pq__4,0.20205942000000002,-0.00035650950000000003,1.056964733
ros_tale__3_3_250pq__1,-0.0879122531,-0.7209882625,-0.24247490100000002
ros_tale__3_3_250pq__2,0.4748730148,-0.5739027015,-0.20438087800000002
ros_tale__3_3_750pq__1,0.23947917570000002,-0.9431060585000001,0.088597729
ros_tale__3_3_750pq__2,-0.0356290305,-0.9398963565,0.14973729300000002
ros_tale__3_4_0pq__1,0.8633787343,-1.3478548365,-0.7757600000000001
ros_tale__3_4_0pq__2,0.2610606209,-1.2712608895,-0.573824628
ros_tale__3_4_250pq__1,0.6285023943,-1.2018560575000001,-0.910153037
ros_tale__3_4_250pq__2,0.6361225617,-0.8308853885,-0.9544832510000001
ros_tale__3_4_750pq__1,0.4512308893,-1.8352840085,-0.588176502
ros_tale__3_4_750pq__2,0.32926638210000003,-1.6886278445,-0.8824148350000001
pcoli__atASMT_325G__1,1.2862282931,0.1382697055,0.39244801300000004
pcoli__atASMT_325G__2,1.2646390537,0.2333757525,0.38625268300000004
pcoli__bpTDC__1,1.3580319264,0.0748314895,0.406975843
pcoli__bpTDC__2,1.0454437474,0.1075984505,0.42339976300000004
pcoli__BRCA__1,1.2508169193,0.19302372950000002,0.19224848300000003
pcoli__BRCA__2,0.9738206346,-0.0703381165,0.130605479
pcoli__BRCActrl__1,0.8215010283,0.3679649585,0.529755863
pcoli__BRCActrl__2,1.0036697573,0.10700899950000001,0.603931893
pcoli__BRCAswap__1,1.6045763888,0.1526562175,0.502758963
pcoli__BRCAswap__2,2.1681123138,0.2546538325,0.5975511530000001
pcoli__btAANAT__1,1.6809330634,0.0956201495,0.44156927300000004
pcoli__btAANAT__2,1.4882950638,0.10809434450000001,0.593116823
pcoli__btASMT__1,1.2912057077,0.0883776965,0.526768513
pcoli__btASMT__2,1.1230567831,0.0497374405,0.43985790300000005
pcoli__CC1__1,2.1231507974,0.0690100745,0.525016043
pcoli__CC1__2,1.7548454902000001,0.4196318815,0.7535511330000001
pcoli__ccCOMT__1,1.3972136729,0.1195041555,0.324298403
pcoli__ccCOMT__2,1.4361550816,-0.0271453115,0.324672993
pcoli__ckDDC__1,1.8499447073000002,0.2144963695,0.44124815300000003
pcoli__ckDDC__2,2.252817924,0.0262858995,0.327799773
pcoli__CNTF_belt__1,1.7915085432,0.24244661250000002,0.45389948300000005
pcoli__CNTF_belt__2,1.8536031606,0.2185879245,0.769870103
pcoli__cobPNMT__1,1.4752098244,0.1095506795,0.319938133
pcoli__cobPNMT__2,1.4065539742,0.0835851195,0.31512674300000004
pcoli__cvPhhB__1,1.0934597441,0.1075750845,0.310797363
pcoli__cvPhhB__2,1.1038037343,0.2294318515,0.447846893
pcoli__ggAANAT__1,1.1579722233,0.1260104525,0.307534513
pcoli__ggAANAT__2,1.1721674732,-0.0655807545,0.222644383
pcoli__ggTPH__1,1.0295416598,0.0840741545,0.341263333
pcoli__ggTPH__2,0.9060526055,-0.0305567695,0.27857460300000003
pcoli__hsAANAT__1,2.4349499596,0.0249079235,0.729185823
pcoli__hsAANAT__2,2.2091242173,-0.0558955245,0.851554463
pcoli__hsASMT__1,1.136356155,0.0021074105000000003,0.358384973
pcoli__hsASMT__2,0.7227558052,0.08218671350000001,0.436830013
pcoli__hsPNMT_mb__1,1.286380446,0.0333015045,0.303904393
pcoli__hsPNMT_mb__2,1.1763521693,-0.0702986255,0.315796993
pcoli__hsTPH__1,1.1367670322,-0.1914532145,0.05462642
pcoli__hsTPH__2,0.7343382256000001,-0.2475585585,0.23617991300000002
pcoli__hsTPH_E2K__1,1.4422810842,0.2232174445,0.708976563
pcoli__hsTPH_E2K__2,1.2725863943,0.2631815395,0.661218473
pcoli__hsTPH_E2K_N91I_P99C__1,0.8802430467000001,-0.0847493145,0.188410083
pcoli__hsTPH_E2K_N91I_P99C__2,0.8251229037000001,-0.0721363995,0.048706611000000004
pcoli__hsTPH_N158trunc__1,1.162083307,0.2799257455,0.450496543
pcoli__hsTPH_N158trunc__2,1.1385713,0.0612685875,0.38589769300000004
pcoli__hsTPH_N174trunc__1,1.6126507707000002,0.1548843215,0.383639033
pcoli__hsTPH_N174trunc__2,1.1284857806,0.33663483250000004,0.653379393
pcoli__hsTPH_Ntermtrunc__1,2.0879308852,0.6290051325,0.507616873
pcoli__hsTPH_Ntermtrunc__2,2.2826148258,0.23287677950000002,0.580596903
pcoli__hsTPH1__1,1.923392052,0.3402835165,0.525567793
pcoli__hsTPH1__2,1.5874422657,0.2551085085,0.541530923
pcoli__MBP__1,1.8045323649,-0.2106412195,-0.3459771
pcoli__MBP__2,1.6318963068999999,0.0081183485,0.026489270000000002
pcoli__msCOMT__1,1.1598173796,-0.0524187645,-0.10757295
pcoli__msCOMT__2,0.7290006166,0.048975674500000003,-0.092380891
pcoli__ocAANAT__1,1.2463733543,0.0069735505,0.31963151300000003
pcoli__ocAANAT__2,0.9561157589,0.1243027315,0.29391968300000004
pcoli__osTDC_K374H__1,2.2762243703,0.2506270795,0.686319663
pcoli__osTDC_K374H__2,2.8498393294,0.2659603815,0.6933763230000001
pcoli__osTDC_K374L__1,0.8470137537,0.1994846585,-0.030107003
pcoli__osTDC_K374L__2,0.9434281854000001,0.1947202825,0.15281107300000002
pcoli__osTDC_K374Q__1,1.6386650482,0.2463574255,0.448557103
pcoli__osTDC_K374Q__2,1.508795368,0.18963472750000002,0.464314863
pcoli__osTDC_L360V__1,1.3793252518,0.2104906715,0.296624173
pcoli__osTDC_L360V__2,0.9961210808000001,0.1149805935,0.38201686300000004
pcoli__pmTPH__1,0.1865714344,-0.1403869585,-0.100263604
pcoli__pmTPH__2,0.7485598078,0.1154425035,0.082263955
pcoli__RFC__1,0.9898313195,-0.09941309150000001,0.068137152
pcoli__RFC__2,0.7851891052000001,-0.0956358965,0.008882816
pcoli__RFCctrl__1,2.7236902173,0.0271000945,0.452268993
pcoli__RFCctrl__2,2.584952115,-0.1673961955,0.516558493
pcoli__RFCnopause__1,2.7255889689,-0.0822394825,0.670868723
pcoli__RFCnopause__2,2.3444805067,-0.2059324625,0.6748039730000001
pcoli__RFCpluspause__1,1.8244527118,0.0474427725,0.764061093
pcoli__RFCpluspause__2,2.283108175,-0.0500457215,0.521421413
pcoli__rnCOMT_sol__1,2.6434924236,0.2078655425,0.8270174130000001
pcoli__rnCOMT_sol__2,3.0416125121,0.0720759105,0.6395325230000001
pcoli__rnPNMT__1,0.8352667003,0.0104555625,0.16358693300000002
pcoli__rnPNMT__2,0.2809072561,0.0356180835,0.07451194300000001
pcoli__rnTDC__1,1.0415456209,0.0638915885,0.087983618
pcoli__rnTDC__2,1.1488506576,-0.0419251945,0.171146073
pcoli__rnTDC_trunc__1,1.7757184714,0.5999065965,0.30755714300000003
pcoli__rnTDC_trunc__2,1.5090925635999999,0.5736577305,0.43504015300000004
pcoli__saCOMT_T2A__1,0.9280824419,0.30802484550000003,0.333583893
pcoli__saCOMT_T2A__2,0.7349865865,0.20581900150000002,0.403870763
pcoli__sfCOMT__1,1.1683612023,0.012170555500000001,0.157244413
pcoli__sfCOMT__2,1.0600949644,-0.11627780650000001,0.06503750800000001
pcoli__sgAANAT_D63G__1,1.3973409436,-0.0986695365,0.18900217300000002
pcoli__sgAANAT_D63G__2,0.7938197543000001,0.050124627500000005,0.430522603
pcoli__ssDDC__1,1.1879494092,0.1435374335,0.20759201300000002
pcoli__ssDDC__2,1.076888055,0.10389764650000001,0.325140303
pcoli__TP53B__1,1.5401251889,0.2559851465,0.423739103
pcoli__TP53B__2,1.298797668,0.2845067965,0.44374538300000005
pcoli__WT__1,2.8644465127,0.43108199950000003,0.547181673
pcoli__WT__2,2.2332694234,0.4467713675,0.433431683
cck__glu_ale4__1,-0.37494632850000004,0.2153170745,0.10431546100000001
cck__glu_ale4__2,-0.21716831120000002,-0.1604384555,0.212229043
cck__cck_ale1__1,-0.5944018761000001,-0.2135152995,0.14875797300000002
cck__cck_ale1__2,-0.3351321196,-0.1519915935,0.21173196300000002
cck__cck_ale2__1,-0.7333703175,-0.2215205535,0.24320085300000002
cck__cck_ale2__2,-0.08670036340000001,-0.16858001250000001,0.21966280300000002
cck_pgi__gmos_delpgi__1,0.4872306208,-0.1024670105,0.6099491930000001
cck_pgi__gmos_delpgi__2,0.5242833409000001,-0.2654288945,0.5151660730000001
cck_pgi__pgi_ale1__1,1.8945127684,0.1946987695,0.087196909
cck_pgi__pgi_ale1__2,0.9891517678,-0.0725176465,0.47036157300000003
cck_pgi__pgi_ale2__2,2.103381293,0.022944060500000002,0.645027843
cck_pgi__pgi_ale3__1,0.4146615583,0.07611934050000001,0.257702043
cck_pgi__pgi_ale3__2,0.7117255168000001,-0.5421789745,0.527121343
cck_pgi__pgi_ale4__1,0.49452554940000004,0.0832620375,0.02567041
cck_pgi__pgi_ale4__2,0.6178448795,-0.5856774895,0.149264913
cck_pgi__pgi_ale4__3,0.8940174881,-0.5060917815,0.23104943300000003
cck_pgi__pgi_ale5__1,1.1597648403,0.3544114465,0.264446703
cck_pgi__pgi_ale5__2,1.4295966273,-0.032565354500000004,0.491011093
cck_pgi__pgi_ale6__1,0.5120922314,0.2316233325,0.40659345300000005
cck_pgi__pgi_ale6__2,0.9285015168,-0.1193877545,0.629358233
cck_pgi__pgi_ale7__1,0.5425054684,0.2453798475,0.41980537300000004
cck_pgi__pgi_ale7__2,0.5667014713,0.1599074395,0.725253033
cck_pgi__pgi_ale8__1,0.2770138469,0.0213896465,0.29002768300000004
cck_pgi__pgi_ale8__2,0.5668430994,-0.1945216165,0.6440838830000001
cck_sdh__gmos_delsdhCB__1,0.4962737125,0.1206681475,0.8479485130000001
cck_sdh__gmos_delsdhCB__2,-0.036119606400000004,0.2611163045,0.829896053
cck_sdh__sdh_ale1__1,0.2005448417,0.1707911045,0.544071473
cck_sdh__sdh_ale1__2,0.33671018150000004,0.0218404895,0.5592394930000001
cck_sdh__sdh_ale2__1,0.10021653870000001,0.0257714325,0.47991167300000004
cck_sdh__sdh_ale3__2,0.007993351400000001,0.1541240925,0.556417913
cck_sdh__sdh_ale3__1,-0.3659062413,-0.0598652025,0.493899293
cck_sdh__sdh_ale3__3,0.45687644250000004,-0.0716283185,0.485328093
