,A,Fnr,Fur,NagC
efeU__menFentCubiC_ale36__2,2.4816343935000003,-0.5276504510000001,-0.09964408500000001,0.0588662425
efeU__menFentCubiC_ale37__1,2.6371149931,-0.42921199800000004,0.041715499999999996,0.1557317065
efeU__menFentCubiC_ale37__2,2.6387707306,-0.379678224,-0.010025734000000001,0.1310039235
efeU__menFentCubiC_ale38__1,3.2382972307,-0.403674517,0.219338364,-0.16502901050000002
efeU__menFentCubiC_ale38__2,3.4757206862,-0.37325750100000005,0.124435004,-0.3455829825
misc2__salc_glc__1,3.6986168642,-0.22932395800000002,-0.020682337000000002,-0.15268829550000002
misc2__salc_glc__2,2.7562905689,-0.033457264,0.057284294000000006,-0.0630670395
misc2__dbcn_glc__1,0.688910711,-0.7301900130000001,-0.242724028,-0.9563816825
misc2__dbcn_glc__2,-0.16683113800000002,-0.809273511,-0.08124758500000001,-0.9194725905000001
misc2__tyr_glc__1,1.6334800448,-0.557564307,0.062323277,0.0029013305000000003
misc2__tyr_glc__2,1.4238113375,-0.55390057,0.037503944000000004,0.0108535715
misc2__arg_cytd__1,2.7707475321,-1.103463808,-0.223585778,-0.34254869450000003
misc2__arg_cytd__2,2.0112212848,-0.7432087820000001,-0.202252126,-0.3622457955
misc2__delyheO_pyr__1,3.9926120665,-0.7526202150000001,0.017324416000000002,-0.2663514875
misc2__delyheO_pyr__2,3.0793890704,-0.41916110700000003,0.170248434,-0.2796540095
nquinone__delubiC__1,2.2607898191,-0.609506733,-0.14495148600000002,-0.1013557795
nquinone__delubiC__2,2.6060568073,-0.60441007,-0.01509344,-0.09488772250000001
nquinone__ubiC_ale1__1,2.5640075969,-0.43235832,-0.13617436200000002,-0.24550931450000002
nquinone__ubiC_ale1__2,2.7098011687,-0.606702598,-0.015491682000000001,-0.1961000515
nquinone__ubiC_ale2__1,3.242684402,-0.5499352390000001,-0.059682626,-0.3888251395
nquinone__ubiC_ale2__2,3.5003088974,-0.502872402,-0.08582724400000001,-0.2916062565
nquinone__ubiC_ale3__1,2.3709617202,-0.582336814,-0.13988984100000001,-0.6468871525000001
nquinone__ubiC_ale3__2,2.509238165,-0.559977896,-0.149769561,-0.6026076855
nquinone__ubiC_ale4__1,3.4429746097000002,-0.600151792,0.049095628,-0.3128572905
nquinone__ubiC_ale4__2,3.5370689382,-0.536388949,-0.014408758,-0.0192769205
nquinone__delpdhR__1,2.0621143573,-0.8817682130000001,-0.257609396,-0.7472513105
nquinone__delpdhR__2,1.6122493915,-0.867665945,-0.232478168,-0.7365982075
quinone__glu_ale4__1,0.5056055335,-0.7937296570000001,-0.018799261,-0.6394104335
quinone__glu_ale4__2,4.7186529567,-1.334528925,-0.16800786,-0.3301120175
quinone__delmenF__1,3.1969525074,-0.626396132,0.09755469100000001,-0.2236662915
quinone__delmenF__2,2.1584956143,-0.590486033,-0.09873353,-0.2473424965
quinone__menF_ale5__1,7.7907842370000004,-1.5730570959999999,0.20066824400000002,0.2677789505
quinone__menF_ale5__2,8.0598595917,-1.5773257790000001,0.198687894,0.3904121245
quinone__menF_ale6__1,8.2687212289,-2.032580734,0.147271054,0.3131953725
quinone__menF_ale6__2,8.807112311600001,-2.029661312,0.19961309400000002,0.3651795305
quinone__menF_ale7__1,8.6657821991,-2.266448492,0.314659224,0.1553053275
quinone__menF_ale7__2,8.4813080729,-2.358642473,0.214827854,0.21851001050000002
quinone__menF_ale8__1,8.469333039,-2.30937575,0.120816004,-0.024936800500000002
quinone__menF_ale8__2,8.6919342131,-0.821020288,0.369381294,0.06796173750000001
quinone__delmenFubiC__1,3.3066054706,-0.544667939,-0.13553742700000002,0.0020540135
quinone__delmenFubiC__2,3.3594329355,-0.530756546,-0.144602477,-0.0464816065
quinone__menFubiC_ale1__1,8.1612985361,-2.548110757,-0.414547961,-0.0648356575
quinone__menFubiC_ale1__2,8.0392405027,-2.574525767,-0.422223938,-0.13667808950000002
quinone__menFubiC_ale2__1,8.3389619482,-2.5041279210000003,-0.404878646,0.0144665105
quinone__menFubiC_ale2__2,8.0996681906,-2.445112978,-0.48235188500000004,0.1381240675
quinone__menFubiC_ale3__1,2.8112761194,-0.505443239,-0.23587729300000002,-0.3415205615
quinone__menFubiC_ale3__2,3.1730113492,-0.5051048730000001,-0.18887362300000002,-0.35493838450000004
quinone__menFubiC_ale4__1,7.3855439906,-1.639778015,-0.06039287,-0.3889455505
quinone__menFubiC_ale4__2,7.7378616461,-1.525707863,0.059578161000000004,-0.1388327815
oxyR__wt_glc__1,1.4174425484,-0.8089780310000001,-0.398396226,-0.3873455615
oxyR__wt_glc__2,1.1956053448,-0.6878140150000001,-0.41860494000000004,-0.31850430750000003
oxyR__wt_h2o2__1,1.9230505972,-0.770999387,-0.40217951700000004,-0.3582634455
oxyR__wt_h2o2__2,1.8309296759,-0.5165665970000001,-0.20283868900000002,-0.2274165945
oxyR__glu_ale4__1,2.502456118,-0.49981868,-0.041962642,-0.2234645425
oxyR__glu_ale4__2,3.9554083163,-1.053543247,-0.49531299900000003,-0.0800270715
oxyR__glu_ale4_h2o2__1,5.018105039,-0.876172555,-0.24189199400000003,-0.2088893545
oxyR__glu_ale4_h2o2__2,5.1789815201,-1.004410894,-0.457263821,-0.0872074615
oxyR__oxyR_ale17__1,4.4200714452,-0.9421467330000001,1.6546413640000002,-0.1317339595
oxyR__oxyR_ale17__2,4.6652845098,-1.093086918,1.513558554,-0.2343103035
oxyR__oxyR_ale17_h2o2__1,4.800359403,-0.979628476,1.579185924,-0.2304931445
oxyR__oxyR_ale17_h2o2__2,1.6792224325,-0.589808277,1.914808684,-0.15569710850000001
oxyR__oxyR_ale18__1,1.9821041999000002,-1.166562635,0.583810734,-0.49329081750000003
oxyR__oxyR_ale18__2,0.5557884224,-0.672576971,1.003154944,-0.44813033550000003
oxyR__oxyR_ale18_h2o2__1,4.1838932155,-1.09189336,0.988247564,-0.027686639500000002
oxyR__oxyR_ale18_h2o2__2,4.0600100653,-1.139352826,0.850537614,-0.0693436405
oxyR__oxyR_ale19__1,0.5341136738,-1.045196496,1.385596604,-0.6578797315
oxyR__oxyR_ale19__2,1.2402532218,-0.7250733540000001,1.4068350440000001,-0.3362819845
oxyR__oxyR_ale19_h2o2__1,0.1406509513,-0.735836771,1.361037814,-0.6065219555
oxyR__oxyR_ale19_h2o2__2,-0.25705851220000003,-0.803938064,1.391978414,-0.5699366375
oxyR__oxyR_ale20__1,-1.4948811887,-1.402755684,1.9791220040000002,-0.2182746325
oxyR__oxyR_ale20__2,-1.8809151119,-1.428067927,2.012504234,-0.2293396095
oxyR__oxyR_ale20_h2o2__1,3.1623623803,-1.098697508,1.9179022940000001,-0.030304986500000002
oxyR__oxyR_ale20_h2o2__2,2.8576609823,-1.1274932340000001,1.906355264,-0.00014168550000000002
svns_pgi__BmePgi24_15__1,1.9431657816,-0.5360552860000001,-0.27828637700000003,-0.3278997265
svns_pgi__BmePgi24_15__2,1.7579827958,-0.536045576,-0.176623005,-0.35008997950000004
svns_pgi__BmePgi24_26__1,1.5332482343,-0.524884001,-0.171722799,-0.6877026615
svns_pgi__BmePgi24_26__2,1.0429699886,-0.48640995000000004,-0.060313785,-0.5554691085
svns_pgi__BmePgi24_41__1,3.1103944585,-0.446965349,0.132826624,-0.7307318635000001
svns_pgi__BmePgi24_41__2,1.2637126265,-0.467055863,-0.08904284,-0.7387214635
svns_pgi__BmePgi24_52__1,2.1336040611,-0.494457847,-0.250898801,-0.5278438745
svns_pgi__BmePgi24_52__2,0.9307208441,-0.541468839,-0.17881162,-0.3920389825
svns_pgi__PaePgi2_34__1,1.2700699802,-0.355877681,0.09023732400000001,0.0021175695
svns_pgi__PaePgi2_34__2,1.0907736434,-0.371652078,0.186593734,0.0091336035
svns_pgi__PaePgi2_63__1,1.4675186102,-0.330622578,0.183535574,-0.2820940695
svns_pgi__PaePgi2_63__2,1.6250172174,-0.390185284,0.178282134,-0.33014146450000004
svns_pgi__PaePgi24_54__1,2.2364447091,-0.8311115560000001,0.07998654,-0.055846821500000005
svns_pgi__PaePgi24_54__2,2.3555336821,-0.8662979580000001,0.180509194,-0.08648486550000001
svns_pgi__PaePgi24_90__1,2.9111383938,-0.770292729,0.237700244,-0.2352072225
svns_pgi__PaePgi24_90__2,2.4125921934,-0.7893792930000001,0.398123934,-0.1809255405
abx_media__m9_ctrl__1,2.2507484327,-0.893828944,-0.21254789600000001,-0.5540504545
abx_media__m9_ctrl__2,3.0648147652,-0.8991160770000001,-0.060902873,-1.0911554035
abx_media__rpmi_ctrl__1,1.7604803899,-1.5575180670000002,-0.24266487900000003,-1.9128626575
abx_media__rpmi_ctrl__2,1.254825337,-1.58392193,-0.341907147,-0.8316521375
abx_media__camhb_ctrl__1,-0.7832940979,-1.179529736,-0.640836599,-1.7433744965
abx_media__camhb_ctrl__2,-1.058770603,-1.261389653,-0.714088546,-1.4892305125
abx_media__m9_mero__1,4.4353123018,-0.9119070650000001,0.33459056400000003,-2.3504294465
abx_media__m9_mero__2,2.2748097419,-1.133278434,-0.073301092,-1.0925270745
abx_media__rpmi_mero__1,1.5188277976,-1.653565839,-0.205419399,-1.3083345005
abx_media__rpmi_mero__2,1.4951313146,-1.832894068,-0.17358025200000002,-1.4639827115
abx_media__camhb_mero__1,-1.0477539124,-1.464487794,-0.606942002,-2.1411487645
abx_media__camhb_mero__2,-1.3300572448999999,-1.4166246660000001,-0.7505141150000001,-1.6696497415
abx_media__m9_trisulf__1,-0.8987716623,-0.46760251500000005,-0.044335219,-0.5431866775
abx_media__m9_trisulf__2,1.2829713984,-0.569228457,-0.222996152,-0.4279444365
abx_media__rpmi_trisulf__1,-6.7133075929,-0.7884398340000001,-0.116637474,-0.7378384975000001
abx_media__rpmi_trisulf__2,-6.7308758787,-0.754359556,-0.129974022,-0.7426334835
abx_media__camhb_trisulf__1,-6.1738683912,-0.686895557,-0.450904393,-0.7715467515000001
abx_media__camhb_trisulf__2,-5.999342096,-0.741423825,-0.540652111,-0.7755856395
abx_media__m9_cef__1,1.843472699,-0.60199696,-0.12820725300000002,-0.34863338050000003
abx_media__m9_cef__2,3.7574767946,-0.801525192,-0.278000794,-0.3668294375
abx_media__rpmi_cef__1,-3.4691513877,-0.830792595,-0.49087938200000003,-0.5748038885
abx_media__rpmi_cef__2,-3.6263190393,-0.741680714,-0.500481724,-0.5692606485
abx_media__camhb_cef__1,-2.4244962707,-1.081759613,-0.9149892780000001,-0.6700241155000001
abx_media__camhb_cef__2,-2.3936988105,-1.061934583,-0.9595740020000001,-0.7933170485000001
abx_media__m9_cipro__1,0.3663963423,-0.775849203,-0.36009651200000004,-0.1823415865
abx_media__m9_cipro__2,0.6485453553,-0.853964598,-0.425519831,-0.1640788315
abx_media__rpmi_cipro__1,-7.815718053,-1.010053522,-0.7925083110000001,-0.9583020985
abx_media__rpmi_cipro__2,-7.8058617929,-0.9865308030000001,-0.177744751,-0.8773645675
abx_media__camhb_cipro__1,-5.7128834342,-0.659868235,-0.393128615,-0.49746616050000003
abx_media__camhb_cipro__2,-5.8968025191,-0.729364565,-0.43113716500000004,-0.5389802085000001
hot_tale__42c_ale3_30c__1,1.687199501,-0.31695025400000004,0.055907798,-0.5253366935
hot_tale__42c_ale3_30c__2,0.7413752635,-0.340003802,0.077587798,-0.5912937025
hot_tale__42c_ale3_37c__1,2.6857663861,-0.375398277,0.316737274,-0.3481293615
hot_tale__42c_ale3_37c__2,3.0306113342,-0.34373242200000004,0.263806364,-0.3594633245
hot_tale__42c_ale3_44c__1,7.1731536756,-0.629555328,-0.20920929900000002,0.0629958305
hot_tale__42c_ale3_44c__2,7.0964827728,-0.7233255390000001,-0.20608352300000002,-0.0027527255000000003
hot_tale__hot_ale3_mid_30c__1,1.4653352997,-0.41708877800000005,0.058708176,-0.6241428835
hot_tale__hot_ale3_mid_30c__2,1.420997623,-0.416571966,0.21249558400000002,-0.3610711035
hot_tale__hot_ale3_mid_37c__1,3.701527662,-0.35677252800000003,0.38055584400000003,-0.3722667445
hot_tale__hot_ale3_mid_37c__2,2.6987576851,-0.5292693580000001,0.15306718400000002,-0.4643861615
hot_tale__hot_ale3_mid_44c__1,3.3692198534,-1.1714352350000001,-0.50127445,-0.1214352955
hot_tale__hot_ale3_mid_44c__2,6.056715011,-1.201384863,-0.422044213,-0.0826418595
hot_tale__hot_ale3_30c__1,2.0273356554,-0.6191741980000001,0.22775462400000002,-0.3796796075
hot_tale__hot_ale3_30c__2,2.7777022598,-0.571577828,0.252134594,-0.3128323995
hot_tale__hot_ale3_37c__1,2.6533581131,-0.722721968,0.047784552,-0.4539448565
hot_tale__hot_ale3_37c__2,2.6445186787,-0.68571509,-0.009955428,-0.3976207365
hot_tale__hot_ale3_44c__1,5.9666498095,-1.597203914,-0.291574443,0.0537525895
hot_tale__hot_ale3_44c__2,5.1309664894,-1.099440647,-0.256571469,-0.048663476500000004
hot_tale__hot_ale4_30c__1,1.3260614063,-0.510796904,0.096342836,-0.5894665365
hot_tale__hot_ale4_30c__2,1.5756317074,-0.444346291,0.101568641,-0.5513829595
hot_tale__hot_ale4_37c__1,2.2442009466,-0.445443578,0.06422083,-0.5398995195
hot_tale__hot_ale4_37c__2,2.6991062869,-0.33888177,-0.020415786000000002,-0.47281091550000004
hot_tale__hot_ale4_44c__1,5.5001455907,-0.36460928,-0.087079134,0.28791096050000003
hot_tale__hot_ale4_44c__2,5.4696955362,-0.5246024060000001,-0.20283691,0.1187872575
hot_tale__hot_ale8_30c__1,1.4250386117,-0.6861498490000001,0.14373343400000002,-0.5011766565
hot_tale__hot_ale8_30c__2,1.4096698269,-0.6402435630000001,0.095388789,-0.5072756725
hot_tale__hot_ale8_37c__1,2.8107362471,-0.5045901850000001,-0.09880672,-0.45875965550000003
hot_tale__hot_ale8_37c__2,2.7808473534,-0.512467405,-0.045193267,-0.4249543195
hot_tale__hot_ale8_44c__1,6.3553160466,-0.325212596,-0.23776727700000003,0.2175616635
hot_tale__hot_ale8_44c__2,5.8393124143,-0.332838362,-0.146529699,0.13484160250000002
hot_tale__hot_ale9_mid_30c__1,1.5425429279,-0.6325393610000001,0.253545684,-0.6391512235
hot_tale__hot_ale9_mid_30c__2,2.2152525029,-0.553225578,0.10742565400000001,-0.5433682495000001
hot_tale__hot_ale9_30c__1,0.8542667970000001,-0.497033549,0.08920444400000001,-0.7599070915
hot_tale__hot_ale9_30c__2,0.2631617149,-0.42973484100000003,0.138341014,-0.6600971835
hot_tale__hot_ale9_mid_37c__1,2.6264377953,-0.5066094210000001,0.012815261000000001,-0.4953680855
hot_tale__hot_ale9_mid_37c__2,2.4794479445,-0.476166085,0.147274854,-0.5076478305000001
hot_tale__hot_ale9_37c__1,2.0115537456,-0.54083384,0.09094152,-0.4412500165
hot_tale__hot_ale9_37c__2,1.8966414955,-0.542365552,0.155940924,-0.4656922885
hot_tale__hot_ale9_mid_44c__1,5.1113722917,-0.446139218,0.072458165,0.1316158815
hot_tale__hot_ale9_mid_44c__2,6.530135986,-0.6800252410000001,-0.24131990600000003,0.1221201685
hot_tale__hot_ale9_44c__1,4.5670600607,-0.6060665230000001,-0.017124449,0.2163786335
hot_tale__hot_ale9_44c__2,5.0034354988,-0.6258130630000001,-0.162821396,0.1881306825
hot_tale__hot_ale10_30c__1,1.6668708847,-0.5646101130000001,0.089778812,-0.49023658350000004
hot_tale__hot_ale10_30c__2,1.7638569345000001,-0.5686878670000001,0.10566393900000001,-0.5849985755
hot_tale__hot_ale10_37c__1,2.9036786061,-0.651898806,-0.143344925,-0.4760709145
hot_tale__hot_ale10_37c__2,3.0243638158,-0.6178540090000001,-0.068701471,-0.5779385405
hot_tale__hot_ale10_44c__1,5.6243967336,-1.029492911,-0.27796982,-0.2363092085
hot_tale__hot_ale10_44c__2,5.3498599976,-0.68996751,-0.064735558,-0.0184694715
hot_tale__hot_ale16_30c__1,1.5969627646,-0.683328931,-0.01046308,-0.7200021645
hot_tale__hot_ale16_30c__2,1.9485131892,-0.47066650200000004,0.008885199,-0.5192467685000001
hot_tale__hot_ale16_37c__1,2.3394585164,-0.720102758,-0.075124153,-0.5476107045
hot_tale__hot_ale16_37c__2,2.1767151276,-0.757716979,-0.12333779600000001,-0.4520141555
hot_tale__hot_ale16_44c__1,4.7989448149000005,-0.613270037,-0.17354054,0.0383309795
hot_tale__hot_ale16_44c__2,4.8670470864,-0.634533915,0.046261383,0.1579619075
pdhr_ale__pdhR-13_51__1,3.2262160667,-1.473940054,1.432767734,-0.6308228935
pdhr_ale__pdhR-13_51__2,3.9075282368,-1.567203776,1.327126014,-0.6713980005
pdhr_ale__pdhR-14_46__1,4.2125852116,-1.124824807,-0.09758593,-0.4923005345
pdhr_ale__pdhR-14_46__2,5.4091964789,-1.181267665,-0.5230267670000001,-0.37388422250000003
pdhr_ale__pdhR-15_51__1,5.7823656244,-1.3757046910000001,-0.49082750500000005,-0.5031346865
pdhr_ale__pdhR-15_51__2,5.6589890631,-1.376913207,-0.460418209,-0.6588522005
pdhr_ale__pdhR-16_49__1,5.887822135,-1.441781878,-0.613417593,-0.4885472375
pdhr_ale__pdhR-16_49__2,5.5674053807,-1.43565696,-0.3972825,-0.6330975955
tcs__del_atoC_LiAcet__1,8.1195754951,-1.529352188,0.052201528000000004,-0.2069375065
tcs__del_atoC_LiAcet__2,8.1321936577,-1.4608699120000002,-0.055920906000000006,-0.1644334295
tcs__del_atoC_LiCl__1,8.6093675677,-1.573940725,-0.041181683000000004,-0.10672904550000001
tcs__del_atoC_LiCl__2,8.5438634647,-1.587397541,-0.12154166100000001,-0.0709186485
tcs__del_atoC_m9__1,8.3480118848,-1.610960337,-0.007867929000000001,-0.2069142995
tcs__del_atoC_m9__2,8.1282895361,-1.537168137,-0.05216702,-0.1621494075
tcs__del_baeR_etoh__1,3.292588423,-0.7947728310000001,-1.245083621,0.9043162595
tcs__del_baeR_etoh__2,3.6393979193,-0.711595816,-1.350485216,1.0850213925
tcs__del_baeR_lb__1,3.7247311909,-1.959879614,-0.814860103,-0.0525509095
tcs__del_baeR_lb__2,3.2444099962,-1.992148699,-0.7823763330000001,-0.0995196785
tcs__del_btsR_01xlb__1,3.3554657873,-0.9138769640000001,-0.6663184790000001,-0.6938329605
tcs__del_btsR_01xlb__2,2.8865558534,-0.8770422170000001,-0.651533959,-0.6914044335
tcs__del_btsR_lb__1,1.4727480252,-1.8100021380000002,-0.366630098,0.2179323085
tcs__del_btsR_lb__2,1.3508071389,-1.911786533,-0.344256439,0.2735490015
tcs__del_btsR_pyruvate__1,3.189346156,-0.7551962090000001,-0.6816157810000001,-0.7980833355
tcs__del_btsR_pyruvate__2,2.8237585962000002,-0.8057040050000001,-0.69156172,-0.7619662675000001
tcs__del_cpxR_etoh__1,5.4257049135,-1.272700713,-1.23702498,0.9485739735000001
tcs__del_cpxR_etoh__2,5.6795259608,-1.285143709,-1.349373784,1.0062833685
tcs__del_cpxR_lb__1,3.0775568033,-1.767592873,-0.573114735,0.1485746875
tcs__del_cpxR_lb__2,3.5645543733,-1.663140319,-0.708348341,0.1949681115
tcs__del_cusR_CuSO4__1,5.3982664365,-1.092642111,-0.065862853,0.1856661885
tcs__del_cusR_CuSO4__2,5.1045143092,-1.03221939,-0.034393815,0.47873590250000003
tcs__del_cusR_lb__1,6.9059878099,-1.824259277,-0.45377797400000003,0.7331419345
tcs__del_cusR_lb__2,7.0494688309,-1.824737212,-0.501241542,0.6064785175
tcs__del_kdpE_01-kcl__1,2.3664233163,-0.49775268800000005,0.060184422,-0.45183916150000003
tcs__del_kdpE_01-kcl__2,2.4361046621,-0.48845080900000004,0.006391025000000001,-0.3971663695
tcs__del_kdpE_115-kcl__1,2.3171678714,-0.629519641,0.095301733,-0.0493193435
tcs__del_kdpE_115-kcl__2,2.9083628563,-0.510347726,0.103461467,0.0755317545
tcs__del_phoB_m9__1,6.1145913508,-1.330013863,-0.18140123600000002,-0.2857296775
tcs__del_phoB_m9__2,6.5741624657,-1.340629176,-0.203603573,-0.23897481650000002
tcs__del_phoB_m9p__1,6.4552211065,-2.154292839,-0.552461412,-2.5529772485
tcs__del_phoB_m9p__2,6.5689356681,-2.186921256,-0.581137733,-2.6094006315
tcs__del_rcsB_etoh__1,4.8405792087,-0.363607589,-0.913178605,1.0006794195
tcs__del_rcsB_etoh__2,4.8100681524,-0.26936122900000004,-0.932499563,1.0487890285
tcs__del_rcsB_lb__1,2.3289809378,-1.5861596310000001,-0.529956757,0.1150939765
tcs__del_rcsB_lb__2,2.1552128557,-1.554112041,-0.633498792,0.1381384635
tcs__del_zraR_lb__1,-0.0810388833,-0.982470728,-0.335257425,-0.6617905695
tcs__del_zraR_lb__2,-0.2706597176,-0.9951957260000001,-0.23344250700000002,-0.5781465985
tcs__del_zraR_zncl2__1,3.4215814808,-1.358499992,-0.005167849,0.0692783205
tcs__del_zraR_zncl2__2,3.6892132837,-1.388633639,-0.018574909,0.0049104485
tcs__wt_01-kcl__1,7.1946973344,-0.989835321,-0.361815714,-0.4206730705
tcs__wt_01-kcl__2,7.9149068024,-1.046526627,-0.236114876,-0.3634234745
tcs__wt_01xlb__1,3.3879618041,-0.627626621,-0.48064303300000005,-0.6153074535
tcs__wt_01xlb__2,3.1056555107,-0.594704153,-0.5686194440000001,-0.7756228045
tcs__wt_115-kcl__1,1.6817341543,-0.6038745640000001,0.121507844,0.1089214855
tcs__wt_115-kcl__2,1.4786812621,-0.619591071,0.14501777400000002,0.0544170085
tcs__wt_CuSO4__1,4.3730834884,-0.9148683420000001,-0.258288247,-0.1308665165
tcs__wt_CuSO4__2,4.1572243864,-0.9852227830000001,-0.37257798400000003,-0.0799002885
tcs__wt_etoh__1,3.579226729,-0.49219957300000006,-0.834398378,0.8186241525
tcs__wt_etoh__2,3.5926421756,-0.5109897880000001,-0.7855163810000001,0.8644409195
tcs__wt_lb__1,1.7847030996000002,-1.3424401160000001,-0.26154359,-0.2196828505
tcs__wt_lb__2,1.7729649626000001,-1.381257632,-0.243066523,-0.2789631695
tcs__wt_LiAcet__1,8.6722124989,-1.647171522,0.013818239000000001,-0.1496306445
tcs__wt_LiAcet__2,8.0811385174,-1.672436319,-0.039925948,-0.1341641285
tcs__wt_LiCl__1,8.3181500112,-1.592588379,0.05750663,-0.0293464365
tcs__wt_LiCl__2,8.2396256751,-1.618416323,-0.046855281000000006,-0.1094408525
tcs__wt_m9p__1,6.7961873274,-1.822635071,-0.469785799,-2.1068189385
tcs__wt_m9p__2,6.7330422774,-1.744095974,-0.413686785,-2.1682301325
tcs__wt_pyr__1,3.3738489962,-0.5684677490000001,-0.518144263,-0.6374787815
tcs__wt_pyr__2,3.3029617411,-0.546228793,-0.445709895,-0.6678728855
tcs__wt_zncl2__1,3.0786008208,-1.034137505,-0.053247389000000006,-0.21416766450000002
tcs__wt_zncl2__2,2.8266599087,-1.030251514,-0.087615729,-0.19566574350000002
ros_tale__1_112_0pq__1,-4.8087517659,-0.004000038,0.401807654,-0.7098277305
ros_tale__1_112_0pq__2,-1.0502894289,-0.298286875,0.125627354,-0.4997555065
ros_tale__1_112_250pq__1,3.6910996733,-0.390843082,1.3876980140000001,-0.5130662555000001
ros_tale__1_112_250pq__2,3.367520016,-0.357732802,1.278740684,-0.7341975155
ros_tale__1_112_750pq__1,4.1325119373,-0.113309328,1.513377684,-0.7115345365
ros_tale__1_112_750pq__2,4.7903219453,-0.344769418,1.559639494,-0.9062135525
ros_tale__1_112_750pq__3,3.4962672729,-0.24647739000000002,1.658656264,-0.7494354785
ros_tale__3_76_0pq__1,0.8367233582,0.529609298,-0.49779236600000004,-0.8777051125
ros_tale__3_76_0pq__2,0.6401700235000001,0.48756842800000005,-0.5533927390000001,-0.7907577105
ros_tale__3_76_0pq__3,0.3974564571,0.392257358,-0.47000099900000003,-0.9017586285
ros_tale__3_76_0pq__4,0.983549608,0.350241148,-0.5496367,-0.6349441945000001
ros_tale__3_76_250pq__1,2.0403243892,0.9029290280000001,1.774699014,-0.8932391355
ros_tale__3_76_250pq__2,2.5315609414,0.609610548,1.510807754,-1.0194418315
ros_tale__3_76_750pq__1,-0.8518079461,0.641891428,1.304234764,-1.0015523405
ros_tale__3_76_750pq__2,-0.1921252879,0.6362542680000001,1.5255562440000001,-1.0040124785
ros_tale__7_103_0pq__1,4.0317388342,-0.069928169,-0.027443648,-1.2328731545
ros_tale__7_103_0pq__2,5.0036501843,-0.356938888,-0.07638299999999999,-0.7673863475
ros_tale__7_103_0pq__3,4.277842953,-0.20300362200000002,-0.046862577,-1.0956795765
ros_tale__7_103_0pq__4,5.1985827016,-0.56719329,-0.08382650700000001,-0.5938808765
ros_tale__7_103_250pq__1,2.45312499,0.176819585,1.425757194,-1.1624217065
ros_tale__7_103_250pq__2,2.5722766133,-0.014051734000000001,1.4093911540000001,-1.2511832165
ros_tale__7_103_750pq__1,4.0808836888,0.16454690600000002,1.784444294,-1.3318625645
ros_tale__7_103_750pq__2,3.84851817,0.04942089,1.574552684,-1.2384633985
ros_tale__9_77_0pq__1,3.9740534397,1.140941988,-0.245162283,-0.6501787265
ros_tale__9_77_0pq__2,3.8336501364,1.045733608,-0.19390912500000002,-0.6711292165
ros_tale__9_77_250pq__1,0.1759017501,1.687118618,1.159882014,-0.4934454715
ros_tale__9_77_250pq__2,-1.0056097484,1.924601218,1.048718204,-0.8105486435
ros_tale__9_77_750pq__1,4.9244330304,1.2535135880000001,0.971261294,-0.7104010715
ros_tale__9_77_750pq__2,2.9751712848,1.4200948580000001,1.134055134,-0.5358087815
ros_tale__11_83_0pq__1,0.6129862352000001,-0.029437925,0.20349866400000002,-0.9376385595000001
ros_tale__11_83_0pq__2,0.7688386684,0.023303834000000002,0.202263404,-0.9496888715
ros_tale__11_83_250pq__1,1.3084940095,-0.12311351100000001,1.001747104,-0.9827955745
ros_tale__11_83_250pq__2,2.5127762624,-0.25887170600000003,1.028850474,-1.1945615965
ros_tale__11_83_750pq__1,3.0471342543,-0.12083388,0.937660114,-1.0530169825
ros_tale__11_83_750pq__2,3.2622974053,-0.140030082,1.073386054,-1.6069308985
ros_tale__13_87_0pq__1,6.3905960524,-0.746910359,-0.141816946,-1.1510232325
ros_tale__13_87_0pq__2,5.7653046587,-0.46070500500000006,-0.047401787,-1.0238941615
ros_tale__13_87_250pq__1,6.7384139843,-0.561469801,0.9412864040000001,-1.0702612045
ros_tale__13_87_250pq__2,7.7973986501,-0.629128047,1.098174454,-0.9226786595
ros_tale__13_87_750pq__1,8.048908928,-0.506875812,1.182212964,-0.8372108325000001
ros_tale__13_87_750pq__2,7.7180667498,-0.46959708200000005,1.178400974,-1.1285650405
ros_tale__14_27_0pq__1,4.4685403794,-0.021811511000000002,-0.5885651820000001,-0.6231298915
ros_tale__14_27_0pq__2,4.6471118052,0.12091694500000001,-0.5406500940000001,-0.5016275315000001
ros_tale__14_27_250pq__1,6.3859800129,0.583430698,1.125948574,-0.45561963050000004
ros_tale__14_27_250pq__2,4.9432609472,0.684444928,1.118596324,-0.28418479150000003
ros_tale__14_27_750pq__1,0.2246580443,2.044364118,1.680823884,-0.3803417865
ros_tale__14_27_750pq__2,1.7099506691,2.007240748,1.8064822440000001,-0.5133823075
ros_tale__16_28_250pq__1,-0.8175982420000001,-0.44488061100000004,0.693114914,-0.44717177550000003
ros_tale__16_28_250pq__2,-0.6564391430000001,-0.566406158,0.616950144,-0.49623682550000003
ros_tale__16_32_0pq__1,6.1266186936,-0.623195319,0.41027197400000004,-1.1746290295
ros_tale__16_32_0pq__2,6.5868339177,-0.482923786,0.42952914400000003,-0.8337912425
ros_tale__16_32_0pq__3,-0.0468281824,-0.717700459,-0.042683125,-0.7026389145
ros_tale__16_32_0pq__4,-0.1707672118,-0.64186743,0.0029654430000000003,-0.6231649715
