,A,CytR,Crp
oxyR__oxyR_ale20__1,-0.2207579987686161,-0.297630121500001,-0.29073972199999965
oxyR__oxyR_ale20__2,0.1169410202018428,-0.4378676575,-0.3286302970000001
oxyR__oxyR_ale20_h2o2__1,-0.6399499198337035,-0.2657506465000008,-0.1032146049999998
oxyR__oxyR_ale20_h2o2__2,-0.305110702684814,-0.28483221349999965,-0.05797147799999891
svns_pgi__BmePgi24_15__1,-0.6572024410920855,-0.1676555474999999,0.20789728299999946
svns_pgi__BmePgi24_15__2,-0.7030884097457405,-0.2040018915000008,0.2882144130000004
svns_pgi__BmePgi24_26__1,-1.4435183710876682,-0.0284332264999998,0.16856253300000112
svns_pgi__BmePgi24_26__2,-1.743443283880401,0.011320644499999588,0.14498237199999942
svns_pgi__BmePgi24_41__1,1.914465435511333,-0.4354322695000006,0.4958493130000008
svns_pgi__BmePgi24_41__2,-0.7842939560645373,-0.09801829249999994,0.08223337899999983
svns_pgi__BmePgi24_52__1,-0.8119264491450103,-0.10187717350000014,0.2600776430000007
svns_pgi__BmePgi24_52__2,-1.2954848819232034,-0.042068734499999934,0.11009234900000033
svns_pgi__PaePgi2_34__1,-1.500987362403251,-0.8660524384999997,0.9464174330000006
svns_pgi__PaePgi2_34__2,-1.7810322120734003,-1.0119673845,0.980365153000001
svns_pgi__PaePgi2_63__1,-2.186191797233922,-0.9915204275000002,0.998691483
svns_pgi__PaePgi2_63__2,-2.321850898310184,-1.0766474625000004,0.974959343
svns_pgi__PaePgi24_54__1,-2.471467489883554,-0.9940088505000002,0.8303385730000006
svns_pgi__PaePgi24_54__2,-2.7865469210280382,-1.0313690465,0.9265034130000008
svns_pgi__PaePgi24_90__1,-2.085681920643472,-1.1569673615000005,0.809689723
svns_pgi__PaePgi24_90__2,-3.2096379317329498,-0.9833117015,0.9991721830000008
abx_media__m9_ctrl__1,0.5400700075335609,-1.0299175534999998,-0.21908725299999965
abx_media__m9_ctrl__2,0.5950897471882405,-0.7847553295000003,0.06872792999999966
abx_media__rpmi_ctrl__1,5.612547903516226,0.2779624884999992,0.1818832429999997
abx_media__rpmi_ctrl__2,5.820147820044855,0.507543813499999,0.4604582229999998
abx_media__camhb_ctrl__1,6.541725626409695,-0.0937374584999997,-1.4667156490000008
abx_media__camhb_ctrl__2,6.703013093616663,-0.03184372950000025,-1.5642143070000003
abx_media__m9_mero__1,0.125285930882281,-0.8301191714999998,0.10006032100000084
abx_media__m9_mero__2,0.2003765186327074,-0.696765386500001,-0.24440689100000054
abx_media__rpmi_mero__1,5.695091571611409,-0.01885444050000018,-0.15585906599999966
abx_media__rpmi_mero__2,5.9151589657836325,0.42006706349999945,0.12222331400000107
abx_media__camhb_mero__1,1.498659004175204,-1.4966743405000005,-2.568928611
abx_media__camhb_mero__2,2.865384429460812,-1.2196332035,-2.3720532899999998
abx_media__m9_trisulf__1,0.1999856402586184,-1.5167761005000004,-0.13952741599999996
abx_media__m9_trisulf__2,1.179095814502873,-1.5334600365000002,-0.12156318199999915
abx_media__rpmi_trisulf__1,2.832598719434839,-1.4280524034999995,-1.1385435739999998
abx_media__rpmi_trisulf__2,2.613272899466998,-1.4564673685000002,-1.1257448149999991
abx_media__camhb_trisulf__1,2.135762000188993,-0.5615055844999999,-0.6163487490000001
abx_media__camhb_trisulf__2,3.010171936964982,-0.6203777405000004,-0.6510849729999997
abx_media__m9_cef__1,2.234540090068908,-1.2064308205000005,-0.4245596339999995
abx_media__m9_cef__2,2.788242616017776,-1.1056351065000003,-0.35219075799999894
abx_media__rpmi_cef__1,3.657755196974848,-1.0585679875,0.17718560299999986
abx_media__rpmi_cef__2,3.8251776225785727,-0.9487086104999998,0.25364192300000177
abx_media__camhb_cef__1,1.718202720491339,-0.5116787435000001,-0.8382274849999991
abx_media__camhb_cef__2,2.015807631832746,-0.6649277854999998,-0.9034556939999998
abx_media__m9_cipro__1,1.1579519729865693,-0.8414818195000002,-0.29610201100000033
abx_media__m9_cipro__2,1.2799050619872645,-1.0070595935000002,-0.23094071100000055
abx_media__rpmi_cipro__1,4.1311929248398265,-0.4662234724999994,-0.7087974589999995
abx_media__rpmi_cipro__2,2.9847014040034026,-0.7461580165000008,-0.9681077109999999
abx_media__camhb_cipro__1,3.503154719134258,-0.7355657024999998,-1.3565894469999993
abx_media__camhb_cipro__2,3.6336277046893217,-0.7693146894999998,-1.1236836730000004
hot_tale__42c_ale3_30c__1,-0.9279182451105564,-0.4141408215000002,0.06220796800000095
hot_tale__42c_ale3_30c__2,-1.1876275782453962,-0.3181673934999987,0.017358810000001057
hot_tale__42c_ale3_37c__1,-3.402425141240678,-0.04932909050000056,0.4355665230000003
hot_tale__42c_ale3_37c__2,-2.9148577076588054,-0.033877452499999634,0.4006368030000012
hot_tale__42c_ale3_44c__1,-3.442826995663639,0.1053199075000002,0.3718853430000007
hot_tale__42c_ale3_44c__2,-4.121839676519496,-0.10443872649999976,0.3553441930000005
hot_tale__hot_ale3_mid_30c__1,-0.638235396563684,-0.8754639465000009,0.7396188830000003
hot_tale__hot_ale3_mid_30c__2,-1.581817190381463,-0.35724451849999994,0.5625003330000009
hot_tale__hot_ale3_mid_37c__1,-4.727061965444854,0.08604848049999969,0.5847484430000005
hot_tale__hot_ale3_mid_37c__2,-3.798202683963206,-0.3572406724999997,0.1894337430000004
hot_tale__hot_ale3_mid_44c__1,-2.9336583881337104,0.17056323250000016,-0.07124534099999913
hot_tale__hot_ale3_mid_44c__2,-3.094943069988668,0.4231018375,-0.002275452999999317
hot_tale__hot_ale3_30c__1,-1.6529829537766705,-0.5636807414999998,0.5150203330000007
hot_tale__hot_ale3_30c__2,-1.2686452139612796,-0.4833012244999999,0.5286701730000001
hot_tale__hot_ale3_37c__1,-3.82334205834587,-0.17904178349999975,0.3493771030000001
hot_tale__hot_ale3_37c__2,-3.783198774673658,-0.03162664150000083,0.3963193829999998
hot_tale__hot_ale3_44c__1,-2.4598601417867134,0.3803469744999992,0.28643448300000074
hot_tale__hot_ale3_44c__2,-2.527796564968306,0.10723054149999987,0.30231870300000097
hot_tale__hot_ale4_30c__1,-1.3825361424819766,-0.4382341544999999,-0.0598787810000001
hot_tale__hot_ale4_30c__2,-0.8747435377123687,-0.3481631365000002,0.0276806220000001
hot_tale__hot_ale4_37c__1,-2.935793394844375,-0.14898066150000044,-0.15436083400000022
hot_tale__hot_ale4_37c__2,-1.9770280250141148,-0.07076703650000038,-0.04945322999999924
hot_tale__hot_ale4_44c__1,-3.1496245414140294,0.5310983354999994,0.16471379300000066
hot_tale__hot_ale4_44c__2,-2.979593253403165,0.15690937849999909,0.0758041020000011
hot_tale__hot_ale8_30c__1,-0.738231519105399,-0.5796392924999996,-0.056768664999999885
hot_tale__hot_ale8_30c__2,-0.7437971261712718,-0.4607323315000009,-0.10699186199999923
hot_tale__hot_ale8_37c__1,-2.6109660112357345,-0.00041499850000015215,-0.007091699000000062
hot_tale__hot_ale8_37c__2,-2.6796404999878987,-0.16385921749999974,-0.04404757799999892
hot_tale__hot_ale8_44c__1,-2.7299861473108806,0.4925366425000002,0.07381628000000083
hot_tale__hot_ale8_44c__2,-3.089575937518179,0.5618525764999998,0.1405062560000001
hot_tale__hot_ale9_mid_30c__1,-0.6796637974835066,-0.5225925944999998,0.11993167500000013
hot_tale__hot_ale9_mid_30c__2,-0.4035780315521227,-0.34422802950000003,0.10594186400000004
hot_tale__hot_ale9_30c__1,-1.681968400684029,-0.4639062345000005,0.057352916000001024
hot_tale__hot_ale9_30c__2,-1.7183145631244798,-0.24583579649999976,0.17408408300000033
hot_tale__hot_ale9_mid_37c__1,-1.9482925869327803,-0.2571983864999998,-0.07088768000000023
hot_tale__hot_ale9_mid_37c__2,-2.2148971621937847,-0.15996409550000035,0.028525377000001132
hot_tale__hot_ale9_37c__1,-3.291397534276326,-0.18568707850000002,0.032825572000000136
hot_tale__hot_ale9_37c__2,-3.54229199566536,-0.2631662945000004,0.03721724300000062
hot_tale__hot_ale9_mid_44c__1,-4.272226952272971,0.5926849345000003,0.2861256930000007
hot_tale__hot_ale9_mid_44c__2,-3.3039192052750006,0.2907348134999994,0.3056119630000005
hot_tale__hot_ale9_44c__1,-4.373623381498148,0.5154522425000003,-0.02729796100000037
hot_tale__hot_ale9_44c__2,-4.139861555279032,0.2212419025000001,-0.08631352099999923
hot_tale__hot_ale10_30c__1,-2.199526014654821,-0.38772334049999996,0.23749544300000025
hot_tale__hot_ale10_30c__2,-1.9439095277186464,-0.3291439695000005,0.4220348329999997
hot_tale__hot_ale10_37c__1,-3.808668467786345,-0.3921355605000008,0.06875389400000033
hot_tale__hot_ale10_37c__2,-3.3816279984223803,-0.3035666954999998,0.12083432100000024
hot_tale__hot_ale10_44c__1,-3.6557817455672894,0.22389107049999968,-0.03575344399999913
hot_tale__hot_ale10_44c__2,-4.658076044958213,0.1407821725000007,0.11004349699999948
hot_tale__hot_ale16_30c__1,-2.09204871665537,-0.5541150205000003,0.12930916100000012
hot_tale__hot_ale16_30c__2,-2.333847723331597,-0.4598279715000002,0.25108644300000016
hot_tale__hot_ale16_37c__1,-3.944273245323727,-0.2384590055000002,-0.02264786099999938
hot_tale__hot_ale16_37c__2,-3.872374531692188,-0.2668189545000006,-0.007290675000000134
hot_tale__hot_ale16_44c__1,-5.881918386781865,0.5613358105000001,0.039920518000000633
hot_tale__hot_ale16_44c__2,-6.085974763499461,0.7440599565000001,0.206041613
pdhr_ale__pdhR-13_51__1,-1.1553422807690323,-0.6059562595000001,0.42604259299999997
pdhr_ale__pdhR-13_51__2,-1.4443226039207382,-0.5586971355000001,0.3453698430000003
pdhr_ale__pdhR-14_46__1,-0.8208835114215085,-0.9813478514999998,0.4137442230000001
pdhr_ale__pdhR-14_46__2,-0.2133040423419783,-0.7687797344999998,0.3746890430000001
pdhr_ale__pdhR-15_51__1,-1.1707378589756872,-0.8905447735000003,0.20815125300000048
pdhr_ale__pdhR-15_51__2,-0.6319325933864789,-0.8777972265000002,0.29122772299999866
pdhr_ale__pdhR-16_49__1,-0.5928959682737378,-0.8815797705000001,0.3586398129999999
pdhr_ale__pdhR-16_49__2,-0.2406257337268457,-1.1599954045,0.2910247429999995
tcs__del_atoC_LiAcet__1,2.711243535171991,-0.14005124849999984,0.3723211630000005
tcs__del_atoC_LiAcet__2,2.863220498339325,-4.867749999970528e-05,0.5545006830000005
tcs__del_atoC_LiCl__1,3.20101732126106,0.01758659149999975,0.7297175930000002
tcs__del_atoC_LiCl__2,3.501060405897868,0.06740232050000028,0.803204053
tcs__del_atoC_m9__1,2.479115945058076,0.004832736500000046,0.6994936329999994
tcs__del_atoC_m9__2,2.789567665049351,0.04519378650000139,0.8078232029999999
tcs__del_baeR_etoh__1,12.996068071952733,-0.3263048435,0.725387413
tcs__del_baeR_etoh__2,13.261068563554629,-0.1520079034999986,0.8432000029999998
tcs__del_baeR_lb__1,2.656562767518808,-1.0146703165000002,0.452954033000001
tcs__del_baeR_lb__2,2.714747854367309,-0.9953099815000002,0.5136486629999997
tcs__del_btsR_01xlb__1,0.2466407108395643,-1.9199530815,-1.0043266899999992
tcs__del_btsR_01xlb__2,-0.1399917652875576,-1.9522560285,-1.1325108709999991
tcs__del_btsR_lb__1,11.529777560687386,1.9502113085,0.9059306429999996
tcs__del_btsR_lb__2,11.58314135582726,1.9634152554999995,0.882795573000001
tcs__del_btsR_pyruvate__1,-0.1518165935806935,-2.1177405625,-1.2074819320000003
tcs__del_btsR_pyruvate__2,-0.1221524533569991,-2.1694742834999987,-1.2602474279999996
tcs__del_cpxR_etoh__1,12.337990070038494,0.5309818975000002,1.209290043000001
tcs__del_cpxR_etoh__2,12.640298926234816,0.4131168044999996,1.1967784130000003
tcs__del_cpxR_lb__1,3.436559855999684,-0.9298227785000002,0.5608460330000007
tcs__del_cpxR_lb__2,3.468703676366906,-0.8483607984999999,0.6407895630000002
tcs__del_cusR_CuSO4__1,5.9426236896188005,0.2361898604999997,1.0462541129999998
tcs__del_cusR_CuSO4__2,6.438411194718509,0.16197392849999925,1.048489943
tcs__del_cusR_lb__1,10.849561213461646,1.6151023704999998,0.9952246930000008
tcs__del_cusR_lb__2,11.015910060946418,1.4389660104999995,1.0406022430000004
tcs__del_kdpE_01-kcl__1,-0.8549995018460176,-1.1081846595,0.08810516099999965
tcs__del_kdpE_01-kcl__2,-0.7462918212063311,-1.0058284464999998,0.12273579200000027
tcs__del_kdpE_115-kcl__1,0.6669511218927414,-1.2082843025,0.04519701000000076
tcs__del_kdpE_115-kcl__2,1.301903852868646,-1.3790902464999997,-0.003365354999999681
tcs__del_phoB_m9__1,2.293033721963143,-0.3966295784999998,0.7310639430000005
tcs__del_phoB_m9__2,2.3271116487293626,-0.3689483355000007,0.7578592129999997
tcs__del_phoB_m9p__1,-0.0088579327549034,-1.7826454885,-0.5173016199999996
tcs__del_phoB_m9p__2,-0.2215329643257362,-1.7062664355000008,-0.4868159799999994
tcs__del_rcsB_etoh__1,12.528431630710216,0.6467472454999994,0.8584217130000003
tcs__del_rcsB_etoh__2,12.82572459598096,0.8510905124999999,0.921416013
tcs__del_rcsB_lb__1,2.353795708961852,0.1486168034999995,0.6655188230000011
tcs__del_rcsB_lb__2,1.9675610434291797,0.19087307750000004,0.7005509330000006
tcs__del_zraR_lb__1,7.182885493459782,2.186838097500001,0.5367675730000006
tcs__del_zraR_lb__2,7.670899609592608,2.123828980499999,0.5696375729999996
tcs__del_zraR_zncl2__1,5.953212417278374,1.4798069375000005,0.8338904830000011
tcs__del_zraR_zncl2__2,6.300091036645479,1.5202533874999995,0.8158754130000005
tcs__wt_01-kcl__1,0.916902216562804,-1.5598401665000001,-0.042192379999999474
tcs__wt_01-kcl__2,0.2456656862764258,-1.2600530275000006,-0.04159150899999986
tcs__wt_01xlb__1,0.2615711539818748,-1.9977682294999999,-1.1868215099999997
tcs__wt_01xlb__2,-0.2499086193195018,-1.9306544225,-1.1874649749999993
tcs__wt_115-kcl__1,0.1686555455957566,-1.2860245745,-0.09970663000000002
tcs__wt_115-kcl__2,0.2139386102565973,-1.1889033934999995,-0.12142913199999937
tcs__wt_CuSO4__1,6.831037359590968,0.8763198894999995,0.7338502030000011
tcs__wt_CuSO4__2,6.835908377999174,0.8554818114999998,0.7305206129999995
tcs__wt_etoh__1,12.699607634748736,1.1681601394999994,0.5754630630000008
tcs__wt_etoh__2,12.295187736068298,1.1746885184999991,0.5394844130000003
tcs__wt_lb__1,2.2612871696333112,-0.09521878950000053,0.9893765630000004
tcs__wt_lb__2,2.601026058330747,-0.12479798150000045,1.0922559429999996
tcs__wt_LiAcet__1,2.5691438024771145,-0.1709406444999999,0.6491752730000009
tcs__wt_LiAcet__2,2.4110490492595247,-0.13537379249999934,0.4062179429999997
tcs__wt_LiCl__1,2.9172746934795186,-0.18057963050000048,0.5743156230000004
tcs__wt_LiCl__2,2.707963479173495,-0.17454527550000076,0.6016396030000006
tcs__wt_m9p__1,0.4597787275138435,-1.5062211765000004,-0.39549780799999995
tcs__wt_m9p__2,0.6417687180380741,-1.5447030755000002,-0.4201194360000001
tcs__wt_pyr__1,0.5321394377600773,-2.0611990265,-1.287916309
tcs__wt_pyr__2,0.4910714991220473,-2.2153456705000005,-1.1631474849999996
tcs__wt_zncl2__1,7.962010224535508,1.3536057984999994,0.6655301930000004
tcs__wt_zncl2__2,7.738800790234851,1.3002222354999995,0.6831118230000008
ros_tale__0_0_0pq__1,-2.0379481466838776,-0.3477072684999998,0.3292272530000009
ros_tale__0_0_0pq__2,-1.898551418110066,-0.3602198175,0.30771033300000106
ros_tale__0_0_250pq__1,-0.2577910137970571,-1.2775337195,1.4522597630000007
ros_tale__0_0_250pq__2,-0.0278252545835072,-1.3933901395,1.4384985730000004
ros_tale__1_mid_250pq__1,-1.6919185595456967,-0.00019999850000029795,0.6546866229999999
ros_tale__1_mid_250pq__2,-1.704969281240677,0.015813140499999708,0.6257248529999995
ros_tale__1_0_0pq__3,-4.203356533905632,-0.1803874215000008,0.6079365029999995
ros_tale__1_0_0pq__4,-4.078603198208109,-0.09826334749999964,0.6228776230000008
ros_tale__1_0_250pq__1,-3.692745792006538,-0.2634584115000003,0.4961959629999999
ros_tale__1_0_250pq__2,-3.877874165088055,-0.2465953265000005,0.6021915230000001
ros_tale__1_0_750pq__1,-2.84109551465198,-0.5797315254999997,0.6259014130000011
ros_tale__1_0_750pq__2,-1.2432901751492769,-0.9117536965000008,1.045357503
ros_tale__1_1_0pq__1,0.3119559050735555,-0.8543914365000003,0.7677037930000008
ros_tale__1_1_0pq__2,0.465113746642499,-0.8023944125,0.727341753000001
ros_tale__1_1_250pq__1,0.5597812377280562,-1.2333131835,0.616797033000001
ros_tale__1_1_250pq__2,0.9942129905641586,-1.3355741715000002,0.8796841830000002
ros_tale__1_1_750pq__1,1.352319279044433,-1.4284271425000004,0.9722065830000002
ros_tale__1_1_750pq__2,1.4896754054189751,-1.3487435655000004,1.0968635530000004
ros_tale__1_2_0pq__1,1.3060328927542737,-0.9446144555,0.4026113930000008
ros_tale__1_2_0pq__2,0.8795792830968098,-0.8450415255000001,0.2011867830000007
ros_tale__1_2_250pq__1,1.6113632279779797,-0.9636668415000004,0.6133156930000006
ros_tale__1_2_250pq__2,1.98847733017855,-0.9334043584999998,0.8060088329999999
ros_tale__1_2_750pq__1,2.0003174187171107,-1.2191844685,1.0991647330000005
ros_tale__1_2_750pq__2,2.371937081521364,-1.1433809014999996,1.1248291229999996
ros_tale__1_3_0pq__1,4.250204943992603,-2.3457423944999998,1.6003325529999994
ros_tale__1_3_0pq__2,4.184022348863529,-2.4104891994999997,1.5980901030000003
ros_tale__1_3_250pq__1,4.309925420673236,-0.9125237434999988,0.982030343
ros_tale__1_3_250pq__2,4.157423104799475,-1.1383227744999995,1.2771547729999997
ros_tale__1_3_250pq__3,4.333171867517612,-0.9037239415000008,1.2324065130000008
ros_tale__1_3_250pq__4,4.852160185883176,-0.6239041025000001,0.6953416529999998
ros_tale__1_3_750pq__1,3.7251125059796073,-0.9047685284999999,1.0045313030000005
ros_tale__1_3_750pq__2,3.819733217203896,-1.1021343075,0.8300577430000011
ros_tale__1_4_0pq__1,4.129075862703202,-2.1919358565000002,0.9822872229999984
ros_tale__1_4_0pq__2,3.330889100011432,-2.0630237625000003,0.8874455430000001
ros_tale__1_4_250pq__1,4.425145441258393,-1.5800692205000004,0.5704754429999994
ros_tale__1_4_250pq__2,3.5541200350651043,-1.7914141465000002,0.5921552030000008
ros_tale__1_4_750pq__1,2.5959534231188317,-1.1632691675000002,0.3072018029999999
ros_tale__1_4_750pq__2,3.6236935236216055,-1.8807352455000004,0.4223943630000005
ros_tale__1_4_750pq__3,2.7151796434784883,-0.9379029174999998,0.6522730330000002
ros_tale__1_4_750pq__4,2.9057085348584395,-1.3384009295000006,0.2525884729999994
ros_tale__2_mid_250pq__1,0.9144943888197664,-0.2608177554999997,0.4665373430000006
ros_tale__2_mid_250pq__2,0.9030003536850024,-0.2011238285000001,0.22496456300000034
ros_tale__2_0_0pq__1,0.9023872489160566,-1.1376719235,1.323272493000001
ros_tale__2_0_0pq__2,1.0333104487145035,-1.2590785384999998,1.432955703000001
ros_tale__2_0_250pq__1,-1.9648872095278904,-0.4671630305000001,0.4367484630000007
ros_tale__2_0_250pq__2,-1.7755642129335865,-0.4537723534999998,0.4668021630000006
ros_tale__2_0_750pq__1,0.0514324612957774,-1.8718332225000005,0.39065801299999947
ros_tale__2_0_750pq__2,-0.0571117564091829,-2.1778521134999997,0.5452427929999999
ros_tale__2_1_0pq__1,-3.09677866228968,0.07381515349999912,0.040594261000000735
ros_tale__2_1_0pq__2,-0.742880421237787,-0.05321438050000005,0.21928040300000085
ros_tale__2_1_250pq__1,0.8508174817697656,-0.8669000255000006,1.1107003029999998
ros_tale__2_1_250pq__2,0.5978519703291344,-0.8928870855,0.8431179929999999
ros_tale__2_1_750pq__1,0.6141849576853855,-0.9654236775000004,0.9049245530000009
ros_tale__2_1_750pq__2,0.0973175353423286,-1.0062648065000002,1.0484879629999997
ros_tale__2_1_750pq__3,0.3611974263860357,-1.0916211335000003,0.7018120830000001
ros_tale__2_2_0pq__1,-1.914277634480365,-0.20873847249999944,0.07986402600000098
ros_tale__2_2_0pq__2,0.0478507760475949,-0.49308532450000003,0.7592634930000006
ros_tale__2_2_250pq__1,-0.7274367523680385,-0.27710151650000103,0.17330999300000016
ros_tale__2_2_250pq__2,-0.3548861050631615,-0.8089405674999997,0.4292550130000006
ros_tale__2_2_750pq__1,-0.0531716003363248,-0.6080911874999995,0.5576607930000002
ros_tale__2_2_750pq__2,-0.990284124035244,-0.35815272349999994,0.305956793
ros_tale__2_3_0pq__1,-0.1214649074143631,-0.8044619274999993,0.860010453000001
ros_tale__2_3_0pq__2,0.694953113318072,-1.3378208185,0.9657211629999995
ros_tale__2_3_250pq__1,0.7998488878693831,-1.3703358144999995,0.8571940530000006
ros_tale__2_3_250pq__2,0.7121359607762601,-1.5054186355000008,0.8164901330000003
ros_tale__2_3_750pq__1,1.1045069131953538,-1.4363893325,1.0268770230000008
ros_tale__2_3_750pq__2,1.1589482068357275,-1.5583468964999998,0.8530044829999994
ros_tale__3_0_0pq__1,-0.7017291178590713,0.05900953350000026,-0.037079375999999435
ros_tale__3_0_0pq__2,-0.4938282826179334,0.2646154075,-0.11367244899999918
ros_tale__3_0_250pq__1,-0.4482290681433974,0.3744430375000008,0.40781697300000097
ros_tale__3_0_250pq__2,-1.0320370791124591,0.5291226984999993,0.32149887299999946
ros_tale__3_0_750pq__1,1.046211971863056,-1.1946006984999995,0.9638811429999999
ros_tale__3_0_750pq__2,0.2699712133851678,-1.5102763055000006,1.2263716430000002
ros_tale__3_1_0pq__1,-3.012220149988829,0.2854849594999997,-0.3878339709999992
ros_tale__3_1_0pq__2,-1.9434468894578036,0.4903475294999993,-0.1844513249999995
ros_tale__3_1_250pq__1,-2.166436439910396,0.09022300449999944,0.006036631000000625
ros_tale__3_1_250pq__2,-1.2735169047694,0.1675051165000001,0.018638845999999987
ros_tale__3_1_750pq__1,-3.820113665857792,0.2891342875000005,0.2312163030000001
ros_tale__3_1_750pq__2,-1.505482135989046,0.3768106444999999,-0.14456363200000055
ros_tale__3_2_0pq__1,-4.454372986158876,0.34641316649999965,0.4066879429999997
ros_tale__3_2_0pq__2,-4.654733369878984,0.20363393250000072,0.36532405300000015
ros_tale__3_2_0pq__3,-4.871022759921579,0.1547675005000002,0.38919050299999997
ros_tale__3_2_0pq__4,-5.002927050100042,0.2868623845,0.4372882229999995
ros_tale__3_2_250pq__1,-2.092532575396416,-0.6464056564999998,-0.6105627419999989
ros_tale__3_2_250pq__2,-1.8337253478889004,-0.3950611445000005,-0.7734190759999997
ros_tale__3_2_750pq__1,-2.9476528626254037,-0.5837539205000004,0.05165385599999972
ros_tale__3_2_750pq__2,-3.127240118330177,-0.5115175655000002,-0.942500268
ros_tale__3_3_0pq__1,-0.6744017857444946,0.2826573754999995,0.7026568829999995
ros_tale__3_3_0pq__2,-1.0595231060307058,0.11895285449999983,0.9474771730000012
ros_tale__3_3_0pq__3,-0.3009577588176118,0.3881060644999996,0.7939082030000009
ros_tale__3_3_0pq__4,-0.9410913080553036,0.21240761449999998,1.056964733000001
ros_tale__3_3_250pq__1,-0.2563558745869829,-0.5329394805000005,-0.2424749009999996
ros_tale__3_3_250pq__2,0.0277457316894436,-0.2773491424999994,-0.20438087800000027
ros_tale__3_3_750pq__1,0.1273176731491279,-0.5233077665000003,0.08859772899999996
ros_tale__3_3_750pq__2,-0.406154372117084,-0.5169291234999998,0.14973729299999938
ros_tale__3_4_0pq__1,0.7802234923374582,-0.3706502975000001,-0.77576
ros_tale__3_4_0pq__2,0.7486360633410121,-0.3275052655000001,-0.5738246280000006
ros_tale__3_4_250pq__1,-0.1883069778962326,-0.20273586550000025,-0.9101530370000006
ros_tale__3_4_250pq__2,-0.9205260923450058,-0.7484364574999995,-0.9544832509999992
ros_tale__3_4_750pq__1,0.7584240258911443,-0.37092867149999975,-0.5881765019999996
ros_tale__3_4_750pq__2,0.311442123632571,-0.2570773344999999,-0.8824148349999987
pcoli__atASMT_325G__1,-2.63199989074439,-0.038464573499999766,0.39244801300000104
pcoli__atASMT_325G__2,-2.5112693219069087,0.020897908500000284,0.3862526830000004
pcoli__bpTDC__1,-2.285095462004719,-0.11827339849999866,0.4069758429999997
pcoli__bpTDC__2,-2.126320553145469,-0.22924933749999976,0.4233997630000008
pcoli__BRCA__1,-3.160102361630708,-0.03518858650000034,0.1922484830000002
pcoli__BRCA__2,-3.145107345602772,-0.056410312499999726,0.13060547899999975
pcoli__BRCActrl__1,-0.7689340676143278,0.01385959849999896,0.5297558630000001
pcoli__BRCActrl__2,-0.2477343342371829,-0.018028330499999967,0.6039318930000004
pcoli__BRCAswap__1,-1.987656480944797,-0.1277501695000005,0.5027589629999998
pcoli__BRCAswap__2,-1.7581894765785382,-0.31290536349999964,0.5975511529999995
pcoli__btAANAT__1,-2.123270044531401,-0.027354400500000157,0.4415692730000007
pcoli__btAANAT__2,-1.6189434904335536,0.09596443949999944,0.5931168230000008
pcoli__btASMT__1,-1.7170066119493148,-0.22959371650000104,0.5267685130000004
pcoli__btASMT__2,-1.560278948350719,-0.3076237205000005,0.4398579030000001
pcoli__CC1__1,-1.2880213033436538,-0.2086843295000005,0.5250160430000008
pcoli__CC1__2,-0.5972217527785094,-0.2306771605,0.7535511330000002
pcoli__ccCOMT__1,-1.7577700910644662,-0.1398165365000006,0.32429840300000023
pcoli__ccCOMT__2,-1.9923452401581483,-0.15982254749999925,0.3246729930000001
pcoli__ckDDC__1,-0.5189235979613399,-0.09242307049999976,0.4412481530000001
pcoli__ckDDC__2,-0.043572502099397,-0.17591963450000048,0.3277997730000006
pcoli__CNTF_belt__1,-1.3700541637276735,-0.16385590349999998,0.4538994830000007
pcoli__CNTF_belt__2,-0.5690351067365582,-0.4601955255000005,0.7698701030000006
pcoli__cobPNMT__1,-1.4104747925302743,-0.16391910749999994,0.31993813300000085
pcoli__cobPNMT__2,-1.4488801864993723,-0.2014090105000008,0.31512674300000043
pcoli__cvPhhB__1,-2.691041638325968,0.1374938004999997,0.3107973630000007
pcoli__cvPhhB__2,-2.3471831148896287,0.20888711349999944,0.44784689299999947
pcoli__ggAANAT__1,-2.527129010212468,0.12909138150000032,0.30753451300000023
pcoli__ggAANAT__2,-2.484691105823825,0.1303284274999994,0.22264438300000045
pcoli__ggTPH__1,-2.5605828641077077,0.10030910550000004,0.34126333300000056
pcoli__ggTPH__2,-2.5553464925961573,0.1152254225,0.2785746030000009
pcoli__hsAANAT__1,0.0846318867124212,-0.3462553515000009,0.7291858229999999
pcoli__hsAANAT__2,-0.3786472165134549,-0.5084168305000007,0.8515544630000011
pcoli__hsASMT__1,-2.43897946003778,-0.05010597249999993,0.3583849729999997
pcoli__hsASMT__2,-2.2651591528081823,-0.06341550149999975,0.4368300129999998
pcoli__hsPNMT_mb__1,-1.169200494485518,-0.20475313449999974,0.30390439299999983
pcoli__hsPNMT_mb__2,-1.4519008559139623,-0.13832251849999988,0.3157969930000011
pcoli__hsTPH__1,-3.3577662398651897,-0.07015985150000059,0.05462641999999995
pcoli__hsTPH__2,-2.965364166413668,0.2496545415,0.23617991300000085
pcoli__hsTPH_E2K__1,-0.6705000303868316,-0.06533455349999961,0.7089765630000002
pcoli__hsTPH_E2K__2,-1.0068501055486094,-0.11784678650000036,0.6612184729999999
pcoli__hsTPH_E2K_N91I_P99C__1,-2.791669192530677,0.06855685150000035,0.18841008300000084
pcoli__hsTPH_E2K_N91I_P99C__2,-2.8566475258108186,0.009944813499999759,0.04870661100000007
pcoli__hsTPH_N158trunc__1,-0.8387222719249118,0.05077003049999984,0.4504965429999999
