,A,Fnr,NsrR,NarP,Fis,flhD,NarL,ihfB
SRX5000507,-0.6853073135000001,0.5584079094000001,-0.006819098,0.5928794502,0.5101882075,0.6359152836,0.5559413535000001,0.2627756382
SRX5000508,0.2557329331,0.0044322814,0.0716033482,0.0965494598,0.1370520284,-0.1225325272,0.1662981304,-0.0011724178
SRX5000509,0.43235898910000004,-0.1535203644,-0.21360439080000002,-0.35610512780000003,-0.0668591941,-0.227336853,-0.207634334,-0.0574220695
SRX5000510,0.8934384478,-0.1989277479,-0.0875556373,-0.24610355490000002,-0.0222878479,-0.3460754008,-0.35920091730000003,-0.0927367623
SRX5000511,0.34289533,-0.11060810300000001,-0.12596345850000001,-0.2054788771,-0.023639298700000002,-0.19467087460000002,-0.2164583904,-0.1534841357
SRX5000512,0.079479589,0.1314688236,-0.2747351223,-0.0156849607,0.1996762671,0.3379872369,0.341689538,0.118872763
SRX5000513,-0.16946697200000002,0.1838631336,0.1444921616,0.3092876589,0.3180145914,0.39619798170000003,0.41433005580000004,0.10202931650000001
SRX5000514,0.36713724600000003,0.1477637272,-0.33802584280000003,0.0847480134,0.2575609265,0.0797403887,0.1643844771,0.09872908180000001
SRX5000515,-0.081704575,0.3884039694,-0.1061116247,0.2579907603,0.2960840973,0.1885211485,0.3985071779,0.0882035146
SRX5000516,0.25885978660000003,0.3191821125,-0.25048606030000004,0.2985581945,0.23211505100000002,-0.0942107261,0.35461388920000003,-0.032574997
SRX4124772,-3.2433100006,0.7734956825,-0.3630253201,-0.3309727652,1.2948194296,-0.3446418824,-0.9388010775000001,-0.0463168558
SRX4124773,-2.5163988657000003,0.7219430089000001,-0.630673554,-0.5895680369,0.9923866048000001,-0.051953283600000004,-0.6745487105,-0.1397976692
SRX4124774,-0.35822400870000004,0.1790881402,0.1201011899,0.16283835130000002,0.0554789903,0.2593430852,-0.020260472800000002,0.1255194803
SRX4124775,0.35822400870000004,-0.1790881402,-0.1201011899,-0.16283835130000002,-0.0554789903,-0.2593430852,0.020260472800000002,-0.1255194803
SRX5323946,-0.26451399540000003,0.12426001610000001,-0.0032781240000000003,0.06370929,0.19299417030000002,0.0553545204,-0.10862044400000001,0.014975651000000001
SRX5323947,0.26451399540000003,-0.12426001610000001,0.0032781240000000003,-0.06370929,-0.19299417030000002,-0.0553545204,0.10862044400000001,-0.014975651000000001
SRX5323948,-0.046593994300000004,0.6018622403,0.2450983155,0.2983821752,-0.1566585705,-0.2273157761,-0.20038221420000002,0.1079358901
SRX5323949,1.3289250468,0.6799802673,0.16949573310000002,0.3981841713,-0.5234540044,-0.1599205737,0.1431525804,0.1775328618
SRX5323950,-0.33045471460000003,0.3707996442,0.174891613,0.32267430420000004,0.23512352620000002,0.0436262969,-0.24373348350000001,-0.0035074409
SRX5323951,0.6093999568,0.46834393950000003,0.1766432751,0.43174336420000003,0.31142464810000003,0.0670844479,-0.16452277310000002,0.3295633576
SRX5323952,-0.402757511,0.1720929292,0.2341309419,0.1620667302,0.0452058008,0.044695682300000004,-0.2856081164,-0.2629699505
SRX5323953,0.3948443915,0.11808093680000001,-0.22769877230000002,0.1954085682,-0.4719622457,-0.2304015291,-0.0238121763,-0.0911446687
SRX5323954,0.8756853762000001,0.3892559581,-0.0876623007,0.4193593222,-0.0963130764,0.2254273407,0.0673951557,0.15730825040000002
SRX5323955,1.4388215656,0.2630490143,0.0934432038,0.435767701,0.1438637236,0.41244844140000003,0.2663090582,0.4345820031
DRX093856,-0.4869723227,0.1685579585,-0.3222001373,0.1734487123,0.32390488240000004,-0.022825505200000002,0.056704150800000006,-0.0932291424
DRX093857,-6.2577601455,0.6340361556,-0.1137927558,-1.2339747359,-0.5137846317,-2.823171496,1.479586695,1.3919837032
DRX093858,-6.5489987972,0.5859364184,0.4634750267,-1.2540262694,-0.3017799452,-2.8791686296,1.639253818,1.022943121
DRX093859,1.4239062033,0.1388133504,0.0077945527,-0.7609543515,0.0746564698,-2.3436532593,1.3770820739,0.2335715588
DRX093860,1.0581311708,0.1720571806,-0.42912347700000003,0.12577374,0.6909678567,-1.2606399672,0.7792600630000001,-0.2969916814
DRX093861,-0.37172399300000003,0.17014523580000002,0.2829694667,0.0539812484,0.05264703900000001,0.212776564,-0.0445686966,-0.0234537654
DRX093862,-6.6641419786,0.4002211491,0.8812273888000001,-1.3344603479,-0.5430984053,-3.0060233385,1.4481519999999999,0.498289709
DRX093863,-6.8369495096,0.6187439533,1.3263611323,-1.0131876508,-0.18264780930000002,-3.3384328515,1.4373939677,0.6882567693
DRX093864,0.4928675873,-0.0231897728,-0.28085451780000004,-0.5222575729,0.0924027817,-1.6652174747,2.4694155805999998,0.8733193997
DRX093865,2.4805515913000002,0.1774231919,-0.7560582702,-0.2768360567,0.9621512969,-1.8930258357,0.5968325534000001,-0.4289033246
DRX093866,0.8586963157,-0.3387031943,0.0392306706,-0.2274299608,-0.3765519214,-0.1899510589,-0.0121354542,0.11668290790000001
DRX093867,-6.9558102914,0.6168372836,1.2931000121,-1.3069481705000001,-0.5471846868,-2.7566396430999998,1.5365692734,0.7175371547
DRX093868,-5.5929242968,0.47221863690000004,1.2216925077,-1.2708506052,0.48515093200000003,-2.8622935278,1.1944590751,0.21154773270000002
DRX093869,-2.4496835531,0.1866437766,-0.3483076466,-0.6335071261,0.1266839205,-2.4527304742,0.8287414566,0.2329742796
DRX093870,-0.9862245494,0.5095188969000001,-1.284489646,0.2639395798,1.0602432242,-1.4980280956,0.5234341099,-0.1106573044
SRX6366242,-1.8624070316,0.1745111691,0.0411900141,-0.6461268269,-0.3118793136,-0.3687134675,0.0122861384,0.49663871260000003
SRX6366243,0.6309273265,0.1781953679,0.37691615240000004,-0.3595962578,-0.2205822906,-0.7609740065,-0.0858173234,0.4909406082
SRX6366244,-1.7812583262000001,0.6569750524,0.369169923,0.1820564802,-0.8193608079,-0.8929833704000001,-0.29398723920000003,0.27310776130000003
SRX6366245,0.3386298593,0.1787996128,0.7109163219,-0.8521072635,-0.5997014154,0.1437777208,-0.11454335530000001,-0.1468615685
SRX6366246,-0.6751861508,0.11778360900000001,-0.0258694847,0.6539816258000001,-0.0729656482,0.0855824907,0.2151462495,0.24300281110000002
SRX6366247,-1.0961200563,0.654130041,1.058165216,-0.35862058700000005,-0.5369566521,0.6340686014,-0.0620120392,-0.25940531910000003
SRX6366248,-0.2495471175,0.13318347290000002,0.5233652665,-0.1300194619,-0.0382048267,0.4343880315,-0.0270007778,0.2552602858
SRX6366249,-0.1706619958,0.0482401603,0.031317918,-0.1181085422,-0.0745687413,-0.0427206116,0.0481567592,0.2871462172
SRX6366250,1.7015811504,0.1520617836,-0.47202489540000003,-0.7850459272,-0.2022446518,-0.4979049961,0.082140617,0.26152956580000003
SRX6366251,-1.5045624636000001,0.022923051700000002,-0.4520547514,0.1255495698,-0.3069023796,-1.3087685495999999,0.20203678830000002,0.26997426
SRX6366252,0.3313528806,-0.012503975300000001,0.010421500200000001,0.0781405974,-0.042170493600000004,-0.26431467200000003,-0.025006627,-0.0421165336
SRX6366253,-0.3313528806,0.012503975300000001,-0.010421500200000001,-0.0781405974,0.042170493600000004,0.26431467200000003,0.025006627,0.0421165336
SRX254739,-4.0943634739,-0.5360698087,-0.7574878574,0.2500302821,2.3015311473,-1.7954908597,-2.1238755546,-0.2434317712
SRX254740,-4.0273543573,-0.1752285714,-0.5441046701,0.15388861650000002,1.9737251058,-1.7607067672999999,-1.9248298331,-0.6880546294000001
SRX254741,-3.9394654642,0.0422851349,-0.3631296643,0.1900539102,1.9660711981999999,-1.7324903735000001,-1.6931748922,-0.47614016270000004
SRX254742,-4.1367919828,-0.1848959024,-0.6881226054,0.2663911908,2.016554287,-1.5243719993,-2.0237864724,-0.5452630615
SRX254743,-3.3185721479,-0.11445331630000001,-0.7079952939,0.1440494404,2.0244462644,-1.4952851747,-1.9135664945,-0.6133102
SRX254744,-4.3081275129,0.109365481,-0.3205931375,0.3728155299,1.9419073304,-1.4886076496,-1.8198528319,-0.3823272017
SRX254745,-3.9936957919,0.07952887700000001,-0.7280940174,-0.5864979791,1.8679287144,-1.6724859904,-1.2003054988,-0.5017878330000001
SRX254746,-4.5958490444999995,-0.1709218388,-0.1765557777,-0.19360031020000001,1.2921998969000001,-1.1167706006,-0.8426649982000001,-1.3002220611
SRX254747,-5.0135558045,0.1546433043,-0.6968883824000001,-0.4520895595,1.8917936764,-2.008736362,-1.1818286916,-0.38011492290000004
SRX254748,-4.8637561233,0.24525902700000002,-0.8344093871,-0.9745826691,0.5395643603,-1.7615330149,-0.2348409917,-0.4312594853
SRX254749,-5.0902227093,-0.0468967645,-0.7729971906,-0.3770824997,0.9906916870000001,-1.8722466181000001,-0.6748495210000001,-0.6546793405
SRX254750,-5.0880963032,0.2451304448,-1.1708398333,-0.42610673920000003,1.3703669651000001,-2.2277984098,-0.78678222,-0.6564689762
SRX254751,-4.7838667524,0.3046829473,-1.7050654657000002,-2.0391803614,0.5734681935,-2.6661980888,-0.1825263235,-0.6385376221
SRX254752,-5.1418614717,0.5800346571,-1.8468119803,-2.5552989952000003,0.2499518641,-2.649449701,-0.0445204394,-0.6645585173
SRX254753,-4.8873023847,0.41055047240000003,-1.5377316972,-1.6918845492,0.5164904485,-2.111792263,-0.3660800893,-0.6027240562
SRX254754,-4.8594306082,0.3495013483,-0.8687799227,-0.634221041,-0.582680288,-1.5391722730000001,-0.7796313167000001,-0.5497863012
SRX254755,-4.0134372449,0.2135503367,0.047597467500000004,-0.4090284583,-0.992035898,-1.5922080266,-0.6203881761000001,-0.8844349788
SRX254756,-3.6829442465,0.27022110390000004,0.4110393415,-0.8407772364,-0.82092612,-2.6605952293,-1.1406679103,-0.7323984494
SRX254757,-3.7090455945,-0.5960188213000001,-2.1906123006,-1.0939164435,1.1855093645,-1.536260806,-2.095595951,-1.0765882832
SRX254758,-3.5746369427999998,-0.5153006611000001,-1.3524240726,-1.1596416297,1.6497003332,-2.0500909261,-1.7255578059,-1.2737457653
SRX254759,-3.3594409114,-0.7494009207,-0.6362615602,-0.7153809564,1.5533210611000001,-1.1965212392,-2.0588338165,-1.0661014702
SRX254760,-4.6176668145,0.9373966127000001,-1.3494523916,-1.6428676667,1.0327964961,-2.1558382362,-0.2600976211,-0.0022261433
SRX254761,-5.0351640422,0.524749906,-0.8744910944000001,-1.4103339253,0.6311239495000001,-1.2969636556,-0.3351713465,-0.6233404330000001
SRX254762,-4.3321353692,0.5390292830000001,-1.2609604717,-2.0076080169,0.8201260326,-1.533872545,-0.3279873786,-0.5674820865
SRX254763,-5.3409784172,0.1927103994,-0.9622222434000001,-0.7828851209000001,0.23113696620000002,-0.9857291113000001,-0.9964165641,-0.3722030261
SRX254764,-4.5052180564,-0.2721809743,0.0738871547,-0.2745808797,0.092688142,-1.7426477115,-1.5132070228,-0.7656051362
SRX254765,-4.8524648372,0.0942445324,-0.8793538385,-1.6268347765,0.1864078501,-2.0884369699,-1.2810773083,-0.8154694804
SRX254766,-4.2567772474,-0.5028454892,-1.6609599285,-1.0643389752,1.3913280626,-1.2698743000000001,-1.716588631,-1.1263483433
SRX254767,-4.1301724625,-0.7619765309000001,-0.9250425045,-1.0023945239,1.8801914265000002,-1.6175635735,-2.217729829,-1.0507258242
SRX254768,-3.7073985451,-0.7772664028,-1.3943459886,-0.9151706148000001,1.8233975957,-1.3184517813,-2.1868854681,-1.4642462689
SRX254772,-4.1269276491,-0.1627574406,-0.2386678191,-0.2016748754,-0.2035763635,-0.8995874913,0.438458194,1.3629742903
SRX254773,-1.4486269498,0.1195934634,-0.9522639612,-2.118444734,-0.997274482,-2.801026874,0.7679634367,1.6888523696000002
SRX254774,-3.8554852665,0.585866443,-0.6808329823,-1.5151778500000002,-0.7825957539,-1.2750642459,1.2636967111000001,1.447236262
SRX254775,0.274751735,-0.2748920794,0.3671975979,0.0658130118,-0.1164091949,0.5538492774,-0.1698607039,0.3468954117
SRX254776,-2.7810897185,-0.023622468400000003,-0.2049164994,-0.2495346746,-0.4347953531,0.5484224099,-0.3732044211,0.2900535789
SRX254777,3.232418065,-0.0868330756,0.9631683315,0.6084486119,-0.6036823822,0.7590548523,0.5221025507,-0.22690032810000002
SRX254778,-0.0158070124,0.8093858327,-0.0126490147,-0.9033823568,-0.5832233137,-0.6580972475,1.4006188512,0.9829650128
SRX254779,-1.5542593504000002,0.6000033542000001,-0.6595180442,-1.5045474433,-0.5893179781,-0.8443340888,1.1904970975,0.8410876139
SRX254780,-2.1756140407,0.9300053628,-0.5486671221,-1.7438543119,-1.3449960646,-0.9873212545000001,1.3947751706,1.2263269173
SRX254781,1.9852756702,0.3147084383,0.9173541310000001,0.6455640627,-1.2967251452,0.1857355803,1.4861170212,1.0358727271000001
SRX254782,0.6391639024,0.8163029064,-0.31321048430000004,-0.1366918489,-1.5836493801,-0.2041417617,1.6957112561,1.3521651373
SRX254783,2.1905074882,0.4865455977,0.9321590390000001,0.6765077668,-1.1114614148,0.34968838900000004,1.6054620824999999,0.4469906174
SRX254784,3.0603668884,-0.19694005890000002,1.0511993296,1.1605392834,-0.2708470256,0.8520058175,0.5192033906,-0.145904202
SRX254785,1.8740182677,0.5357216237,0.2542652789,0.23275410740000002,0.1532474732,0.5672953854,0.3483575336,0.3585189499
SRX254786,1.6189359566000001,0.471097539,0.013131697400000001,-0.0214962066,0.16940533800000002,0.5939797047,0.4873152184,0.1836285442
SRX7136401,1.328143385,-0.2306984564,-0.0576831104,0.0635196319,-0.31751411490000003,-0.9057303537,-0.0267978704,0.37080809610000004
SRX7136403,0.24849968390000002,0.27096734170000003,0.08534293750000001,0.1140196941,0.3577599574,0.7205513594,0.2364860393,-0.1472996254
SRX7136405,-3.1371068594000002,0.11141910790000001,-0.3669813628,0.8650357913000001,3.1030835766,3.3991931015,-0.0133665929,-0.1075567976
SRX7136407,-6.3885067501,0.8818179069000001,-0.4257829826,1.0933851042,3.4643144453,3.1149320012,-0.2734320665,-0.0643227189
SRX7136409,-2.3226638093,0.17360545200000002,-0.4347523935,0.7174940316,2.7622962092,2.1646075866,-0.4882434739,0.0005808492
SRX7136411,-1.5766430689000002,-0.0402688853,-0.0276598271,-0.177539326,-0.040245842500000004,0.1851789943,-0.2096881689,-0.22350847070000002
SRX3754949,-0.11197825300000001,0.07876370120000001,0.0940841407,0.1258567984,0.0007950103000000001,-0.0728040039,0.0023518207,0.0637044503
SRX3754950,-0.0247879508,0.0458313293,-0.0779008738,-0.09084309480000001,-0.1171505754,0.0817380686,0.0699067466,0.0156690406
SRX3754951,0.1367662037,-0.1245950304,-0.0161832669,-0.0350137036,0.11635556500000001,-0.008934064700000001,-0.0722585673,-0.0793734909
SRX3754952,0.062209821400000004,0.07101942430000001,-0.0641467829,0.17953109450000002,0.18262371400000002,0.17910584640000002,0.0024208119,0.1785238774
SRX3754953,0.07449758370000001,0.029034705900000003,-0.18226300780000002,0.0327395772,0.0458881224,0.1266458038,0.083799629,0.1678548191
SRX3754954,0.34262957200000005,-0.07063298700000001,0.0349249214,0.039707700900000004,0.0772102477,0.1833229374,-0.0762617828,0.081303292
SRX3754955,-1.2705982032,-0.4390160696,-1.3385432871,-0.2219286454,4.3547183379,3.5348644376,-0.8993829435,-0.9979672179
SRX3754956,-1.2288431117,-0.5132100212,-1.3476630081,-0.2446757165,4.3316896513,3.5519304777,-0.8739742540000001,-1.0859981772
SRX3754957,-1.3321448488,-0.5274770167,-1.4857968479,-0.3130278294,4.361795663,3.44857998,-0.9014032147000001,-1.0891656204
SRX3754966,0.2541848265,-0.0473843372,-0.0802423547,-0.2245053699,0.0420888457,-0.3244119905,0.3173716744,-0.0030845069
SRX3754967,0.37087903720000004,-0.0589448946,-0.08343354800000001,-0.1886528965,-0.007688093500000001,-0.2799420313,0.16772660120000002,-0.0856139897
SRX3754969,0.3836359612,-0.1527826934,-0.09011736940000001,-0.2167361864,-0.030441688,-0.5769959525,0.4003626234,-0.0370968837
SRX1424798,-1.5310898922,-0.1087062049,0.0172454028,0.09766802200000001,0.0420412059,0.2041824,-0.4025870657,-0.1086920816
SRX1424799,1.5310898922,0.1087062049,-0.0172454028,-0.09766802200000001,-0.0420412059,-0.2041824,0.4025870657,0.1086920816
SRX1424800,1.0405584554,-0.0279470508,-0.033249657200000005,0.1651286834,0.2428904616,0.2480135731,0.0925693751,0.058327546800000005
SRX1424801,1.3781074679,-0.0884184305,0.0758820726,-0.07371584710000001,0.1927189082,0.3230239259,0.19458633690000002,-0.12030315
SRX1424802,-1.1152734641,0.523433386,0.5483861388,0.31116683900000003,0.6160748597,1.0796179247,-0.1438711512,-0.1953865066
SRX1424803,0.8770854087000001,0.3201135047,0.21419056290000002,0.4586730768,0.7504129416,0.9428473964,0.7490306755,-0.0863479287
SRX1424804,-6.1137372077,0.2712930537,0.6471951126000001,0.18813044210000002,0.0351904113,0.3664515365,0.074671387,-0.2620975874
SRX1424805,-7.9891464656,0.6900611251000001,0.47862011870000004,0.2982279396,0.5113810497,0.6427852510000001,0.0628747348,-0.3197862573
SRX1424806,0.38538207020000004,0.7065502985000001,0.0034157196,0.9365508786000001,0.9710061056,1.0799654915,0.7513948821,0.0348336231
SRX1424807,0.1436564005,0.6768054222000001,0.17881984,0.8475006438,0.7562566058,1.1862078594,0.3131183033,-0.035264928800000005
SRX1424808,-3.607689575,-0.1630534231,-0.3800402204,0.1308218524,-1.0178528916,-1.0869631274,0.3595359897,1.3497924922
SRX1424809,-3.648571061,-0.11977652670000001,-0.357159551,0.2395665606,-1.2149942231,-1.2696523524,0.3169229059,1.2046506089
SRX1424816,-1.1260227917,0.1754536481,-0.2531953276,0.3669460178,-0.7453303096,0.6243466706,0.4681281316,0.8780282038
SRX1424817,-1.1886745998000001,0.2047409573,-0.2247247571,0.3467366585,-0.8163028323,0.7373316423,0.6968841331000001,0.8131151801000001
SRX1424818,-8.0470332553,0.6816640879,-0.29668243310000003,-0.0595646301,-0.39287607560000004,-1.5258301665,-1.4545875465,-0.8061226303
SRX1424819,-8.6829777841,0.8185960482,-0.3348385613,0.1086767387,-0.1573471991,-1.7077536299,-1.5284104128,-0.6292702513
SRX1424824,-7.2053978098,0.7219122925,0.15631894,-0.1528691493,-1.6918255788,-1.2044159304,0.0659154057,-1.5989042147
SRX1424825,-7.3808287363,0.7857176267,0.1501450699,-0.1844288087,-1.7496336341,-1.1644197693,0.0430623392,-1.7107259248000002
SRX1424826,-6.5022776847,1.6269512069,0.22804797200000002,0.8919167614,-0.3915621648,-0.6138288052,-0.2841817847,0.24316815490000002
SRX1424827,-6.8453798626,1.7264439833,0.1596927284,0.9428036419,-0.4358961085,-0.7458149758,-0.33706655680000003,0.35089803350000004
SRX1424828,-8.0915936204,1.3975523745,1.1116707241000001,0.1863204554,-1.0084983008,-1.2549543999,-1.6854997535,-1.7479177371999999
SRX1424829,-8.1856882614,1.3710309417,0.43394797160000004,0.3457034833,-1.0952564979,-1.2226096078,-1.7868715421,-1.6314874427000001
SRX1424830,-7.4185572575,1.4797326518,0.5728836154,-0.1232659549,-1.1220085845,-0.9805466988,-1.491642471,-1.7916764761000001
SRX1424831,-7.4535678903,1.3890769,0.29827731150000003,0.038825919,-1.1233942442,-1.2790227198,-1.3636360714,-1.7863753928000001
SRX1424834,-6.9351858992,1.9067585004,0.7827891338,0.0032264878,-3.4308934802,-1.1016488592,-1.1860137782,-1.6735628130000002
SRX1424835,-6.0321170018,1.8625522063000002,0.7834469457000001,0.103271369,-3.4044622139,-1.1604062235,-0.9215139918,-1.7667546818000002
SRX1424840,-6.0368642866,1.2300910035000001,2.2553163106,-0.5475289252000001,-2.6559617668,0.38727622370000003,-1.4481110331,-2.6987899867
SRX1424841,-5.480984497,1.064799884,2.8024142864,-0.726200331,-2.7265815400999998,1.1685735043,-1.0289320185,-2.715531577
SRX1424842,-5.9710807327,1.4783430668,2.1905426752,-0.4411575559,-3.9387590991,-0.40285265870000003,-1.6622604147,-3.0085625719
SRX1424843,-6.1765655266,1.1249858676,2.7517122374,-0.6915575695,-4.0862936444,-0.24503654660000002,-2.0043529381,-3.4102889405
SRX1424844,-5.4142080957,1.7596019351,1.1092100052,-0.1302284997,-3.1474849834,-0.5430846302,-0.2504223511,-3.3791962805
SRX1424845,-5.4785876196,1.6288132779,0.5492910561000001,0.12054395620000001,-3.0020123048,-0.5628491337,-0.8332494568000001,-3.3891356153
SRX1424846,-6.2862866233,0.9203576051000001,-0.1669568965,0.08571066270000001,-0.8551097326,0.2037904523,-1.3542276922,-2.8197675082
SRX1424847,-4.3621066086999996,1.2506586523,-0.5061830620000001,0.3427135182,-0.76342186,0.13984529910000001,-0.5478662345,-2.5076543975
SRX5060277,-0.6058099001,0.0336110383,0.5716098579000001,0.14067371110000002,-0.3766938378,0.1230484866,-0.1026337939,0.6360514056000001
SRX5060279,-9.7308524404,0.9670152922,-0.022552668,-1.1006386813,0.6916878775,-1.6582915487,-0.8739951331,1.5319703017
SRX5060281,0.6058099001,-0.0336110383,-0.5716098579000001,-0.14067371110000002,0.3766938378,-0.1230484866,0.1026337939,-0.6360514056000001
SRX5060283,-10.1853863203,0.9802278685,-0.43297796650000003,-1.725627696,0.7367470478,-1.9678165564999999,-0.8475719968000001,1.2631041084999999
SRX5936089,0.1567119646,-0.0940147947,0.1343261533,0.082110499,-0.1250606319,-0.0468598716,0.0693966778,0.1545464236
SRX5936090,-0.1758680617,-0.0729560592,-0.4575144396,-0.008669046100000001,-0.24694602340000002,-0.1455989034,0.0880318004,-0.057338121900000004
SRX5936091,-0.0194835,-0.0934380196,-0.0199329205,0.040934819000000004,-0.0616308209,0.0400855933,0.10330399870000001,0.1379334156
SRX5936092,0.0386395971,0.2604088735,0.3431212068,-0.1143762719,0.43363747620000004,0.1523731817,-0.2607324769,-0.2351417173
SRX5936093,-0.3640633247,0.0908191643,0.2514470949,0.18359283910000002,-1.8971756014,-1.0073496787,-0.019136991500000002,1.1168219991
SRX5936094,0.1339661928,-0.122104848,-0.6279911772,0.061279007600000004,-2.2310340493,-0.6471693740000001,-0.0043045206,0.8586059082
SRX5936095,-0.8245772415,-0.3236320149,0.1014972111,-0.7194212341,-4.8936592304,-2.0850074727,0.0793427185,1.6548339635
SRX5936096,-1.1293322004,-0.4089767167,0.1464044499,-0.1650196196,-4.3908695667,-1.672043981,0.0416665065,1.6119677219000002
SRX5936097,-2.1576680837,-0.0539025833,0.6477513340000001,0.1588478619,-4.4710467849,-1.5415856294,-0.0723243017,1.7759466766
SRX5936098,-2.2108070753,-0.0313921183,0.4286879058,0.2483738584,-4.2515434111,-1.7269872528999999,0.20564480240000002,1.6899649202
SRX5936099,-2.4752434519,-0.0674881938,0.4497507341,0.043078649600000005,-4.3388797927,-1.3226405874,-0.0801889761,1.7521498667
SRX5936100,-2.9009869362,-0.085607108,0.2548068519,0.1871729113,-4.7868245453,-1.9185871243000001,-0.0701353734,1.5779735513
SRX5936101,-2.7308238229,0.0586922297,0.6869540705,0.3706774446,-4.8085744934,-2.1199118333,-0.5657531824,1.3415007752
SRX5936102,-1.6792464863,0.0521020172,0.3678488314,0.2649967052,-4.5254584575,-2.5212215594,-0.4041308791,1.3390447981
SRX5936103,-2.5559323271,0.2418407138,0.8161743483,0.4873429929,-4.6820294035,-1.5111161156000001,-0.6865694608,1.1060269537
SRX5936104,-2.2728099284,0.40923488700000005,1.1134961425,0.6300439173,-4.7909121998,-2.613890711,-0.8513258193000001,1.1071110746
SRX5936105,-2.5004388777,0.3762321885,0.8373970706,0.4097117454,-4.1444791473,-2.3608236383,-1.1299654424,0.8021708442000001
SRX5936106,-2.1862218214,0.3555008103,0.8985505768000001,0.2800050203,-4.6667391844,-1.8956156351,-0.933115918,0.7059267472
SRX5936107,-2.9979564967,0.5810940072,1.0694270633,0.582629551,-4.2484284998,-1.1820743613,-1.1135289598,0.4724394383
SRX5936108,-2.8602802651,0.4565764128,1.0262751402,0.45875735770000003,-4.5562915277,-1.6026758414,-1.2365579244,0.5407174696
SRX5936109,-3.0440768604,0.589817838,1.03471174,0.7464127354000001,-4.6947691506,-2.1020262237,-1.444793609,0.1360289267
SRX5936110,-2.4231614792,0.42368360180000003,1.166391474,0.5327368408,-4.4200881791,-2.310252587,-1.390350706,0.2379951285
SRX5936111,-2.4528163406,0.5569795390000001,1.3154572025,0.6294274055,-4.6880403355,-1.8358909387,-1.2959562043,-0.0043728316
SRX5936112,-1.4688909989,0.5860481001,0.9454832120000001,0.6168486381,-4.2643542687,-2.4550000493,-1.0968500784,-0.0656868852
SRX5936113,-1.8645009842,0.5071308149,0.8772295406,0.7227892419,-4.4367349703,-1.85434773,-1.3179181148999999,-0.28347565420000004
SRX5936114,-1.7067871694,0.5016930772,1.0890260904,0.6317167881,-4.5233386763,-2.790281514,-1.4098723728,-0.2521186823
SRX5936115,-2.7302338773,0.3262912441,1.1349659754,0.8556803228000001,-3.8151484080999998,-2.880692169,-1.7727425041,-0.5048144990000001
SRX5936116,-2.2234093559,0.31208012690000003,1.0608992141,0.9157471882,-4.3522032683,-2.0263640102,-1.6511647124,-0.5482082886
SRX5936118,-1.9260449022000001,0.3098140365,1.2386214652,0.8753763922000001,-4.0438003143,-1.7194669726,-1.8502298159000001,-0.8398626247000001
SRX5936119,-1.017549931,0.23363915670000002,1.6031255322,0.9886548521,-3.976978646,-2.0872263349,-1.5555662549,-0.806533002
SRX5936121,-1.8077747217,0.3060914771,0.7269495888,0.5853379830000001,-3.8607596271,-2.4596558741,-2.421451442,-1.1114962008
SRX5936122,-2.4214604546,0.31465924160000003,0.5267840386,0.6919139536000001,-3.7580844289,-2.0557935307,-2.0131551563,-1.1928037789000001
SRX5936123,-2.9640505782,0.1192327809,0.5310937848,0.694086771,-3.8770648217,-0.9709609044,-2.3191200787,-0.9404436693
SRX5936124,-2.6847130887,0.2439947486,0.4666891737,0.9948464999000001,-3.5620480847,-1.0359410884,-2.3228855138,-1.1406371918
SRX5936125,-2.4345810365,0.2904534649,0.38935450520000003,0.6954634377000001,-3.5123582817,-1.4869680259,-2.5769766365,-1.2416602831
SRX5936126,-3.1379065762,0.1328829768,0.3813681976,0.5472648366,-3.9109430594,-2.5024527948,-2.5369478757,-1.3752685554
SRX5936128,-1.8744742015,0.1476855704,0.8233434470000001,0.7215372330000001,1.202523995,-1.0514102002,-1.1726450708,-0.09002599500000001
SRX5936129,-2.6335143539,0.2423709028,0.5818749343,0.8317891936,0.9036875273,-1.1989530374,-1.0831762795,-0.0876150495
SRX5936130,-0.6795196893000001,-0.1110286986,0.31268821020000004,-0.3515161825,0.8992197849,-1.5920099517000001,-0.8144050294,-0.3036415322
SRX5936131,-1.0806751314,-0.015926561500000002,0.5709957041,-0.0090999055,0.6307664039,-1.7313994233,-1.0897901540000001,-0.4691272476
SRX5936132,-2.1076122879,0.315685362,0.6133957733000001,0.1917586784,0.1501696646,-2.5956333995,-0.5725629139,0.40555176260000003
SRX5936133,-0.2829505618,0.0477216236,0.1318390847,-0.6212033227,0.3712782008,-3.1376217043,-0.5047180018,-0.1856444874
SRX5936134,-1.634400069,0.1446413353,1.0335058182,0.20732198870000002,0.7186027029000001,-2.235007585,-0.21313696140000002,0.3528849477
SRX5936135,-1.5130152678000002,0.1319367871,0.7302443315,0.2045629501,0.7232167819,-2.0190305409,-0.4467852444,0.2213565406
SRX5936137,-0.12038977270000001,0.0744684617,0.0110748611,-0.1333004968,-0.2763127998,-1.2837529696,-0.3449885934,-0.25968304470000003
SRX5936138,-0.9058166963000001,0.1283015763,-0.0160309476,-0.0430816217,-0.3675783141,-2.0525531365,-0.6096909623,-0.4307552444
SRX5936139,-0.5002021896000001,-0.013387759800000001,0.38216681140000003,0.42798579480000004,0.41389343580000004,-0.48603041750000003,-0.4181768822,-0.5932692498000001
