,-0.08692563379210842,-0.06208973842293459,-0.037253843053760755,-0.012417947684586914,0.012417947684586914,0.03725384305376074,0.062089738422934596,0.08692563379210842,0.11176152916128225,0.1365974245304561,0.1614333198996299,0.18626921526880375,0.2111051106379776,0.2359410060071514,0.26077690137632525,0.28561279674549905,0.3104486921146729,0.33528458748384676,0.36012048285302056,0.3849563782221944
PdhR_genes,[],[],[],['ftsI' 'mraZ' 'murE' 'lpxC' 'tomB'],"['hemL' 'rsmH' 'ftsL' 'ftsQ' 'hha' 'murD' 'murC' 'ftsZ' 'ftsW' 'ftsA'
 'murF' 'mraY' 'murG' 'ddlB']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fnr_genes,[],[],['nfeR' 'hcr'],"['ydhU' 'ygbA' 'fhlA' 'gadW' 'hyfA' 'emrK' 'moaE' 'frdD' 'ccmB' 'frdC'
 'ccmH' 'hypE' 'ompX' 'dppF' 'dppD' 'pepT' 'ynfK' 'ccmA' 'yfcZ' 'tdcB'
 'emrY' 'ccmE' 'ydhW' 'uraA' 'xdhB' 'gapC' 'mltA' 'yeiL' 'scpC' 'frdB'
 'ccmF' 'hcp' 'dmsD' 'hypD' 'scpB' 'cheY' 'scpA' 'ccmC' 'ydfO' 'pstB'
 'gcvH' 'purM' 'hyfR' 'pstC' 'dppB' 'yibN' 'fdnH' 'ccp' 'ung' 'gcvT'
 'napF' 'rplT' 'dppC' 'pstA' 'tdcA' 'ssuC' 'moaC' 'nikR' 'garD' 'acrE'
 'ydeJ' 'ccmG' 'bcsZ' 'hyfB' 'cheB' 'acrF' 'fdnI' 'purN' 'ydhX' 'fixC'
 'nikD' 'yecR' 'caiF' 'hyfD' 'rimM' 'ccmD' 'hyfF' 'argK' 'nikC' 'moaB'
 'ynfH' 'ychO' 'ydhV' 'napC' 'trmD' 'hyfJ' 'cadC' 'ydhT' 'bcsB' 'fixB'
 'moaA' 'napB' 'cheZ' 'ytfE' 'hypB' 'malQ']","['pdeF' 'frdA' 'hyfC' 'moaD' 'napD' 'gcvP' 'ravA' 'napG' 'ydfZ' 'narX'
 'ssuB' 'dcuS' 'nrdD' 'pstS' 'dcuR' 'tdcD' 'tdcF' 'nrdG' 'viaA' 'phoU'
 'cheR' 'tar' 'rplS' 'hyfG' 'tdcC' 'ortT' 'nikB' 'nikE' 'xdhC' 'poxB'
 'hyfI' 'narL' 'yffS' 'rpsP' 'pitA' 'aspA' 'norV' 'focB' 'fdhF' 'xdhA'
 'hyfE' 'aer' 'uxaA' 'tdcE' 'upp' 'ssuE' 'ycaC' 'ssuA' 'iraD' 'tdcG'
 'ssuD' 'napH' 'ynfG' 'ydhY' 'tap' 'norW' 'uxaC' 'fdnG' 'hyfH' 'napA'
 'ynfF' 'ysgA' 'aroP' 'ynfE' 'fixA' 'nikA']",['pykA' 'malP' 'hypC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fis_genes,[],[],['dps' 'acs'],"['recF' 'dnaN' 'ogt' 'dnaA' 'cspA' 'fau' 'proP' 'malE' 'crp' 'mglC' 'marR'
 'topA' 'mazF' 'trmA' 'pyrD' 'glnQ' 'yhcH' 'yeaR' 'bglG' 'mazG' 'nanK'
 'rsmA' 'osmE' 'mtlR' 'nanA' 'pdxA' 'yfaE' 'deoD' 'rpsO' 'yoaG' 'xylF'
 'actP' 'mglA' 'marB' 'hns' 'xylG']","['queA' 'mtlD' 'mtlA' 'nanE' 'mazE' 'gyrB' 'msrA' 'xylH' 'nrdB' 'carB'
 'hupB' 'ntrC' 'deoC' 'marA' 'sra' 'malF' 'dusB' 'fis' 'gadC' 'cbpM'
 'apaG' 'bglF' 'trg' 'deoB' 'deoA' 'flxA' 'apaH' 'glnA' 'gyrA' 'hupA'
 'yjcH' 'pnp' 'nrdA' 'malG' 'rimP' 'cspI' 'nanT' 'cbpA' 'gadB' 'patA'
 'bglB' 'aldB' 'truB' 'rbfA' 'glnL' 'gltX' 'guaB']",['infB' 'tufB' 'nusA' 'guaA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArcA_genes,[],[],['glpD' 'putP' 'lldD'],"['kgtP' 'putA' 'yigI' 'puuE' 'ndk' 'aceK' 'yncD' 'aceB' 'gltA' 'fadE'
 'cadB' 'fadL' 'yjiR' 'pntA' 'dsbB' 'gatD' 'lldR' 'rutG' 'aceA' 'ypdA'
 'mdh' 'ybiU' 'gatB' 'folE' 'rutC' 'puuB' 'lldP' 'ybfA' 'rutB' 'gatC'
 'kdpA' 'pldA' 'ydeA' 'rutA' 'hybE' 'argR' 'yfiF' 'rho' 'rstA' 'nupC'
 'treB' 'rsd' 'appC' 'sthA' 'hybF' 'gatY' 'fadH' 'appY' 'rutD' 'betT']","['hybD' 'thiC' 'ssb' 'yhgE' 'rhaT' 'yieE' 'hybB' 'manA' 'betB' 'argT'
 'appA' 'pncB' 'hybG' 'yncE' 'puuC' 'rutF' 'hybA' 'cycA' 'glpE' 'fadI'
 'betI' 'ydgC' 'betA' 'nudE' 'treC' 'csiD' 'acpP' 'xthA' 'appB' 'fadJ'
 'hybC' 'dctA' 'rutE' 'potF' 'igaA' 'yejG' 'cadA' 'gatA' 'gatZ' 'rmf'
 'hybO' 'uvrA' 'yhjE' 'sstT' 'puuR' 'yeiQ']",['gadE' 'phoH' 'puuD' 'pepN' 'fadD' 'ynaJ' 'mqo' 'icd'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fur_genes,[],['ftnA' 'ompF' 'mntP'],['flhC' 'fiu'],"['fecI' 'fhuE' 'gspE' 'gspO' 'fepB' 'fur' 'metJ' 'purR' 'fecR' 'fepD'
 'sufS' 'nrdH' 'sufE' 'nrdF' 'gspD' 'flhD' 'fepA' 'gspM' 'tonB' 'tfaQ'
 'sufB' 'gspK' 'entH' 'gspJ' 'entA' 'nrdE' 'gspF']","['gspL' 'fhuF' 'nfeF' 'rcnA' 'nrdI' 'sufC' 'mntH' 'fhuC' 'sufA' 'yhhY'
 'sufD' 'entS' 'gspC' 'fhuB' 'entB' 'exbB' 'zinT' 'yjjZ' 'nohA' 'entD'
 'metH' 'gpmA' 'fhuA' 'rcnB' 'entE' 'ydfN' 'gspG' 'fhuD' 'fepG' 'exbD'
 'pyrC' 'gspH' 'cirA' 'entC' 'ygaC']",['fepC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PdhR and Fnr_genes,[],[],[],['pdhR'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PdhR and ArcA_genes,[],[],['glcD'],['glcE'],['glcA' 'glcF' 'glcB'],['glcG'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
PdhR and Fur_genes,[],[],[],['fecD' 'fecB'],['fecA' 'fecC' 'fecE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fnr and Fis_genes,[],[],['adhE' 'nrfG'],"['nrfD' 'cysG' 'rplM' 'nirC' 'nrfE' 'dmsB' 'nirB' 'rpsI' 'nrfB' 'dmsA'
 'narK' 'dmsC']","['nirD' 'hlyE' 'nrfC' 'narI' 'nrfA' 'narJ' 'glpT' 'narH' 'narG' 'glpQ'
 'ansB' 'nrfF']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fnr and ArcA_genes,[],[],[],"['dcuB' 'citX' 'arcA' 'citG' 'puuA' 'dcuC' 'rpsQ' 'dcuA' 'rpmC' 'caiC'
 'aldA' 'rplP' 'caiE' 'rpsC' 'hemA' 'ybdN' 'prmC' 'cydD' 'caiB' 'caiA'
 'ymjE']","['citE' 'caiD' 'iraM' 'acnA' 'citF' 'citC' 'ubiC' 'cydC' 'ubiA' 'rplV'
 'rpsJ' 'rpsS' 'msrB' 'citD' 'prfA' 'moeA' 'puuP' 'caiT' 'rplC' 'thrA'
 'fumA' 'dpiB' 'moeB' 'dpiA' 'tpx' 'rplB' 'rplD' 'cydA' 'focA' 'rplW'
 'dppA']",['cydB' 'ackA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fnr and Fur_genes,[],[],['fes'],['garR' 'garK' 'gltF' 'gnd' 'nac' 'garP' 'ybdZ' 'garL' 'feoB' 'soxR'],"['soxS' 'fepE' 'gltD' 'amtB' 'gdhA' 'zwf' 'aspC' 'feoC' 'glnK' 'gltB'
 'entF' 'glnD']",['katG' 'hmp'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fis and ArcA_genes,[],[],[],['xylR' 'fadA' 'hyaD' 'hyaE' 'fadB' 'hyaC' 'ptsG' 'carA' 'glcC' 'hyaF'],['osmY' 'hyaB' 'hyaA' 'acnB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fis and Fur_genes,[],[],[],[],[],['katE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArcA and Fur_genes,[],[],[],['oppC' 'oppD' 'oppF'],['oppB' 'oppA' 'rpoS'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Fnr, ArcA, and Fur_genes",[],[],['sodA' 'feoA'],['sucD' 'fumC' 'sdhB' 'fnr' 'sdhA'],['sucC' 'sdhD' 'sdhC' 'sucA' 'sucB' 'ompW'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Fnr, Fis, and ArcA_genes",[],[],['nuoI'],['nuoH' 'nuoL' 'nuoM' 'gadA' 'nuoA' 'nuoN' 'nuoK' 'nuoB' 'glpA' 'nuoG'],['nuoJ' 'glpB' 'glpC' 'nuoC' 'nuoE' 'gadX' 'nuoF'],[],['pflB'],[],[],[],[],[],[],[],[],[],[],[],[],[]
"PdhR, Fnr, Fis, ArcA, and Fur_genes",[],[],[],['cyoA'],['cyoE' 'cyoC' 'cyoD' 'cyoB'],[],[],[],['grcA'],[],[],['ndh' 'lpd'],[],[],[],[],[],[],[],[]
"Fnr, Fis, ArcA, and Fur_genes",[],[],[],[],['fumB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"PdhR, Fnr, and ArcA_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['aceE'],['aceF'],[],[]
