,A,ArcA,PdhR,Fur,Fis,Fnr
SRX1300305,0.5774916185,0.8332963912,1.369127864,0.4597863586,0.4018239786,-0.0156335277
SRX1300306,-0.2440455698,0.8146757537,1.3773654183000001,0.40568499350000004,0.5858999062,-0.0681908374
SRX1300310,-1.277319578,0.5839121668,1.8767446634,0.2817989522,1.4248384284,-0.3039509496
SRX1300311,-0.6831479589,0.6312221720000001,2.181460877,0.0914551214,1.1984242662,-0.18626809560000002
SRX7291195,-1.3237441326,0.3372829208,-1.2507864928,0.1339626673,0.3771354375,-0.0019092608000000001
SRX7291196,-0.9110906912000001,0.41080054930000004,-1.0266557872,0.2376566812,0.509388119,0.0184901467
SRX7291197,-0.5901368881,0.3180135734,-0.2448109453,0.1667943564,0.48062607100000004,0.0880267361
SRX7291198,-0.1618429674,0.08858568750000001,-0.0826815031,-0.0644728675,0.1394315285,0.0063945471
SRX7291199,-0.028948968800000002,-0.0570708614,0.037153862100000004,0.032936301,-0.1542708204,-0.0357761938
SRX7291200,0.1907919362,-0.031514826100000004,0.045527641,0.0315365666,0.0148392919,0.0293816467
SRX7291201,-0.44496185530000004,0.3130374735,0.0672034985,0.1668143819,0.49311404880000004,0.0098731567
SRX7291202,-1.9673620174000002,0.4191365037,-0.9777351562000001,0.1181870208,0.3537705665,-0.1897870955
SRX7291203,-0.9290782892,0.3197920426,-0.7416694428,0.119857581,0.4754753548,-0.0409235603
SRX7291204,0.2924189545,0.1251290824,0.0231900534,-0.0026810853000000003,-0.07399847500000001,-0.0254851513
SRX7291205,0.1820330799,0.1037722164,-0.0079309624,-0.002438743,0.023794240600000002,0.0355440585
SRX7291206,0.1752667591,0.1088100151,-0.1622223955,-0.0086765052,0.051536903700000004,0.0057575253
SRX2436955,0.6540247903,0.1425476608,0.9115998682,0.5403496389,-0.5093630551,-7.3552758056
SRX2436956,1.5161021418,-0.4960096405,2.9089177417,0.5186811073,1.0448240257,0.7139563072
SRX2436957,0.710222923,-0.3588527667,2.9699682279,0.7201567743,1.3949710003,0.9185294265
SRX2436958,1.0796493082,-0.14995993500000002,2.8159069387,0.6408318881,1.0738428079,0.7798311562
SRX2436959,-1.9564986027,0.5268494525,1.2150391758,0.47459131990000003,0.6279534183000001,0.0845328856
SRX2436960,0.7536780729,0.3300483652,0.7939172352,0.25822078190000003,-0.3132555821,0.196271321
SRX2436961,-0.2432418503,0.1176002028,1.5844768872000001,0.6176420572,-0.5439089850000001,-0.21254939720000002
SRX2436962,1.8146605233000002,-0.2104390858,0.6002803874,0.3675384074,0.17956962810000002,0.45666608210000004
SRX2436963,0.13857186800000001,0.0149251139,1.6655798253,-0.0214305121,0.7840393394,0.0023046192
SRX2436964,-0.9697541703,0.0050649824,-1.2430347602,0.5623234531,-0.7293389396000001,0.030882746500000002
SRX2436965,-1.9924125086000002,-2.0450412115,4.2453102053,0.9679511212,1.7779188062,0.9365946801
SRX2436966,2.8361424081,0.2509442296,1.3299059186,0.3938777195,0.8633148513000001,0.39447972600000003
SRX2436967,-0.2963139359,-0.0192003367,1.3286358347,0.4481141065,-1.0434970141,-0.2747681118
SRX2436969,-0.5273948945,0.1182597891,1.4541476583000001,0.1153031922,0.0930653412,0.1197434681
SRX2436970,3.1312457056,0.39856133250000003,1.5776834765,0.4525539635,0.8914924555,0.4314267907
SRX2436971,-0.0059911464,-0.13303799560000001,0.8748346009,0.5540256392,-1.0738210716,-0.2345901954
SRX2437029,2.3255097829,-0.3410695594,1.236880471,0.5076285818,-0.2266908223,0.456708999
SRX2437030,1.2717635466,0.155742511,0.8159341034,0.4800509871,-0.6093413027,-7.8525940196
SRX2437031,0.1350122158,0.12230633960000001,0.7766943792000001,0.1843789778,0.40157637690000003,0.2973060844
SRX2437032,1.0090620225,-0.0231116861,0.7591451453,0.1278718037,0.3272748216,0.3124097697
SRX2437033,0.55420356,-0.7123728968,-2.2989114203,-0.3530012879,-1.0786827828,-0.1751172912
SRX2437034,-2.0579140002,-2.0397357955,4.0893026163,0.9166136458,1.9312242163,0.9036193136
SRX2437035,2.1854717665,-0.3836625166,3.0105030815,0.410631464,0.3365615109,-7.5369515417
SRX2437036,2.1687169893,-0.4890135682,3.2404934993,0.41348417270000004,-0.0320332964,-7.0361766568
SRX2437037,0.5159530907000001,0.1264931956,-1.1124414554,0.28405116280000003,-0.2880409691,-0.0131986588
SRX2437038,3.5353951369,0.24165958950000002,1.3960241458,0.3691065887,0.7264883133000001,0.1964461357
SRX2437039,-0.991014276,0.6254806809,0.6347931368,0.290989885,0.39649041,0.1707039968
SRX2437040,1.3016528801,-0.3886040764,3.1410720338,0.4310912055,0.1565363276,-7.7499151628
SRX2437041,0.7030415891,0.11163370210000001,0.8302555545,0.4021933099,-0.47432717080000003,-7.0926670476
SRX2437042,0.7088543498000001,-0.5679767338,-2.0677286317,-0.3827079396,-0.5565783599,-0.22741367480000002
SRX2437043,0.33867072930000003,-0.0194579248,-1.4295529239,0.3152315525,-0.3943179129,-0.0619256138
SRX2437044,0.929203757,-0.1043600593,-2.1387592688,-0.43599543900000004,-0.9951385649000001,-0.5844698577
SRX4705203,1.8010571626,-0.38558688100000005,4.7416369539000005,0.4694388149,0.1932521797,1.2617788521
SRX4705204,7.0042357932,-0.2343390475,3.0099427273,-0.0941499191,-0.11367726040000001,0.013602002200000001
SRX4705205,6.8370317001,-0.1768228467,2.6694410921,-0.26304170590000003,-0.055300474200000005,-0.011886655900000001
SRX4705206,6.1570959356,-0.1829866169,2.6198084418,-0.18363961650000002,-0.050601478500000005,0.0928465604
SRX4705207,-0.735056225,-0.1312277256,3.658069061,0.7096232135,1.0977452562,1.4522089644
SRX4705208,3.6035753205,-0.6927357911,5.123006498,0.5552329476,1.6067169379,1.4799556311
SRX4705209,0.0801360559,-0.05061829700000001,3.4920870619,0.5439586384,1.2337849475,1.2878835212
SRX4705210,5.6800850271000005,-0.2321428443,3.2236677255,-0.07298422930000001,0.6487535925,0.5038059594000001
SRX4705211,6.2431363814,-0.33308463520000003,2.9917570861,-0.179781336,0.4313845094,0.360903352
SRX4705212,6.0721839774,-0.3163096863,3.2044077618,-0.180740966,0.5314377797000001,0.5015165093
SRX4705213,-0.8786064361,0.1901686705,-0.4016484695,-0.050569065,-0.090826216,-0.2848580515
SRX4705214,-1.3427393396,-0.058796187400000005,-0.7475665217,0.1397230596,-0.2275090176,-0.061697307900000005
SRX4705215,0.7876106841,0.0858430565,0.6342072005,0.1608827655,0.1507807058,0.1678169173
SRX4705216,-0.5095039084,0.0028923649,-0.7885220554,-0.1064310143,0.26904184870000003,-0.3500729039
SRX4705217,0.9730529387,-0.1846147007,0.7241701921,-0.0402689696,-0.3688713026,0.2581440398
SRX4705218,0.9701860613000001,-0.035493203800000005,0.5793596539,-0.10333677620000001,0.2673839818,0.2706673062
SRX4705219,4.3972803682,-0.23346584150000002,3.7384756547,0.31447323450000003,0.0702495348,0.4075951256
SRX4705220,3.2103865658,-0.1391940875,3.6448775931,0.3780366961,0.4987004956,0.4723477928
SRX4705221,7.473413316,0.0132220698,2.6908553862,-0.6390700282,-0.31829052350000003,0.0966315491
SRX4705222,4.0771794278,-0.15327054480000002,3.5632175038,0.35302206350000004,0.1930835283,0.4559032226
SRX4705223,2.4934348944,-0.40193558090000003,4.6564532808,0.33391987570000004,-0.0603150774,1.3849591353
SRX4705224,1.7986719191,-0.5313746106,4.7872179116,0.46354302020000004,0.030817823100000002,1.4019401177
SRX4705225,7.8175127756,-0.6203175706,2.9046800588,-0.2983361497,0.0996390431,0.032233089300000003
SRX4705226,8.2205832242,-0.6981566933000001,2.6839217359000003,-0.45809034120000003,-0.2768246876,-0.0453090219
SRX4705227,8.4287344255,-0.7595007277,2.6551643631,-0.6086281939,-0.6500033339,0.0014162464
SRX4705228,2.9064017873,-0.0372590058,2.592866935,0.0809931681,-0.3410497646,0.2852736966
SRX4705229,2.6870007875,0.09376858960000001,2.6954634124,0.195475054,-0.4108510732,0.2818975743
SRX4705230,1.6691805181000001,0.0231333739,3.3620870878,0.324221285,-0.0331066877,0.9043918405
SRX4705231,6.9679674021,0.1127304596,2.6077944973,-0.5392665046,-0.5176073027,0.2892210988
SRX4705232,7.1382070441,-0.0380817781,2.8721349367,-0.5472059457,0.0390048894,0.2841031
SRX4705233,2.4149953962,-0.2157053013,1.5392841905,0.1186170037,-1.8786517409,-0.4692650607
SRX4705234,7.3123472175,-0.4094781025,2.5789570158,0.5381271416,0.5361451732,0.359532976
SRX4705235,7.6203049607,-0.1995304755,3.6317735759,-0.22477094990000002,1.3088622026,1.0300605526
SRX4705236,7.6933014423,-0.4656880963,2.71166964,0.4763750539,0.2024257022,0.06453909170000001
SRX4705237,5.2784129092,-0.0487554939,2.845246056,0.1416854967,1.8037451479,1.0883072748
SRX4705238,7.8588909473,-0.215019177,3.4062887487999998,-0.3013027219,1.2205659637,0.9656259972000001
SRX2038319,-0.4346674459,1.0693941837,-0.0628602519,-0.0808053912,-1.6493450053,0.1288576417
SRX2038320,0.6058684087,0.2635843553,-0.8041363719,-0.030471969,-0.7442162344000001,-0.0383819357
SRX2038321,-0.509281791,0.9174621933,-0.2899202585,0.3936756668,-0.6383483829000001,0.1318576497
SRX2038322,0.5708453213,-0.1218903694,0.9061562996,0.0785678147,0.28114724700000004,0.019056687000000003
SRX2038323,-0.0790395554,-0.8918312391000001,0.4001200932,-0.14993682860000002,0.2732446559,-0.0419896674
SRX2038324,-0.9544341540000001,-0.6881736304,1.2608960706,-0.0417552753,1.0259451355,0.23862317660000001
SRX2038325,-0.9452287687,0.7699156984000001,1.3005830978000001,-0.0817228009,-0.9024142098,0.1611058857
SRX2038326,-0.7849167873,0.9700102006,1.4228408414,0.164586916,-0.652088098,0.4581252995
SRX2038327,-1.2202837316,1.0384347552,0.49432366640000003,-0.3233142576,-2.1722072706,0.3172238424
SRX2038328,-0.040968773300000004,1.1285368322,0.3392102939,-0.1445297842,-1.6052180138,0.1383090976
SRX2038329,0.5893626284,0.8161619262,1.2681449798,0.3858319247,0.3620233339,-0.3716839181
SRX2038330,-0.5233384188,-0.0201403201,0.3616803829,-0.2261538763,-0.49893765240000004,-0.2415756215
SRX2038331,0.1303266303,-0.10491848840000001,0.3945971635,-0.100454388,0.5466123304,-0.15906388330000001
SRX2038332,0.3881197381,0.7603654310000001,0.0280714261,0.0273524957,-1.2977643723,0.007812727200000001
SRX2038334,0.8403168374000001,-1.0891380371,0.2374150562,-0.4649925136,0.1951553286,-0.12566082550000002
SRX2038335,1.273024943,-0.8079639627,-0.1857838524,0.2776962183,0.4056362652,0.0504878854
SRX2038336,2.7529758430999998,-0.6936482731,0.1425312973,0.5366751984,-1.1910265089,0.5392612067
SRX2038337,0.9952480572000001,0.44997349200000003,1.0515872376,-0.3363553795,-0.1072731442,-0.1771450645
SRX2038338,-0.1093538782,-0.3344079171,0.15572585660000002,-0.048444904000000004,0.83271207,-0.0641102801
SRX2038339,0.476690323,0.6810912996,0.2988518274,0.1825570551,-0.2743643188,0.4335230942
SRX2038340,-0.29342642900000004,-0.7281520391,-0.7735962419,0.4108268839,0.7857869584,-0.1511554798
SRX2038341,1.001416962,-1.0546255310000001,0.552201809,0.1301080586,0.39781253320000004,-0.0774772219
SRX2038342,0.2277619143,-0.8944886509000001,-0.8925763084,0.1097098237,0.9618331763,-0.1502114202
SRX2038343,-0.35266459580000004,-0.7695802995000001,-0.3307539983,0.28369724150000003,0.37364485550000004,0.1315080696
SRX2038344,-1.1780978096,-0.5339921031,-0.0847427925,0.4059858525,0.6290338879,-0.0719380109
SRX2038345,-2.4073879142,-0.0834480876,0.5469701481,0.2548741107,1.5166701272,0.12563758
SRX2038346,0.35506358,0.6391570357,0.4050206443,0.6250953256,-0.5625280567000001,0.9592729955
SRX2038347,-0.29662299670000003,0.9185526292,0.1227693713,1.0805477316,-0.6907673522000001,0.8334966567000001
SRX2038348,0.40211371560000003,0.6901443962,0.1333388826,0.9983321263,-0.5231355216,1.0963381317
SRX2038349,-0.4684361601,-0.6312365123,-0.6395187523,0.0249776546,0.8212813583,-0.09922067500000001
SRX2038350,1.4091959095,-0.6568917332,-0.7996679011000001,-0.6137496839000001,0.3088496385,-0.1683037611
SRX2038351,0.2728740534,-1.0174438648,-0.6043278028,0.29850811380000003,-0.0104370819,0.12045115120000001
SRX2038352,-0.7590232797,-0.6496157627,-0.5759000972,0.323222503,0.5082582503,-0.10618114270000001
SRX2038353,1.1695798638000001,-0.7033841573,-0.3767238396,-0.32890767660000003,0.18013646660000002,-0.4606796238
SRX2038354,0.12876346290000001,-0.6182618178,-0.5983663567,0.14747623070000002,0.6615309996000001,-0.2463820843
SRX2038355,-0.6980048891,-0.5516249936000001,-0.4408326709,0.1773238103,-0.21710432870000002,0.3616560525
SRX2038356,1.9480480830000002,-0.7842142551,-0.4835632328,-0.37552548290000004,-0.0723385831,-1.0284903831
SRX2038357,0.5440213241,-0.7349862666,-0.0928656047,0.1292502951,0.8166329353,-0.0647473615
SRX2038358,-1.5036216651,-0.31267291070000003,0.4730612467,-0.0270492016,1.4229401458,-0.0761053958
SRX2038359,-0.9407521833,-0.4842923424,-0.4965025159,0.3978166642,0.680223743,-0.09697300660000001
SRX2038360,1.2436347162999999,-1.0148851516,0.937686674,0.3733949405,0.8789431159000001,-0.2615945059
SRX2038361,0.1298225356,-0.6907153027,-0.5416771679,0.2780555948,0.9800089392,-0.162388314
SRX2038362,-0.5573281683,-0.5100728839,-0.3201551307,0.5366768649,1.6211682894,0.06995235600000001
SRX2038363,-0.8548806807,-0.3755575815,-0.0215721621,0.192302089,0.4227996136,0.16927389210000002
SRX2038364,-0.7436628262,-0.2196301371,-0.5505744487,0.15740059580000001,0.6111533806,-0.21989089520000002
SRX2038365,-0.3973469665,0.4059186527,0.48619148370000004,0.5556626443,-0.6977877481,0.8976741623000001
SRX2038366,-0.5885393832,0.6795316201,0.5802432265,0.6782472587,-0.6402862152000001,0.7015805322
SRX2038367,-1.4528346511999999,0.5180514967000001,1.165862637,0.7247875401,-0.058366774,0.8552512050000001
SRX2038368,-0.0875624415,-0.5719402797,-0.0692202319,-0.4999240291,0.4816537571,-0.3455777802
SRX2038369,0.7143384759,-1.1732918553,-0.40790365240000004,-0.3746433631,0.3647950216,-0.3496650475
SRX2038370,0.1047209982,-0.7755120344,0.4407461013,0.0508982274,1.2040757313000001,-0.3209950742
SRX2038371,-0.8354767387,-0.5555756714,1.408665471,0.0565852462,1.1202764922,0.10337487640000001
SRX2038372,0.9238591642,-1.0030252318,0.042738676100000005,0.15614727420000002,1.0180106172,-0.1810282464
SRX2038373,-0.42716610720000003,-0.5831005596000001,0.0839248721,0.37332794750000003,1.2066855321,-0.1042635281
SRX2038374,-0.5180696813,-0.9335797538,-0.5809031330000001,0.5844151276,0.6882293386,0.17177478340000002
SRX2038375,0.019211494200000002,-0.8369083792,-0.3899660364,-0.1303245034,0.13935533020000002,-0.3989806461
ERX530520,-0.154090966,-0.0588099996,0.1923464719,-0.0460442795,0.0730248436,0.0
ERX530521,2.4241186573,0.0707141134,-1.711097281,0.20107097070000002,0.0643501076,0.1430180401
ERX530522,2.4385169653,0.0792301926,-2.0219251252,-0.0029571292000000002,1.0720314628,0.0
ERX530523,2.468547725,0.1165178999,-2.1997598417,-0.0501478224,0.9546770033,0.0
ERX530524,0.154090966,0.0588099996,-0.1923464719,0.0460442795,-0.0730248436,0.0
ERX530525,2.2070900564,0.1391146988,-2.0679082826,-0.1391004119,0.2858839488,0.1810243454
ERX530526,1.3943066715,-0.2406300043,-0.14313786950000001,-0.0207873536,-0.3191639852,0.0
ERX530527,2.9028679507,0.09393124500000001,-2.3397226878,0.1119405796,0.7770957466,0.3016847958
ERX3212443,-1.5768073918,0.8784288994,0.1362425543,-0.32986265340000004,0.6023896792,-0.5190136381
ERX3212444,-0.9773532254,0.7269323781,0.1599220302,-0.20650807270000002,0.9399468184,-0.3222420219
ERX3212445,-1.0581339732,0.7669138366,0.2436083355,-0.2900434693,0.9580009028,-0.4530709885
ERX3212446,-1.0255163006,0.3543791704,-0.1879933597,-0.3300916799,0.5457587479,-0.2782649171
ERX3212447,-1.3113493393,0.6126265213000001,0.26625396630000003,-0.1550689274,0.5130037107000001,-0.2806686959
ERX3212448,-1.4442589292,0.7204335675,0.42716939930000003,-0.1446488622,0.6993471295,-0.4037237883
ERX3212449,-0.12738028170000001,0.0023349412,-0.0061595048,-0.008448329400000001,0.019990185,-0.0037651177
ERX3212450,-0.1531890387,0.0138897402,-0.069949386,0.002697222,0.013572340300000001,-0.0090358951
ERX3212451,0.2805693205,-0.0162246814,0.07610889080000001,0.0057511075,-0.0335625254,0.0128010128
ERX3212452,0.3662840965,-0.5224664074,-0.5297944103000001,0.0413811111,0.0142478612,-0.093188196
ERX3212453,0.5031765765,-0.5060912851,-0.6642896328,0.1478136572,-0.2213432794,-0.0238553789
ERX3212454,0.7902021001,-0.2103690696,-0.3277928462,0.2007585932,-0.5866124358,-0.0313487078
SRX7478973,0.4315690674,-0.0026986212,0.5712476689,-0.0074764875,0.0883832858,0.0095465275
SRX7478974,-1.0129433323,0.0232666232,-1.0995574143,-0.0293525631,-0.222208977,0.0232059397
SRX7478975,0.5813742649,-0.0205680019,0.5283097454,0.0368290506,0.1338256911,-0.032752467300000004
SRX7478976,0.2980887468,-0.0248110193,0.8768818141,0.0428716045,0.2707169634,-0.15256787230000002
SRX7478977,-0.6331468009,-0.0365080084,0.0636169467,-0.032592327500000004,-0.0203041477,-0.12441594560000001
SRX7478978,0.4848826343,0.10535953910000001,0.9974707260000001,0.0171011061,0.2616089287,-0.10435943240000001
SRX7478979,0.2196175044,0.2585635182,1.2879260527,0.1048113514,0.401276157,-0.4254753164
SRX7478980,-0.128349169,0.303827907,1.3709184532,0.20364000340000002,0.5326771554,-0.3196076483
SRX7478981,-0.11961281480000001,0.24080459610000002,1.3983799799,0.1358521438,0.3627152817,-0.3156598178
SRX7478982,0.41301702830000003,0.2868203253,1.1499961223,0.1185759022,0.2758458686,-0.5449668212000001
SRX7478983,-0.2357094582,0.2959739772,1.1396470917000001,0.1782069187,0.3746823043,-0.523218044
SRX7478984,-0.460926129,0.24580874260000002,1.0567914625000001,0.044950157500000004,0.22114017330000002,-0.5631612565
ERX1521038,-3.0176002595,0.9327413782,-1.1052926719,0.1404052184,0.0544761327,-1.8529613086
ERX1521039,-3.9173190384,0.9261506939,-1.3312651534,0.1140555328,-0.2892167136,4.4171410107
ERX1521040,-3.0803841386,1.0687949022,-1.5201382561,0.27572792020000003,0.0579722669,-1.9114182228
ERX1521041,-2.6754980365,0.5925125441,-1.6776752412,0.0639204496,-0.4665531661,4.1511978614
ERX1521042,0.4597149334,0.191028469,0.0265722918,0.2406369358,0.44239441760000003,-1.9114182228
ERX1521043,-0.9617731662000001,0.0868822129,-3.8579550617000002,-0.1730402861,-1.3861222248,1.5058805974
ERX1521044,0.0971179139,0.12093167490000001,0.31979949490000004,0.1353291332,-0.0160536305,-1.8065297164
ERX1521045,-0.0971179139,-0.12093167490000001,-0.31979949490000004,-0.1353291332,0.0160536305,1.8065297164
SRX621182,-2.0932977263,-1.0591036869,-2.1858454207,-2.3676523257,0.4686909125,-1.6696986845000001
SRX621183,-2.9815324339,-1.0120794948,-1.7172529304,-2.6985097557,0.1449711787,-1.4652493593
SRX621184,-1.911605222,-1.4965225604,-1.2598358463000001,-1.4264505544000001,1.3782961321,-0.35889479760000004
SRX621185,-2.6590979128,-1.193941523,-0.8559229713000001,-1.218604638,1.4721652701,-0.8014556473000001
SRX621188,-2.3540100144,-1.4967474998,-2.2062714097000002,-2.1688563838,-0.058826803100000005,-0.8388314320000001
SRX621189,-3.084377897,-1.8797889081,-2.4095209542,-2.1413370437,2.003139303,-0.4152274681
SRX621190,0.3657917003,0.0614368063,0.3088309743,-0.0582970358,0.2868207166,0.1043733763
SRX621191,-0.3657917003,-0.0614368063,-0.3088309743,0.0582970358,-0.2868207166,-0.1043733763
SRX621192,-2.5758370963,-1.2240719898,-0.31983821960000003,-1.6736561473,1.3011462374,-1.5472205910999999
SRX621193,-1.456645225,-0.9646090827,-0.2689605427,-1.7555930605,1.5140560712,-1.5531352302
SRX6489436,0.1600856713,-2.3862196642,0.7069161443,-0.9115378236,0.9224140444000001,-0.19100837710000002
SRX6489437,0.0329114288,-1.2660276597,1.0665382119,-0.2580436855,1.2645704017,0.7087330881
SRX6489438,0.0033919299,-2.3724224758,1.302273445,-1.02250917,0.6514656069,0.34349852080000004
SRX6489439,0.24435302960000002,0.011139977700000001,0.14838438,-0.24403307000000002,0.2599690871,0.1536742525
SRX6489440,0.30422188040000003,-0.2115586693,0.6414110259,0.0798409894,-0.0199836324,-0.0322767413
SRX6489441,-0.54857491,0.2004186917,-0.7897954059000001,0.1641920806,-0.23998545470000002,-0.1213975112
SRX6489442,-2.2163536789,0.2432724134,0.1643481277,-0.3689808449,0.1187457385,0.21202446060000002
SRX6489443,-0.9698447119,-0.25783494830000003,0.34969755950000003,0.2344585089,0.9327793190000001,0.5987173526
SRX6489444,-0.1443646242,0.27401214690000003,-1.0195621588,0.10097655280000001,-0.2498376408,-0.1807484194
SRX6489445,1.2296338092,0.043676152100000004,0.4301883839,-0.1534541807,0.7348410063,0.1036303247
SRX6489446,0.8425722411000001,-0.2864002101,0.7249315738000001,-0.0532551646,0.5334120243,0.0875729346
SRX6489447,-1.8153576468,-0.1341877166,-1.7069183635,0.0691677905,-0.7344683120000001,-0.3900321698
SRX6489448,-1.2464471491,-0.5771907675,0.2134680924,-0.31744868670000004,-0.3699780399,-0.5681724135
SRX6489449,0.3054247903,-0.5073577501000001,-0.0053657539,-0.2394480867,0.9189064052,0.019754427
SRX6489450,-3.0674549956,-0.7561764232,-0.14126167280000002,0.10754280540000001,-0.5182375265,0.27332833030000003
SRX6489451,1.181543214,-0.139486361,0.0871457241,-0.2810842715,-0.0689418056,-0.0690832475
SRX6489452,1.3938305082,-0.7649544516,1.217563164,-0.0082761073,0.3746936563,0.6704954660000001
SRX6489453,-0.0714315661,-0.2798375699,-0.3010883905,-0.07918558590000001,-0.7608564287,-0.2908193112
SRX6489454,0.3220339085,-0.3225539216,-0.10128049880000001,-0.33155715750000003,-0.0869920052,-0.2406689964
SRX6489455,0.9434980060000001,-0.3566598492,0.540776955,-0.12485215720000001,0.022969023,0.14526903260000001
SRX6489456,-1.435181675,-0.16903673660000001,-0.5845548767000001,-0.0223585547,-0.7389180066000001,-0.21581755660000002
SRX6489457,0.9907147430000001,-1.0507190625,0.39451919160000004,0.7245276277,0.4791797057,0.5535835338
SRX6489458,2.3101514038,-1.3019793658,1.2881209408,0.8410420091,0.2768522707,1.2081234349
SRX6489459,2.3686719024,-1.200284001,1.0386299638,1.0823588866,0.4107719428,0.8957372423000001
SRX6489460,1.5001217699,-0.692848533,0.6465372989,1.0275965739,0.2936627287,0.6569229851
SRX6489461,2.6373681952,-0.721131519,1.1574408066,0.7291919042,0.3069653719,0.6167569178
SRX6489462,3.5189647069000003,-1.1946762861,1.0192335089,0.9344706794000001,0.8933818621,0.8316677062000001
SRX6489463,2.6501149958,-1.1387573988,0.8009745361,0.9312164244000001,0.0821911966,0.1999734554
SRX6489464,3.4374624421,-1.0754994254,0.9306347779,0.7530177831,0.2544607079,0.2197027038
SRX6489465,3.1798747163,-1.1412931212,0.9559909479,0.8246008812000001,0.5337478762,0.25218964180000003
SRX6489466,1.286697531,-1.3610413978,0.27203125,0.7217329095,0.392014586,0.5340236142
SRX6489467,2.4213239919,-1.2445931649,0.6989991289,0.6543532768,0.7716121418,1.0834013949
SRX6489468,2.5762286548,-1.0844773372,1.0425824158,0.8137446198,0.574429488,1.0978565866
SRX6489469,1.8938000838,-1.2057146664,0.3540170483,0.7740127393,0.6561657774,0.9741019127
SRX6489470,2.5182006777,-1.1663520224,0.6657261434,0.4608277951,0.10918116800000001,0.6802497518
SRX6489471,3.4557166145,-1.3199865412,0.6078756742,0.7469678868,0.5678315908,0.9403858490000001
SRX6452027,-8.3236417459,1.3487612159,-4.6635642422,1.8615568492999999,-1.2296048182,-0.20978116330000002
SRX6452029,1.220786504,-0.1205748881,-0.12998776880000001,-0.10712518830000001,-0.0819279125,-0.0744435516
SRX6452030,-8.0749537493,1.3799665865000001,-3.5570142477,1.6392132286,-1.3519210233,0.4468453882
SRX6452031,-2.1217798072,0.3409236023,-0.6443981454000001,0.2721089276,-0.12980234100000002,-0.1340233916
SRX6452044,-1.4890283479,0.21495707700000002,-0.9977507590000001,0.0705747897,-0.2494201341,-0.0619563058
SRX6452045,-2.6514783554,0.5988323535,-0.5104465322,0.1466161913,-0.0536076146,0.0976427973
SRX6452046,-2.1709582275,0.17335244460000002,-0.6036907708,0.0176224465,-0.3022908939,-0.21477502510000002
SRX6452047,-5.6995282333,1.1378923818,-2.1762086349,1.9233492607,-1.2008574747,0.3342765871
SRX6452048,-1.220786504,0.1205748881,0.12998776880000001,0.10712518830000001,0.0819279125,0.0744435516
SRX6452059,-5.8565891452,1.0703387567,-2.4269280222000003,2.0820633202,-1.2161106948,0.0047005741
SRX1828491,0.8692006807,0.9847594599,-1.3514499675,0.026463041700000002,-0.7821384977,-0.7086893064
SRX1828492,0.20488123090000002,1.0641314952,-1.4962345218,0.033372871000000005,-0.932373954,-0.6762833235
SRX1828493,0.6856939421,0.4470775843,-1.6097597656,-0.0337902004,-1.221042918,-0.5961064718
SRX1828494,0.2866237713,0.9888960972,-3.5873117808,0.2024669902,-2.7069705654,-0.9389203311000001
SRX1828495,-1.5418087974999999,-0.3516493636,0.6791230543,0.2158799466,0.287056627,0.3523185716
SRX1828496,-1.1514741966,-0.0888831399,0.4641500307,0.1992968078,-0.0173445622,0.2347033211
SRX1828497,0.3507394391,0.6470682595,0.2528009282,0.0323728839,0.0094257983,-0.0167791524
SRX1828498,-0.3932434697,0.5005750261,0.3289023686,0.013162587000000002,-0.1510938893,0.1179135661
SRX1828499,0.1094352985,0.44943581320000003,-0.7415588865,0.0041014501,-0.3868069602,-0.13920940210000002
SRX1828500,-0.2997890011,0.6363389736,-1.2965032571,0.0913324435,-0.5636522443,-0.3839734456
SRX1828501,-0.4724490934,0.5226066503,0.051437995800000004,0.27367191890000003,0.5248593509,-0.0986806617
SRX1828502,-0.8709829623,0.2223851306,0.5382818952,0.315410998,0.6282254388,0.1994489292
SRX1828503,-3.7431952521,0.0892295235,-0.381136521,0.1785410381,0.7159548429,-0.4435333853
SRX1828504,-3.9240278046,0.2306965681,-0.27900230730000003,0.2752560249,0.6182181113,-0.4244188257
SRX1828505,0.6270779844000001,0.2943102145,-0.0354794415,0.0743848023,0.22890917130000002,-0.1329093335
SRX1828506,0.39505087920000004,0.5272311071,-0.5148452649,0.1002215707,0.109888472,-0.4127689734
SRX1828507,0.061051542300000004,-0.11984394920000001,0.21838909780000001,-0.0053174854,0.1527335719,0.0866657269
SRX1828508,-0.061051542300000004,0.11984394920000001,-0.21838909780000001,0.0053174854,-0.1527335719,-0.0866657269
SRX3796953,0.2522090617,-0.0676967451,0.0381163923,-0.0784752661,0.024414631500000002,-0.011919778300000001
SRX3796954,-0.2522090617,0.0676967451,-0.0381163923,0.0784752661,-0.024414631500000002,0.011919778300000001
SRX3796955,-4.6710955137,0.1233067759,-0.2377635457,1.187734939,-2.114763965,-0.20470735180000002
SRX3796956,-4.8250256014,0.20364527300000002,0.017877099100000002,1.1156438843,-1.3723149443,0.1806692184
SRX3796957,-10.0276718718,1.6182345706999999,-2.5736084088,0.8074376243,-3.7252923539,0.1726251009
SRX3796958,-7.8749707668,1.594982006,-2.2105156668,0.5877822155,-2.4454115756,0.0196643383
SRX3796959,-1.609855596,0.0672035128,0.4838367602,0.4281927179,0.0167388883,0.2249489489
