,PSPTO_1025
SRX1828913,-0.042462456
SRX1828914,-0.6750942806
SRX1828915,-0.2197397375
SRX1828916,-1.1129760808
SRX1828917,0.2622021935
SRX1828918,-0.2783330168
SRX3983989,-0.6948628524
SRX3983990,-0.2121673318
SRX3983993,-0.5223700052
SRX3983994,-0.5211806426
SRX3983995,-0.1651002378
SRX3983996,-1.0620814841
SRX3983997,-0.7762763633
SRX3983998,-0.1307590135
SRX3983999,-0.2865681113
SRX3984000,-0.8183084532
SRX3984001,-0.7438008961
SRX3984002,-0.8246367506000001
SRX3984003,-0.1289695176
SRX3984004,0.2112027779
SRX3984005,-1.0793011229
SRX3984006,0.1651398091
SRX3984007,-0.3241775182
SRX3984008,-0.7084662669
SRX3984009,-0.0465741422
SRX3984010,-0.5735902646000001
SRX3984011,-0.2088264978
SRX3984012,0.037158582100000004
SRX3984013,-0.5430665701
SRX3984014,-0.11241976940000001
SRX3984015,0.2047652993
SRX3984016,-0.151367673
SRX3984017,-0.7001813642
SRX3984019,0.0247265163
SRX3984020,-0.5836710075
SRX3984021,-1.032517786
SRX3984022,-0.5569961647
SRX3984023,0.0744028806
SRX3984024,-0.1480883757
SRX3984025,-0.3638772806
SRX3984026,-0.3325468528
SRX3984027,-0.6453610827
SRX3984028,-0.4060322752
SRX3984029,-0.4604364099
SRX3984031,-0.8496884251
SRX3984032,-0.4542678975
SRX3984034,-0.11351887540000001
SRX3984035,-0.0459330443
SRX3984036,-1.1179746464
SRX3984037,-0.7335909738
SRX3984038,-1.3042805959
SRX3984039,-0.9271191453000001
SRX3984040,-0.5331499729
SRX3984041,-1.0314985812
SRX3984042,-1.0254812843
SRX3984043,-0.19875484370000002
SRX3984045,0.1230361425
SRX3984046,-0.12274525700000001
SRX3984047,-0.4180048863
SRX3984048,-0.1479249859
SRX3984049,-0.35600617760000003
SRX3984050,-0.0672677996
SRX3984051,-0.6168439412
SRX3984052,-0.029132611000000003
SRX3984056,-0.4302314484
SRX3984057,-0.6290189829
SRX3984058,-0.465202202
SRX3984059,0.1279008975
SRX3984061,0.0225708241
SRX3984062,0.0619705059
SRX3984063,-0.1332318865
SRX3984064,-0.0488696133
SRX3984065,-0.2594528822
SRX3984066,0.2771680576
SRX3984067,0.0302310753
SRX3984068,-0.3551810569
SRX3984069,-0.26800104620000004
SRX3984070,-0.5712864034
SRX3984071,-0.6345776398
SRX3984073,-0.244218801
SRX3984074,-0.4206827027
SRX3984077,-0.1632682051
SRX3984078,-0.1420289274
SRX3984079,-1.2254463793
SRX3984080,0.1618612518
SRX3984082,-0.08369798690000001
SRX3984084,-0.8172340878000001
SRX6997963,-0.08527614400000001
SRX6997964,0.060960594800000004
SRX6997965,0.3028509528
SRX6997967,0.46195370830000004
SRX6997968,-0.1862318231
SRX6997969,-0.2189761831
SRX6997971,-0.3766775643
SRX6997972,0.21780867880000002
SRX6997973,-0.0982763714
SRX3159100,0.0795032516
SRX3159101,-0.40935467670000003
SRX3159102,0.1768217483
SRX3159103,0.1530296767
SRX3159000,0.2582957891
SRX3159001,0.1363185023
SRX3159002,0.255406363
SRX3159003,0.4683457442
SRX3159004,0.5551446639000001
SRX3159005,-0.0273733559
SRX3159006,0.052263072800000004
SRX3159007,0.5621619614
SRX3159008,0.3826676272
SRX3159009,0.43804050200000005
SRX3159010,-0.36633718330000004
SRX3159012,0.4288705278
SRX3159013,0.1414590729
SRX3159014,-0.0330901113
SRX3159015,0.0344171099
SRX3159016,-0.290117942
SRX3159017,0.0548087805
SRX3159018,0.09769748360000001
SRX3159019,-0.27968656610000003
SRX3159020,0.6276126032
SRX3159021,0.10612828040000001
SRX3159022,-0.0617210631
SRX3159023,0.2578956243
SRX3159024,0.0570121585
SRX3159025,-0.1616030002
SRX3159026,-0.7499412486
SRX3159027,0.27813797900000004
SRX3159028,0.0034885922
SRX3159029,0.580271581
SRX3159030,-0.1242544691
SRX3159034,0.6042177412
SRX3159036,-0.36852353
SRX3159037,0.034400765300000004
SRX3159041,-0.0643559371
SRX3159042,0.3083272002
SRX3159043,0.3370785461
SRX3159045,0.0538072229
SRX3159047,-0.2028493564
SRX3159048,0.087735636
SRX3159049,-0.3512711912
SRX3159050,-0.1046999489
