,A,LexA
ecoli_00624,0.2657416178,0.40899706
ecoli_00625,0.1635031313,0.341586738
ecoli_00626,0.2601999044,0.710170739
ecoli_00627,-0.3816078056,0.63359921
ecoli_00628,1.29540545,0.626705438
ecoli_00629,1.7618010407,0.777136704
ecoli_00630,-0.4991781819,0.49215423500000005
ecoli_00631,-0.7080318918,0.5592718210000001
ecoli_00632,-0.6321984256000001,0.377750276
ecoli_00633,-0.4367007398,0.46120197100000004
ecoli_00634,-0.4845807266,0.379398469
ecoli_00635,-0.45111199999999996,0.39034568900000005
ecoli_00636,-0.4028571086,0.42506098400000003
ecoli_00637,-0.3726396768,0.45105149
ecoli_00638,-0.7011666195,0.46735422400000004
ecoli_00639,-0.9796161946,0.514278338
ecoli_00640,0.2129921705,0.41994798
ecoli_00641,0.8434234843,0.33297187
ecoli_00642,-0.7880268797000001,0.32207134400000004
ecoli_00643,-0.7479697105,0.329724038
ecoli_00644,-0.6905750454,0.395097915
ecoli_00645,-0.6509231509,0.304801478
ecoli_00646,-0.3825397836,0.572972743
ecoli_00647,-0.564629917,0.698191289
ecoli_00648,-0.36751394600000004,0.36757423
ecoli_00649,-0.37373107450000004,0.48234079900000004
ecoli_00650,-0.530808332,0.390159754
ecoli_00651,-0.1849212889,0.483686812
ecoli_00652,1.344720246,0.43066835600000003
ecoli_00653,0.7223503658,0.410241974
ecoli_00654,-0.36895413460000004,0.508184626
ecoli_00655,0.1041192969,0.516148717
ecoli_00656,-0.8101227581,0.293877375
ecoli_00657,-0.6866160329000001,0.407459917
ecoli_00658,-0.3749197535,0.401266304
ecoli_00659,-0.2782473898,0.523330254
ecoli_00660,0.0947625738,0.4730163
ecoli_00661,0.5998022666,0.29442269800000004
ecoli_00662,-0.4446724829,0.500276063
ecoli_00663,-0.5159725108000001,0.5602870480000001
ecoli_00664,0.9940272040000001,0.505346861
ecoli_00665,1.1282924906,0.463468205
ecoli_00666,-0.9217592870000001,0.49701281900000005
ecoli_00667,0.0875328898,0.578932489
ecoli_00668,1.7421766884,0.61168851
ecoli_00669,1.0960653877,0.809926019
ecoli_00670,-0.3135559817,0.46543307300000003
ecoli_00671,-0.2209440517,0.489779927
ecoli_00672,0.211965907,0.686618763
ecoli_00673,0.9940699484000001,0.5802293590000001
ecoli_00674,0.2062125541,0.680310089
ecoli_00675,0.31583086460000004,0.6993099620000001
ecoli_00676,-0.42593645090000004,0.378386225
ecoli_00677,-0.45444148370000004,0.32136485200000003
ecoli_00678,0.8493350737,0.873602167
ecoli_00679,1.0507318351,0.9685426420000001
ecoli_00680,0.8338166640000001,0.709767472
ecoli_00681,1.0924952803,0.7092538540000001
ecoli_00682,-0.6745890937,0.436491958
ecoli_00683,-0.4952346084,0.34740267700000005
ecoli_00684,-0.6218018996,0.43494485600000005
ecoli_00685,-0.0266647734,0.485489129
ecoli_00686,0.4216615433,0.520461163
ecoli_00687,0.9418066852,0.476634153
ecoli_00688,1.5382271989,0.6857347840000001
ecoli_00689,1.7040938669,0.690251701
ecoli_00690,0.4815353706,0.283796462
ecoli_00691,0.645267865,0.318846145
ecoli_00692,0.6941337860000001,0.5326130170000001
ecoli_00693,1.3090217491,0.401186256
ecoli_00694,1.6097489556,0.287039981
ecoli_00695,1.7458017605,0.304346391
ecoli_00696,0.4434429976,0.5099367770000001
ecoli_00697,0.271785571,0.46994618200000005
ecoli_00698,1.0179677426,0.578818281
ecoli_00699,1.1471899249,0.418242424
ecoli_00700,-0.0937326182,0.596904808
ecoli_00701,-0.3553913126,0.591246858
ecoli_00702,0.666713674,0.8518085999999999
ecoli_00703,1.2595805774,1.04334279
ecoli_00704,-0.3790474446,0.549102603
ecoli_00705,-0.442074762,0.48205884
ecoli_00706,-0.5538871114,0.322218559
ecoli_00707,-0.3026422612,0.333066216
ecoli_00708,-0.6389479602,0.391339861
ecoli_00709,-0.7630401153,0.366597602
ecoli_00710,-0.6124991258,0.529356905
ecoli_00711,0.20425083430000002,0.5714274020000001
ecoli_00712,-0.3354903374,0.36990145700000004
ecoli_00713,-0.3403720771,0.454903522
ecoli_00714,1.0162617292,0.13774909500000002
ecoli_00715,0.8359277116,0.07698666300000001
ecoli_00716,0.16975743910000002,0.47539561900000005
ecoli_00717,0.1376322659,0.373151259
ecoli_00718,0.0311545438,0.24007982500000002
ecoli_00719,-0.1949485116,0.232525957
ecoli_00720,0.2884585304,0.279064659
ecoli_00721,0.027113619800000002,0.28091718400000004
ecoli_00722,0.10164755090000001,0.22000676300000002
ecoli_00723,0.3191579745,0.057864938000000005
ecoli_00724,-1.1152693139,0.175067305
ecoli_00725,-1.1928963033,0.33114380600000004
ecoli_00727,-1.247889906,0.31714058100000003
ecoli_00728,-0.015111833500000001,0.264659244
ecoli_00729,-0.3414446597,0.363554837
ecoli_00730,-0.0708079071,0.339386797
ecoli_00731,-0.033770197700000004,0.23366666400000002
ecoli_00732,0.2923773395,0.28118650900000003
ecoli_00733,-1.0040494746,0.30640682
ecoli_00734,-0.7699032472,0.341588471
ecoli_00735,-0.19771094860000002,0.354510786
ecoli_00736,-0.23857672,0.389117105
ecoli_00737,0.0788016798,0.47159129600000005
ecoli_00738,0.22068283460000002,0.507952747
ecoli_00739,-0.0383690773,0.254352073
ecoli_00740,-0.4660026642,0.232492788
ecoli_00741,0.2675896051,0.7237617270000001
ecoli_00742,0.2101370703,0.8981485720000001
ecoli_00743,-0.5959776938,0.46255890800000005
ecoli_00744,-0.26626317580000003,0.524514531
ecoli_00745,0.0926992745,0.500102127
ecoli_00746,-0.3741336354,0.46301137000000003
ecoli_00747,-0.0877492956,0.33269639
ecoli_00748,-0.3989621519,0.334421263
ecoli_00749,2.7681499653,1.045634925
ecoli_00750,3.0877994224,0.844706858
ecoli_00751,2.5801349123,0.5436512960000001
ecoli_00752,3.1652707225,0.6375275610000001
ecoli_00753,0.9391553815,0.19748378600000002
ecoli_00754,0.9795671968,0.14651713600000002
ecoli_00755,11.077706409,1.5967926650000002
ecoli_00756,9.8076461507,1.540845908
ecoli_00757,1.1481022466,0.240477244
ecoli_00758,0.4228142996,0.288209331
ecoli_00759,0.20409778250000002,0.24666932
ecoli_00760,0.9067316400000001,0.19954337100000002
ecoli_00761,-0.5785596997,0.111206916
ecoli_00762,-0.2610953905,0.115650419
ecoli_00763,0.36213921260000004,0.12952955800000002
ecoli_00764,-0.1178175278,0.141650902
ecoli_00765,-0.4828920494,0.063236951
ecoli_00766,-0.2608504895,0.10264374
ecoli_00767,1.1306763078,0.19702428200000002
ecoli_00768,-1.1610057433,0.19569002300000002
ecoli_00769,2.4647433478,0.7409753560000001
ecoli_00770,2.4828230894,0.7964653220000001
ecoli_00771,2.2110615497,0.616544654
ecoli_00772,2.1305291806,0.750592985
ecoli_00773,2.3195661916,0.9402163290000001
ecoli_00774,1.5890287914,1.158571133
ecoli_00775,1.5141007023,0.74214796
ecoli_00776,1.2991361349,0.676477377
ecoli_00777,0.30407751,0.590908694
ecoli_00778,0.5894994996,0.48929904100000005
ecoli_00779,1.5642532979000001,0.898034101
ecoli_00780,1.2861554056,0.9006231910000001
ecoli_00781,0.3119694886,0.44252288300000003
ecoli_00782,0.0172651188,0.38645792300000004
ecoli_00783,0.3980107717,0.258387207
ecoli_00784,0.9746234392,0.509464594
ecoli_00785,-0.7140267100000001,0.6026496720000001
ecoli_00786,-0.6275894870000001,0.45021719200000004
ecoli_00787,0.2959583431,0.5841259280000001
ecoli_00788,0.5577199462,0.44614150100000005
ecoli_00789,-0.0694791027,0.31962439200000003
ecoli_00790,-0.26796587250000004,0.404950558
ecoli_00791,0.0161926987,0.040234026
ecoli_00792,0.0974432756,0.40436751400000004
ecoli_00793,-0.28756927120000003,0.350136887
ecoli_00794,-0.5980070137,0.39714369600000005
ecoli_00795,-0.8177224639,0.39201112600000004
ecoli_00796,-0.12579035560000001,0.52655485
ecoli_00797,2.9924435996,0.689769827
ecoli_00798,0.19669284850000002,0.343985557
ecoli_00799,3.8306603518,0.378348846
ecoli_00800,2.8188233177,0.7918722650000001
ecoli_00818,-0.3524800981,0.259697389
ecoli_00819,-0.37355418770000004,0.11412190100000001
ecoli_00820,-0.5120502504000001,0.43161946300000004
ecoli_00821,-0.6492161282000001,0.496049395
ecoli_00822,-0.6844362163000001,0.08388725500000001
ecoli_00823,-0.2653690761,0.07065510400000001
ecoli_00824,-0.7936899457000001,0.026410466
ecoli_00825,-0.4882166523,0.06504684100000001
ecoli_00826,-0.43878273170000004,0.30589074600000005
ecoli_00827,-0.38149798760000003,0.14916236800000002
ecoli_00828,-0.33331014140000004,0.17890293300000001
ecoli_00829,-0.2734824423,0.16294787800000002
ecoli_00830,-0.0801682603,0.30857717700000004
ecoli_00831,-0.1660984076,0.313495275
ecoli_00832,-1.3696134587,0.800144826
ecoli_00833,-2.3048715559,0.813915346
ecoli_00834,-0.5437592007000001,0.340782735
ecoli_00835,-0.5408453558,0.281966481
ecoli_00836,-0.8167331515,0.191824562
ecoli_00837,-0.48188019120000003,0.20516332
ecoli_00838,-0.6198987544,0.091243819
ecoli_00839,0.0894353601,0.135553064
ecoli_00840,-0.5479332852000001,0.19627174500000003
ecoli_00841,-0.4417787875,0.143423932
ecoli_00842,-0.25053560950000003,0.317331804
ecoli_00843,-0.3809899067,0.248670297
ecoli_00844,-1.1550971236,-0.099379276
ecoli_00845,-0.6073009491,0.243288043
