,BSU16000
M9exp_1,14.7274
M9exp_2,14.4258
M9exp_3,14.1936
M9tran_1,13.8235
M9tran_2,14.1046
M9tran_3,14.0236
M9stat_1,10.7751
M9stat_2,10.675
M9stat_3,10.5111
MG-0.1_1,14.5527
MG-0.1_2,13.7955
MG-0.1_3,14.9354
MG-0.2_2,14.3036
MG-0.2_3,14.8383
MG+5_1,14.3142
MG+5_2,14.3915
MG+5_3,14.5784
MG+10_1,14.7154
MG+10_2,14.7633
MG+10_3,13.956
MG+15_1,13.7866
MG+15_2,14.4924
MG+15_3,14.8376
MG+25_1,14.6776
MG+25_2,14.1064
MG+25_3,14.9195
MG+45_1,14.4699
MG+45_2,13.8834
MG+45_3,14.9905
MG+60_2,14.5899
MG+60_3,14.7422
MG+90_2,14.2899
MG+90_3,14.4727
MG+120_1,13.8904
MG+120_2,13.8589
MG+120_3,13.6952
MG+150_1,13.7268
MG+150_3,14.1151
GM-0.1_1,14.1634
GM-0.1_2,14.3624
GM-0.1_3,13.7449
GM-0.2_1,14.1051
GM-0.2_2,13.8424
GM-0.2_3,14.0724
GM+5_1,14.1048
GM+5_2,14.2121
GM+5_3,14.5495
GM+10_2,14.2611
GM+10_3,13.5067
GM+15_1,14.3674
GM+15_2,14.2605
GM+15_3,14.2095
GM+25_1,14.9268
GM+25_2,14.4983
GM+25_3,14.3834
GM+45_1,14.8644
GM+45_2,14.1684
GM+45_3,14.273
GM+60_1,14.6862
GM+60_2,13.9549
GM+60_3,14.1178
GM+90_1,14.7
GM+90_2,15.0019
GM+90_3,13.6415
GM+120_1,14.0186
GM+120_3,14.7114
GM+150_1,14.3291
GM+150_2,13.3686
GM+150_3,14.0634
BT_1,13.6999
BT_2,13.0023
B36_1,13.919
B36_2,13.2894
B60_1,13.3019
B60_2,13.0233
S0_1,14.7004
S0_2,14.7078
S0_3,15.2536
S1_1,13.1021
S1_2,13.2532
S1_3,13.1522
S2_1,12.6102
S2_2,12.1845
S2_3,12.6446
S3_1,13.2838
S3_2,12.9199
S4_1,13.243
S4_2,13.0846
S4_3,12.5678
S5_1,12.1187
S5_2,12.6722
S5_3,12.6834
S6_1,12.5876
S6_2,9.2299
S6_3,12.8455
S6/t_1,12.1568
S6/t_2,9.3574
S6_4,12.6177
S6_5,12.9642
S6_6,13.0684
S7_4,12.5611
S7_5,12.2799
S7_6,12.4079
S8_4,11.9749
S8_5,10.4495
G135_1,15.4854
G135_3,14.1455
G150_1,14.6946
G150_2,15.6389
G150_3,15.2064
G180_1,15.7343
G180_2,15.9835
G180_3,15.2494
T-5.40H_1,13.9447
T-4.40H_1,14.1043
T-3.40H_1,13.809
T-2.40H_1,13.9097
T-1.40H_1,13.4198
T-1.10H_1,13.5094
T-0.40H_1,13.264
T0.0H_1,13.1672
T0.30H_1,10.8021
T1.0H_1,11.417
T1.30H_1,11.3835
T2.0H_1,11.4622
T2.30H_1,11.6838
T3.0H_1,11.2613
T3.30H_1,12.0046
T4.0H_1,11.9003
T5.0H_1,10.8308
LBexp_1,15.0595
LBexp_2,15.1165
LBexp_3,14.8991
LBtran_1,13.1357
LBtran_2,13.68
LBtran_3,13.6533
LBstat_1,12.1874
LBstat_2,12.0068
LBstat_3,11.6319
LBGexp_1,15.5422
LBGexp_2,15.1798
LBGexp_3,15.6488
LBGtran_2,13.8481
LBGtran_3,14.364
LBGstat_1,13.1732
LBGstat_2,12.1368
LBGstat_3,13.1802
Mt0_1,15.4528
Mt0_3,15.1986
M0t45_1,14.5528
M0t45_2,15.3274
M0t45_3,14.7129
M0t90_1,12.4779
M0t90_2,12.8178
M0t90_3,12.5036
M40t45_1,13.9445
M40t45_2,13.6535
M40t45_3,14.3221
M40t90_1,12.2606
M40t90_2,12.8297
M40t90_3,12.7408
dia0_1,15.0202
dia0_2,15.1195
dia0_3,15.4141
dia5_1,14.7244
dia5_2,14.2322
dia5_3,14.3636
dia15_1,13.4581
dia15_2,14.8784
dia15_3,14.1205
C30_1,15.3737
C30_2,15.6841
C90_1,13.362
C90_2,13.2559
SMM_1,14.2916
SMM_2,14.2956
SMM_3,14.2547
Salt_1,13.5087
Salt_2,13.5487
Salt_3,13.7481
M+G_1,13.8315
M+G_2,14.167
M+G_3,14.139
Glu_1,14.3444
Glu_2,14.3948
Glu_3,14.6522
Fru_1,14.78
Fru_2,14.8535
Fru_3,13.8526
Mal_1,13.6568
Mal_2,14.334
Mal_3,13.8676
G+S_2,13.7778
G+S_3,13.9595
Pyr_1,12.7432
Pyr_2,13.7626
Pyr_3,13.5163
Gly_1,13.1357
Gly_2,14.4298
Gly_3,12.8705
Glucon_1,13.2178
Glucon_2,13.653
Glucon_3,12.9731
BI_1,13.863
BI_2,14.2895
BC_2,13.2389
BC/t_1,13.0937
BC/t_2,12.931
BC_1,13.0015
Sw_1,13.2808
Sw_2,13.3997
BMM_1,14.7349
BMM_2,14.4869
BMM_3,14.7574
Heat_1,14.8905
Heat_2,14.447
Heat_3,14.4801
Cold_1,15.866
Cold_2,15.9285
Cold_3,15.5381
Etha_1,13.1178
Etha_2,13.2049
Etha_3,13.4855
SMMPr_1,13.7523
SMMPr_2,13.7621
SMMPr_3,14.2688
HiTm_1,13.6309
HiTm_2,13.7313
HiTm_3,13.7375
LoTm_1,14.165
LoTm_2,13.7439
LoTm_3,13.6621
HiOs_1,13.2073
HiOs_2,13.4549
HiOs_3,13.435
Oxctl_1,15.1342
Oxctl_2,15.2717
Oxctl_3,15.6341
Diami_1,14.2819
Diami_2,14.4849
Diami_3,14.5679
Paraq_1,15.349
Paraq_2,15.4566
Paraq_3,14.2247
H2O2_1,14.3893
H2O2_2,14.545
H2O2_3,14.6681
HPh_1,15.503
HPh_2,15.5693
HPh_3,15.8112
LPh_1,15.3771
LPh_2,15.9047
LPh_3,15.4186
LPhT_1,14.8152
LPhT_2,14.2084
LPhT_3,14.4902
aero_1,15.2168
aero_2,14.4047
aero_3,15.0627
nit_1,13.8722
nit_2,14.0577
nit_3,13.4437
ferm_1,13.4836
ferm_2,13.8208
ferm_3,14.1024
