,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,Chrom__sac_log,0.32680709954513887,0.19200524620367138,2.0,0.0,0.4625753111591475,1.0,0.19103888793113025,,
1,Chrom__sac_sta,-0.5500569939313853,0.4145643187444307,2.0,2.0,-0.8431982349535536,3.0,-0.256915752909217,,
2,Chrom__sac_MW001,4.440892098500626e-16,0.09762543263876275,2.0,4.0,0.06903160543514009,5.0,-0.0690316054351392,,
3,Chrom__sac_fadR,-0.08720296240836813,0.008678006722711566,2.0,6.0,-0.08106668500755633,7.0,-0.09333923980917992,,
4,FadR__wt_p,0.0,0.5063498845320153,2.0,8.0,-0.35804343700561336,9.0,0.35804343700561336,,
5,FadR__ko_p,0.46464782548516403,0.42715196873085615,2.0,10.0,0.16260577179839153,11.0,0.7666898791719365,,
6,GDGT__75_2.4_log,-2.9605947323337506e-16,0.3559600735854207,3.0,12.0,0.4039725647960255,27.0,-0.2676536194540313,50.0,-0.13631894534199507
7,GDGT__80_3.5_stat,-0.9950915499277921,0.32518176153221184,3.0,13.0,-1.1292177125112641,20.0,-1.2317566487843037,42.0,-0.6243002884878086
8,GDGT__80_2.4_log,-0.5931950008594425,0.39084386570824337,3.0,14.0,-0.1836622898252029,37.0,-0.6337324115876708,41.0,-0.9621903011654541
9,GDGT__75_3.5_stat,-1.0672273149096831,0.20416586992623126,3.0,15.0,-0.9532372186807,24.0,-1.3029355296180638,28.0,-0.9455091964302856
10,GDGT__80_1.6_stat,-1.465819038211152,0.3057912974873618,3.0,16.0,-1.7975477592375304,17.0,-1.1951913284117903,33.0,-1.4047180269841348
11,GDGT__75_2.4_stat,-0.2719156368855942,0.12750445081215167,3.0,18.0,-0.17312995648206542,26.0,-0.4158517316712649,31.0,-0.22676522250345246
12,GDGT__80_2.4_stat,-0.9219106662468551,0.26667539185796624,3.0,19.0,-1.103338694294682,29.0,-1.0466697772330171,30.0,-0.6157235272128663
13,GDGT__80_1.6_log,-0.1875592878135333,0.3841903185662751,2.0,21.0,-0.4592228673379664,39.0,0.08410429171089984,,
14,GDGT__65_3.5_stat,-0.2806306185770811,0.7640233966713886,3.0,22.0,-1.1620280295876728,23.0,0.12711807085605553,34.0,0.19301810300037392
15,GDGT__75_1.6_stat,-0.9049793657339317,0.26372928885628233,3.0,25.0,-1.183765775989217,32.0,-0.8717075104533825,38.0,-0.6594648107591956
16,GDGT__75_1.6_log,-0.32745205847354253,0.049024737244522096,2.0,35.0,-0.29278633432205226,36.0,-0.3621177826250328,,
17,GDGT__65_2.4_stat,-1.0337621888019208,0.24057969167724724,3.0,40.0,-0.7568864538746478,46.0,-1.1526179571982669,49.0,-1.1917821553328478
18,GDGT__65_2.4_log,-0.6224439197524951,0.39174851639581726,3.0,43.0,-1.003517650454742,44.0,-0.22082884869356434,47.0,-0.6429852601091789
19,GDGT__80_3.5_log,-0.4750174460272711,0.1896425626287623,3.0,45.0,-0.27016759408885793,51.0,-0.6444625568739584,52.0,-0.5104221871189969
20,GDGT__65_1.6_log,-0.3375899343016086,0.14289506416335113,3.0,48.0,-0.17395708562687595,53.0,-0.4010428761753389,54.0,-0.43776984110261097
21,NutLim__t0,4.436555289810684e-16,0.006903226495423301,2.0,55.0,0.004881318266980904,56.0,-0.004881318266980017,,
22,NutLim__t05,-0.23186371255871752,0.1655429378370277,3.0,57.0,-0.04955008921825232,58.0,-0.3727776475990492,59.0,-0.27326340085885104
23,NutLim__t1,-0.708336495054037,0.3992693175930349,3.0,60.0,-0.9953194985477394,61.0,-0.25236050609140737,62.0,-0.8773294805229641
24,NutLim__t15,-1.1272743835976733,0.2522682548087405,3.0,63.0,-1.3418143545135015,64.0,-0.8493623076584704,65.0,-1.1906464886210475
25,NutLim__t2,-0.8322669535345385,0.20347762310988401,3.0,66.0,-1.0665829310236417,67.0,-0.7001036281912105,68.0,-0.7301143013887632
26,NutLim__t4,-1.176122177740404,0.16807397781984007,2.0,69.0,-1.2949684271978104,70.0,-1.0572759282829978,,
27,UV_irr__wt0,2.868076146948321e-16,0.1672996589365036,3.0,71.0,-0.10904844107216682,72.0,-0.08357177507953129,73.0,0.19262021615169897
28,UV_irr__wt1,-1.2203546455529979,0.1987317122212151,3.0,74.0,-1.1028046815780606,75.0,-1.1084521600191382,76.0,-1.4498070950617947
29,UV_irr__wt2,-2.083491955973428,0.20915007474795766,3.0,77.0,-1.9607273406919017,78.0,-1.96476210218926,79.0,-2.324986425039122
30,UV_irr__mut0,-0.3075751336959855,0.1919527206304512,3.0,80.0,-0.395920536461376,81.0,-0.4394483476737374,82.0,-0.08735651695284298
31,UV_irr__mut1,-0.9256075684164916,0.301949977031278,3.0,83.0,-1.0653830479612036,84.0,-1.1323439420502588,85.0,-0.5790957152380125
32,UV_irr__mut2,-1.6794249873421585,0.1865060772834479,3.0,86.0,-1.8947508399296424,87.0,-1.57501778973249,88.0,-1.5685063323643431
33,YtrA__overexpr,-0.14996708481389356,0.06849082250802412,3.0,89.0,-0.2180753278640033,90.0,-0.08109998884975855,91.0,-0.15072593772791887
34,YtrA__wt,5.967448757360216e-16,0.11211530197408912,3.0,92.0,-0.11094152769585186,93.0,-0.002311794170250181,94.0,0.11325332186610383
