,0
name,ComK/LevR/NusA
TF,ComK/LevR/NusA
regulator,"<a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10420"" target=""_blank"">ComK</a> or <a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27080"" target=""_blank"">LevR</a> or <a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16600"" target=""_blank"">NusA</a>"
function,
category,Cellular Processes
has_venn,True
scatter,3
exp_var,0.011770406131327515
precision,0.1937984496124031
recall,0.352112676056338
