,-0.08979004178776662,-0.07696289296094282,-0.06413574413411902,-0.051308595307295216,-0.038481446480471415,-0.025654297653647615,-0.012827148826823814,-1.3877787807814457e-17,0.012827148826823787,0.025654297653647587,0.03848144648047139,0.0513085953072952,0.06413574413411899,0.07696289296094277,0.08979004178776659,0.1026171906145904,0.11544433944141419,0.12827148826823798,0.1410986370950618,0.1539257859218856
thresh,-0.0577221697207071,0.0577221697207071,2,,,,,,,,,,,,,,,,,
unreg,1,0,2,0,18,147,1108,2100,715,115,23,13,2,0,0,1,1,0,0,0
SigW,0,0,0,0,0,0,2,9,8,7,4,1,6,14,8,10,7,3,0,0
unreg_genes,['tetL'],[],['yqcE' 'yhdX'],[],[],[],[],[],[],[],[],[],['yocM' 'yfmN'],[],[],['yzzP'],['yjzH'],[],[],[]
SigW_genes,[],[],[],[],[],[],['ywbO' 'efeB'],['spxA' 'hslR' 'spcP' 'efeM' 'yabR' 'efeU' 'yabM' 'yabN' 'spcQ'],['divIC' 'yfhK' 'yjbC' 'yqjL' 'cypB' 'ybfQ' 'fabHA' 'bcrC'],['yaaO' 'yrhH' 'fabF' 'bscR' 'ywnJ' 'relQ' 'ydjO'],['yceH' 'ybfP' 'yceF' 'yceG'],['yceE'],['yceD' 'yxzE' 'yvlD' 'yvlC' 'skiZ' 'racX'],"['ephM' 'yteJ' 'yceC' 'yaaN' 'sppA' 'ysdB' 'pbpE' 'yvlB' 'skiY' 'spdL'
 'yozO' 'rsiW' 'yqfB' 'skiX']",['floA' 'sigW' 'skiW' 'xpaC' 'ydbT' 'ydjI' 'nfeDA' 'ydbS'],['ythQ' 'yoaG' 'ywrE' 'yvlA' 'yuaI' 'spo0M' 'floT' 'yoaF' 'yjoB' 'ydjP'],['ydjH' 'yobJ' 'ythP' 'ybfO' 'ydjG' 'nfeDB' 'yeaA'],['yxjI' 'pspA' 'fosB'],[],[]
