sample,new_3136712_3136937_c
LBexp_1,11.7881
LBexp_2,12.2273
LBexp_3,11.8384
LBtran_1,13.2318
LBtran_2,12.9325
LBtran_3,13.3467
LBstat_1,15.5082
LBstat_2,15.0495
LBstat_3,14.9609
LBGexp_1,11.0666
LBGexp_2,10.213
LBGexp_3,10.826
LBGtran_2,11.9501
LBGtran_3,12.2602
LBGstat_1,10.1529
LBGstat_2,10.0061
LBGstat_3,12.5281
S0_1,13.3407
S0_2,13.5268
S0_3,13.8231
S1_1,11.9213
S1_2,12.0382
S1_3,12.1528
S2_1,14.1983
S2_2,13.9853
S2_3,14.5
S3_1,12.4447
S3_2,11.8288
S4_1,11.8855
S4_2,12.7098
S4_3,12.17
S5_1,11.591
S5_2,11.6712
S5_3,12.1105
S6_1,11.0164
S6_2,8.1819
S6_3,11.8756
S6/t_1,10.5827
S6/t_2,8.0604
S6_4,10.6824
S6_5,10.9699
S6_6,10.8247
S7_4,11.3002
S7_5,10.8731
S7_6,11.4656
S8_4,11.1152
S8_5,10.1629
G135_1,10.809
G135_3,8.9746
G150_1,11.0712
G150_2,10.9238
G150_3,11.0333
G180_1,10.2399
G180_2,10.5578
G180_3,9.8609
C30_1,9.6373
C30_2,9.6692
C90_1,10.0322
C90_2,10.0781
BI_1,13.279000000000002
BI_2,13.5832
BC_2,11.3203
BC/t_1,10.402
BC/t_2,11.1182
BC_1,10.707
Sw_1,9.1267
Sw_2,10.4043
BT_1,13.2797
BT_2,12.7933
B36_1,11.0342
B36_2,10.9951
B60_1,11.6799
B60_2,12.0118
M9exp_1,10.9358
M9exp_2,10.6564
M9exp_3,10.4829
M9tran_1,12.2159
M9tran_2,12.9962
M9tran_3,11.6451
M9stat_1,10.5805
M9stat_2,10.4887
M9stat_3,10.2106
M+G_1,11.7909
M+G_2,10.6792
M+G_3,10.9635
Glu_1,11.1148
Glu_2,10.9185
Glu_3,10.992
Fru_1,11.9173
Fru_2,11.4618
Fru_3,11.1444
Mal_1,12.1718
Mal_2,11.8348
Mal_3,13.0581
G+S_2,11.7095
