,0
name,TdcAR/CadC
TF,TdcA/TdcR/CadC
regulator,"<a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120013255&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">TdcA</a> or <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120013259&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">TdcR</a> or <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120011250&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">CadC</a>"
function,
category,Amino Acid Metabolism
has_venn,True
scatter,2
exp_var,0.005109333730000001
precision,0.75
recall,1.0
