,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.02610757142938677,,1.0,0.0,0.02610757142938677
1,Cr__2,0.052281853714689824,,1.0,1.0,0.052281853714689824
2,Cr__3,0.07041399121646277,,1.0,2.0,0.07041399121646277
3,Cr__4,0.06769371978635154,,1.0,3.0,0.06769371978635154
4,Cr__5,0.04834480504313597,,1.0,4.0,0.04834480504313597
5,Cr__6,0.03929164002174669,,1.0,5.0,0.03929164002174669
6,Fe__1,-0.010503330156081212,,1.0,6.0,-0.010503330156081212
7,Fe__2,-0.03548557495541965,,1.0,7.0,-0.03548557495541965
8,Fe__3,-0.06158708298517004,,1.0,8.0,-0.06158708298517004
9,Fe__4,-0.09211781010410748,,1.0,9.0,-0.09211781010410748
10,Fe__5,-0.12147753498742825,,1.0,10.0,-0.12147753498742825
11,Fe__6,-0.14598987936802926,,1.0,11.0,-0.14598987936802926
12,Cd__1,0.008600769086981848,,1.0,12.0,0.008600769086981848
13,Cd__2,0.02018944658733756,,1.0,13.0,0.02018944658733756
14,Cd__3,0.03134245571140161,,1.0,14.0,0.03134245571140161
15,Cd__4,0.0375017060589275,,1.0,15.0,0.0375017060589275
16,Cd__5,0.019300236874145858,,1.0,16.0,0.019300236874145858
17,Cd__6,0.0007295978326939018,,1.0,17.0,0.0007295978326939018
18,Zn__1,0.003454128400725921,,1.0,18.0,0.003454128400725921
19,Zn__2,0.00484244995813133,,1.0,19.0,0.00484244995813133
20,Zn__3,0.01234012295117828,,1.0,20.0,0.01234012295117828
21,Zn__4,0.01932910166021624,,1.0,21.0,0.01932910166021624
22,Zn__5,0.028907902142369487,,1.0,22.0,0.028907902142369487
23,Zn__6,0.04376032829142959,,1.0,23.0,0.04376032829142959
24,Cu__1,-0.004480925778042741,,1.0,24.0,-0.004480925778042741
25,Cu__2,-0.0047195906081205895,,1.0,25.0,-0.0047195906081205895
26,Cu__3,-0.002396426818267588,,1.0,26.0,-0.002396426818267588
27,Cu__4,0.0010963091206652818,,1.0,27.0,0.0010963091206652818
28,Cu__5,0.011856784353285452,,1.0,28.0,0.011856784353285452
29,Cu__6,0.0220844314701136,,1.0,29.0,0.0220844314701136
30,Pb__1,-0.0029629909006632783,,1.0,30.0,-0.0029629909006632783
31,Pb__2,-0.0005766455301767099,,1.0,31.0,-0.0005766455301767099
32,Pb__3,0.007182212045992112,,1.0,32.0,0.007182212045992112
33,Pb__4,0.014955289404189196,,1.0,33.0,0.014955289404189196
34,Pb__5,0.02398960836970505,,1.0,34.0,0.02398960836970505
35,Pb__6,0.033317357443769534,,1.0,35.0,0.033317357443769534
