,-0.12923076923076923,-0.1076923076923077,-0.08615384615384616,-0.06461538461538463,-0.043076923076923096,-0.021538461538461562,-2.7755575615628914e-17,0.021538461538461506,0.04307692307692304,0.06461538461538457,0.08615384615384611,0.10769230769230764,0.12923076923076918,0.15076923076923068,0.17230769230769225,0.1938461538461538,0.2153846153846153,0.23692307692307682,0.2584615384615384,0.2799999999999999
thresh,-0.14,0.14,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,1,28,712,4114,652,45,6,0,0,0,2,0,0,2,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['PP_2264' 'PP_2263'],[],[],['PP_2262' 'PP_5505'],['PP_2260' 'PP_2261'],[],[]
