,A,TnrA
R2,,0.15630253881822842
xmin,,-4.860623949450313
xmid,,2.39995735386
xmax,,6.615708624831236
ystart,,1.9821169201885525
yend,,34.298041875403314
amb:ctrl:1,1.7353459800810234,0.17761313484536778
amb:ctrl:2,-0.8653075527889741,-0.1537146633572255
amb:ctrl:3,-0.8700384272920688,-0.02389847148814228
amb:amb:1,2.9194460059441716,0.07696324390766751
amb:amb:2,2.7778932159182914,0.16028444650542806
amb:amb:3,2.9507032969087468,-0.18219845578011507
ave1:ctrl_5m:1,-0.6147034752978667,0.06806984921410207
ave1:vdave1_5m:1,-1.0211763630259063,0.5909424136404553
ave1:ctrl_20m:1,0.6069398863524449,0.08823789573926
ave1:vdave1_20m:1,0.8148277715223173,-0.16700695712345626
ave1:supernatant_5m:1,0.3071504367730452,-0.3277013050210127
ave1:vnave1_20m:1,0.23630761165753075,0.3860396610251256
ave1:supernatant_20m:1,1.2485704368412038,0.2622325247272901
ave1:ctrl_5m:2,0.6147034752978665,-0.06806984921410164
ave1:vdave1_5m:2,0.6196649636257935,0.1277680459589403
ave1:ctrl_20m:2,0.8767518123675889,0.34308226679798004
ave1:vdave1_20m:2,0.5108201727456421,0.9354781335106744
ave1:supernatant_5m:2,0.5591059557605931,0.021760282854404792
ave1:vnave1_20m:2,0.8199266579101571,0.0693508262578919
ave1:supernatant_20m:2,1.1311005651240034,0.2886439385928474
biofilm_time:8h:1,-0.7453584217719718,-0.18572977749283925
biofilm_time:8h:2,0.2356392964445892,0.12014271851961578
biofilm_time:8h:3,0.2695201012867888,-0.019887751286700173
biofilm_time:8h:4,0.2401990240406109,0.08547481025992365
biofilm_time:12h:1,1.9998602640971264,0.15570366179034867
biofilm_time:12h:2,3.3272493185543914,-0.003646028939761514
biofilm_time:12h:3,3.225321782863492,-0.5318823848883163
biofilm_time:12h:4,3.8711873961974144,-0.5726349623312306
biofilm_time:16h:1,1.8869580704051063,-1.3173990724875644
biofilm_time:16h:2,2.0003841781279625,-1.828230587375586
biofilm_time:16h:3,1.2002925481386104,-1.6216977415285552
biofilm_time:16h:4,1.3515654895486957,-1.5892306678282615
biofilm_time:20h:1,-1.9168484323844663,-0.043765084042252766
biofilm_time:20h:2,-0.08102883389227103,-0.09018447825781806
biofilm_time:20h:3,-2.394811857593234,0.06978746339776265
biofilm_time:20h:4,-0.6066027481182461,0.01759873187442995
biofilm_time:24h:1,-1.6881793774964329,0.08881280780715439
biofilm_time:24h:2,0.4635136941978315,-0.09796276871156008
biofilm_time:24h:3,0.2884028829986415,0.031201245231629038
biofilm_time:24h:4,0.8227420528113051,1.1921622762857789
biofilm_time:28h:1,-3.097336566728391,0.8278321251586789
biofilm_time:28h:2,2.7867950988759698,2.5192034850790743
biofilm_time:28h:3,1.7506074761147097,2.2448052060286114
biofilm_time:28h:4,-1.4285527785935364,0.4889207362720116
biofilm_time:32h:1,3.318473815743856,0.15096695413834205
biofilm_time:32h:2,0.5327186258869675,1.464676246216773
biofilm_time:32h:3,-0.7292891820297422,0.6557927414099431
biofilm_time:32h:4,1.4382739376822635,1.2204495254454448
codY:wt:1,-0.08923178030686575,0.16045012770862765
codY:wt:2,0.0892317803069023,-0.16045012770862854
codY:ctrl:1,23.523030178937134,0.6516725297506705
codY:ctrl:2,23.224553132230024,0.23149638051277144
codY:codYR61K:1,21.69414064022732,0.2966342153409593
codY:codYR61K:2,20.988228634659716,-0.12279332396830255
codY:codYR61H:1,23.07473093807898,0.05250820585415639
codY:codYR61H:2,23.113423315722226,0.363903817419005
codY:codYF71Y:1,16.846699513743314,0.3490099565758982
codY:codYF71Y:2,17.267169480952898,0.07416730085803548
decay:wt:1,-0.5800705351560017,-0.22438461968613452
decay:wt:2,-0.3731685820332749,-0.1792418924464756
decay:wt:3,0.9532391171892676,0.4036265121326088
decay:delpnpA:1,-5.468488581983621,1.077751000873756
decay:delpnpA:2,-6.891141467681407,1.5255676059005396
decay:delpnpA:3,-6.48644837503055,1.1480504696271336
ecm_tasA:deltasA:1,-2.378289662103476,-1.4536163125168828
ecm_tasA:deltasA:2,-2.966400941399065,-0.6397640770786275
ecm_tasA:deltasA:3,-2.359946047657357,-1.2064165997115524
ecm_tasA:delcssRS:1,-3.4877747702402377,2.1880000262824577
ecm_tasA:delcssRS:2,-3.022515399343058,1.6218746814243836
ecm_tasA:delcssRS:3,-3.0427223132449086,2.187716760666939
ecm_tasA:wt:1,-0.008293971016897706,0.03313712944932412
ecm_tasA:wt:2,0.008293971016892205,-0.03313712944932501
heatshock:wt_37C:1,0.4700743442189483,0.15886784633174367
heatshock:wt_37C:2,-0.978950382619674,0.7174668794085695
heatshock:wt_37C:3,0.5088760384007759,-0.8763347257403136
heatshock:wt_48C:1,2.236111567318725,0.23641394766074564
heatshock:wt_48C:2,1.159673077734155,0.6966582523484566
heatshock:wt_48C:3,2.6112123688958238,-0.2371637929956938
heatshock:wt_53C:1,4.947543662551422,-0.4802475916235012
heatshock:wt_53C:2,4.953802270879383,-2.013852892140978
heatshock:wt_48_53C:1,0.4077746555560001,0.7421316766749118
heatshock:wt_48_53C:2,-1.4865346127111752,1.1530759803886128
heatshock:wt_48_53C:3,-2.116748489561262,0.6399161703739407
heatshock:delrelA_37C:1,28.007842504694928,0.3657846760075096
heatshock:delrelA_37C:2,25.327469459102936,0.9492657852815384
heatshock:delrelA_48C:1,19.445485324711825,0.9631607099166549
heatshock:delrelA_48C:2,16.63707730168638,0.21345003629763992
heatshock:delrelA_48C:3,16.61549197927252,-0.6186517386074972
heatshock:ppGpp_null_37C:1,-3.759610305111256,0.17135184585086227
heatshock:ppGpp_null_37C:2,-4.51788302481642,-0.5311137348716629
heatshock:ppGpp_null_37C:3,-3.907571091004563,0.27090562801657603
heatshock:ppGpp_null_48C:1,-2.1522000567848742,0.030987923028436008
heatshock:ppGpp_null_48C:2,-2.3145857915694616,0.0003855285224600991
heatshock:ppGpp_null_48C:3,-2.064551112029877,-0.259283627715976
ldar:yfiJKplus:1,27.20208840408896,6.615708624831236
ldar:yfiJKplus:2,28.95992209287293,5.496486572970703
ldar:yfiJ_A152E:1,29.578672557308163,5.822732075797747
ldar:yfiJ_A152E:2,28.30165842713882,5.092743766866824
ldar:wt:1,0.8050905306004722,-0.03501315823220885
ldar:wt:2,-1.2415127146193388,0.030623908748873774
ldar:wt:3,0.4364221840188269,0.00438924948333419
mk7:shake:1,-0.4524704656127093,-0.23658295210981614
mk7:shake:2,-0.2271761880727367,-0.5658024421676631
mk7:shake:3,0.16284649100886106,0.42596795203876336
mk7:shake:4,0.5168001626765969,0.376417442238715
mk7:static:1,17.607457734481066,-1.35368728819397
mk7:static:2,17.160256947465772,-1.239170030175292
mk7:static:3,17.53800137579307,-1.3751706171377382
mk7:static:4,17.48027046273263,-1.322658993226507
nusA:nusA_induced:1,1.5135297191351131,0.9282511527438064
nusA:nusA_induced:2,0.31525091622829204,0.25569147057890085
nusA:nusA_induced:3,0.4777152511013341,0.5954068324773081
nusA:nusA_induced:4,3.417395825008158,0.4734235130401059
nusA:nusA_induced:5,2.188768441662837,0.2647254947665534
nusA:nusA_induced:6,1.1291499989157452,0.4919662024180731
nusA:no_nusA:1,0.2191305868105835,0.44839939926839895
nusA:no_nusA:2,0.7591297176051627,-0.8254816775021889
nusA:no_nusA:3,-0.40547580262245214,0.0638200852546511
nusA:no_nusA:4,-0.531983678497443,0.27951299386311845
nusA:no_nusA:5,0.04437912743220515,-0.1284328766940348
nusA:no_nusA:6,-0.08517995072808074,0.16218207581005115
pamR:wt_exp:1,2.9554552792549313,-0.19388587639826585
pamR:wt_exp:2,-2.9554552792549504,0.1938858763982667
pamR:delydhC_exp:1,0.15532802296317064,0.7137941049248537
pamR:delydhC_exp:2,-1.388266373287741,0.9706640878641172
pamR:delydhC_exp:3,-2.9164885169385064,0.5185500850691351
pamR:wt_stat:1,22.87930014548965,1.2635156682815865
pamR:wt_stat:2,26.95653761123777,0.4737185074321673
pamR:wt_stat:3,25.47130504544793,0.3785592903262529
pamR:delydhC_stat:1,24.891764056125183,1.180841887244294
pamR:delydhC_stat:2,21.191180540487935,1.1264892770165391
rho_strains:ncib3610:1,-1.3109644503354163,-0.1280484997903919
rho_strains:ncib3610:2,1.3109644503354057,0.1280484997903919
rho_strains:ncib3610_delrho:1,-5.359315627742054,-0.15455645168968155
rho_strains:ncib3610_delrho:2,-5.757643066276272,0.2012939561695264
rnase_j1:delrnjA:1,-5.397202491149246,0.3500692550694495
rnase_j1:delrnjA:2,-6.502000716419147,-0.35390816562278626
rnase_j1:delrnjA:3,-7.1265259421086915,-0.11667560778494135
rnase_j1:wt:1,-0.2234929081349606,0.2984030120066423
rnase_j1:wt:2,0.015359144012476763,-0.07107723562341661
rnase_j1:wt:3,0.20813376412249035,-0.2273257763832275
sigI:delrsgI_37C:1,-2.275625641598247,0.05600634073022182
sigI:delrsgI_37C:2,1.6956976208684182,-1.0369048435716914
sigI:delrsgI_37C:3,0.03989937120574292,-0.5506052385865194
sigI:delrsgI_52C:1,-0.5325586436785008,0.7282710883110983
sigI:delrsgI_52C:2,-0.14247435819170032,0.459953442207965
sigI:delrsgI_52C:3,-2.6900164062586813,0.055316068284637865
sigI:delrsgI_sigI_37C:1,3.2390774470696604,0.21392862545154132
sigI:delrsgI_sigI_37C:2,4.295839575130102,-0.7612545830620485
sigI:delrsgI_sigI_37C:3,2.8010512217069232,-0.6920801527463762
sigI:delrsgI_sigI_52C:1,-1.1258964245850145,0.04933655278370441
sigI:delrsgI_sigI_52C:2,-1.7538749855999505,-0.3198354940104764
sigI:delrsgI_sigI_52C:3,-2.246477285461054,-0.009901758908179126
sigI:wt_37C:1,-0.8263742677325225,0.6404318051268518
sigI:wt_37C:2,1.1149022562783657,0.2043853506080131
sigI:wt_37C:3,-0.28852798854582884,-0.8448171557348658
sigI:wt_52C:1,-1.6616529391459105,-0.16731891319712666
sigI:wt_52C:2,-1.0956932455844035,0.3414120992131924
sigI:wt_52C:3,1.0698286501544625,0.16790126287513907
spbeta:spbeta_nopep_20m:1,-2.8989584008980898,0.5474514945441626
spbeta:spbeta_pep_20m:1,-1.6802519238828357,0.2521679894932776
spbeta:spbeta_nopep_20m:2,-0.17807042023475064,0.96183575484602
spbeta:spbeta_pep_20m:2,-1.394622577554437,1.279704056860231
spbeta:phi3T_pep_10m:1,-10.473151387481265,0.014184445857818416
spbeta:phi3T_pep_20m:1,-14.826437850062456,-0.2781255799294948
spbeta:phi3T_nopep_10m:1,-11.434471275826432,-0.014381818647074772
spbeta:phi3T_nopep_20m:1,-15.507836466233847,-0.226997900987552
spbeta:phi3T_pep_10m:2,-0.6608711250126876,-0.007764495045681662
spbeta:phi3T_pep_20m:2,-5.0009965209961775,0.05166264687985933
spbeta:phi3T_nopep_10m:2,-1.5221205114991878,0.19764848675234425
spbeta:phi3T_nopep_20m:2,-5.575593229209321,0.02720796191729757
spbeta:phi3T_pep_10m:3,11.134022512493944,-0.0064199508121376425
spbeta:phi3T_pep_20m:3,-5.269451169425858,-0.9851417215481062
spbeta:phi3T_nopep_10m:3,9.953850070965311,0.18524800137328068
spbeta:phi3T_nopep_20m:3,-5.0210576962630995,-0.2021168150589565
spore_genes:wt_0h:1,0.6706724932036404,0.1977442335133066
spore_genes:delyphF_0h:1,0.12672139976302654,-0.7530250454968632
spore_genes:delyphF_0h:2,0.3950586876421914,-0.542074776620435
spore_genes:delyphF_0h:3,-0.17536089108643388,-0.1828463510081884
spore_genes:delygaB_0h:1,7.133475468936595,1.8787275644012773
spore_genes:delygaB_0h:2,6.247486733565112,2.0695796868792598
spore_genes:delygaB_0h:3,5.883529725151492,2.1291871769245567
spore_genes:wt_3h:1,-1.0709347277212862,1.3046060835584967
spore_genes:wt_3h:2,-0.9115724520445276,1.3170123176888326
spore_genes:wt_3h:3,1.1881613625367569,1.088794389263338
spore_genes:delyizD_3h:1,2.830678909722906,1.114766703398697
spore_genes:wt_0h:2,-0.3679247443773886,-0.3813608072294059
spore_genes:delyizD_3h:2,3.0136117908888296,1.7173443122328809
spore_genes:delyizD_3h:3,2.9720470760319615,1.5117057539897143
spore_genes:delykzB_3h:1,-1.4102994810516996,1.6228926480178414
spore_genes:delykzB_3h:2,-3.9196973367597967,0.8555540099276522
spore_genes:delykzB_3h:3,-2.568396873950725,1.2150244409175563
spore_genes:delyphF_3h:1,-3.716321255332684,1.666691336899035
spore_genes:delyphF_3h:2,-0.7267257246915863,1.4662521923442853
spore_genes:delyphF_3h:3,-3.6127357224775314,1.5843548575728932
spore_genes:delygaB_3h:1,-1.170595660146037,1.3606916116953125
spore_genes:delygaB_3h:2,-1.8765383208082955,1.267591201224702
spore_genes:wt_0h:3,-0.3027477488262372,0.18361657371610016
spore_genes:delygaB_3h:3,-1.998794084357076,1.3576751698340628
spore_genes:delyizD_0h:1,-1.5317950929124011,-0.09845490374925704
spore_genes:delyizD_0h:2,-0.8889802923045097,0.029381158010790113
spore_genes:delyizD_0h:3,1.5654120013201454,0.132170892026501
spore_genes:delykzB_0h:1,-1.7931075441864794,0.9169244258623062
spore_genes:delykzB_0h:2,2.2001806148688594,1.1501037198559665
spore_genes:delykzB_0h:3,-0.6717738002004061,1.4392451551928351
swarming:comIQ12L:1,0.07472123233411743,-0.4906150707455818
swarming:comIQ12L:2,-0.1369093847423198,0.06567748522490824
swarming:comIQ12L:3,0.062188152408198825,0.4249375855206736
swarming:comIQ12L_delefp:1,-1.8708259782298984,0.4647655015859806
swarming:comIQ12L_delefp:2,-3.5600362752498325,-0.328513829383021
swarming:comIQ12L_delefp:3,-2.76454369645606,1.6458902372358093
swarming:comIQ12L_delefp_fliYS164A:1,-3.4858170597658087,0.9736631994033828
swarming:comIQ12L_delefp_fliYS164A:2,-2.102939190452552,-0.38491468976191534
swarming:comIQ12L_delefp_fliYS164A:3,-1.956295272405009,1.2142649766264402
swarming:comIQ12L_delefp_nusGN21S:1,-1.8073728641470872,1.8482707348800984
swarming:comIQ12L_delefp_nusGN21S:2,-1.1996474125734429,1.5698869685620638
swarming:comIQ12L_delefp_nusGN21S:3,-1.1108038157321136,2.40015767427085
synant49:ctrl:1,1.7353025436496983,0.17761322170937133
synant49:ctrl:2,-0.8653799788699895,-0.15371466292126712
synant49:ctrl:3,-0.8699225647797235,-0.02389855878810554
synant49:synant49:1,25.161031696517377,-0.08020999008060503
synant49:synant49:2,26.76490525489247,-0.20364832981498893
synant49:synant49:3,24.730350674602803,-0.3012231614098999
tasA:wt_72h:1,1.5727958884479691,-4.11495434695715
tasA:wt_72h:2,-0.2865257593570052,-3.7458703556826816
tasA:deltasA_72h:1,5.5558526537897315,-3.92645489682084
tasA:deltasA_72h:2,4.680940795480977,-4.860623949450313
tasA:wt_24h:1,0.4120110636382993,-0.25824914281179895
tasA:wt_24h:2,-0.4120110636383041,0.2582491428117972
tasA:wt_48h:1,0.7197257535179572,-2.166309732825789
tasA:wt_48h:2,0.9259781001306316,-2.5248650395420364
tasA:deltasA_24h:1,5.783193333805331,-1.7751178764433266
tasA:deltasA_24h:2,4.93330733243545,-1.4206255391847016
tasA:deltasA_48h:1,5.98670632210476,-3.645399253587536
tasA:deltasA_48h:2,6.258843024588972,-3.6290265094171397
yacP:wt:1,0.3831629319306445,-0.0863148520700765
yacP:delyacP:1,0.11541787023728332,-0.2627747062286048
yacP:yacP_induced:1,1.7829887059636895,1.4623293951442848
yacP:yacP_no_induce:1,1.7519477334810567,1.1718008866405327
yacP:wt:2,-0.2165528791706356,-0.0804830113777415
yacP:delyacP:2,-0.17245542869454356,0.03487944444330271
yacP:yacP_induced:2,0.9534395249686178,1.4962126039828432
yacP:yacP_no_induce:2,1.8947451699812052,1.2892061267012362
yacP:wt:3,-0.1666100527600215,0.16679786344781622
yacP:delyacP:3,-0.7689976180269341,0.07768173131181833
yacP:yacP_induced:3,1.8294015615092896,0.811647813768924
yacP:yacP_no_induce:3,2.630016663100775,0.2830519679154415
yonO:wt:1,-3.807214726470248,-0.6672605255574195
yonO:wt:2,1.9920127445310447,0.14503654362509802
yonO:wt:3,1.8152019819392264,0.5222239819323224
yonO:wt_mmc:1,3.7456355381763866,-1.212571395904332
yonO:wt_mmc:2,7.406288034950267,-1.7196948338172948
yonO:wt_mmc:3,5.245617530890981,-1.107269190059224
yonO:delyonO:1,-3.0868896229694287,-0.513919024559391
yonO:delyonO:2,-2.064467432895939,-0.6524076263472964
yonO:delyonO:3,-3.8183868644901753,-0.3774077375396492
yonO:delyonO_mmc:1,3.1700325221186763,-1.3759083562902186
yonO:delyonO_mmc:2,4.710516032076897,-1.4808500914704823
yonO:delyonO_mmc:3,2.3248709266071024,-1.1338105181792892
yydF:ctrl:1,-0.03040242784627597,-0.2271812848979096
yydF:ctrl:2,-0.5585202383495678,0.5186563646759526
