,SP5448_00295
SRX1726505,-0.0824839755
SRX1726506,-0.13202235780000002
SRX1726507,0.2145063334
SRX1726508,-0.6789379889
SRX1726509,-0.6203922767
SRX1726510,-0.6045242039000001
SRX1726511,-1.2217139008
SRX1726512,-1.2234528303
SRX1726513,-0.9417913079
SRX1081650,0.1187489268
SRX1081651,-0.1968503111
SRX1081652,0.033447024900000004
SRX1081653,-0.1315644417
SRX1081654,-0.13473908980000002
SRX1081655,0.1381700287
SRX1081656,0.11257690570000001
SRX1081657,-0.2515133597
SRX1081658,0.0278925836
SRX1081659,0.2266146608
SRX1081660,0.1712377672
SRX1081661,-0.080146774
SRX1081662,0.0961872195
SRX1081663,-0.1112221068
SRX1081664,0.0421348276
SRX1081665,-0.1532469068
SRX1081666,0.0164391992
SRX1081668,0.2008720732
SRX1081669,-0.035332880000000004
SRX1081670,-0.0542717754
SRX1081671,-0.0354335721
SRX1081672,0.075730065
SRX1081673,-0.1528008297
SRX1081674,-0.1897315919
SRX1081675,-0.026511034200000002
SRX1081676,-0.2406374782
SRX1081677,-0.015074574
SRX1081678,0.3454686449
SRX1081679,-0.0334286977
SRX1081680,0.0770113633
SRX1081681,0.050001076400000004
SRX1081682,0.0048756612
SRX1081683,-0.2555632534
SRX1081684,-0.2760305107
SRX1081685,-0.2269412683
SRX1081686,-0.3340807864
SRX1081687,-0.3623164901
SRX1081688,0.1423858304
SRX1081689,-0.273116077
SRX1081690,-0.3611657372
SRX1081691,-0.1016874692
SRX1081692,-0.4275830994
SRX1962715,0.020046115
SRX1962716,-0.0333242667
SRX1962717,0.0132781517
SRX1962718,-0.1148660765
SRX1962719,-0.0186792252
SRX1962720,0.0569230676
SRX1962721,-0.0340676057
SRX4892146,0.0176239558
SRX4892147,0.012875019500000001
SRX4892148,-0.0266428242
SRX4892149,-0.0038561510000000004
SRX4892150,-0.3814522657
SRX4892151,-0.3408628959
SRX4892152,-0.3594797205
SRX4892153,-0.291120464
SRX4892154,-0.2874340255
SRX4892155,-0.2282797241
SRX4892156,-0.2327783349
SRX4892157,-0.29539996090000004
SRX4892158,-0.1989098441
SRX4892159,-0.1664115118
SRX4892160,-0.1033373645
SRX4892161,-0.105327028
SRX7620814,-0.1990303092
SRX7620815,-0.2598221047
SRX7620816,-0.2255456055
SRX7620817,-0.6982689230000001
SRX7620818,-0.6473492632
SRX7620819,-0.6670797387
SRX7620856,0.5256459845
SRX7620857,-0.1436073638
SRX7620858,0.34980621630000003
SRX7620859,-0.1687889071
SRX7620860,0.534335756
SRX7620861,-0.2737664769
SRX7620862,0.38610668330000003
SRX7620863,-0.20412327500000002
SRX7620864,0.1698389774
SRX7620865,-0.1986158945
SRX7620866,0.1284523587
SRX7620867,-0.0578015918
SRX2161502,0.0294254129
SRX2161503,-0.09661365320000001
SRX2161504,0.06718824030000001
SRX2161505,0.1874607594
SRX2161506,0.1468310036
SRX2161507,0.1535331841
SRX2161508,0.2005293861
SRX2161509,0.23621167140000002
SRX2161510,0.1760324667
SRX2161511,0.3792238792
SRX2161512,0.1765641977
SRX2161513,0.2586079962
SRX2161514,-0.3147958511
SRX2161515,-0.40639823410000003
SRX2161516,-0.44550929
SRX2161517,-0.3457627613
SRX2161518,-0.3055371036
SRX2161519,-0.09124536030000001
SRX2161520,-0.0116665903
SRX2161521,-0.18927231660000002
SRX2161522,-0.1896425631
SRX2161523,0.2069529914
SRX2161524,-0.0086876364
SRX2161525,-0.0609726695
