,Value,list
TF,Xre/Xpf,
reg_genes,0,[]
comp_genes,54,"['ymzEc' 'yngC' 'yorB' 'xynC' 'ybfG' 'ykzU' 'ybfEc' 'pghB' 'xpf' 'ykzL'
 'ykzM' 'xynD' 'ppsE' 'dinB' 'xlyB' 'ymzEn' 'polYB' 'eglS' 'ybfF' 'ykuG'
 'tagC']"
both_genes,0,"['xkdK' 'xkdQ' 'xlyA' 'xkdX' 'xhlB' 'xkdV' 'xkdI' 'xkdH' 'xepA' 'xkdC'
 'xkdG' 'xkdP' 'xkdU' 'xhlA' 'xkdO' 'xkdJ' 'xkdT' 'xkdB' 'xkdW' 'xkdS'
 'xkdF' 'xkzA' 'xtmA' 'xtrA' 'xkdM' 'xkdR' 'xkdE' 'yjzJ' 'xkdD' 'xkdN'
 'ykzK' 'xtmB' 'xkzB']"
reg_genes2,33,
comp_genes2,0,
both_genes2,0,
