,A,LldR
Bioreactor2:P1_25h:1.0,0.2736971427733063,-0.2601683530000001
Bioreactor2:P3_25h:1.0,0.5559492827743336,-0.0661972189999997
Bioreactor2:P5_25h:1.0,0.0569639280932533,0.0445481299999999
Bioreactor2:S_0min:2.0,-0.936505522584907,0.360908942
Bioreactor2:S_15min:2.0,-0.5784156057799891,0.1770969039999999
Bioreactor2:P1_15min:2.0,-0.623556538390827,-0.2790674690000001
Bioreactor2:P3_15min:2.0,-0.5240862673610407,0.5966033980000001
Bioreactor2:P5_15min:2.0,0.4964918439223232,-0.1797521669999997
Bioreactor2:S_1h:2.0,-0.0057414244296876,-0.17629012
Bioreactor2:S_3h:2.0,-0.4114468078034045,0.002759122
Bioreactor2:S_9h:2.0,-0.279438545874231,0.2475596260000001
Bioreactor2:S_25h:2.0,-0.3313121992607544,0.368962572
Bioreactor2:P1_25h:2.0,-0.1308184196341379,-0.4043847299999998
Bioreactor2:P3_25h:2.0,1.3405455805321522,-0.6776803170000001
Bioreactor2:P5_25h:2.0,1.0410029278670072,0.2323917500000001
Bioreactor2:S_0min:3.0,0.8525785266108301,-0.0931715259999999
Bioreactor2:S_15min:3.0,-1.0591042556026795,0.1014878139999999
Bioreactor2:P1_15min:3.0,-0.3449619538123288,-0.6362369729999999
Bioreactor2:P3_15min:3.0,0.0277731731071262,-0.1964467139999999
Bioreactor2:P5_15min:3.0,0.1100926527429649,-0.0777244889999999
Bioreactor2:S_1h:3.0,-1.0718379620193124,0.2283032650000001
Bioreactor2:S_3h:3.0,-0.648158390049498,0.1371995730000001
Bioreactor2:S_9h:3.0,-0.1979353743587306,-0.062569861
Bioreactor2:S_25h:3.0,0.3888662719235704,-0.4359443229999997
Bioreactor2:P1_25h:3.0,0.0496654496236508,-0.07701183
Bioreactor2:P3_25h:3.0,1.0505931346898638,-0.6089260780000001
Bioreactor2:P5_25h:3.0,1.5999006123288526,0.1349318539999999
Carbon:Citrate:1.0,8.250265117377042,2.0747076335
Carbon:Citrate:2.0,8.78197957579039,2.1859120085
Carbon:Citrate:3.0,6.4520907106845256,1.8563385005
Carbon:Ferulate:1.0,0.2407025922762221,0.2221541005
Carbon:Ferulate:2.0,0.0279802404788252,0.5105504224999997
Carbon:Ferulate:3.0,-1.703930652792659,-0.0362324384999999
Carbon:Glucose:1.0,-0.486704888220303,-0.2087245285000003
Carbon:Glucose:2.0,0.4867048875140736,0.2087245285000003
Carbon:Serine:1.0,-2.128491587533996,0.3826911925000003
Carbon:Serine:2.0,-1.7359767513920863,0.0457396015000002
Carbon:Serine:3.0,-1.776678557493406,-0.2863787325000002
Carbon2:Glucose:1.0,0.0263449396134816,-0.0491113823333329
Carbon2:Glucose:2.0,0.4046768073425517,0.1097863856666672
Carbon2:Glucose:3.0,-0.4310217472919454,-0.0606750033333325
Carbon2:Coumarate:1.0,-0.6845225163109748,-0.0772483593333328
Carbon2:Coumarate:2.0,0.1928004081164923,-0.1962902273333329
Carbon2:Coumarate:3.0,-0.6316981573906271,-0.1027336953333328
Crc:Control:1.0,-0.3428833645134981,0.1107602844999995
Crc:Control:2.0,0.3428833641937269,-0.1107602845000004
Crc:Del_crc:1.0,1.601018041597263,0.4384449134999997
Crc:Del_crc:2.0,1.4081380640841332,0.3198146074999997
Crc:Del_crcZ_crcY:1.0,-1.7906845195251824,-0.0558366965000001
Crc:Del_crcZ_crcY:2.0,-2.066230902325881,0.0470832935
FinR:Control:1.0,-0.199802449883083,0.0688417179999998
FinR:Control:2.0,0.1175687028238956,-0.2191320459999994
FinR:Control:3.0,0.0822337474458828,0.1502903280000005
FinR:Del_finR:1.0,6.73985841108808,0.5975721519999997
FinR:Del_finR:2.0,6.837268320046023,0.492988886
FinR:Del_finR:3.0,6.153584376352529,0.4272044749999999
FleQ:Del_fleQ:1.0,1.473358768183827,0.626790170333333
FleQ:Del_fleQ:2.0,1.2547993434505011,0.4374538463333328
FleQ:Del_fleQ:3.0,0.9662635549526364,0.5798063513333327
FleQ:OE_wspR:1.0,-0.8868948762759021,-0.9366350246666671
FleQ:OE_wspR:2.0,-0.7972235094630078,-0.7261734266666671
FleQ:Control:1.0,0.080940602298345,0.1502913933333332
FleQ:OE_wspR:3.0,-0.4452066921543845,-0.2300533846666672
FleQ:Control:2.0,-0.2021066873918838,0.0688413253333326
FleQ:Control:3.0,0.1211660858813523,-0.2191327186666667
Fuel:Butanol:1.0,-3.3543753832715257,-1.3351403495000005
Fuel:Butanol:2.0,-2.80848610726699,-1.394933695500001
Fuel:Control:1.0,0.1734290187399051,-0.1183947225000006
Fuel:Control:2.0,-0.1734290185587872,0.1183947224999997
Fuel:Isopentanol:1.0,0.8381374393167608,-0.6788377455000001
Fuel:Isopentanol:2.0,-0.1263306932920741,-0.6208810595000003
Glycolaldehyde:Glycolaldehyde:1.0,-3.319418107729157,-0.8778248519999998
Glycolaldehyde:Control:1.0,0.2106069112256347,0.092427239
Glycolaldehyde:Glycolaldehyde:2.0,-2.37113981207378,-1.0140826289999998
Glycolaldehyde:Control:2.0,-0.2106069115529534,-0.092427239
HNS_protein:Control_ex:1.0,-0.0067020636737442,0.0534719594999995
HNS_protein:Del_turB_ex:1.0,1.3554258782781885,0.2234374304999997
HNS_protein:Del_turB_ex:2.0,-0.978695454367188,-0.4592007945
HNS_protein:WT_pCAR1_ex:1.0,0.0177765254985601,0.2586384024999999
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,0.9306731769793092,1.0488044154999994
HNS_protein:WT_pCAR1_Del_turA_st:1.0,1.64784965932555,1.1199819274999996
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,0.959308603663582,1.0780005335
HNS_protein:WT_pCAR1_Del_turA_st:2.0,1.6359429807384895,1.3731771775000006
HNS_protein:WT_pCAR1_ex:2.0,-0.2348893242539186,0.2108571855000001
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-0.1108735462298777,0.4557868014999995
HNS_protein:WT_pCAR1_Del_turB_st:1.0,1.8573341253013729,1.1637175575
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,0.0695926170590109,0.7365660694999994
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,0.559524825205425,0.6846871134999999
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,-0.4033085116797341,0.9646675924999996
HNS_protein:WT_pCAR1_Del_turB_st:2.0,0.8660804041136045,1.4583703615
HNS_protein:Control_ex:2.0,0.0067020633524459,-0.0534719595000003
HNS_protein:WT_Del_turA_ex:1.0,2.277293764639809,-0.0331701354999998
HNS_protein:WT_Del_turA_ex:2.0,4.088081398104553,-0.3641257815000003
Mobile_gene:2737_exp:1.0,-0.1088172414681376,0.1312020650000001
Mobile_gene:2737_exp:2.0,0.0684191923769354,-0.0017340250000001
Mobile_gene:2737_exp:3.0,0.2184707129564332,0.0028850609999997
Mobile_gene:2737_exp:4.0,-0.178072664007213,-0.1323531010000005
Mobile_gene:2737_reg:1.0,0.605187134176107,0.2246604349999996
Mobile_gene:2737_reg:2.0,0.5460213486609525,0.301053295
Mobile_gene:2737_reg:3.0,0.5828096548225145,0.2572417040000001
Mobile_gene:2737_reg:4.0,0.3649964561130546,0.0972942349999996
Mobile_gene:3227_exp:1.0,0.1980395786489697,0.0802275510000001
Mobile_gene:3227_exp:2.0,-0.1763749164557919,-0.1541467729999999
Mobile_gene:3227_exp:3.0,-0.4188661870062404,-0.2755473039999998
Mobile_gene:3227_exp:4.0,-1.0093643478893897,-0.0281184489999999
Mobile_gene:3227_reg:1.0,0.4685369265207925,0.2414628949999997
Mobile_gene:3227_reg:2.0,0.125554238577136,0.4715034749999995
Mobile_gene:3227_reg:3.0,-0.1163796959903145,0.411593775
Mobile_gene:3227_reg:4.0,0.4038952079911774,0.6688656530000001
Mobile_gene:mfsR_exp:1.0,-0.9705228717568984,-0.4493822830000002
Mobile_gene:mfsR_exp:2.0,-0.996839199133186,-1.0810892550000002
Mobile_gene2:Condition1:1.0,0.308438358055652,0.1844785062499996
Mobile_gene2:Condition1:2.0,-1.2327957118367805,0.2132073712499993
Mobile_gene2:Condition2:1.0,0.0696788129114842,-0.0462298347500009
Mobile_gene2:Condition2:2.0,0.1400314420735717,-0.0518176637500005
Mobile_gene2:Condition2:3.0,0.3815956438034357,0.0137276672499995
Mobile_gene2:Condition2:4.0,-0.5913058985083145,0.0843198312499993
Muconate:CJ522_fructose:1.0,-4.7052887897353965,-0.2586732663333331
Muconate:CJ522_fructose:2.0,-6.2591729362344575,-0.0911145353333324
Muconate:CJ522_fructose:3.0,-4.42049060610297,-0.1845407773333329
Muconate:CJ522_fructose_glucose:1.0,-5.491834486909832,-0.4068995603333327
Muconate:CJ522_fructose_glucose:2.0,-5.201643961550091,0.0061498326666669
Muconate:CJ522_fructose_glucose:3.0,-5.589081162845788,-0.530679627333333
Muconate:CJ522_fructose_glucose_gluconate:1.0,-3.749744068655508,-0.2745902433333329
Muconate:CJ522_fructose_glucose_gluconate:2.0,-4.516537786703215,-0.0633644863333326
Muconate:CJ522_fructose_glucose_gluconate:3.0,-3.3898685245162903,-0.471915639333333
Muconate:CJ522_glucose_gluconate:1.0,-5.061843616002273,-0.0597597503333329
Muconate:CJ522_glucose_gluconate:2.0,-4.627950593196801,-0.1388803923333332
Muconate:CJ522_glucose_gluconate:3.0,-4.166102083477984,-0.1278103043333329
Muconate:CJ522_gluconate:1.0,-3.5163813902465995,-0.2215001373333329
Muconate:CJ522_gluconate:2.0,-5.079901303774271,-0.4039616063333326
Muconate:CJ522_gluconate:3.0,-5.239506814754646,-0.7533954073333327
Muconate:CJ522_glucose:1.0,-5.646314908581299,-0.0499698543333329
Muconate:CJ522_glucose:2.0,-5.432009991453993,-0.1619130233333328
Muconate:CJ522_glucose:3.0,-6.602644884068627,-0.3745157143333326
Muconate:GB032_fructose:1.0,-5.2508625957215145,-0.3478747883333328
Muconate:GB032_fructose:2.0,-5.354066391237796,0.3511148666666672
Muconate:GB032_fructose:3.0,-4.736937734496758,-0.0883340723333327
Muconate:GB032_fructose_glucose:1.0,0.6175120208556862,0.2102636286666674
Muconate:GB032_fructose_glucose:2.0,-4.41824941594963,-0.229568485333333
Muconate:GB032_fructose_glucose:3.0,-4.931326149446965,-0.0366127463333327
Muconate:GB032_fructose_glucose_gluconate:1.0,-5.58334293491349,-0.0760496083333324
Muconate:GB032_fructose_glucose_gluconate:2.0,-3.86453018599729,-0.4284595683333325
Muconate:GB032_fructose_glucose_gluconate:3.0,-5.537666688249304,-0.4212230073333325
Muconate:GB032_glucose_gluconate:1.0,-5.612607572448384,-0.2578771353333327
Muconate:GB032_glucose_gluconate:2.0,-0.5384871442291679,-0.1842761623333331
Muconate:GB032_glucose_gluconate:3.0,-5.763025447789151,-0.3027878903333327
Muconate:GB032_gluconate:1.0,-3.762283063397287,-0.5384586393333333
Muconate:GB032_gluconate:2.0,-3.914315109535548,-0.538829846333333
Muconate:GB032_gluconate:3.0,-5.005696108087249,-0.2623155443333331
Muconate:GB032_glucose:1.0,-6.373834174647981,0.0429016846666669
Muconate:GB032_glucose:2.0,3.129941975606394,0.2204556156666672
Muconate:GB032_glucose:3.0,-6.266922500889845,-0.1883119493333325
Muconate:GB045_fructose:1.0,-5.586028481231396,0.6951104576666669
Muconate:GB045_fructose:2.0,-5.062218624549496,0.5442307856666675
Muconate:GB045_fructose:3.0,-5.305131701078787,0.3399716186666675
Muconate:GB045_fructose_glucose:1.0,-0.8057067440334368,0.3666446636666673
Muconate:GB045_fructose_glucose:2.0,-2.4020273941388446,-0.0726141833333331
Muconate:GB045_fructose_glucose_gluconate:1.0,1.6665479031660624,1.3406964896666675
Muconate:GB045_fructose_glucose_gluconate:2.0,-6.825547618755901,0.6040605286666674
Muconate:GB045_fructose_glucose_gluconate:3.0,1.709622229885087,1.3731385466666677
Muconate:GB045_glucose_gluconate:1.0,-5.721705233947996,-0.7293014723333329
Muconate:GB045_glucose_gluconate:2.0,-5.790810246770187,-1.1320389483333324
Muconate:GB045_glucose_gluconate:3.0,-5.551451322580349,-0.9184268823333328
Muconate:GB045_gluconate:1.0,1.880014689264584,0.2053366436666674
Muconate:GB045_gluconate:2.0,1.558835256075383,0.4217956236666671
Muconate:GB045_gluconate:3.0,0.9909182465188496,0.5969160466666672
Muconate:GB045_glucose:1.0,0.2744784828447074,0.1715836866666675
Muconate:GB045_glucose:2.0,0.0381769152962897,0.1875006526666673
Muconate:GB045_glucose:3.0,-4.048830749866744,-0.1603026363333324
Muconate:GB062_fructose:1.0,-5.001612493358458,-0.3314774013333332
Muconate:GB062_fructose:2.0,-6.198282780029919,-0.5315388863333332
Muconate:GB062_fructose:3.0,-4.705414692726026,-0.1314655453333326
Muconate:GB062_fructose_glucose:1.0,-4.25423420187664,-0.1255018093333326
Muconate:GB062_fructose_glucose:2.0,-3.6259472095681216,0.0271227046666675
Muconate:GB062_fructose_glucose:3.0,-3.907876849157596,-0.253682206333333
Muconate:GB062_fructose_glucose_gluconate:1.0,-3.798440381304316,0.212440455666667
Muconate:GB062_fructose_glucose_gluconate:2.0,-4.411228183075934,-0.2259627873333327
Muconate:GB062_fructose_glucose_gluconate:3.0,-4.890610110895744,0.0689322736666673
Muconate:GB062_glucose_gluconate:1.0,-1.1999288510504744,-0.092591022333333
Muconate:GB062_glucose_gluconate:2.0,-1.341361304736398,-0.3850614703333326
Muconate:GB062_glucose_gluconate:3.0,-3.044174185624387,-0.3469527363333329
Muconate:GB062_gluconate:1.0,-2.9677994865100423,-0.1989684363333328
Muconate:GB062_gluconate:2.0,-3.823156803448883,-0.1334601333333331
Muconate:GB062_gluconate:3.0,-4.409494558493376,-0.5614249583333324
Muconate:GB062_glucose:1.0,-6.947474401929136,-0.4030592863333329
Muconate:GB062_glucose:2.0,-6.245683179662519,-0.5092291243333325
Muconate:GB062_glucose:3.0,-5.8616799570212175,-0.3084724383333332
Muconate:KT2440_fructose:1.0,-5.458908396807951,-0.2972379113333332
Muconate:KT2440_fructose:2.0,-1.140781283937567,0.2053069376666672
Muconate:KT2440_fructose:3.0,3.4532370211846253,-0.3679467263333329
Muconate:KT2440_fructose_glucose:1.0,-2.041557728720324,-1.0971969433333326
Muconate:KT2440_fructose_glucose:2.0,-1.5317093713718757,-0.7466257363333328
Muconate:KT2440_fructose_glucose:3.0,0.8426880180739521,-0.4783034653333331
Muconate:KT2440_fructose_glucose_gluconate:1.0,0.0188691470718694,-0.7972054413333325
Muconate:KT2440_fructose_glucose_gluconate:2.0,-3.5863428902391865,-0.6822371473333328
Muconate:KT2440_fructose_glucose_gluconate:3.0,-0.4416666768141782,-0.6504153343333332
Muconate:KT2440_glucose_gluconate:1.0,-0.64423221226058,-0.6458918003333327
Muconate:KT2440_glucose_gluconate:2.0,-0.5794730279853811,-0.5068645813333328
Muconate:KT2440_glucose_gluconate:3.0,0.0593300675315294,-0.3847111563333332
Muconate:KT2440_gluconate:1.0,-0.4097845675533038,0.0956084886666674
Muconate:KT2440_gluconate:2.0,-2.823985599417696,-1.1182847053333331
Muconate:KT2440_gluconate:3.0,0.231382466375657,0.0313168186666672
Muconate:KT2440_glucose:1.0,0.2795479815064363,-0.031449937333333
Muconate:KT2440_glucose:2.0,-0.3129804495092807,-0.0914012893333326
Muconate:KT2440_glucose:3.0,0.0334324682163962,0.1228512266666674
Multistress:Control:1.0,0.3375585955313457,-0.1786359873333332
Multistress:Control:2.0,-0.4275959485165302,0.0589959356666662
Multistress:Control:3.0,0.0900373519682477,0.1196400516666669
Multistress:NaCl_7min:1.0,2.091026329098304,-0.7701265133333335
Multistress:NaCl_60min:1.0,2.9709131952508856,-0.4767762923333336
Multistress:NaCl_7min:2.0,2.115654259653431,-0.7030034893333337
Multistress:NaCl_60min:2.0,3.266872280211388,-0.1810814183333331
Multistress:NaCl_7min:3.0,0.124644278911945,-0.4644693153333339
Multistress:NaCl_60min:3.0,4.263342032195252,-1.1938569553333336
Multistress:Imipenem_7min:1.0,19.190001298273074,1.6880592336666664
Multistress:Imipenem_60min:1.0,1.372009567992465,-1.6073083603333336
Multistress:Imipenem_7min:2.0,17.543185606655875,-0.0911342543333333
Multistress:Imipenem_60min:2.0,0.7828405412711186,-0.7948941083333336
Multistress:Imipenem_7min:3.0,17.108218904372908,0.2866441086666667
Multistress:Imipenem_60min:3.0,0.8591857273351122,0.2388774276666661
Multistress:H2O2_7min:1.0,8.201438212371217,1.8668520426666664
Multistress:H2O2_60min:1.0,3.723676074219581,0.4636009106666661
Multistress:H2O2_7min:2.0,7.815863585398209,0.1790973016666663
Multistress:H2O2_60min:2.0,3.583974729344047,0.4533887246666666
Multistress:H2O2_7min:3.0,7.091941101826153,1.3918016086666665
Multistress:H2O2_60min:3.0,3.872458472958536,1.0121301456666665
Myristic_acid:Control:1.0,-0.1698916185628232,0.1690592843333331
Myristic_acid:Control:2.0,-4.117266776662039,-0.711698909666667
Myristic_acid:Control:3.0,4.287158393462075,0.542639625333333
Myristic_acid:Myristic_acid:1.0,-3.642254540994889,-0.4146268096666672
Myristic_acid:Myristic_acid:2.0,-2.594930279799096,-0.0200968416666671
Myristic_acid:Myristic_acid:3.0,-2.3769777966966728,0.2181363943333329
Phase:WT_Tr:1.0,-7.449276425705568,-1.3730884564999992
Phase:WT_Tr:2.0,-6.876221454187721,-0.7614132364999993
Phase:WT_Ex:1.0,-0.1055657582635061,-0.1279219124999997
Phase:WT_Ex:2.0,0.1055657584827992,0.1279219125000006
Phase:WT_Tr:3.0,-7.107246673100012,-1.079067469499999
Phase:WT_Tr:4.0,-6.722360807431508,-1.5669346794999992
Phase:WT_St:1.0,-6.527714199669056,-0.9838632354999994
Phase:WT_St:2.0,-6.321669841603268,-0.2064510064999991
RelA:Control:1.0,0.2556042684043022,0.2431300010000008
RelA:Control:2.0,0.0950505851512858,-0.099864661999999
RelA:Control:3.0,-0.3506548536390585,-0.1432653389999991
RelA:Del_relA:1.0,7.471795459587092,0.4395900400000005
RelA:Del_relA:2.0,7.469356828168863,0.4899407130000011
RelA:Del_relA:3.0,8.030614334474079,1.0312452280000004
RelA:Del_relA_lignin:1.0,1.8701866982584423,-0.4454239139999991
RelA:Del_relA_lignin:2.0,2.221936042653718,-0.3145863349999995
RelA:Del_relA_lignin:3.0,1.1018375536654603,-0.9013988359999994
Zn:Zn_ion:1.0,-0.139140792671814,-0.0966354699999998
Zn:Zn_ion:2.0,-0.0015343732426958,-0.1873723600000003
Zn:Zn_ion:3.0,-0.352954931925622,-0.3001183230000004
Zn:Control:1.0,-0.2812667628321401,-0.009208096
Zn:Control:2.0,0.1001428292450803,-0.0150663030000002
Zn:Control:3.0,0.1811239327570642,0.0242743990000002
ZnO:Control:1.0,-0.3843800927145319,0.1755334795000003
ZnO:Control:2.0,0.3843800930269082,-0.1755334795000003
ZnO:Nano:1.0,-0.0439358685995489,0.2318305484999996
ZnO:Nano:2.0,0.3568921973144986,0.3803481325
ZnO:Nano:3.0,1.1195903775722964,0.4330153364999995
ZnO:Zn_ion:1.0,-0.3827947521871229,0.1700412914999995
ZnO:Zn_ion:2.0,-0.384562686944381,0.1628116554999996
ZnO:Zn_ion:3.0,1.510120641750461,0.4530562434999998
