,A,Cbl,CysB
R2,,0.28102479567274297,0.06690638472898636
xmin,,-5.7992459005,-1.8360526829119916
xmid,,-1.970831453389302,
xmax,,5.629215507022418,2.6092580200000004
ystart,,-0.9004200492929935,-1.3130986158597076
yend,,7.766122909466307,3.7231831461234073
control__wt_glc__1,0.1773653738288666,0.013218779499999831,0.009402596000000152
control__wt_glc__2,-0.1773653738288707,-0.013218779499999831,-0.009402596000000152
fur__wt_dpd__1,1.3918208519538318,-0.5432028415000003,-0.23309463799999894
fur__wt_dpd__2,2.1590484886113366,-0.2170661275000008,-0.17926771999999944
fur__wt_fe__1,0.5648979235361268,0.33629343850000026,0.18680518700000093
fur__wt_fe__2,0.664440284115667,0.2313001005000004,0.2832474850000004
fur__delfur_dpd__1,1.7831604973152082,-0.4510181485000002,-0.3246743859999999
fur__delfur_dpd__2,1.9618823663400744,-0.5458924634999995,-0.13718796599999994
fur__delfur_fe2__1,2.1906653794481947,0.4604168705000005,0.32699023500000024
fur__delfur_fe2__2,2.197182109713456,0.5824520785000002,0.26560284099999976
acid__wt_ph5__1,2.4957912081966565,0.6496923004999999,0.2631528940000001
acid__wt_ph5__2,2.9798214650256387,0.6583331884999986,0.23572132199999984
acid__delgadx_ph5__2,2.951039560357517,0.4127617324999999,0.07355053100000042
acid__delgadw_ph5__1,2.945994592187329,0.6454397135000001,0.3156576210000006
acid__delgadw_ph5__2,2.898358380999713,0.6703478215000009,0.4119640120000003
acid__delgade_ph5__1,2.474153033488569,0.7164414685000002,0.4125348100000004
acid__delgade_ph5__2,2.4413192484380484,0.6155216345000003,0.2437835210000001
oxidative__wt_pq__1,1.100502010154392,-2.8752137375,-0.8892644689999996
oxidative__wt_pq__2,0.5522558019288091,-2.9060361935000003,-0.6999358020000006
oxidative__deloxyr_pq__1,0.4317375197592635,-2.9586090044999995,-0.6205644239999994
oxidative__deloxyr_pq__2,0.1208185186026732,-2.8165991805,-0.6056304309999998
oxidative__delsoxr_pq__1,-0.7478658406816185,-2.8842713035000003,-0.6947309559999999
oxidative__delsoxr_pq__2,-0.143725168168068,-3.1331825795,-0.5630371539999999
oxidative__delsoxs_pq__1,-0.210189204201342,-2.8712094065,-0.7084298329999994
oxidative__delsoxs_pq__2,-1.1426465180429015,-3.4099971964999995,-0.6544912470000002
nac_ntrc__wt_csn__1,2.2390718184369898,4.669096969500001,0.007599514999999891
nac_ntrc__wt_csn__2,2.1351922319490613,4.783893849500001,0.13775542299999974
nac_ntrc__wt_cytd__1,-0.5379520311237027,4.2715104995000015,0.19756097199999975
nac_ntrc__wt_cytd__2,-0.068006048413777,4.2133379794999986,0.17715900399999995
nac_ntrc__wt_gln__1,0.8529256602978996,4.8689289695,0.0943164310000002
nac_ntrc__wt_gln__2,0.7122590419138922,4.743657719500001,0.02851938899999862
nac_ntrc__bw_delnac_csn__1,3.5727041040189187,4.2444637095000015,-0.1500649859999994
nac_ntrc__bw_delnac_csn__2,3.664157096532463,4.3096608294999985,-0.09221821999999946
nac_ntrc__bw_delnac_cytd__1,0.8280989186514275,3.8152421975000013,0.2984008210000004
nac_ntrc__bw_delnac_cytd__2,1.2719973119875632,3.8095988575,0.2162346519999998
nac_ntrc__bw_delnac_gln__1,0.6445555273781379,4.1400520235,0.19351441200000075
nac_ntrc__bw_delnac_gln__2,0.1135309925021087,4.1936591194999995,0.2331256310000001
nac_ntrc__bw_delnac_nh4__1,0.8969377374936554,1.9563104324999987,0.2326196600000001
nac_ntrc__bw_delnac_nh4__2,0.9270858005972308,1.9304287505000002,0.24785819700000025
misc__wt_no_te__1,-0.2820791528365687,-1.0330607254999995,0.18552635700000053
misc__wt_no_te__2,-0.4635153033339004,-0.2940709004999995,0.31376848499999976
misc__bw_delcbl__1,0.7774110678846364,-5.7992459005,0.35929021799999994
misc__bw_delcbl__2,0.1514718456210124,-5.7992459005,0.40859360799999933
misc__bw_delfabr__1,1.891513877757406,-0.2891900304999995,0.2831574249999997
misc__bw_delfabr__2,2.066203732788226,-0.07615539949999839,0.2881190389999988
misc__bw_delfadr__1,0.9940257967161428,-0.4506535194999994,0.2529340590000002
misc__bw_delfadr__2,1.0597510039816915,-0.4902242274999997,0.2477420300000004
misc__nitr_031__1,1.1806600796297808,3.8306402595,0.054420636000000584
omics__wt_glu__1,0.6555180705962598,-0.3977799684999992,0.6655066460000016
omics__wt_glu__2,0.7901150233224993,-0.20231463849999895,0.2561121269999997
omics__wt_gly__1,1.3725072149811717,0.31996886349999976,0.12287151700000097
omics__wt_gly__2,1.2772042547766522,0.17112523250000056,0.09579609000000032
omics__wt_thr__1,3.104319168018284,-0.2690319325000008,0.6914102320000008
omics__wt_thr__2,2.5129859445583462,-0.4969711674999999,0.5721065170000008
omics__bw_ac__1,1.7103602083397644,0.7635376574999997,0.1768184100000001
omics__bw_ac__2,1.0771580428919547,0.7155725365000007,0.15584426200000046
omics__bw_fum__1,-0.034525136480963,0.12636258950000026,0.10582429299999953
omics__bw_fum__2,0.1067728495661376,0.20902049750000007,0.11827256499999984
omics__bw_glc__1,-0.2667876082194821,0.4840462705000004,-0.007939407999999482
omics__bw_glc__2,0.0505093038448804,0.4888356215000007,0.014523761000000412
omics__bw_pyr__1,-1.5839486858130665,-0.030260516500000282,0.019275205000000458
omics__bw_pyr__2,1.9498629248055588,0.3223031485000005,-0.29653572999999955
ompr__wt_nacl__1,-0.5682469345230077,-1.1057098285000002,0.4608463260000004
ompr__wt_nacl__2,-0.3658629717409301,-1.0623313344999996,0.39751440700000096
ompr__bw_delompr_nacl__1,8.697172176437793,-0.24894484949999995,0.3650348729999999
ompr__bw_delompr_nacl__2,8.299300048045891,-0.4532217715,0.4439735640000002
minspan__wt_ade__1,-1.619223110470695,-0.030862221500000512,0.4275216679999998
minspan__wt_glc__2,0.4168007386003061,0.4237462924999997,0.5168814189999988
minspan__wt_glc__3,0.9200895685891888,0.3959826365000003,0.6107565610000005
minspan__wt_glc__4,1.0753207389453916,0.4464897285000005,0.4080608620000011
minspan__wt_glc_anaero__1,0.1353667514254385,-0.9067284935000002,0.14561043500000004
minspan__wt_glc_anaero__2,0.7504354001715072,-0.6051535244999995,0.12740525900000055
minspan__wt_trp__1,-2.3161135347856554,-1.9164314384999999,-0.20887942399999826
minspan__bw_delcra_glc__2,0.2584035415096813,-1.6055183584999997,-0.21824611399999935
minspan__bw_delcra_trp__1,-1.1654543063886629,-0.5764518194999999,0.016131174999999942
minspan__bw_delmntr__1,0.9818428064991274,-1.8799263925,-0.2651085420000001
minspan__bw_delnac_ade__1,0.8552936930929839,3.178211520500001,1.0092084220000004
minspan__bw_delnac_glc__1,1.064616634104124,2.3707003595,0.5561607579999999
cra_crp__wt_ac__1,0.5208699057166895,-0.8266996744999995,0.08569168700000063
cra_crp__wt_ac__2,0.8434569548833503,-0.8397127575000001,0.1355470289999996
cra_crp__wt_fru__1,2.133658641808489,-0.4929340765000001,0.31973309400000005
cra_crp__wt_fru__2,1.1657356407802992,-0.4704644094999999,0.3579941340000001
cra_crp__delcra_ac__1,0.2448161941555313,-0.9023650554999998,0.15507053400000004
cra_crp__delcra_ac__2,1.1945487839819693,-1.0791788305,0.2441883620000009
cra_crp__delcra_fru__1,1.814933208214515,-0.3544897395,0.3476988179999996
cra_crp__delcra_fru__2,1.289093297815552,-0.3522330184999998,0.239737647000001
cra_crp__delcra_glc__1,1.2670475567947086,0.009887272499999432,0.27368129600000035
cra_crp__delcra_glc__2,1.7170566826293217,-0.015833103499999446,0.3085014560000001
rpoB__wt_031__1,1.3548580413307092,2.4265478794999997,-0.17377235599999974
rpoB__wt_044__1,2.045375203548591,2.4533778565000004,0.11967347299999975
rpoB__wt_lb__1,-3.2925139049421013,-3.0555718805,-0.5636499649999998
rpoB__wt_lb__2,-2.7053724079255104,-2.9029130165,-0.4529853509999997
rpoB__rpoBE546V_031__1,1.5011212800566125,3.1937204325,-0.04316883999999988
rpoB__rpoBE546V_044__1,2.51348282699487,3.2182375845,-0.06168562200000061
rpoB__rpoBE546V_lb__1,-2.6711646643755595,-2.3561941825,0.01830479100000026
rpoB__rpoBE546V_lb__2,-2.54266783278606,-2.1297639505,-0.09175560999999988
rpoB__rpoBE546V_glc__1,1.3024716789981536,0.08516215050000042,0.2575013860000004
rpoB__rpoBE672K_glc__1,1.0692857858799911,-0.8050735424999997,-0.3175698329999994
rpoB__rpoBE672K_glc__2,0.5516913690795634,-0.9583349355,-0.22151665700000045
rpoB__rpoBE672K_lb__1,-1.814229025348144,-1.7735090885,-0.8983678820000005
rpoB__rpoBE672K_lb__2,-1.119060806477002,-1.7811541144999996,-0.9364635770000004
crp__wt_fru__1,2.43402080427271,0.18998046650000067,-0.011584472999999209
crp__wt_glyc__1,2.599819488995511,0.5081349455000002,0.21215654500000006
crp__wt_glyc__2,2.987171085085406,0.6053428715000004,0.2516712729999995
crp__delar1_glyc__1,0.8325232463458638,-0.8006056694999995,0.0842550089999996
crp__delar1_glyc__2,0.4311515755258818,-2.1619282775,-0.02837149799999938
crp__delar1ar2_glyc__1,0.9216329517706728,-0.3497815504999995,0.17813950100000042
crp__delar1ar2_glyc__2,1.0582889676339626,-0.4270127634999996,0.14932708100000006
crp__delar1ar2_glyc__3,-0.0877680299372651,-0.2393943875,0.11292598999999992
crp__delar2_glyc__1,0.7443181117747707,-2.8674147795,-0.3964686419999994
crp__delar2_glyc__2,0.9091708299599768,-1.9380448255,-0.1145661389999999
crp__delar2_glyc__3,0.2372118904158235,-1.8761021885,-0.0289149860000002
crp__delcrp_fru__1,1.1688967994119337,-0.6415123444999997,-0.4786882160000001
crp__delcrp_fru__2,1.4839779465706258,-0.5479199945000001,-0.392817312
crp__delcrp_fru__3,1.6727292414016974,-0.8290968944999992,-0.20789585399999927
crp__delcrp_glc__1,0.5742335594687824,-0.9171508685000004,-0.7249917359999998
crp__delcrp_glc__2,0.1867273183416923,-0.8159901554999998,-0.6169852389999999
crp__delcrp_glc__3,-0.3984475900760235,-0.6249826624999999,-0.5822127720000001
crp__delcrp_glyc__1,0.2957094511882944,-0.6798281914999995,-0.058581910000000015
crp__delcrp_glyc__2,-0.2975912266498516,-1.1453183465,-0.10210618999999976
crp__delcrp_glyc__3,-0.4217471872665703,-1.0645669485000004,-0.2334487059999999
glu__glu_ale3__1,3.1904773977174075,-1.0724126585000002,-0.3798033219999999
glu__glu_ale4__1,3.0895477675907146,0.4019458415000008,0.7978614709999999
glu__glu_ale5__1,2.87963941874494,0.4503721235000002,0.3669285870000003
glu__glu_ale6__1,3.6030713522021447,0.08880816550000059,0.9066882400000004
glu__glu_ale8__1,3.957222626871563,-2.0108467275,-0.5934783589999997
glu__glu_ale9__1,3.87044021101709,0.7048119445000003,0.870699879
glu__glu_ale10__1,2.7986810613909494,-0.9007831025000002,-0.12124567700000012
42c__wt_42c__1,0.2529256470170241,0.23793534350000026,0.30263624
42c__42c_ale1__1,1.4705635108898598,-3.5005253645,-0.4776655270000001
42c__42c_ale2__1,1.3320999956824804,-0.3284278665000002,0.05635640100000039
42c__42c_ale3__1,0.0115135217330897,-0.2571227035000003,0.36892915199999976
42c__42c_ale4__1,2.203067011578132,-1.0129860864999998,0.3633199429999996
42c__42c_ale5__1,0.4584019387073161,-0.2588354664999999,0.15040047899999998
42c__42c_ale6__1,0.5251853491497654,-3.2520226435,-0.4446717129999991
42c__42c_ale8__1,1.0718725624422805,-2.7045257935,-0.19186110799999945
42c__42c_ale9__1,0.820260657590616,-0.20512248449999948,0.201290513
42c__42c_ale10__1,2.1917521241141187,-2.8751118075,-0.33212768599999976
ssw__wt_ac__1,1.3237423139066091,0.0977107995000006,-0.9213973789999984
ssw__wt_glc__1,-1.2263041450465817,-1.1260023644999997,0.8468017640000003
ssw__wt_glyc__1,-1.2188406022845557,-1.8996736925,0.12241940500000048
ssw__wt_xyl__1,-1.1649276740310208,-0.7524776224999998,0.41456616700000026
ssw__glc_ale1__1,2.118832729799111,0.14520279049999996,0.4171202770000004
ssw__glc_ale2__1,2.599135884988953,-1.6675500375,-0.5256683720000002
ssw__glc_ale3__1,0.0600507455785327,-2.2537286205,-0.3059439289999997
ssw__glyc_ale1__1,0.4159512783147361,-1.2005136485000003,0.2071178079999996
ssw__glyc_ale2__1,-0.8058928404316199,-1.9793794065,-0.4628335400000001
ssw__xyl_ale1__1,2.4647837092720373,0.12422696550000012,0.09372583800000013
ssw__xyl_ale2__1,1.871799724313717,-0.17913550750000073,-0.12298273999999942
ssw__xyl_ale3__1,0.6813210610415706,-0.17617464750000078,-0.2605463659999998
ssw__glc_ac_ac2__1,0.6728661011160304,-2.1592605315,-0.7546940389999994
ssw__glc_ac_glc1__1,2.1015532617810333,-0.9340339935,-0.4355184939999983
ssw__glc_glyc_glc__1,1.6352543316300177,-0.1886866334999997,-0.39365267200000004
ssw__glc_glyc_glyc__1,3.2033005536710584,0.07013914050000025,0.006936896000000026
ssw__glc_xyl_glc__1,-1.015674025935856,-0.9146136765,-0.250383265
ssw__glc_xyl_xyl__1,0.5525191801587779,-0.12492225849999986,0.11114384100000052
ica__wt_glc__1,2.4730675874530763,0.3008168615000004,0.2639771960000017
ica__wt_glc__2,1.938481385153013,0.3742105024999995,0.3843059989999986
ica__wt_glc__3,1.6491099345343314,0.09977937449999974,0.4111434970000003
ica__wt_glc__4,0.165232256528869,-0.10799737250000074,0.22714812999999975
ica__arg_sbt__1,1.906910077362375,-0.5092407535000003,0.11604916200000034
ica__arg_sbt__2,0.8330208813328679,-0.2884053894999994,0.2704942870000009
ica__cytd_rib__1,-1.2547445175107463,-2.8608985045,-1.3430235639999983
ica__cytd_rib__2,-0.3058497449016042,-2.6660901115,-1.249201685
ica__gth__1,32.535301179782635,4.8142282695,0.6835137820000003
ica__gth__2,33.10630457835873,4.8617740295,0.8523372199999999
ica__leu_glcr__1,0.626080059530362,-0.8987139824999995,0.34601504899999996
ica__leu_glcr__2,0.3747966999753622,-0.9404170525,0.34724641499999986
ica__met_glc__1,-0.4809544037434279,-1.4999548474999995,-0.0438233109999997
ica__met_glc__2,-0.4061733019383203,-1.4808704605000005,-0.12828654299999975
ica__no3_anaero__1,-0.1559839782966536,-2.3126042844999994,-0.013837348999998332
ica__no3_anaero__2,-0.3671883524245388,-2.4099898085,-0.15898750200000045
ica__phe_acgam__1,0.3856407999470718,-0.2367889864999997,0.3120874170000008
ica__phe_acgam__2,0.6172137782509399,-0.5483746814999995,0.17365012900000032
ica__thm_gal__1,1.3899616451758654,-0.9856947814999996,-0.16466100999999966
ica__thm_gal__2,1.4905642211828556,-1.0356580694999993,-0.25695435200000016
ica__tyr_glcn__1,2.2631282014744287,0.20122053650000016,0.33393525000000057
ica__tyr_glcn__2,2.681799131772796,0.15193672150000026,0.3446675870000009
ica__ura_pyr__1,0.4095708672676884,-0.22147129949999836,0.46254818299999995
ica__ura_pyr__2,0.2570698619844245,-0.8588780314999998,0.2164694279999999
ica__wt_glc__5,0.0091125128603883,-0.6774873564999995,0.0821310190000002
ica__wt_glc__6,0.1407317361787537,-0.9570350234999996,0.1053127079999996
ica__bw_delpurR_cytd__1,0.7556062108323787,-0.3250392694999995,0.09697247200000092
ica__bw_delpurR_cytd__2,0.4140634271610775,0.17721669850000055,-0.22675991899999826
ica__ade_glc__1,0.016201676248862,0.09524747950000023,-0.22880565100000005
ica__ade_glc__2,-0.0380997978724608,-0.6169384815000001,0.221207402000001
ytf__wt_glc__1,1.3179393778727413,0.4699199315000007,0.6461312379999988
ytf__wt_glc__2,0.5194114786216752,0.5622238965000008,0.7902401729999999
ytf__delyafC__1,-0.2036120614538263,0.23588664549999994,-0.1395525589999993
ytf__delyafC__2,0.0352139651962497,0.2986384555000017,-0.17549235799999965
