,A,OxyR
SRX4705219,-0.11299411000000001,-0.4958430869
SRX4705220,-0.016846847800000002,-0.5014724409
SRX4705221,-0.4925758021,-0.5335059478
SRX4705222,0.0637997827,-0.4063646698
SRX4705223,-1.9576109446,-0.08589726260000001
SRX4705224,-1.4048650116,-0.1630279429
SRX4705225,-0.905280606,-0.6179949533
SRX4705226,-0.8869484798,-0.5725415547
SRX4705227,-0.8061190412,-0.4178973064
SRX4705228,-1.0607858217,-0.2802512092
SRX4705229,-0.8134653304,-0.5109605253
SRX4705230,-1.1025563301,-0.4501016839
SRX4705231,-0.4243693009,-0.5019385376000001
SRX4705232,-0.3356191128,-0.5717135159
SRX4705233,-0.8575948148,-1.4344128795
SRX4705234,-0.39671745500000005,-0.5504393434
SRX4705235,-1.2684792722,-0.759294793
SRX4705236,-0.778637126,-0.2716578558
SRX4705237,-1.8871457481,-1.037517372
SRX4705238,-1.2528272053,-0.6639788002
SRX2038319,0.0543254746,-0.29246107
SRX2038320,-0.0939137069,-0.33304726770000004
SRX2038321,-0.1396858597,-0.15873465080000002
SRX2038322,0.10147075200000001,-0.44745312670000004
SRX2038323,-0.9251676017,0.2192470012
SRX2038324,-0.15477271580000002,0.2194209651
SRX2038325,-0.8199130015,0.1090500246
SRX2038326,0.2422524385,0.2002933027
SRX2038327,0.8370934704,-0.46823525850000003
SRX2038328,0.9788732286,-0.3056555576
SRX2038329,-0.2627402361,-0.10483440320000001
SRX2038330,-0.2017140133,0.0248771713
SRX2038331,0.6026990725,0.0200653704
SRX2038332,0.7053113796,-0.0650046412
SRX2038334,-0.5851608765,0.2205607909
SRX2038335,0.283408227,0.31908330030000004
SRX2038336,-0.5713687616,0.8030321259000001
SRX2038337,0.44540257240000003,0.0631769949
SRX2038338,0.2195900505,-0.0818280557
SRX2038339,0.0395483519,-0.7027619399
SRX2038340,-0.49676306550000005,-0.256797306
SRX2038341,0.2434072103,-0.40589159700000005
SRX2038342,-0.4114024422,-0.1515366186
SRX2038343,-0.9131599277,0.23334775740000002
SRX2038344,-1.0254257283,0.0982005262
SRX2038345,0.044119622000000004,-0.17591723380000002
SRX2038346,0.0892875102,-1.2012139602
SRX2038347,0.3079637676,-1.2869388888
SRX2038348,0.3238453725,-1.2562328646
SRX2038349,0.2410359732,0.0100672881
SRX2038350,0.18080896500000002,-0.1914508653
SRX2038351,-0.7590710315,-0.2207673792
SRX2038352,-0.1487202855,0.3145704318
SRX2038353,0.1105588224,-0.0491152907
SRX2038354,-0.2929915986,-0.0155474836
SRX2038355,-0.6150299882,0.058396597200000004
SRX2038356,-0.1135213541,-0.030483195600000002
SRX2038357,-0.2739155252,0.3742891257
SRX2038358,0.3784654423,-0.31843261510000004
SRX2038359,-0.1084407387,0.006566317
SRX2038360,0.5062420022,-0.6947712648000001
SRX2038361,-1.032707944,0.17571155800000002
SRX2038362,-0.4685261838,0.420684722
SRX2038363,-0.0093967466,-0.0543253848
SRX2038364,0.2029832503,-0.0583101575
SRX2038365,-0.14374205950000002,-1.2393126996000001
SRX2038366,-0.0044612114,-0.957369424
SRX2038367,0.1175075067,-0.9607193397
SRX2038368,0.234316564,-0.0041746058
SRX2038369,-0.3354208701,-0.0439028218
SRX2038370,-0.5878035141,0.258964554
SRX2038371,0.7434387275000001,-0.19349532730000002
SRX2038372,0.11290606780000001,-0.0348323253
SRX2038373,-0.067511631,0.039460676300000004
SRX2038374,-0.6901606636000001,-0.3631626551
SRX2038375,0.4216693402,-0.5027666211
ERX530520,0.1381031175,0.0512916889
ERX530521,-0.2791575421,0.2409389952
ERX530522,-0.2801845531,0.2944461467
ERX530523,-0.0236659514,0.4250819323
ERX530524,-0.1381031175,-0.0512916889
ERX530525,0.0168838007,0.4583180834
ERX530526,-0.076451819,0.1409493279
ERX530527,-0.281486646,0.2719858959
ERX3212443,-0.0332370376,0.0905037984
ERX3212444,-0.5319306535,0.1492268082
ERX3212445,-0.4020931572,0.1498233227
ERX3212446,0.2505008361,0.0662866606
ERX3212447,-0.1674974038,0.0836145947
ERX3212448,-0.1267645056,-0.029602430800000003
ERX3212449,0.1017012853,-0.021353552
ERX3212450,-0.07577878910000001,0.0018806197
ERX3212451,-0.025922496200000002,0.019472932300000002
ERX3212452,-0.5220258633,-0.059166652300000004
ERX3212453,-0.1453996629,-0.0428124956
ERX3212454,0.4701411197,0.0085561191
SRX7478973,0.1502952029,-0.0428083905
SRX7478974,-0.2765976262,0.012043552
SRX7478975,0.1263024233,0.030764838500000002
SRX7478976,0.1446953281,-0.06648261280000001
SRX7478977,0.10093506170000001,0.0498274633
SRX7478978,0.4584026704,0.0809622611
SRX7478979,-0.0775214198,0.08100910380000001
SRX7478980,0.14893295380000002,0.129963151
SRX7478981,-0.0761395198,0.0851136479
SRX7478982,0.2059909041,0.2793165848
SRX7478983,0.0347863791,0.1948145114
SRX7478984,0.044796243400000005,0.24656586130000002
ERX1521038,0.0119593973,0.1568108234
ERX1521039,-1.1378029388,-0.0552910132
ERX1521040,-0.045395690600000004,0.1474403759
ERX1521041,-1.3417671459,-0.3506096282
ERX1521042,-0.6335040171,0.0904160052
ERX1521043,-0.37401978410000003,0.3372387837
ERX1521044,-0.46496683180000004,0.0634106599
ERX1521045,0.46496683180000004,-0.0634106599
SRX621182,-2.1503116001,-0.8721971136000001
SRX621183,-1.9547882193000001,-1.0642994954
SRX621184,-2.2752349024000003,-0.6230119504
SRX621185,-1.6983621271,-1.1037840164
SRX621188,-2.488308714,-0.7018255194
SRX621189,-3.0570578708,-0.8514235419
SRX621190,-0.0682938273,0.2826834929
SRX621191,0.0682938273,-0.2826834929
SRX621192,-2.2603720948,-2.0570819906
SRX621193,-1.9981337712,-1.6639119968
SRX6489436,3.3903663941,-0.0938235457
SRX6489437,2.8129967155,-0.1290439202
SRX6489438,2.9127328952,0.2844523543
SRX6489439,-0.1735569592,-0.1821208323
SRX6489440,-0.8834702083,-0.5444635157000001
SRX6489441,1.0570271674,0.726584348
SRX6489442,-1.3855369794,-0.2738013428
SRX6489443,-1.0624337383,-0.8870226993
SRX6489444,0.9136296976,0.5696533216
SRX6489445,-0.1839649442,-0.4349232993
SRX6489446,-0.6767761576,-0.36367480290000004
SRX6489447,1.0097360106,0.3943207577
SRX6489448,-0.7312471030000001,-0.7618229582
SRX6489449,-1.3322903979,-0.9199575923000001
SRX6489450,1.4306481296,0.1177982832
SRX6489451,-0.0472154679,0.2057152321
SRX6489452,-1.0648306247,-0.0482901861
SRX6489453,1.3487693516,0.4650271255
SRX6489454,-0.42735935150000004,-0.1451776378
SRX6489455,-0.7852853563000001,-0.11662735610000001
SRX6489456,1.3312930778,0.4413952856
SRX6489457,1.0151446083,-0.6063730515
SRX6489458,1.0542082735,-0.38044328520000004
SRX6489459,2.2732015046000003,-0.042952001600000005
SRX6489460,1.4833052851000001,-1.0268959071
SRX6489461,1.0343378058,-0.5381373453
SRX6489462,2.1821355181,-0.6522369175
SRX6489463,1.1162833221,-1.117027312
SRX6489464,0.11769214950000001,-1.0415333307
SRX6489465,1.9675104493000002,-0.21592255170000002
SRX6489466,1.5421371959,-0.6044575955
SRX6489467,2.3815929177,-0.1127424061
SRX6489468,2.2664805337000002,0.1716132437
SRX6489469,2.7179741396,-0.7109365668000001
SRX6489470,0.3100536049,-0.4120429572
SRX6489471,2.438273547,-0.2111757284
SRX6452027,0.7675221848,-1.3081201577
SRX6452029,-0.2186889136,-0.14084158800000002
SRX6452030,-1.6972366618999999,-1.381782885
SRX6452031,0.2122806313,-0.28264642630000003
SRX6452044,-0.0443556763,-0.4762927431
SRX6452045,0.1370052119,0.1326330644
SRX6452046,-0.7122898131000001,-0.2205156529
SRX6452047,0.4264191301,-0.8711265177
SRX6452048,0.2186889136,0.14084158800000002
SRX6452059,1.0354640875,-1.4394731838000001
SRX1828491,0.6144973078,0.5173721422
SRX1828492,0.41792213840000003,0.47074408980000004
SRX1828493,2.2767284049,0.743717446
SRX1828494,2.2956776447,1.5204615973
SRX1828495,-0.3504977053,-0.224814077
SRX1828496,0.3102359525,-0.3346113839
SRX1828497,0.6268448689,0.0662602055
SRX1828498,-0.0857735164,-0.0236204253
SRX1828499,-0.0681564327,0.31579348900000004
SRX1828500,0.8605961,0.5120810425
SRX1828501,1.4341376697000001,0.2387552271
SRX1828502,-0.0862040738,-0.2017628286
SRX1828503,-0.2226330588,0.6880369988
SRX1828504,-0.8615142183000001,0.6662687721
SRX1828505,-0.3377105314,0.22232527200000002
SRX1828506,0.9772226251,0.37572454790000004
SRX1828507,-0.0748990914,-0.2391080488
SRX1828508,0.0748990914,0.2391080488
SRX3796953,-0.0119002354,-0.052384727400000004
SRX3796954,0.0119002354,0.052384727400000004
SRX3796955,3.1690513027,-0.0325727955
SRX3796956,1.9474599984,0.14507813490000002
SRX3796957,-0.7800697333000001,-3.0249859992
SRX3796958,-0.8639682582,-2.6103222556
SRX3796959,-0.0416519616,0.20288288440000002
SRX3796960,-0.15413349040000002,0.0890050836
SRX3796961,0.7526925376,-0.17036546400000002
SRX3796962,1.0147426912,-0.0735413783
SRX3796963,-0.9217607754,-3.1672922353
SRX3796964,-1.2571969369,-3.5640094333
SRX3796965,0.1622762214,-0.44682899880000004
SRX3796966,0.686953606,-0.5867301530000001
SRX3796967,1.9919374437,-0.1409584975
SRX3796968,2.167764846,-0.4364310746
SRX3796969,1.2746309955,-1.5856938063000001
SRX3796970,0.004212664200000001,-1.7560653717
SRX3796971,-0.0663910077,-0.052038274200000005
SRX3796972,-0.5051108799,-0.1318683877
SRX3796973,1.3989586577,0.1718195447
SRX3796974,1.1780551662,0.2292871433
SRX3796975,-1.4946618397,-2.7943791925
SRX3796976,-1.0027099486,-2.9651543952
SRX3796977,-0.2831703988,0.3140888045
SRX3796978,0.0018200699,0.0651681317
SRX3796979,0.7808365552000001,-0.0492445641
SRX3796980,0.4842891275,0.1078093569
SRX3796981,-0.49246182930000004,-2.6951573333
SRX3796982,-1.0138035066,-2.7204335718
SRX3796983,0.6493111695,-0.4850935293
SRX3796984,0.10055493830000001,-0.5652783694
SRX3796985,1.7299612277,-0.059165046900000004
SRX3796986,1.1907210007,-0.2822392012
SRX3796987,0.47760845230000004,-0.7771296899
SRX3796988,0.0186154286,-0.2641522926
SRX2568270,-0.32267638870000004,-0.2985680831
SRX2568271,0.7263429453,0.331852336
SRX2568272,-0.1978859122,-0.7629066195
SRX2568273,-1.4178418458,-0.4759722134
SRX2568274,-1.6381232210999999,-0.2524619949
SRX2568275,0.32267638870000004,0.2985680831
SRX2568276,0.1061014847,0.1557251587
SRX2568277,-0.6284473213,0.0372509201
SRX2568278,-1.9012727595,-0.17619898890000002
SRX2568279,-1.8963377711,-0.27208810440000003
SRX3421856,0.0681942322,-0.0543956851
SRX3421857,-0.0681942322,0.0543956851
SRX3421858,-0.9211223187,-0.5213416404
SRX3421859,-0.986130009,-0.6481469648
SRX3421860,2.9828598326,-0.1527717971
SRX3421861,2.8397251663,-0.32399986810000003
SRX3421868,-1.1041986949,0.0027497694
SRX3421869,-1.7388561986000002,0.1012180715
SRX2606337,0.29184833790000003,-0.0865873442
SRX2606338,-0.5041682974,0.0495775314
SRX2606339,0.40656921220000003,0.43960668480000004
SRX2606340,1.1844926625,0.6192017447
SRX2606341,19.2921448033,0.5101197903
SRX2606342,9.6751194214,0.9448521342
SRX2606343,1.7140089544000001,1.2872363122000001
SRX2606344,2.215085282,0.2360118488
SRX2606345,1.4668938361000001,0.4231437535
SRX2606346,-0.370297637,0.3066339951
SRX2606347,-0.030701012000000003,0.009838501500000001
SRX2606348,-0.1398063004,-0.0469817936
SRX2606349,0.3073551512,0.4675209072
SRX2606350,1.0969489282,0.7605685004
SRX2606351,18.7515541753,0.3589255903
SRX2606352,7.7994942114,1.1566789607
SRX2606353,1.2846542874,0.1667606904
SRX2606354,2.4878275408,0.268616489
SRX2606355,1.5680873516,0.5360382209
SRX2606356,0.37952414700000003,0.5754729279
SRX2606357,-0.2611473259,0.0767488426
SRX2606358,-0.441098076,0.08807964060000001
SRX2606359,0.5558564558,0.7072612311
SRX2606360,1.1294312685,0.6710040886
SRX2606361,18.6778176284,0.818213328
SRX2606362,11.6848339827,0.8054216339
SRX2606363,1.9949101049,1.0602929743
SRX2606364,2.3651596987,0.0914706594
SRX2606365,1.5161474218,0.3146100509
SRX2606366,0.2169674597,0.7573796958
SRX3648427,0.1176979172,0.1469781367
SRX3648428,0.0035526251000000003,-0.0512571701
SRX3648429,-0.3117217464,0.38328207750000004
SRX3648430,0.7387737362,0.2418756468
SRX3648431,0.7054232654,0.2233390237
SRX3648432,0.7125314128,0.0195068127
SRX3648433,-0.0082283303,0.2638421144
SRX3648434,0.4637728579,-0.047973601000000005
SRX3648435,-0.28489158140000004,-0.6032421405
SRX3648436,-1.9114302845000002,-1.9948425289
SRX3648437,-0.2946483467,-1.8751267679999999
SRX3648438,-1.788407198,-1.5092194987
SRX3648439,-0.655613886,-0.20692455010000002
SRX3648440,0.3219727851,-0.2249263705
SRX3648441,-1.5202401883999999,-0.9695350689000001
SRX3648442,-2.1287774791,-1.905890189
SRX3648443,-0.8031680653000001,-2.1695896473
SRX3648444,-1.4206502495,-1.9937497029000002
SRX3648445,-0.5042036142,0.2798941354
SRX3648446,0.2832069218,0.2665485758
SRX3648447,-0.351181291,0.0137497105
SRX3648448,-0.0730811823,0.3261536895
SRX3648449,-0.1709795946,0.3479453241
SRX3648450,0.5515017239000001,0.0248236459
SRX3648451,0.7101607160000001,0.1157017179
SRX3648452,-0.4095352647,-0.4247635141
SRX3648453,-0.6080663983,-0.3898608632
SRX3648454,-1.2831926831,-1.8660297387
SRX3648455,0.34179160540000003,-2.0105442308
SRX3648456,-1.0824256725,-1.5998645287
SRX3648457,-0.374575551,0.2372990614
SRX3648458,-0.1389848898,0.23497833640000002
SRX3648459,-1.212331753,-0.5213526995000001
SRX3648460,-0.7980420365,0.19732847750000002
SRX3648461,0.1294186315,-0.0463248672
SRX3648462,-1.4527971307,-0.6100860256
SRX3648463,0.128488965,0.1088473254
SRX3648464,0.5095418016000001,-0.22121152330000002
SRX3648465,0.09640240130000001,-0.6425620695
SRX3648466,-0.2039144262,0.37765174100000004
SRX3648467,0.5144450883,0.0750588424
SRX3648468,-0.5577435232,-0.487447707
SRX3648469,8.0152912701,-0.6846781855
SRX3648470,9.4145753431,-0.45572986200000004
SRX3648471,7.6404647332,-0.0091548891
SRX3648472,12.4087252296,-0.9876444845000001
SRX3648473,10.850712544,-0.245873161
SRX3648475,-0.9330964038,0.3077779955
SRX3648476,0.0768651597,-0.098230966
SRX3648477,-1.5853921838,-0.5117418934
SRX3648478,0.2782492261,0.5573117080000001
SRX3648479,0.8477142408,0.5838510205
SRX3648480,0.3691401244,0.5509220062
SRX3648481,-0.056622902700000005,-0.6753378605
SRX3648482,0.2111145137,-1.6749184779
SRX3648483,-1.3060840949,-1.6616970976
SRX1429221,0.3284903504,-0.0040265314
SRX1429222,0.1333960709,-0.1912983517
SRX1429223,-0.4618864213,0.1953248831
SRX1429224,0.0421796771,0.06247241
SRX1429225,0.3791853315,0.10126960010000001
SRX1429226,0.1383882268,0.2141757225
SRX1429227,-0.0047729752000000005,0.1664965927
SRX1429228,-0.7888942827000001,0.1950198509
SRX1429229,0.3796150665,0.0655318838
SRX1429230,-0.6053792627,0.4152663602
SRX1429231,-0.9535312173,0.33020517190000004
SRX1429232,-0.39085124330000004,0.3575422512
SRX1429233,-0.9780435372,0.49824919640000004
SRX1429234,-0.7389486316,0.6162739071000001
SRX1429235,-1.0869401667,0.4982487171
SRX1429236,-1.464761178,0.6483794512000001
SRX1429237,-0.8703198827,0.48792549100000004
SRX1429238,-0.6343976806,0.6707528098000001
SRX1429239,-0.9415569958000001,0.7378980079
SRX1429240,-0.8211807831,0.7599207398000001
SRX1429241,-0.4555726419,0.7417295368
SRX1429242,-0.8627927938000001,0.7747736519
SRX1429243,-0.7931907223,0.7861743603
SRX1429244,-0.6613170884,0.7182814971
ERX2339161,-0.010429244300000001,-0.48024681490000004
ERX2339162,0.010429244300000001,0.48024681490000004
ERX2339163,-2.8306628463,-0.3674280354
ERX2339164,-1.939219727,0.5378126802000001
ERX2339165,3.3402946683,-1.95541981
ERX2339166,6.862172945,1.2123011132000001
ERX2339167,4.1044739689,-0.8089465929
ERX2339168,0.011152777400000001,-0.7309811994000001
ERX2339169,0.34665791960000003,0.7445179423
ERX2339170,-3.2338899647,-0.33143589360000003
ERX2339171,-2.4481105387,0.1209056508
SRX7656012,-0.0546274545,-0.0870346995
SRX7656013,0.5603811429000001,-0.1033340945
SRX7656014,0.3224437076,-0.2080474708
SRX7656015,0.46052916720000003,-0.3911805427
SRX7656016,-0.0035683385,-0.0049169771
SRX7656017,0.5451388546,0.0678847546
SRX7656018,-0.013183901100000001,0.045883642
SRX7656019,0.5303713118,-0.3855783695
SRX7656020,0.1122320156,0.16254769730000002
SRX7656021,0.3784791905,0.2831085088
SRX7656022,0.24091578300000002,0.08125557430000001
SRX7656023,0.7176519042,0.2956661494
SRX7656024,0.5724882678000001,-0.2300306121
SRX7656025,-0.12245039,0.6964768832
SRX7656026,-0.3293013208,0.0170348997
SRX7656027,0.16642512380000002,-0.1183292802
SRX7656028,-0.048031409000000004,-0.08824138150000001
SRX7656029,0.42488578920000003,-0.2152546962
SRX7656030,0.539812454,-0.2807585946
SRX7656031,0.5501613985,-0.0755477599
SRX7656032,0.6440972691,-0.09258443150000001
SRX7656033,0.3762552952,-0.0618576516
SRX7656034,0.4378932528,-0.0782050657
SRX7656035,0.4106225839,-0.3809835514
SRX7656036,0.2271014214,-0.10713203260000001
SRX7656037,0.1666842811,-0.197067709
SRX7656038,0.5074897146,-0.1362468443
SRX7656039,0.1169317378,0.0333854751
SRX7656040,-0.0028737885,-0.0349205733
SRX7656041,-0.1140579493,0.0015350982
SRX7656042,0.3203497958,-0.6290753315000001
SRX7656043,0.19889287700000002,-0.652459051
SRX7656044,0.1260662373,-0.4635828583
SRX7656045,0.3988589361,-0.2797891778
SRX7656046,0.3477355915,-0.33337933950000004
SRX7656047,0.5644554937,-0.5137505055
SRX7656048,0.6591970221,-0.4260060243
SRX7656049,0.2311213198,-0.4036013371
SRX7656050,0.18331377540000002,-0.3501226465
SRX7656051,-0.1184889164,-0.6370821801000001
SRX7656052,0.2425068591,-0.5672729096
SRX7656053,-0.34695499560000004,-0.5950094696
SRX7656054,0.4576440833,-0.2959085806
SRX7656055,0.2725368918,-0.2773138302
SRX7656056,0.5733399406,-0.0545997705
SRX7656057,0.5409582119,-0.2741295136
SRX7656058,0.45522343470000004,-0.22552889010000002
SRX7656059,0.5202900863000001,-0.26727500790000003
SRX7656060,0.38848523,-0.2639309641
SRX7656061,0.2128498782,-0.2381090344
SRX7656062,0.8746776098,-0.4454496792
SRX7656063,-0.7988841389,0.21215497560000002
SRX7656064,-0.4826634205,0.2178839321
SRX7656065,-0.0079000418,0.2827773858
SRX7656066,1.2010520819,-0.8610171687
SRX7656067,1.1279625508,-0.5213006678000001
SRX7656068,1.3577706423,-0.7513165254
SRX7656069,1.0529309103,-0.5557078335
SRX7656070,0.9818089066000001,-0.7459976926
SRX7656071,0.5206600316000001,-0.6049522705
SRX7656072,1.573196527,-0.6653669118000001
SRX7656073,1.2214458765,-0.6730703149
SRX7656074,0.4189992719,-0.6147910179
SRX7656075,-1.1051642576,-0.27397696520000003
SRX7656076,-1.634670361,-0.28255658100000003
SRX7656077,-1.4489329888,-0.0050970082
SRX7656078,0.7311726786,-0.2191602545
SRX7656079,0.6598079476,-0.0722701592
SRX7656080,0.0295400265,-0.1345581415
SRX7656081,0.7214919565,-0.16657479760000002
SRX7656082,-0.27758096930000004,-0.1773250036
SRX7656083,0.2615577445,-0.1608110461
SRX7656084,0.3824072644,-0.1101082886
SRX7656085,1.1540322663,-0.0533677024
SRX7656086,-0.748395519,0.034125025100000005
SRX7656087,0.24265233320000001,-0.3773459892
SRX7656088,-0.0746777369,-0.3391332131
SRX7656089,-0.10786650440000001,-0.2487230003
SRX7656090,0.2149427754,-0.06940713500000001
SRX7656091,0.0898501947,-0.0266399722
SRX7656092,0.0020170247,0.09048343860000001
SRX7656093,0.1193903139,-0.074865476
SRX7656094,-0.1380847806,-0.007275685400000001
SRX7656095,0.056831433300000005,-0.12364853790000001
SRX7656096,0.4961354753,-0.14429085490000002
SRX7656097,-0.0118198574,-0.1055984809
SRX7656098,0.3603769952,-0.307547856
SRX7656099,-0.0202947474,0.31679632490000004
SRX7656100,-0.38637174020000004,0.48508918910000004
SRX7656101,0.1906747692,0.2520070635
SRX7656102,0.508995317,-0.0060526416
SRX7656103,0.6351048890000001,-0.14235099610000002
SRX7656104,-0.0924180948,-0.11952149200000001
SRX7656105,-0.5103901729,0.2734655841
SRX7656106,-0.2625708411,0.2022373935
SRX7656107,-0.8945734271,0.1316809532
SRX7656108,0.6203517305,-0.3415986213
SRX7656109,0.7603377457,-0.2455364206
SRX7656110,0.46210975270000004,-0.16648900860000002
SRX7656111,0.363691099,-0.3963162374
SRX7656112,0.3145428702,-0.4720908884
SRX7656113,0.4826441406,-0.16274718
SRX7656114,0.2781911234,-0.2091374697
SRX7656115,0.0542412062,-0.0571789637
SRX7656116,-0.3578768222,-0.1541486667
SRX7656117,-0.2302858817,-0.002739983
SRX7656118,-0.0507288484,0.5405398905000001
SRX7656119,-0.029780882,0.2816028901
SRX7656120,0.6788226858,-0.2587274488
SRX7656121,0.7750923364000001,-0.2801978129
SRX7656122,-0.0085902943,-0.36386589
SRX7656123,-0.097045507,-0.0380346692
SRX7656124,0.2081052261,-0.0588563589
SRX7656125,0.2384664891,-0.0065238993
SRX7656126,0.3721091755,-0.1888450499
SRX7656127,0.1868157896,-0.1303263289
SRX7656128,0.47702350470000005,0.057166355
SRX7656129,-0.6610887894,0.35511519820000004
SRX7656130,-1.142972897,0.4124871491
SRX7656131,-0.20084122510000002,0.5066685673
SRX7656132,-0.8214567803,0.3194561506
SRX7656133,-1.0528921615,0.49503688900000004
SRX7656134,-0.8110000451,0.1570634977
SRX7656135,-0.1318932588,0.2025806051
SRX7656136,-0.0391216226,0.0701024292
SRX7656137,-0.336268834,0.0393768752
SRX7656138,-0.3220808657,0.00044975550000000004
SRX7656139,-0.2334479964,0.195750524
SRX7656140,0.3715394168,0.0312981481
SRX7656141,0.4946140927,0.0288194866
SRX7656142,0.46888597270000004,0.1175639284
SRX7656143,0.6520160346,0.026887958200000003
SRX7656144,-0.9633943215,0.6780300288000001
SRX7656145,-0.9323632297000001,0.5516498164
SRX7656146,-0.18955630680000002,0.7068599670000001
SRX5388319,0.0902268908,-0.12142367450000001
SRX5388320,0.1834143855,-0.1872951782
SRX5388321,-0.2736412763,0.3087188527
SRX5388322,-0.577103202,-0.1148707676
SRX5388323,-0.5114620075,0.361607006
SRX5388324,-1.1711208172,0.8353354398
SRX5388325,-0.5540670537,-0.1345373201
SRX5388326,-0.8088564404,0.48264879250000003
SRX5388327,-1.3367439808000001,0.7972469159000001
SRX8708326,0.9388817912,-1.0262207626
SRX8708328,1.5192083961,-2.2499031009
SRX8708335,-0.6231118616,0.5028656155
SRX8708336,-0.582136984,0.8652277779
SRX8708337,-0.3139595505,0.8818097075
SRX8708338,0.08282823,0.3260947569
SRX8708339,-0.0129459382,0.4199981057
SRX8708340,-0.1543944093,0.5129371075
SRX8708365,0.0649157144,0.9302249529000001
SRX8708366,0.1085251032,0.8976325868
SRX8708368,0.2500545611,0.8690057906
SRX8708369,-0.7051555288,0.8190390552
SRX8708370,-0.9308775162,0.9891603047
SRX8708371,-0.7550110170000001,0.8257306971
SRX4166001,0.4210838194,-0.1253230623
SRX4166002,-0.6876676333,0.09988628620000001
SRX4166003,0.2665838139,0.025436776100000003
SRX4166004,-1.2156754774,5.0633e-05
SRX4166005,-1.2956102214,0.1546984586
SRX4166006,-1.5864602299000001,0.07898450630000001
SRX4166007,0.3996903294,-0.157211608
SRX4166008,-0.7630256921,-0.0018354023
SRX4166009,-0.41995195090000004,-0.2945270098
SRX4166010,0.5104169095000001,-0.3181918917
SRX4166011,-0.13387546590000002,-0.06444562150000001
SRX4166012,0.3708847836,-0.3773819371
SRX5000481,0.3433014962,-0.15976574770000002
SRX5000482,0.536026733,0.037147386000000004
SRX5000483,1.1906345573000001,0.9963852964000001
SRX5000484,1.632995763,0.39526229100000004
SRX5000485,1.1800635223,0.6009631482000001
SRX5000486,1.0521065045,0.9610676303000001
SRX5000487,1.3973620564,0.1975095623
SRX5000488,1.4760716484,0.38239189630000003
SRX5000489,1.1766759248,0.5435141641
SRX5000490,1.0689271195,0.5583619378
SRX5000491,1.3226798103,0.3674335615
SRX5000492,1.0360838117,1.7037514423
SRX5000493,0.17317779090000002,1.0311485209
SRX5000494,0.2967877947,1.1197786382000001
SRX5000495,1.0347858597,1.9349487498000002
SRX5000496,0.9709930600000001,1.8447888394
SRX5000497,0.044240675300000004,-0.0015169855000000002
SRX5000498,-0.043326719900000005,0.0450772797
SRX5000499,0.1702919883,1.350442769
SRX5000500,-0.0009139554000000001,-0.0435602943
SRX5000501,1.1892052636,0.0935686406
SRX5000502,0.8454286551,-0.163403082
SRX5000503,0.9861180938,0.051318620200000005
SRX5000504,0.25332681420000003,-0.20330058550000002
SRX5000505,0.16062744410000002,-0.1072740153
SRX5000506,0.46941465530000004,-0.2922689006
SRX5000507,1.4265682472,0.2945156639
SRX5000508,0.2834892935,-0.08549601750000001
SRX5000509,0.3371735631,-0.20565392270000002
SRX5000510,0.005970223,-0.41357812390000004
SRX5000511,0.064322526,-0.44488628090000004
SRX5000512,1.0874649117,0.14294287420000001
SRX5000513,1.1426556346,-0.0117621385
SRX5000514,1.0204940073,-0.2549779804
SRX5000515,1.0902708743,0.2790337476
SRX5000516,1.1244999197,0.0718707013
SRX4124772,1.2199115678,-0.8285811780000001
SRX4124773,1.6472448614,-0.6846325470000001
SRX4124774,-0.063762803,-0.0193608632
SRX4124775,0.063762803,0.0193608632
SRX5323946,-0.0821742455,-0.0506681801
SRX5323947,0.0821742455,0.0506681801
SRX5323948,-0.1795370289,0.2636543871
SRX5323949,0.0838272494,0.7609877518
SRX5323950,0.033546694200000005,-0.0120422878
SRX5323951,0.1535228167,0.2360957578
SRX5323952,-0.3306503152,-0.1285498866
SRX5323953,0.0986781367,0.0732975193
SRX5323954,0.5806085192,0.3468124207
SRX5323955,0.3933087726,0.29871628850000004
DRX093856,0.3650420884,-0.0397138167
DRX093857,-1.3181316633,-0.5078180324
DRX093858,-1.0333092872,-0.3469449814
DRX093859,-1.3827426879,0.005540666200000001
DRX093860,-0.7939948994,0.1603981222
DRX093861,0.0136213787,-0.0850795346
DRX093862,-0.4584300932,-0.4313396626
DRX093863,-0.8993932856,-0.39816185740000004
DRX093864,-1.1090181032,0.07525073980000001
DRX093865,-1.2750231406,-0.2149853878
DRX093866,-0.37866346710000004,0.12479335130000001
DRX093867,-0.7967714638000001,-0.4353830938
DRX093868,-1.2424385817,-0.42177390270000004
DRX093869,-0.9465931041000001,-0.1714558773
DRX093870,-1.5647194524999999,-0.44629136540000003
SRX6366242,0.6913540231,0.22579492510000002
SRX6366243,0.9206965846,0.014819753900000001
SRX6366244,-2.9020607369,1.2389153119
SRX6366245,-0.0998596814,0.13250588800000002
SRX6366246,0.18482792950000002,-0.0114454488
SRX6366247,-2.4101423352999998,1.0358928507
SRX6366248,0.8658059116,0.28011136880000004
SRX6366249,0.294810493,0.5667328828
SRX6366250,0.8904123362,0.000722326
SRX6366251,0.3976166822,-0.23936152900000002
SRX6366252,-0.1572079207,-0.055796974400000005
SRX6366253,0.1572079207,0.055796974400000005
SRX254739,1.6876665112,-0.0506223715
SRX254740,1.6277183605,-0.20211370550000002
