,-0.10078761893611474,-0.0719911563829391,-0.04319469382976346,-0.01439823127658782,0.01439823127658782,0.04319469382976346,0.0719911563829391,0.10078761893611474,0.12958408148929038,0.15838054404246601,0.18717700659564165,0.2159734691488173,0.24476993170199293,0.2735663942551686,0.3023628568083442,0.3311593193615199,0.35995578191469546,0.38875224446787116,0.41754870702104674,0.44634516957422243
RpoS_genes,[],['mglB'],['ybiI' 'csgB' 'csgA'],"['csgC' 'dhaM' 'dhaL' 'ddpF' 'pykF' 'yhjG' 'speB' 'pdeC' 'sohB' 'ddpD'
 'pfkA' 'dhaK' 'ydcS' 'gpmM' 'dinB' 'mdtC' 'ydhX' 'yhfG' 'ydhV' 'appB'
 'ddpX' 'hyaA' 'tpiA' 'lsrF' 'baeS' 'hyaE' 'ydbK' 'hyaC' 'yafN' 'ddpA'
 'ydhW' 'ygiC' 'puuC' 'ompN' 'eno' 'hyaD' 'mlrA' 'dkgB' 'ldcC' 'ydcT'
 'mdtD' 'baeR' 'crr' 'pphA' 'glk' 'speG' 'ddpB' 'puuP' 'yqiH' 'ygiB'
 'ynfF' 'araF' 'hyaB' 'mdtB' 'appC' 'hofP' 'murP' 'artI' 'puuB' 'lsrB'
 'mpl' 'hofM' 'viaA' 'gyrB' 'hyaF' 'pykA' 'insD-5' 'insC-5' 'hofN' 'araH'
 'frdC' 'metK' 'rraA' 'yffP' 'frdA' 'ydhU' 'yffO' 'xthA' 'yafO' 'fumC'
 'epd' 'bsmA' 'mtn' 'ddpC' 'fic' 'ravA' 'envC' 'puuR' 'rhaS' 'aceF' 'artP'
 'rssA' 'hofO' 'xapB' 'murQ' 'lsrG' 'dgcC' 'gapA' 'insN' 'astC']","['xapA' 'ydcU' 'yafP' 'rhaR' 'mutS' 'ydhT' 'frdB' 'yciZ' 'dmsD' 'aldB'
 'tolC' 'ppk' 'ynfB' 'frdD' 'puuE' 'yqiI' 'btsT' 'adhE' 'znuA' 'mdtA'
 'cpxR' 'ymjE' 'ynfH' 'ydhY' 'gpmA' 'gor' 'lsrD' 'ada' 'araG' 'lsrC'
 'yciT' 'astE' 'aceE' 'ppx' 'pgk' 'patD' 'btuF' 'cpxA' 'astB' 'astD'
 'yibQ' 'alkB' 'pqiC' 'pgi' 'blr' 'astA' 'pdhR' 'ydbD' 'luxS' 'ynfG'
 'ynfE' 'pqiB' 'fbaA' 'topA' 'lsrA' 'pdeR' 'ilvY' 'lpd' 'oxyR' 'yddG'
 'pfkB' 'ytfK']",['proP'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ppGpp_genes,[],['ydiY' 'ycaD'],['opgE' 'yeaH' 'yihI' 'plaP' 'yeiS' 'yegP' 'gpt' 'tufB' 'yccT'],"['yeaG' 'yfaZ' 'mdfA' 'satP' 'nupC' 'cmoB' 'dctA' 'tolQ' 'putA' 'yibT'
 'purR' 'rimO' 'ycaM' 'ytfL' 'mnaT' 'ebgR' 'ldtB' 'bcsE' 'rpmE' 'ansA'
 'rlmF' 'yjgR' 'yhjY' 'argH' 'katG' 'chiQ' 'gntP' 'nikR' 'rbsA' 'yegS'
 'mscK' 'asnB' 'cmoA' 'uspE' 'yoaC' 'tyrB' 'uraA' 'xylR' 'yfcZ' 'waaA'
 'mutM' 'truC' 'prfB' 'gfcC' 'ttcA' 'rhaT' 'yfaA' 'udk' 'yegQ' 'argB'
 'yphA' 'aroB' 'yciA' 'trmA' 'nlpC' 'nhoA' 'obgE' 'opgH' 'znuC' 'yjbD'
 'glsB' 'dnaC' 'aroK' 'yjfY' 'yhhY' 'yqhH' 'ydiP' 'potI' 'dauA' 'aroD'
 'ytiC' 'speA' 'ybdK' 'prmA' 'sbmC' 'yecT' 'rsmB' 'prfC' 'znuB' 'tabA'
 'rluC' 'pyrC' 'opgC' 'ivy' 'leuD' 'lysS' 'yfcC' 'intA' 'rpoD' 'yojI'
 'yqcC' 'pgeF' 'yehS' 'nac' 'yghU' 'lpxP' 'rfbB' 'yebO' 'yehE' 'ygiQ'
 'yhaH' 'ndk' 'cspF' 'leuC' 'yfgJ' 'lysO' 'yjjJ' 'yhfZ' 'rlmI' 'tsgA'
 'rluD' 'dadA' 'rnd' 'rfbC' 'dadX' 'yecJ' 'kch' 'raiA' 'yjdF' 'iaaA'
 'ybfE' 'yhdH' 'rpsU' 'ygjQ' 'yciI' 'cdgI' 'ybjS' 'aroE' 'ycgB' 'aroM'
 'btsS' 'yccU' 'rmf' 'yjdC' 'fkpA' 'clsB' 'ais' 'rfbA' 'rfbX' 'rfbD'
 'ymfJ' 'yfiP' 'ydgI' 'mazG' 'menA' 'recO' 'uspG' 'ycjY' 'recT' 'ygjR'
 'ybaQ' 'trpC' 'pepT' 'dbpA' 'sgrR' 'tadA' 'yfdX' 'yhhA' 'rayT' 'yiaC'
 'upp' 'hslO' 'yaeH' 'ycfH' 'ytiD' 'hisD' 'fliP' 'tusA' 'yheV' 'leuB'
 'plsB' 'purL' 'rlmN' 'rpsM' 'fpr' 'ychH' 'adeP' 'yhcO' 'argS' 'yjiK'
 'rapA' 'yhjV' 'rluA' 'efp' 'der' 'rnc' 'rpmH' 'ygdQ' 'rimJ' 'yicI' 'tcdA'
 'tsaC' 'mhpC' 'ydiV' 'ydcL' 'thrC' 'menD' 'rlmG' 'rlmC' 'waaH' 'yraQ'
 'sfmC' 'thiL' 'ybaA' 'gcvH' 'yjgL' 'ytfI' 'ltaE' 'fucR' 'yehL' 'yjaZ'
 'insL-3' 'hcaB' 'menE' 'nlpA' 'rarD' 'mreD' 'ppsR' 'ychF' 'gstA' 'ycbZ'
 'yafT' 'miaB' 'ychQ' 'envR' 'lepA' 'yqeF' 'ygcN' 'nth' 'yaiA' 'yedP'
 'yciH' 'ydfV' 'allB' 'yaeI' 'rpsK' 'yiiS' 'kdpC' 'rlmA' 'infA' 'dgcF'
 'yqeG' 'hsdR' 'yagH' 'argC' 'yhiN' 'xanP' 'yihX' 'rsfS' 'rplT' 'yeaO'
 'ykfI' 'yhbE' 'thrB' 'yihD' 'ghxP' 'era' 'ykfB' 'tag' 'dnaG' 'yafW'
 'rpoB' 'rpsE' 'rplU' 'smg' 'rpsT' 'thiB' 'gstB' 'dgcM' 'pyrR' 'rplX'
 'uspD' 'yhcB' 'dacC' 'yebQ' 'recQ' 'yadK' 'insA-6' 'lepB' 'apt' 'rpmA'
 'yejL' 'aspS' 'ispU' 'pyrD' 'uspC' 'rplE' 'rsmF' 'yjeM' 'thiI' 'ydcK'
 'parE' 'codB' 'aroG' 'insA-1' 'ynjE' 'yqiK' 'yidE' 'gltX' 'cysK' 'rsxG'
 'nusG' 'wzxC' 'modF' 'mnmA' 'rof' 'ycfZ' 'yjgH' 'dnaJ' 'cvpA' 'ytfB'
 'thiQ' 'rplN' 'menH' 'ycaP' 'ykfM' 'rplR' 'pyrF' 'wbbH' 'zupT' 'panF'
 'proY' 'xdhC' 'insL-1' 'infC' 'frr' 'rplB' 'yhfA' 'rplC' 'dusC' 'ygaM'
 'rpsL' 'yhbW' 'prs' 'purC' 'yccS' 'nlpI' 'adhP' 'yjeI' 'gcvP' 'ycdZ'
 'cheZ' 'ilvN' 'rplQ']","['rplO' 'tas' 'secE' 'rpsN' 'yebV' 'yhhX' 'yceH' 'serC' 'yieF' 'rpsD'
 'yhjC' 'yfdG' 'yebF' 'yceM' 'yccF' 'eutD' 'bipA' 'gcvT' 'yejK' 'nusA'
 'yfjW' 'dksA' 'smf' 'uup' 'rpoA' 'murJ' 'yddM' 'nudK' 'infB' 'srmB'
 'rplF' 'mrcA' 'yfcJ' 'yjjU' 'yghA' 'rsxC' 'metH' 'ykgF' 'rpsH' 'recX'
 'yegR' 'argA' 'kptA' 'pxpA' 'purT' 'yniA' 'rimM' 'insL-2' 'metI' 'secY'
 'envY' 'rsxB' 'rplM' 'dnaA' 'rbsC' 'dmlA' 'flgJ' 'lnt' 'gsiA' 'pnp'
 'uspF' 'yceD' 'rpsS' 'sixA' 'mreC' 'leuE' 'ygeA' 'ybeQ' 'hpf' 'potA'
 'ruvC' 'nudB' 'pyrG' 'pth' 'yhaJ' 'tsf' 'suhB' 'rpoS' 'trmD' 'yhjE'
 'rpsR' 'rpsP' 'accB' 'pheP' 'ydgK' 'ybhP' 'pgl' 'yihY' 'trmI' 'yjcE'
 'greA' 'rlmL' 'queD' 'rplS' 'pheS' 'yjiR' 'yfcF' 'yhhM' 'yafV' 'rsxE'
 'rplA' 'mioC' 'pyrB' 'alx' 'truB' 'ugpB' 'kup' 'hcaE' 'ispD' 'amn' 'rplY'
 'rplD' 'yfjF' 'yidC' 'ydiZ' 'curA' 'fucU' 'emrD' 'clcB' 'udp' 'rnpA'
 'thiP' 'pyrI' 'rffC' 'yhdT' 'crp' 'ysgA' 'marR' 'accC' 'kdpB' 'asd'
 'argO' 'ygiV' 'rpsJ' 'glgB' 'purF' 'wecB' 'yaeP' 'qorA' 'rfaH' 'wecC'
 'rplK' 'yddH' 'pssA' 'argE' 'mltG' 'agp' 'yafC' 'yghD' 'dgoR' 'ftp'
 'ftnB' 'yceA' 'metN' 'yahO' 'ybhR' 'yajO' 'rsxD' 'rimP' 'cmk' 'rplW'
 'waaQ' 'fadE' 'tesA' 'dgt' 'mrdB' 'rpsB' 'insA-7' 'gluQ' 'mcrA' 'cdsA'
 'nrdH' 'rpmB' 'bioA' 'rlmH' 'yhhJ' 'ppc' 'gsiB' 'purB' 'rplI' 'mrdA'
 'cedA' 'gsk' 'ybcV' 'glgX' 'lpxH' 'rbbA' 'dtpD' 'ycjN' 'rutR' 'rsxA'
 'yfbU' 'ybaP' 'argR' 'yqeH' 'ampD' 'rpsA' 'rpsI' 'yjhI' 'ppnP' 'rplJ'
 'pyrL' 'ybhN' 'rimI' 'uhpA' 'ybhS' 'dgcJ' 'ybfA' 'argF' 'ldtD' 'ycaN'
 'waaG' 'yhjD' 'yohC' 'yjiJ' 'prkB' 'purD' 'rpsG' 'cysN' 'rnt' 'leuA'
 'yiiX' 'thrA' 'yjbR' 'ggt' 'epmA' 'rpsO' 'psiE' 'yagN' 'ftsK' 'ybeL'
 'priB' 'qseC' 'secG' 'msbA' 'pitA' 'yidD' 'dnaE' 'atpB' 'ybcI' 'glpA'
 'yedE' 'hflD' 'rplL' 'purM' 'ppnN' 'yejM' 'yhiI' 'pxpC' 'yhhQ' 'cysB'
 'ybhF' 'mltF' 'fadD' 'pxpB' 'ycaO' 'ccmB' 'rpsF' 'cysQ' 'narZ' 'ynfD'
 'yicH' 'gcvR' 'mnmE' 'yajC' 'yjbJ' 'tgt' 'purH' 'rluB' 'pphB' 'lpxK'
 'potC' 'yafD' 'kefG' 'ldtE' 'trxA' 'iraP' 'ybbC' 'ybhG' 'deaD' 'msrA'
 'yjfZ' 'rhlE' 'yiiD' 'ybjL' 'ybiT' 'rnhB' 'argT' 'hcaT' 'gntU' 'yjbQ'
 'tsaB' 'kefB' 'purE' 'tsx' 'nrdE' 'livJ' 'yfdF' 'nrdI' 'lpxB' 'ilvB'
 'gsiC' 'serA' 'qseB' 'cutA' 'ybgI' 'purK' 'clpA' 'dtd' 'endA' 'pspF'
 'yqgC' 'plsX' 'dtpB' 'yjjZ' 'phoH' 'potB' 'betI' 'ybjQ' 'yqaE' 'yfhL'
 'queA' 'yodB' 'atpI' 'pdeL' 'mepS' 'yeaY' 'yecF' 'cecR' 'trmJ' 'lysP'
 'alaC' 'yhbO' 'betB' 'ghrB' 'sdaB' 'sdaC' 'betA' 'dgcT' 'mntP' 'hdhA'
 'spy' 'ydfO' 'yiiQ' 'yhcN' 'ymfA' 'yhhN' 'nrdF' 'uhpB' 'holD' 'lpxL'
 'ybgS' 'yeiG' 'pgaD']","['yeaQ' 'essD' 'gdhA' 'yidL' 'argI' 'nudI' 'aphA' 'yagU' 'grxB' 'mgtA'
 'yqjF' 'lpxT' 'mltD']",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF_genes,[],[],[],"['glpQ' 'paaK' 'plaR' 'pspE' 'paaB' 'fhlA' 'paaJ' 'hypA' 'rtcB' 'cysJ'
 'focA' 'paaA' 'paaH' 'pflB' 'tdcB' 'atoA' 'nuoE' 'nuoF' 'glnQ' 'sgbU'
 'glcD' 'nuoA' 'sodA' 'lyxK' 'paaC' 'nuoH' 'ulaG' 'hycF' 'hycA' 'ulaF'
 'fnr' 'nuoG' 'nrfB' 'cysI' 'ulaA' 'rtcA' 'hypB' 'yiaL' 'hypE' 'nuoJ'
 'glpT' 'yiaM' 'ulaD' 'nuoM' 'hycI' 'hipA' 'hemA' 'ulaB' 'yiaO' 'ulaC'
 'norW' 'nrfG' 'dmsA' 'glcE' 'hycG' 'yjbH' 'paaG' 'norV' 'hycE' 'paaF'
 'ubiA' 'ndh' 'nuoI' 'hpt' 'amiA' 'tdcF' 'dcuD' 'cysH' 'paaZ' 'hypC'
 'hemF']","['yjbG' 'dmsC' 'hypD' 'nuoC' 'yjbF' 'tdcC' 'nuoL' 'nuoK' 'nuoN' 'atoB'
 'dmsB' 'hycD' 'sgbH' 'ulaE' 'tdcE' 'hipB' 'hycC' 'glcA' 'atoE' 'ompR'
 'paaE' 'nuoB' 'ibpB' 'glcB' 'yjbE' 'hycH' 'tdcG' 'nrfD' 'dppF' 'yiaN'
 'nrfC' 'paaI' 'ssuC' 'carB' 'ssuD' 'narG' 'narK' 'paaD' 'yiaK' 'sodB'
 'dppB' 'nrfF' 'glcG' 'gcd' 'nrfE' 'tdcD' 'dppD' 'dppC' 'pspB' 'dppA'
 'narJ' 'pspC' 'envZ' 'ubiC' 'narH' 'hycB' 'narI' 'pspD' 'pspA' 'ssuE'
 'carA']",['mtr' 'ompC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
H-NS_genes,[],[],[],"['fepE' 'cadB' 'fes' 'caiE' 'cysM' 'fliC' 'gspH' 'gspF' 'srlR' 'casA'
 'hns' 'yfaE' 'bglJ' 'gutQ' 'caiB' 'caiF' 'bglB' 'cysP' 'gspD' 'caiC'
 'yjjP' 'gspA' 'gspL' 'garL' 'gspG' 'gspJ' 'caiT' 'cydA' 'srlD' 'cas1'
 'adiY' 'lacZ' 'ftnA' 'garR' 'bglG' 'chiA' 'cysU' 'mukE' 'gspM' 'ydeO'
 'nrdB' 'gspI' 'nrdA']","['degP' 'srlE' 'cydB' 'garK' 'garP' 'cas2' 'acrF' 'mukB' 'rcsB' 'gspO'
 'cysW' 'dctR' 'lacY' 'cmoM' 'gspB' 'gspK' 'casC' 'caiA' 'ydeP' 'casD'
 'cysA' 'lacA' 'yjjQ' 'malF' 'malG' 'mukF' 'rcsD' 'srlB' 'gutM' 'caiD'
 'srlA' 'fimE' 'entF' 'ybdZ' 'nrdG' 'acrE' 'gspE' 'cadC' 'adeD' 'bglF'
 'nrdD' 'rcsA' 'malE']",[],['stpA'],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and ppGpp_genes,[],[],['mglA' 'mglC' 'yiaG' 'iraD'],"['speC' 'yadS' 'blc' 'cbpA' 'cbpM' 'gadC' 'hmp' 'osmB' 'wrbA' 'glgS'
 'yihG' 'appA' 'rsmG' 'gadB' 'yccJ' 'aidB' 'treF' 'ecnB' 'yggE' 'csrA'
 'poxB' 'pabA' 'setA' 'mnmG' 'glgA' 'glgP' 'ybjP' 'ydcV' 'recF' 'ariR'
 'puuA' 'ftsA' 'artM' 'ftsZ' 'ycgZ' 'artQ' 'rssB' 'osmF' 'glgC' 'msyB'
 'puuD']","['ymgC' 'treA' 'dkgA' 'dnaN' 'tam' 'narU' 'kbp' 'pcnB' 'yabI' 'alkA'
 'insI-1' 'ymgA' 'talA' 'tktB' 'rsd' 'dhaR' 'ybgA' 'ybaT' 'ftsQ' 'glsA'
 'cfa' 'otsB' 'otsA' 'yehY' 'folK' 'yehX' 'phr' 'pqiA' 'yehW' 'fadL'
 'elaB' 'acnA' 'murR' 'sodC' 'fbaB' 'katE']",['ansP'],[],['sgrT'],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and IHF_genes,[],[],[],"['phoU' 'pstB' 'acs' 'ompF' 'htrE' 'rseD' 'yjcH' 'actP' 'sucA' 'sucC'
 'sucD' 'pstA' 'sucB' 'ihfA' 'ihfB']",['pstC' 'gltF' 'rpoH'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and H-NS_genes,[],[],[],['appY' 'asr' 'nhaR' 'yhiM' 'fau'],['galK' 'yciG' 'galE' 'galM' 'galT' 'yciF' 'csiE' 'yciE' 'evgA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ppGpp and IHF_genes,[],[],['folA'],"['tdcA' 'atoD' 'ilvM' 'ilvE' 'ilvG' 'fis' 'glnP' 'dusB' 'sgbE' 'prfA'
 'glnH' 'nrfA' 'gltA']","['ilvD' 'sufA' 'sufB' 'glcF' 'ssuB' 'ssuA' 'prmC' 'tyrP' 'uspA' 'sufC'
 'ilvA' 'sufD' 'aceK' 'sufE' 'aceA' 'sufS' 'pspG' 'aceB']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ppGpp and H-NS_genes,[],[],[],"['cadA' 'cspA' 'cspD' 'hlyE' 'ilvI' 'relA' 'mazF' 'hisJ' 'casE' 'ilvH'
 'mazE' 'hisM' 'gspC']",['casB' 'hisQ' 'hisP' 'lrp' 'leuO' 'mdtI' 'slp'],['mdtJ'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF and H-NS_genes,[],[],['nirD'],['adiA' 'nirC' 'nirB' 'fliA' 'fimC' 'fimI' 'cysG' 'fimF'],['fimA' 'fimH' 'fliZ' 'fimG' 'fimD' 'tcyJ'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"RpoS, ppGpp, and H-NS_genes",[],[],[],"['gadA' 'yhiD' 'mdtE' 'mdtF' 'gabD' 'csiD' 'gadX' 'gabT' 'bolA' 'lhgO'
 'gabP' 'hdeA']",['gadE' 'hdeB' 'nhaA' 'gadW' 'hdeD' 'evgS'],['hchA' 'hdfR' 'osmC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"RpoS, ppGpp, and IHF_genes",[],[],[],['patA' 'yadV' 'rseB' 'pstS' 'rseC'],['uspB' 'rpoE' 'yeiL' 'rseA' 'gltD' 'gltB'],['osmY' 'sra' 'osmE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"ppGpp, IHF, and H-NS_genes",[],[],[],['flhD'],['flhC'],['fimB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"RpoS, ppGpp, IHF, and H-NS_genes",[],[],[],['csgD'],['csgG' 'csgE' 'csgF'],['dps'],[],[],[],[],[],[],[],[],[],[],['proV' 'proX' 'proW'],[],[],[]
