,-0.10078761893611474,-0.0719911563829391,-0.04319469382976346,-0.01439823127658782,0.01439823127658782,0.04319469382976346,0.0719911563829391,0.10078761893611474,0.12958408148929038,0.15838054404246601,0.18717700659564165,0.2159734691488173,0.24476993170199293,0.2735663942551686,0.3023628568083442,0.3311593193615199,0.35995578191469546,0.38875224446787116,0.41754870702104674,0.44634516957422243
thresh,-0.11518585021270256,0.11518585021270256,15,,,,,,,,,,,,,,,,,
unreg,0,0,26,1449,1418,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0
RpoS,0,1,3,100,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp,0,2,9,344,354,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF,0,0,0,71,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H-NS,0,0,0,43,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and ppGpp,0,0,4,41,36,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and IHF,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and H-NS,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and IHF,0,0,1,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and H-NS,0,0,0,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF and H-NS,0,0,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RpoS, ppGpp, and H-NS",0,0,0,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RpoS, ppGpp, and IHF",0,0,0,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, IHF, and H-NS",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RpoS, ppGpp, IHF, and H-NS",0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],['ygaY'],[],[],[],[],[],[],[],[],[],[],[]
