,A,RpoS,hns,ihfB
nac_ntrc__bw_delnac_cytd__1,-0.5071838634151089,1.560056101999999,-0.14804482000000085,0.4645455949999988
nac_ntrc__bw_delnac_cytd__2,-0.3254249655380423,1.5728261719999992,-0.2630813500000002,0.4230415649999984
nac_ntrc__bw_delnac_gln__1,-1.3449525530995476,1.4617363419999998,0.03699666999999885,0.8464916449999986
nac_ntrc__bw_delnac_gln__2,-1.3211829694316612,1.4067977519999992,0.1266707699999987,0.8042016749999998
nac_ntrc__bw_delnac_nh4__1,-1.2464088020217623,0.3601772620000005,-0.2424922700000014,-0.3020342150000008
nac_ntrc__bw_delnac_nh4__2,-0.8195087982467981,0.3699574519999995,-0.2669652300000003,-0.19284083500000013
misc__wt_no_te__1,3.559871621859273,0.924456952,0.18538133999999928,0.8689442749999987
misc__wt_no_te__2,2.684108646773892,0.42003344199999937,0.04769500999999998,0.5093796549999983
misc__bw_delcbl__1,0.4467097877866315,0.244772523,-0.2500818599999999,-0.3394036750000016
misc__bw_delcbl__2,0.3728058845678909,0.07157739500000028,-0.2246719300000013,-0.29720346500000083
misc__bw_delfabr__1,-1.056054800112467,-0.2551086290000004,-0.4287578700000001,-0.6204796650000013
misc__bw_delfabr__2,-0.8464524936766707,-0.16277256400000084,-0.4429400300000008,-0.5922961330000014
misc__bw_delfadr__1,0.6487982482519502,0.10687962199999924,-0.24506315,-0.2622498450000013
misc__bw_delfadr__2,0.8068923772918127,0.19751071299999975,-0.18162453000000056,-0.13650693500000166
misc__nitr_031__1,-1.3960388795340637,1.1360686920000005,0.07557949999999991,0.036167394999999665
omics__wt_glu__1,2.912309367174589,-0.23051727,-0.34721862000000137,-0.13827825500000124
omics__wt_glu__2,2.592284811418574,0.043958795,-0.1983287400000009,-0.2514746050000003
omics__wt_gly__1,3.015456636455531,-0.016657597000000024,-0.8712711200000012,-0.872324217000001
omics__wt_gly__2,2.9775641768637984,-0.015329333000000387,-0.8541786299999998,-0.8714248070000004
omics__wt_thr__1,-1.6709309108185653,-0.27653058900000005,-0.4445151599999999,-0.1857289950000016
omics__wt_thr__2,-1.3231130478364432,-0.3382411019999996,-0.5067728500000008,-0.3407635650000014
omics__bw_ac__1,-1.4433534064754132,1.014675532,0.07924672999999949,0.6479085849999997
omics__bw_ac__2,-1.4471351816180311,0.9779118219999994,0.14440284999999875,0.6054734249999996
omics__bw_fum__1,-3.38204374601846,0.7274200319999995,0.5290582599999993,0.018456404999998455
omics__bw_fum__2,-3.126711104885678,0.7373106620000005,0.50611535,-0.006356255000001809
omics__bw_glc__1,-0.5597350403365912,0.3882324019999999,0.3401018799999989,0.16412660499999987
omics__bw_glc__2,-0.9155744087883856,0.39518415200000057,0.3089811499999993,0.15512309499999866
omics__bw_pyr__1,-3.057617706660533,1.0398495719999996,0.4012276499999992,0.6449217049999998
omics__bw_pyr__2,-3.007408205488292,1.1488143320000006,0.4222074099999986,0.6594726449999992
ompr__wt_nacl__1,20.845566059461625,1.6465871120000006,0.2401362200000001,0.27755200499999866
ompr__wt_nacl__2,21.26273755164321,1.759748342,0.09760655000000007,0.08413458499999926
ompr__bw_delompr_nacl__1,20.635680616803693,0.7287601719999994,-0.1648590900000002,0.00949221499999986
ompr__bw_delompr_nacl__2,20.735132569634597,0.5739272920000005,-0.15346479000000102,-0.1324689250000013
minspan__wt_ade__1,2.3886313544047457,-0.41096649500000026,0.3116969100000002,0.32309054499999945
minspan__wt_glc__2,1.5488538988542089,0.11574757800000054,-0.4047781000000015,-0.005051925000001845
minspan__wt_glc__3,1.509004585376954,0.02785716100000002,-0.4256495300000012,0.045105534999999364
minspan__wt_glc__4,1.7030098781450358,0.04818290200000064,-0.471480230000001,-0.07972467500000135
minspan__wt_glc_anaero__1,-4.078003813567791,-0.27702965699999993,-0.0111642000000014,-0.1724310150000008
minspan__wt_glc_anaero__2,-4.226988504570856,-0.08955874199999947,-0.3631015900000012,-0.1700636650000007
minspan__wt_trp__1,-2.07534495937653,0.016084042999999326,-0.7176507500000007,0.6313251449999981
minspan__bw_delcra_glc__2,-0.9778555716133372,0.268831166,-0.3468561300000008,0.5065485749999983
minspan__bw_delcra_trp__1,-2.066497364933013,0.03030116299999896,-0.35391567000000107,0.9061306849999989
minspan__bw_delmntr__1,-3.2462574071325867,0.12121000099999968,-0.9349273000000001,0.004072414999999553
minspan__bw_delnac_ade__1,2.203176981587505,0.08339037800000071,-0.6470931499999999,0.07351886499999871
minspan__bw_delnac_glc__1,1.5475286274009603,0.41288737200000014,0.01202466999999885,0.1234782249999995
cra_crp__wt_ac__1,-0.196004141710635,0.34391979199999945,0.04067144999999961,-0.30622956500000065
cra_crp__wt_ac__2,-0.0101869236529173,0.2228516109999994,-0.07536716999999983,-0.35281656500000125
cra_crp__wt_fru__1,-0.6471146108176362,0.32115443200000016,0.038598009999999405,-0.2631118050000012
cra_crp__wt_fru__2,-0.6572340694468385,0.2865428439999995,0.16989900999999996,-0.08839022500000128
cra_crp__delcra_ac__1,-0.0010517882331516,0.5809128020000003,-0.5463671000000012,0.0891974049999984
cra_crp__delcra_ac__2,0.162758243406362,0.6237719419999994,-0.6016438100000006,0.021087684999999468
cra_crp__delcra_fru__1,-0.4870363271499236,0.4457110719999999,0.08214940999999952,0.27963663499999925
cra_crp__delcra_fru__2,-0.239462381019307,0.527806022,0.05128609999999867,0.3256943649999986
cra_crp__delcra_glc__1,0.4651487586006657,-0.06741425999999963,-0.21585034000000114,-0.027273645000001068
cra_crp__delcra_glc__2,0.0235223130346572,-0.00946141200000028,-0.17183222000000065,-0.1367845850000009
rpoB__wt_031__1,-1.0128192126569626,0.4189900820000005,-0.032658709999999765,-0.01898600500000036
rpoB__wt_044__1,-0.9062590348584983,-0.0027066280000003213,-0.2832320199999998,-0.16863898500000118
rpoB__wt_lb__1,5.714047112549765,0.5912388619999991,0.3108347699999996,0.3773911149999982
rpoB__wt_lb__2,5.26394057430813,0.5552148619999997,0.30948264999999964,0.2931017149999988
rpoB__rpoBE546V_031__1,-1.3813325826127,1.0753228020000003,0.180852419999999,0.3454237649999996
rpoB__rpoBE546V_044__1,-0.7752622024537773,1.0465195620000003,0.08944963999999977,0.4336448049999984
rpoB__rpoBE546V_lb__1,4.249588902583991,0.6638522620000007,0.1865911199999992,0.15481106499999875
rpoB__rpoBE546V_lb__2,3.997325558711738,0.6135239919999993,0.17551240999999962,0.1844319049999985
rpoB__rpoBE546V_glc__1,0.7365210311923026,0.12999292800000006,-0.37339942000000015,-0.2513758650000017
rpoB__rpoBE672K_glc__1,-0.0351276541359086,-0.9269440880000008,-0.3009745300000013,-0.8686284180000001
rpoB__rpoBE672K_glc__2,-0.112563805975306,-0.9221537669999992,-0.31629168000000085,-0.8417491950000002
rpoB__rpoBE672K_lb__1,5.897643498164794,-0.9664375940000004,-0.4581385100000013,-0.7302826730000014
rpoB__rpoBE672K_lb__2,5.605361386155417,-0.8909124800000008,-0.42975629000000026,-0.7081113300000013
crp__wt_fru__1,-0.9881703977432698,-0.08924797200000079,-0.03152985000000008,-0.12088642500000013
crp__wt_glyc__1,-2.5847600468322027,0.382196532,-0.040884830000001315,-0.23519522500000176
crp__wt_glyc__2,-2.4528578382413966,0.29671736199999893,-0.034881650000000874,-0.2269791750000003
crp__delar1_glyc__1,-3.843494283731188,0.457625371999999,0.3411874199999989,0.8177116649999991
crp__delar1_glyc__2,-4.964276887898713,0.3320905520000004,0.31353833999999914,0.8890342949999983
crp__delar1ar2_glyc__1,-3.00383814971404,0.19362971600000026,0.3196629499999997,0.4273910749999992
crp__delar1ar2_glyc__2,-2.798255419003996,0.33613993200000003,0.2700164899999997,0.4929071349999994
crp__delar1ar2_glyc__3,-3.1321061063365563,0.2143648299999992,0.2978521399999998,0.4557914849999989
crp__delar2_glyc__1,-1.535573787054156,1.187215512,0.693886169999999,1.0758542649999985
crp__delar2_glyc__2,-1.3421218881573471,1.0412096020000003,0.6681157599999992,0.8624663449999996
crp__delar2_glyc__3,-1.8440078739185115,1.0004265120000009,0.7580082499999996,0.7822983149999985
crp__delcrp_fru__1,-0.8663849523227748,1.4035451519999995,-0.15127237000000093,0.7741806249999996
crp__delcrp_fru__2,-0.8195747901798043,1.3121425020000004,-0.3201969200000008,0.7805150249999997
crp__delcrp_fru__3,-1.04596180163927,1.3327748219999993,-0.1709768399999998,0.6682049649999993
crp__delcrp_glc__1,-1.4816577030672906,1.2202025120000002,-0.32083217000000097,0.9036337949999992
crp__delcrp_glc__2,-1.612342096058445,1.232196922,-0.31347470000000044,0.8802052149999984
crp__delcrp_glc__3,-2.041618164828909,1.218558562,-0.2187686400000004,0.9120195049999982
crp__delcrp_glyc__1,1.05224638977471,1.4730303219999996,0.029668420000000136,0.8951313249999995
crp__delcrp_glyc__2,1.057134296447384,1.491695502000001,0.025375529999999813,0.8307353349999982
crp__delcrp_glyc__3,1.3143655166327517,1.4256353120000007,0.04325832999999868,0.8947548049999998
glu__glu_ale3__1,-5.822626984947319,0.7930836120000002,1.36832476,0.6064907849999983
glu__glu_ale4__1,-4.443573445255239,-0.2613450630000003,0.7732091399999987,-0.2619136350000009
glu__glu_ale5__1,-4.229724513034945,-0.923966688,-0.10871100000000132,-0.8460246970000007
glu__glu_ale6__1,-4.73227239578642,-1.0723884590000008,0.6560654699999997,-0.7752423590000017
glu__glu_ale8__1,-7.673833771818517,0.8990942620000002,1.9212684199999988,0.6607472949999984
glu__glu_ale9__1,-5.885050945140147,-0.267016099000001,1.1268581799999993,-0.06697157500000017
glu__glu_ale10__1,-3.2656102823684403,-0.0609958190000004,0.12353770999999902,0.21387256499999907
42c__wt_42c__1,-2.9200076215738564,-0.2815316019999994,-0.6767080200000013,-0.31461002500000035
42c__42c_ale1__1,-7.82823001598071,-0.4853856130000001,-0.6842368800000003,0.11635354499999905
42c__42c_ale2__1,-4.370989737272744,-0.28717722000000023,-0.10393026000000027,-0.2542397450000013
42c__42c_ale3__1,-3.734631409897535,-0.5307598339999995,-0.3812468200000012,-0.2953636450000001
42c__42c_ale4__1,-3.332530028996479,-0.06679679299999998,0.011000229999998723,-0.5980379260000017
42c__42c_ale5__1,-2.97390240440663,-0.4238999000000003,-0.12419577000000005,-0.4206413750000007
42c__42c_ale6__1,-6.517056605327685,-1.6790261920000005,-1.1300725700000012,-0.051506065000001655
42c__42c_ale8__1,-4.242078889110036,-0.6158962060000004,0.012841429999999932,0.06802815499999859
42c__42c_ale9__1,-6.967315379180181,-0.5299862819999994,1.1612874499999997,-0.2417516550000016
42c__42c_ale10__1,-4.281135631456093,-0.5234000390000002,0.21495587999999974,-0.1791272750000008
ssw__wt_ac__1,-2.650099587270057,1.2230336019999992,-0.40042136000000106,-0.34671080500000073
ssw__wt_glc__1,-0.5025090627803808,-0.6345283510000002,0.25344145999999945,-0.34210524500000083
ssw__wt_glyc__1,-6.528798580006587,-0.13753819100000084,-0.6075529300000007,-0.5893889490000017
ssw__wt_xyl__1,0.1493537211063915,0.2429983199999999,0.2818695399999989,-0.05021167500000168
ssw__glc_ale1__1,-4.871425450074563,0.7432752320000002,0.2292362899999993,0.1123376849999982
ssw__glc_ale2__1,-4.3935508816325815,0.426754171999999,0.33127165999999875,0.8555401049999993
ssw__glc_ale3__1,-7.530413398931711,-0.5801338450000006,0.4004928999999997,0.35300746499999924
ssw__glyc_ale1__1,-2.825003435489017,0.2539637250000002,0.13415037999999946,0.5749310549999986
ssw__glyc_ale2__1,-6.043477019564233,-0.7526172219999996,0.25161889999999865,0.2094873549999985
ssw__xyl_ale1__1,-4.338895781228671,0.07102489999999939,-0.18116071000000036,0.12516697499999907
ssw__xyl_ale2__1,-5.490258330185803,0.11657292900000014,0.09598590999999956,-0.2252324650000013
ssw__xyl_ale3__1,-4.515371719890477,-0.2888721400000005,0.12971207999999912,-0.5222997210000013
ssw__glc_ac_ac2__1,-6.122188639252888,-0.9307193809999994,0.015256449999998978,0.1714670449999982
ssw__glc_ac_glc1__1,-1.8030775335971547,-0.209421098,0.06730451999999865,0.3364167649999992
ssw__glc_glyc_glc__1,-1.6187333892326643,0.5182240819999997,0.13046632999999908,0.5272570349999999
ssw__glc_glyc_glyc__1,-3.4281878702206,0.4607958520000004,0.17749526999999965,0.2746682449999991
ssw__glc_xyl_glc__1,-4.267388874251282,-0.6348894549999997,-0.4713074500000012,-0.35453504500000044
ssw__glc_xyl_xyl__1,-3.9717588521837466,-0.2640025520000009,-0.31135607000000043,-0.20853702500000185
ica__wt_glc__1,-3.085530480339652,-0.7602189819999996,-0.08233707000000122,-1.1147660930000018
ica__wt_glc__2,-3.281874099469547,-0.8536889090000006,-0.07183076000000099,-1.1984546920000003
ica__wt_glc__3,-0.8043040139074051,0.049913985999999966,-0.019951300000000668,-0.5317266690000011
ica__wt_glc__4,0.0006333927773977,0.09081191900000007,0.21698170999999888,-0.2623442850000011
ica__arg_sbt__1,-0.8491016914088558,0.5891611220000001,0.11541416000000028,-0.7130596030000014
ica__arg_sbt__2,-0.6850715428822294,0.3881980019999993,0.21647351000000012,-0.5527461320000011
ica__cytd_rib__1,-3.552313720264231,0.765180341999999,0.8105376599999996,0.8413076649999987
ica__cytd_rib__2,-3.679727559293765,0.6480234419999995,0.9543906999999994,0.7168878949999993
ica__gth__1,-3.292780233235385,0.8912684019999997,-1.2213092100000011,0.23464762499999914
ica__gth__2,-3.5358806072424174,1.0063285620000002,-1.3163212800000004,0.03602994499999923
ica__leu_glcr__1,-0.6250513788186313,-0.2369398530000009,0.5716676099999987,-0.3892439150000016
ica__leu_glcr__2,-0.7348900665286606,-0.3034178609999998,0.53828122,-0.4901262500000012
ica__met_glc__1,-2.317771031420464,-1.022815705000001,-0.04509509000000023,-1.2518318020000017
ica__met_glc__2,-2.12697411643728,-1.102207818,-0.11313505000000035,-1.1905887250000011
ica__no3_anaero__1,-0.0407599921574413,-0.1954281790000003,0.05643902999999995,-0.11737177500000052
ica__no3_anaero__2,0.0166319596088585,-0.12172514500000098,0.09295958999999954,-0.2346329650000012
ica__phe_acgam__1,-1.234197002105803,-0.4922668249999997,-0.29743363000000045,-0.8871626400000014
ica__phe_acgam__2,-1.4794656076983717,-0.5852651299999998,-0.3048972499999998,-1.0565964590000014
ica__thm_gal__1,-2.733895668033646,0.6066152819999999,-0.17966607000000145,-0.16482862500000015
ica__thm_gal__2,-3.0762361397747946,0.668510972,-0.27952053000000104,-0.15669868500000028
ica__tyr_glcn__1,-1.9384410675996615,-0.5756726790000002,-0.052775800000000934,-0.6120214560000008
ica__tyr_glcn__2,-1.9078873250673956,-0.5077214810000008,-0.016923240000000558,-0.636866297000001
ica__ura_pyr__1,-1.1888772057331758,0.20881733899999946,0.34118300999999995,-0.3158368550000006
ica__ura_pyr__2,-2.112932686147937,0.4469161219999993,0.21316320999999935,-0.11250578500000152
ica__wt_glc__5,-5.186455697033843,-0.443233116,0.10117200999999908,-0.19704825500000034
ica__wt_glc__6,-5.38746616557491,-0.3440205879999993,0.10903987000000016,-0.016725155000001383
ica__bw_delpurR_cytd__1,-4.916573310579926,-1.10661481,-0.2489077900000005,-0.7562658370000008
ica__bw_delpurR_cytd__2,-2.766301304937885,-0.40072797000000016,0.2796028699999997,-0.24630387500000064
ica__ade_glc__1,-3.127401418094631,-0.4128361290000005,0.22180329999999948,-0.3082547050000013
ica__ade_glc__2,-4.841781199983568,-1.293643015999999,-0.2393472800000005,-0.7539613130000014
ytf__wt_glc__1,-0.1963647224170353,0.3419649420000006,0.01989654999999857,0.048335154999998416
ytf__wt_glc__2,-0.9237995482351024,0.6804132620000001,0.09547225999999932,0.008906584999998302
ytf__delyafC__1,-4.29247413239516,0.5565448419999992,0.16531804999999974,0.9312559249999984
ytf__delyafC__2,-3.7820600036163903,0.6846965419999993,0.22712903999999945,0.8762793349999995
ytf__delyeiE__1,-2.3848046485667003,0.24851932099999985,0.2868095799999999,0.37449202499999856
ytf__delyeiE__2,-2.547512503867674,0.07231935399999934,0.28896509999999864,0.10842385499999983
ytf__delyiaJ__1,-3.706400056446354,0.6024993319999989,0.19941649999999989,0.8927779449999989
ytf__delyiaJ__2,-2.4041929699529634,0.775933062,0.4284913799999988,0.9751252049999994
ytf__delyieP__1,-2.42075398026988,0.6228551420000006,0.1938585899999996,0.4164926649999998
ytf__delyieP__2,-1.1399827527440254,0.7701409819999991,0.3012283299999989,0.4211253349999993
ytf__wt_ph5__1,-0.897019126689161,0.4666802919999995,-0.04215270999999987,0.07739173499999907
ytf__wt_ph5__2,-0.8045551608928899,0.4907947220000004,0.02936957000000007,0.1304866149999988
ytf__wt_ph8__1,0.024832350884994,0.4135751320000001,0.025758629999998558,0.17264195499999954
ytf__wt_ph8__2,0.4108910912280515,0.42222096199999903,0.03968197999999923,0.20743109499999868
ytf__delybaO__1,-3.954528471556928,0.3931707919999994,0.09406904999999988,0.785503584999999
ytf__delybaO__2,-3.76727847311054,0.5098479620000003,0.07805087999999928,0.6704792449999992
ytf__delybaQ__1,0.5035911279843519,0.1104798529999993,0.004060179999999747,-0.10467602500000163
ytf__delybaQ__2,0.4047902766342731,0.1918486270000006,0.05017508999999976,-0.13997920500000127
ytf__delybiH__1,-0.1732648905430654,0.7546381320000002,0.3766358399999987,0.18352660499999907
ytf__delybiH__2,-1.6292116525163984,0.8583397119999994,0.39817674000000025,0.5048975449999986
ytf__delydcI_ph5__1,-1.252199159469575,0.2372309430000001,-0.09853427000000003,-0.1335313650000014
ytf__delydcI_ph5__2,-1.304555027000571,0.21605959200000055,-0.027439880000001082,-0.0947178250000018
ytf__delydcI_ph8__1,1.5497222408831812,0.5150319519999993,0.159400419999999,0.2929409749999987
ytf__delydcI_ph8__2,0.5307362566762075,0.07543053599999894,0.03568396999999912,-0.07397079500000102
ytf__delyddM__1,-0.7282714420188862,0.5905555519999997,0.36379797000000025,0.5608763049999991
ytf__delyddM__2,-1.180498094895115,0.5548536019999997,0.3007428599999997,0.4931839349999994
ytf__delyheO__1,-3.830488199404586,0.440513052,0.10183973000000003,0.7981991849999996
ytf__delyheO__2,-3.2233973829677303,0.5138055220000002,0.09501646000000008,0.7979975949999982
fps__bw_glc__1,-1.3327036095452542,-0.4232219330000007,0.11158180999999877,-0.5939824160000011
fps__bw_glc__2,-1.2205472450408832,-0.3972259690000008,-0.0018613300000005493,-0.4638760710000014
fps__fps_thrA_ale1__1,-0.8840916245669916,0.39264833200000027,0.3238725099999993,0.2506921749999993
fps__fps_thrA_ale1__2,-1.1930220316347395,0.40612146199999977,0.19151241999999868,0.1171958749999984
fps__fps_thrA_ale2__1,-1.3807786739470902,0.5639018419999999,0.08330282999999916,-0.05670448500000092
fps__fps_thrA_ale2__2,-0.9971767887262856,0.4527652119999992,0.02868847999999957,-0.07788523500000187
fps__fps_serB_ale1__1,-2.601081596082421,0.1916031569999994,-0.3450565300000008,-0.0532821650000006
fps__fps_serB_ale1__2,-2.5836610535582083,0.1464529989999992,-0.16205876000000075,-0.17460455500000016
fps__fps_serB_ale4__1,-3.3178681895897246,0.3611007019999999,-0.6536025700000003,0.3308044149999993
fps__fps_serB_ale4__2,-3.072017991218037,0.1423332540000004,-0.5839291700000011,0.34874165499999954
fps__fps_ptsI_ale1__1,-1.133605779050382,1.0472531420000006,0.2709611599999988,0.1815387649999991
fps__fps_ptsI_ale1__2,-1.0319272454296773,0.915891192,0.30555156999999866,0.07463568499999873
fps__fps_ptsI_ale3__1,-1.4428502749484071,0.5594406820000001,0.30606738999999905,-0.04807274500000069
fps__fps_ptsI_ale3__2,-1.4040461274071676,0.6253451220000006,0.29253359999999873,-0.08459257500000028
pal__lyx_ale2_f6__1,-4.642725232045072,1.2211207119999994,0.1986995199999999,0.16817323499999934
pal__lyx_ale2__1,-5.84483906194686,0.9668986020000006,0.51625692,0.40226726499999893
pal__lyx_ale2__2,-5.924943085742176,1.011708711999999,0.5810061999999991,0.31857179499999866
pal__lyx_ale4__1,-7.200019822539589,-0.3148401500000002,0.6198343199999989,-0.18964956500000166
pal__lyx_ale4__2,-7.025256742141112,-0.4860173060000008,0.4978550199999994,-0.25435758500000105
pal__5drib_ale10_f18__1,-6.284934661082644,0.6526537319999992,0.048606749999999366,-0.2652826550000018
pal__5drib_ale10_f18__2,-6.455848937233688,0.6990012320000005,0.050707469999998984,-0.279414645000001
pal__5drib_ale10__1,-5.502854534531791,0.720726312,0.5201929399999994,-0.027787695000000667
pal__arab_ale14_f9__1,-6.743274584354221,0.6728991620000002,0.17950373999999947,0.35386881499999845
pal__arab_ale14_f9__2,-7.985055561365703,0.5141713219999993,0.3054771399999989,0.4197409349999983
pal__arab_ale14__1,-5.216610030156243,-0.06586883900000018,0.08149294999999945,-0.07372504500000154
pal__arab_ale14__2,-4.919314298137982,-0.17177665700000055,0.07819711999999868,-0.2081712850000006
pal__arab_ale16__1,-3.116188516260071,-0.0026713770000004193,0.12701640999999952,-0.6507081960000018
pal__arab_ale16__2,-4.686546122435322,0.1913841870000006,0.18988008,-0.4782767980000013
pal__tartr_ale26_f10__1,-5.760820868231176,1.0529872519999994,-0.43513029,0.1868565149999988
pal__tartr_ale26_f10__2,-5.703364603026714,1.117358552000001,-0.40269031000000055,0.2504594549999997
pal__tartr_ale26__1,-4.726273225357531,0.3892269420000005,-0.4894740800000008,0.13564000499999904
pal__tartr_ale26__2,-5.383424704738053,0.3141092519999997,-0.4848480000000013,-0.011190665000000877
pal__tartr_ale28_f10__1,-3.480514827961461,1.2650587219999991,0.0734581900000002,0.4280308849999983
pal__tartr_ale28_f10__2,-5.706276713228802,0.9722561120000002,-0.21992352000000004,0.20570409499999973
pal__tartr_ale28__1,-4.458374214658988,0.06391488899999942,-0.020496330000000285,-0.16646052500000152
pal__tartr_ale28__2,-3.693561036487659,0.3663876120000005,0.25204556999999994,-0.06146080500000117
efeU__delmenFentC_citr__1,0.9498326281057105,0.4324642720000007,-0.2282866900000009,-0.14562678500000106
efeU__delmenFentC_citr__2,0.5523743996785909,0.3897561520000004,-0.2410755200000008,-0.11630271500000156
efeU__delmenFentC__1,0.4581686916101424,1.177584972,0.4306445199999995,0.5495783949999993
efeU__delmenFentC__2,0.5966904925896762,1.1153529019999997,0.4306177399999989,0.4305821349999999
efeU__menFentC_ale39__1,-5.648591451602092,-0.06847482300000074,-0.12283720000000108,0.19065538499999946
efeU__menFentC_ale39__2,-5.87274836624596,-0.11409336400000035,-0.14411113000000064,0.2521241949999986
efeU__menFentC_ale29__1,-4.361053808448098,0.6533644019999993,-0.3316870400000003,0.5006850849999989
efeU__menFentC_ale29__2,-4.214919690579053,0.7308609120000007,-0.32224971000000124,0.5216775849999991
efeU__menFentC_ale30__1,-3.3745477781801703,-0.6166222720000007,-0.14761467000000114,-0.1897157650000008
efeU__menFentC_ale30__2,-1.5940263969247,-0.36928399700000014,-0.2583411600000005,-0.22000278500000012
efeU__menFentCubiC_ale36__1,-4.447353995937607,0.20465600400000028,-0.24344014000000055,0.2871915549999997
efeU__menFentCubiC_ale36__2,-4.427410091973439,0.24587958699999926,-0.3049319100000005,0.25688472499999904
efeU__menFentCubiC_ale37__1,-3.7040120645663888,0.5874251219999991,0.0966475899999999,0.3463923049999984
efeU__menFentCubiC_ale37__2,-3.537728673759168,0.4022910319999991,0.11471068999999902,0.4903697649999987
efeU__menFentCubiC_ale38__1,2.784264456337521,0.3376043820000003,0.3836897299999986,-0.3222252850000018
efeU__menFentCubiC_ale38__2,2.753572120777079,0.32172978200000024,0.19188632000000005,-0.26249254500000063
misc2__salc_glc__1,0.0926204846386423,0.8863017319999997,-0.2405828999999997,-0.24330995500000085
misc2__salc_glc__2,-0.4317947577147832,1.151312292,-0.2470321900000005,-0.07304562500000067
misc2__dbcn_glc__1,-1.7345398284612816,-0.8705704379999997,-0.28858347000000073,-1.2718927590000018
misc2__dbcn_glc__2,-1.5232025670269038,-0.053842641000001024,-0.13067377000000135,-0.6345241590000015
misc2__tyr_glc__1,-1.4885676269801689,0.030154188999999217,0.3782113299999992,0.2544356249999993
misc2__tyr_glc__2,-1.4081930183778624,0.18931526099999907,0.4675361599999999,0.4108888149999999
