,BSU35490
M9exp_1,13.8161
M9exp_2,13.4781
M9exp_3,13.2579
M9tran_1,13.7473
M9tran_2,13.7378
M9tran_3,13.9713
M9stat_1,11.7323
M9stat_2,12.0264
M9stat_3,11.8605
MG-0.1_1,13.3722
MG-0.1_2,12.7415
MG-0.1_3,14.0327
MG-0.2_2,13.313
MG-0.2_3,13.4607
MG+5_1,13.4545
MG+5_2,13.4216
MG+5_3,13.4231
MG+10_1,13.9194
MG+10_2,13.5551
MG+10_3,12.8615
MG+15_1,13.0435
MG+15_2,14.1449
MG+15_3,13.8731
MG+25_1,13.5023
MG+25_2,13.3916
MG+25_3,13.8834
MG+45_1,13.3179
MG+45_2,12.9816
MG+45_3,14.1349
MG+60_2,13.3774
MG+60_3,13.7068
MG+90_2,13.0448
MG+90_3,13.7889
MG+120_1,13.4322
MG+120_2,14.3026
MG+120_3,13.5768
MG+150_1,13.4953
MG+150_3,14.0253
GM-0.1_1,13.3509
GM-0.1_2,13.7669
GM-0.1_3,13.7002
GM-0.2_1,13.1297
GM-0.2_2,13.5203
GM-0.2_3,13.4779
GM+5_1,13.0339
GM+5_2,13.4452
GM+5_3,13.7219
GM+10_2,13.2362
GM+10_3,12.5494
GM+15_1,13.5486
GM+15_2,13.1435
GM+15_3,13.3249
GM+25_1,13.9342
GM+25_2,13.4261
GM+25_3,12.9986
GM+45_1,13.5681
GM+45_2,12.6349
GM+45_3,12.603
GM+60_1,13.5755
GM+60_2,12.5678
GM+60_3,12.4772
GM+90_1,13.7293
GM+90_2,13.7196
GM+90_3,12.908
GM+120_1,12.7809
GM+120_3,13.2143
GM+150_1,13.326
GM+150_2,13.1696
GM+150_3,12.8635
BT_1,13.5916
BT_2,13.2855
B36_1,12.6741
B36_2,12.6651
B60_1,12.7604
B60_2,12.955
S0_1,12.9921
S0_2,13.1512
S0_3,12.9784
S1_1,13.892
S1_2,13.8873
S1_3,13.9823
S2_1,14.0797
S2_2,14.1692
S2_3,13.907
S3_1,13.4108
S3_2,13.2014
S4_1,13.0457
S4_2,12.5488
S4_3,12.2942
S5_1,12.4504
S5_2,12.7217
S5_3,12.6752
S6_1,11.3305
S6_2,8.3291
S6_3,11.4844
S6/t_1,11.1412
S6/t_2,8.029
S6_4,10.8318
S6_5,11.2525
S6_6,11.3929
S7_4,11.3238
S7_5,11.1311
S7_6,11.0893
S8_4,10.6604
S8_5,9.6718
G135_1,13.397
G135_3,11.6029
G150_1,13.1582
G150_2,13.5978
G150_3,13.6095
G180_1,13.4096
G180_2,13.8706
G180_3,12.5623
T-5.40H_1,14.2768
T-4.40H_1,14.0518
T-3.40H_1,14.0516
T-2.40H_1,13.9575
T-1.40H_1,14.005
T-1.10H_1,13.8549
T-0.40H_1,13.8993
T0.0H_1,13.7988
T0.30H_1,13.7198
T1.0H_1,13.1582
T1.30H_1,12.8293
T2.0H_1,12.8278
T2.30H_1,13.6045
T3.0H_1,13.2043
T3.30H_1,13.4487
T4.0H_1,13.5031
T5.0H_1,12.8505
LBexp_1,13.5661
LBexp_2,13.5189
LBexp_3,13.3292
LBtran_1,13.981
LBtran_2,13.7236
LBtran_3,13.6686
LBstat_1,13.6433
LBstat_2,13.4451
LBstat_3,13.2343
LBGexp_1,13.6783
LBGexp_2,13.6521
LBGexp_3,13.7237
LBGtran_2,13.3078
LBGtran_3,13.8581
LBGstat_1,12.2154
LBGstat_2,11.849
LBGstat_3,12.7752
Mt0_1,13.3461
Mt0_3,13.8897
M0t45_1,13.6336
M0t45_2,13.532
M0t45_3,13.8801
M0t90_1,12.9595
M0t90_2,14.017
M0t90_3,13.7985
M40t45_1,13.4897
M40t45_2,14.2104
M40t45_3,14.0932
M40t90_1,13.4318
M40t90_2,14.2764
M40t90_3,14.5336
dia0_1,13.163
dia0_2,13.4453
dia0_3,13.6152
dia5_1,12.9905
dia5_2,13.0674
dia5_3,12.9791
dia15_1,13.1446
dia15_2,13.4042
dia15_3,13.0229
C30_1,12.2464
C30_2,12.4706
C90_1,13.4003
C90_2,13.6858
SMM_1,13.4575
SMM_2,13.3512
SMM_3,13.4648
Salt_1,13.0726
Salt_2,12.9989
Salt_3,13.0784
M+G_1,13.3509
M+G_2,13.2081
M+G_3,13.3341
Glu_1,13.7151
Glu_2,13.5266
Glu_3,13.6245
Fru_1,13.4097
Fru_2,13.7354
Fru_3,13.0759
Mal_1,12.9453
Mal_2,13.0272
Mal_3,13.4797
G+S_2,12.8458
G+S_3,13.2277
Pyr_1,12.5555
Pyr_2,12.9968
Pyr_3,12.6611
Gly_1,11.9109
Gly_2,12.8796
Gly_3,11.2945
Glucon_1,12.5819
Glucon_2,13.1135
Glucon_3,11.9832
BI_1,14.5042
BI_2,14.5186
BC_2,14.6723
BC/t_1,14.2756
BC/t_2,14.6046
BC_1,14.3178
Sw_1,13.1456
Sw_2,13.5974
BMM_1,13.4346
BMM_2,13.2698
BMM_3,13.333
Heat_1,13.8862
Heat_2,13.5899
Heat_3,13.3526
Cold_1,13.507
Cold_2,12.8804
Cold_3,12.2992
Etha_1,12.427
Etha_2,12.0494
Etha_3,12.46
SMMPr_1,13.5762
SMMPr_2,13.5921
SMMPr_3,13.6314
HiTm_1,13.751
HiTm_2,13.9674
HiTm_3,14.1628
LoTm_1,13.6602
LoTm_2,13.1146
LoTm_3,13.0032
HiOs_1,14.6441
HiOs_2,14.3674
HiOs_3,14.553
Oxctl_1,13.0062
Oxctl_2,12.9568
Oxctl_3,13.8163
Diami_1,12.314
Diami_2,12.9456
Diami_3,12.6269
Paraq_1,13.5301
Paraq_2,14.0247
Paraq_3,12.2192
H2O2_1,13.4007
H2O2_2,13.841
H2O2_3,13.4905
HPh_1,13.6823
HPh_2,13.4501
HPh_3,13.4852
LPh_1,13.5526
LPh_2,14.1256
LPh_3,13.595
LPhT_1,12.8649
LPhT_2,12.9545
LPhT_3,13.2416
aero_1,13.7535
aero_2,13.0033
aero_3,13.747
nit_1,13.3284
nit_2,13.9555
nit_3,13.5191
ferm_1,13.4291
ferm_2,13.3959
ferm_3,13.8549
