,A,TrpR,TyrR
pcoli__hsTPH_N158trunc__2,-1.4456589128860104,0.580546127999999,0.6789197615000013
pcoli__hsTPH_N174trunc__1,-1.981996006843861,0.6632608310000014,0.2709835495000004
pcoli__hsTPH_N174trunc__2,-1.234360196038077,0.5577090879999993,0.4228115195000006
pcoli__hsTPH_Ntermtrunc__1,-0.8687720141192254,0.573345991,0.8401105685000001
pcoli__hsTPH_Ntermtrunc__2,-2.1356257487584496,0.646743989,0.5687494334999998
pcoli__hsTPH1__1,-2.75303779266678,0.6299155059999997,0.34494042150000137
pcoli__hsTPH1__2,-3.00616104166633,0.7399492859999999,0.3311076635000001
pcoli__MBP__1,-1.0680966617546728,0.5831854309999995,0.3098758574999998
pcoli__MBP__2,-1.532422401637618,0.34536699899999945,0.560934415500002
pcoli__msCOMT__1,-1.7760695249483485,0.6021709150000003,0.2975147255000011
pcoli__msCOMT__2,-1.48444032790045,0.5897984739999984,0.3750729065000007
pcoli__ocAANAT__1,-0.9681181823833676,0.7225903089999983,0.12197508450000072
pcoli__ocAANAT__2,-0.9106335468474376,0.6948335979999998,0.13500340349999895
pcoli__osTDC_K374H__1,-2.9280922926173605,0.7018569379999997,0.5184692605000008
pcoli__osTDC_K374H__2,-3.414438100415238,0.6708108629999998,0.5231464555000009
pcoli__osTDC_K374L__1,0.2797144475381816,1.242534645,0.3735168445000001
pcoli__osTDC_K374L__2,0.6389220512207161,1.2435569689999983,0.4140053385000009
pcoli__osTDC_K374Q__1,-2.583110187365808,0.5954682389999997,0.2872073945000002
pcoli__osTDC_K374Q__2,-2.799866579365295,0.7455851779999998,0.23436751750000084
pcoli__osTDC_L360V__1,-0.2317444679084729,0.6263727239999994,0.24771132850000036
pcoli__osTDC_L360V__2,0.2536507754078634,0.8474862110000014,0.29616498350000064
pcoli__pmTPH__1,-0.8824913943981508,0.6862609689999983,0.09205914550000037
pcoli__pmTPH__2,-0.5624068108735668,0.7015033410000013,0.03676571250000027
pcoli__RFC__1,-2.480556203105849,0.4309950200000001,0.10212452450000063
pcoli__RFC__2,-2.388967226869953,0.4578055679999995,0.07043848450000034
pcoli__RFCctrl__1,-3.3213326067738684,0.7894759439999985,0.452867255500002
pcoli__RFCctrl__2,-3.911512127410937,0.7538879810000001,0.4865835585000005
pcoli__RFCnopause__1,-1.3044406986691612,0.5009420310000001,0.5724782025000001
pcoli__RFCnopause__2,-0.2362352961308275,0.319553717999999,0.6541242585000004
pcoli__RFCpluspause__1,-0.1707830653759644,0.6378529739999985,0.8150835415000008
pcoli__RFCpluspause__2,-1.2215701602392497,0.4570399529999998,0.9956915955000004
pcoli__rnCOMT_sol__1,-2.8134730153584955,0.6094297920000002,0.5864855065000008
pcoli__rnCOMT_sol__2,-3.476518687026983,0.631935962,0.4893457095000002
pcoli__rnPNMT__1,-1.8526763761867888,0.506185597,0.12631932850000016
pcoli__rnPNMT__2,-1.1101634777945564,0.7054235760000003,0.1665408045000003
pcoli__rnTDC__1,-0.7108470435412623,0.6225109259999995,0.2665795185000004
pcoli__rnTDC__2,-1.0715825822427711,0.6832100919999995,0.27796029750000084
pcoli__rnTDC_trunc__1,-2.1653239083332703,1.020353944,0.5209492895000007
pcoli__rnTDC_trunc__2,-2.050751427401075,0.8196426050000003,0.5315136185000009
pcoli__saCOMT_T2A__1,0.8512706287431375,0.8662529789999995,0.33799327150000114
pcoli__saCOMT_T2A__2,0.7787091261951935,1.0185266410000002,0.34932231550000203
pcoli__sfCOMT__1,-2.6856082753203974,0.5512225420000005,0.05641647550000072
pcoli__sfCOMT__2,-2.1773363773774634,0.5232599339999995,-0.0431649424999998
pcoli__sgAANAT_D63G__1,-0.249608235044546,0.7853254199999995,0.1466512005000009
pcoli__sgAANAT_D63G__2,-0.5700991346663,0.8073924929999992,0.14313494950000027
pcoli__ssDDC__1,-2.0688278369776,0.5723091760000001,0.4695247405000007
pcoli__ssDDC__2,-1.2901130190886227,0.3726580370000008,0.4026084724999999
pcoli__TP53B__1,-2.0309881831075884,0.933317561,0.41603427650000135
pcoli__TP53B__2,-1.4505431772241997,0.9434501910000002,0.3983020184999999
pcoli__WT__1,-2.221274930587411,0.5367964110000001,0.8911428935000005
pcoli__WT__2,-2.0106426054981785,0.4635200749999999,0.8717198695000006
cck__glu_ale4__1,0.8357814800266261,0.1981041629999991,0.12795079350000016
cck__glu_ale4__2,-0.0375934279435349,0.11090171100000036,-0.14388650849999873
cck__cck_ale1__1,0.4489399792837397,0.054389195999999806,-0.3197712544999991
cck__cck_ale1__2,0.3573573075469059,0.12548243299999928,-0.3173799624999996
cck__cck_ale2__1,0.304632901104341,-0.056133433999998594,-0.24849510449999898
cck__cck_ale2__2,0.5124169474102467,0.0818337679999992,-0.2800449304999999
cck_pgi__gmos_delpgi__1,7.591551218974344,0.8596774529999998,0.44755674650000105
cck_pgi__gmos_delpgi__2,7.854173834634304,0.7204141100000001,0.7368348484999991
cck_pgi__pgi_ale1__1,-1.0129654995351205,0.5249881250000001,0.15628739250000034
cck_pgi__pgi_ale1__2,-1.571000273134073,0.45007961999999946,-0.1374783475000001
cck_pgi__pgi_ale2__2,0.4048093607816355,0.6865200179999995,0.2057799755000005
cck_pgi__pgi_ale3__1,0.3880939553181464,0.3688320139999997,-0.004614208499998718
cck_pgi__pgi_ale3__2,-0.0676172701660485,0.41611302700000063,-0.22048598749999915
cck_pgi__pgi_ale4__1,0.5653230540603489,-0.00026794700000021265,0.24489669650000054
cck_pgi__pgi_ale4__2,-0.2059122076796557,-0.010634408999999678,-0.16931456849999904
cck_pgi__pgi_ale4__3,-0.5652857460788163,0.06396940700000009,-0.13471610449999805
cck_pgi__pgi_ale5__1,0.7093676098754984,0.5224829639999999,0.3925164275000004
cck_pgi__pgi_ale5__2,0.2640465049642262,0.5515941229999992,-0.14044891849999885
cck_pgi__pgi_ale6__1,-0.0832106283427167,0.583100269,0.21281487850000055
cck_pgi__pgi_ale6__2,-0.7321579934826891,0.3364740479999995,-0.10396455549999928
cck_pgi__pgi_ale7__1,0.3545435040361787,0.4532217430000003,0.2295338455000007
cck_pgi__pgi_ale7__2,-0.5627763104320332,0.11334498700000052,-0.07485439549999917
cck_pgi__pgi_ale8__1,-0.0903022776917027,0.16726989300000028,0.15646092350000007
cck_pgi__pgi_ale8__2,-0.5748433000692184,0.21315056899999973,-0.09828929649999907
cck_sdh__gmos_delsdhCB__1,-4.636961290588994,0.5008705529999995,0.9963748925000004
cck_sdh__gmos_delsdhCB__2,-3.440193673350469,0.4756776030000003,0.9215194705000008
cck_sdh__sdh_ale1__1,-1.5346960903200344,0.4155360829999992,0.2531221745000005
cck_sdh__sdh_ale1__2,-1.0802047865290914,0.07872321299999907,0.13869632450000058
cck_sdh__sdh_ale2__1,-0.8193902688576357,0.2920135979999996,0.09595756050000047
cck_sdh__sdh_ale3__2,-0.7459265271366102,0.02526504999999979,0.17582790650000124
cck_sdh__sdh_ale3__1,-0.7120433399846584,0.15554409799999913,0.06708945450000048
cck_sdh__sdh_ale3__3,-0.6677494193992746,0.2148661350000003,0.018787519500000904
cck_pts__gmos_delptsHIcrr__2,-6.438210476108036,0.09468250399999968,0.3523883574999997
cck_pts__gmos_delptsHIcrr__1,-5.300584427395003,-0.3879763399999998,0.390413896500001
cck_pts__pts_ale1__2,-2.4147619701806,0.4627430639999997,0.3311995395000009
cck_pts__pts_ale1__1,-2.4174774136773967,0.3847371329999998,0.3285893995000002
cck_pts__pts_ale2__2,0.08938166417481,0.05972954799999908,-0.38256114449999945
cck_pts__pts_ale2__1,0.1419551229633368,-0.014111360000000241,-0.3488476254999995
cck_pts__pts_ale3__2,-7.252343166705656,-0.13143712299999954,-0.7693257244999979
cck_pts__pts_ale3__1,-6.972973293265953,0.020556192999999112,-0.5101698264999994
cck_pts__pts_ale4__2,0.1831498101067291,0.19848033099999984,-0.4475926504999999
cck_pts__pts_ale4__1,-0.6717931977743554,0.1606660470000003,-0.5258155954999992
cck_gnd__gmos_delgnd__1,-3.989528861806308,0.21833695899999928,0.6295075225000009
cck_gnd__gmos_delgnd__2,-3.738716903785488,0.450242125,0.8503402205000006
cck_gnd__gnd_ale1__1,-1.108423776998552,0.22635797200000066,-0.3054190434999988
cck_gnd__gnd_ale1__2,-1.7217892392623064,0.1572397789999993,-0.273768539499998
cck_gnd__gnd_ale2__1,-1.0915560039177448,0.04852298700000013,-0.34482282549999965
cck_gnd__gnd_ale2__2,-1.2702444747077872,0.3021215820000007,-0.3901255714999996
cck_gnd__gnd_ale3__1,-1.3542161422351986,0.33977849800000026,-0.03796099549999976
cck_gnd__gnd_ale3__2,-1.3954658343087984,0.25833594200000043,-0.2517542964999997
cck_tpiA__gmos_deltpiA__1,2.749717623723025,0.13876576899999993,0.5162925665000007
cck_tpiA__gmos_deltpiA__2,0.897649855861498,0.8532557489999997,0.3343870115000014
cck_tpiA__tpiA_ale1__1,-0.5025493502328823,0.5782727339999996,0.1041844635000002
cck_tpiA__tpiA_ale1__2,0.1260411925103938,0.6837576220000008,0.19088366749999966
cck_tpiA__tpiA_ale2__1,0.2434099748560462,0.2981771629999992,0.03806618350000068
cck_tpiA__tpiA_ale2__2,0.102429508241902,0.16099678800000028,0.05321897249999985
cck_tpiA__tpiA_ale3__1,-1.3028019322782487,0.6708454229999985,0.15246787150000074
cck_tpiA__tpiA_ale3__2,-1.908514814365287,0.7791095929999985,0.16786489650000114
cck_tpiA__tpiA_ale4__1,-2.224678974379435,0.32795235599999994,0.21191088450000084
cck_tpiA__tpiA_ale4__2,-2.179609161437692,0.314696122,0.2539518295000009
acid_tale__acid_ale1_pH7__1,0.11011824508364,-0.37506426000000026,-0.3431580414999997
acid_tale__acid_ale1_pH7__2,-0.0445650559625358,-0.1892407650000001,-0.3093326534999994
acid_tale__acid_ale1_pH5__1,0.6950755531875558,0.13580038100000014,0.616840550500001
acid_tale__acid_ale1_pH5__2,1.4493103275967762,0.1740180449999995,0.6949531915000007
acid_tale__acid_ale2_pH7__1,0.3965806635318262,-0.024040903999999585,-0.20003009949999928
acid_tale__acid_ale2_pH7__2,0.3843923852348785,-0.10665730100000026,-0.2517736184999988
acid_tale__acid_ale2_pH5__1,0.3216689492334683,0.3404155470000001,-0.1915321824999996
acid_tale__acid_ale2_pH5__2,-0.2141184855027241,-0.21819051399999975,-0.006315139499998956
acid_tale__low_Mg_ale_pH7__1,0.1432684514363426,0.4524667149999999,-0.5259594925000002
acid_tale__low_Mg_ale_pH7__2,0.5282934278803665,0.2622668499999996,-0.42170167849999896
acid_tale__low_Mg_ale_pH5__1,-0.1642602448975672,0.4486928910000003,-0.17785823549999955
acid_tale__low_Mg_ale_pH5__2,0.2683238133937655,0.31572261100000004,-0.13232126249999965
acid_tale__MES_ale_pH7__1,0.8366602204578527,0.17464555000000015,-0.2174346244999992
acid_tale__MES_ale_pH7__2,0.3769345824197265,0.2621405929999998,-0.13586243449999902
acid_tale__MES_ale_pH5__1,-0.4591904321766442,0.2569182620000001,0.017274391500000874
acid_tale__MES_ale_pH5__2,-1.6329546995030657,0.6266372049999998,0.26637023050000064
acid_tale__gmos_pH7__1,0.667404957263591,0.151361002999999,-0.11647011449999932
acid_tale__gmos_pH7__2,0.2756266467852822,0.09087388900000004,-0.08428099549999946
acid_tale__gmos_pH5__1,-0.8573765694473306,0.6227811569999995,-0.012241467499999105
acid_tale__gmos_pH5__2,-0.6807402285396522,0.6617129529999994,0.0006858135000005205
adnB__wt_adn__1,-3.493850049260196,0.944313997,-0.3284449134999994
adnB__wt_adn__2,-2.9724826700704177,1.0948574709999999,-0.07302780549999978
adnB__delydhB_adn__1,-4.962741860868595,1.8097562590000005,-0.6720470494999979
adnB__delydhB_adn__2,-3.893853513751603,1.364074575,-0.25510468750000026
ytf2__wt_glc__1,-0.5705783332178371,0.13054257000000025,0.3185380295000009
ytf2__wt_glc__2,-0.5725138182811808,0.3016973599999995,0.2093424285000003
ytf2__ybcM_glc__1,-0.7784098069653743,-0.15804238599999998,0.07175301250000032
ytf2__ybcM_glc__2,-1.4339162148459863,0.03663569299999914,0.2615484005000006
ytf2__ydhB_glc__1,-1.6354795505167503,-0.21238016200000054,0.13981964450000015
ytf2__ydhB_glc__2,-1.7031941228635512,0.043794987999999264,0.2260211045000009
ytf2__yfeC_glc__1,-0.6335326916875561,-0.18745007299999994,0.18050685850000026
ytf2__yfeC_glc__2,-0.7207671125925281,-0.16667638700000076,0.09263721150000136
ytf2__yciT_glc__1,-0.6252643095443436,0.3099099279999997,0.13731168949999972
ytf2__yciT_glc__2,-0.597673552279578,0.13486397200000064,0.054439791500001
ytf2__ydiZ_glc__1,-0.4682152843179264,0.12898940999999994,-0.035899347499999124
ytf2__ydiZ_glc__2,-0.5406520601710735,0.1848192579999992,-0.07988600749999986
ytf2__ynfL_glc__1,-0.9759100982122156,0.25129473200000074,0.2712485674999998
ytf2__ynfL_glc__2,-0.909860072754502,0.30164814299999954,0.2452307034999999
ytf3__wt_glc2__1,-0.5980655502755361,-0.03074177700000025,0.1466829615000007
ytf3__wt_glc2__2,-0.6100910778094214,0.061005001999999926,0.1484633905000008
ytf3__wt_pH7_lactate__1,0.7036468441464068,0.03278656799999968,0.20090026150000104
ytf3__wt_pH7_lactate__2,0.6912346404416426,0.13528221999999968,0.2338716725000003
ytf3__wt_pH55_lactate__1,0.032847833096634,0.2824738309999999,0.30882138350000066
ytf3__wt_pH55_lactate__2,0.0770910927060615,0.07900255000000023,0.29469905450000056
ytf3__wt_pH55_HCl__1,-1.0694025560252742,0.2622869210000003,0.4347923005000007
ytf3__wt_pH55_HCl__2,-1.3421515509734392,0.07925792899999973,0.3707612105000005
ytf3__dyieP_pH7__1,-1.131951018028842,0.2224353320000008,0.2240500945000008
ytf3__dyieP_pH7__2,-1.2810526168458245,0.004354498999999734,0.22262003350000012
ytf3__dyieP_pH55__1,-0.560181478112458,0.29789729099999995,0.13409118050000046
ytf3__dyieP_pH55__2,-0.5642159523791248,0.036412421000001416,0.2614824595000007
minicoli__aldA_f1c2__1,2.7485609987232773,0.6583271638753496,0.2650604799235614
minicoli__aldA_minE__1,3.685975047232859,0.08911393663259927,0.6789030881061109
minicoli__mg1655_glc__1,0.5653981628106812,-0.5293431374900273,-0.5150911354055001
minicoli__mg1655_glc__2,0.6802969528945484,-0.6146473086744679,-0.4794105735423271
minicoli__minE_cyt__1,1.840620005994709,-0.845707635129509,0.2931914284440609
minicoli__minE_cyt__2,2.388685550755805,-0.6029906207765032,0.0018517212136757168
minicoli__minE_fruc__1,7.279920567029435,-0.3511127905458977,-0.10143062170623107
minicoli__minE_fruc__2,8.758412439610735,-0.2724118720861517,-0.260570360015123
minicoli__minE_glc__1,4.634763725129116,-0.3987088003315061,-0.1631861902217686
minicoli__minE_glc__2,4.152800247261832,-0.6702625052608715,-0.2502413573997675
minicoli__minE_glyc__1,1.058111393531456,-0.4741875828620801,0.9647152861135782
minicoli__minE_glyc__2,1.3149820749220311,-0.4992561991868829,0.8882850071473625
minicoli__minE_Fe_starve__1,5.875109542147284,-0.14184947697395867,0.3090495638796797
minicoli__minE_Fe_starve__2,5.755564965955132,0.04436278604596566,0.2389682231990777
minicoli__minE_LB__1,3.751747846075373,-0.9032192584561374,-0.09652313749805684
minicoli__minE_LB__2,3.771567983907744,-1.021474512581274,-0.11189233901590256
minicoli__minE_N_starve__1,4.683710404210018,-0.1958698291689052,0.8069576948605537
minicoli__minE_N_starve__2,4.076263957144463,-0.3350971187779681,0.3770908686623082
minicoli__minE_osm__1,2.300346191550464,0.03703753735230464,0.35689176814964085
minicoli__minE_osm__2,2.2891672953176494,0.057737653160354625,0.3300066453713475
minicoli__minE_ph5__1,3.510790012362114,-0.15054240089440274,0.5164150239059602
minicoli__minE_ph5__2,3.681124343569607,0.10636843671242424,0.5084412121673321
minicoli__minE-pyr__1,5.336311388172742,0.09875308451930832,0.4626377768557681
minicoli__minE-pyr__2,7.760997566476771,0.0591724121993078,0.6789961672584894
minicoli__minE_sorb__1,3.18191707175326,-0.5722003852801976,-0.024805751438026213
minicoli__minE_sorb__2,3.211657105680408,-0.802463646345263,-0.09286705337163248
minicoli__minE_urid__1,1.7092458556314156,-0.8558793628369772,-0.0020937705727366307
minicoli__minE_urid__2,2.091901328086187,-0.7929969805744461,-0.16241307961951712
minicoli__W3110_cyt__1,-5.469832156508741,-1.883948593100968,-0.6740718957295968
minicoli__W3110_cyt__2,-5.484063446123924,-1.4755973514005012,-0.5870157050478921
minicoli__W3110_glc__1,3.021326749565639,-0.8964008025735586,-0.8866284977646304
minicoli__W3110_glc__2,0.4077516937552219,-1.3399054671366866,-1.022297692647066
minicoli__W3110_glyc__1,1.6769254226724757,-0.9577098588279904,-0.31427458939055075
minicoli__W3110_glyc__2,1.368110900317859,-0.5305323933661423,-0.11563984694003705
minicoli__W3110_Fe_starve__1,-3.521459793937891,-0.7979718736605239,0.008221388873122848
minicoli__W3110_Fe_starve__2,-1.5909698809639483,-0.877682560567397,-0.0002484124883386229
minicoli__W3110_LB__1,-7.284397980517281,-0.3400951329734072,-0.36637255232333293
minicoli__W3110_LB__2,-7.2113764699572656,-0.5575162737942447,-0.19141681130596844
minicoli__W3110_N_starve__1,-0.8393720299354167,-1.1125877089075544,-0.3087757536682192
minicoli__W3110_N_starve__2,-0.6657425550620849,-1.2943543246482596,-0.13478349552361735
minicoli__W3110_osm__1,-0.5404142139779579,-0.374644355288428,-0.16783028319880966
minicoli__W3110_osm__2,-1.1367715702006114,-0.6140523871627224,-0.3535793990215765
minicoli__W3110_ph5__1,-1.8717224861344304,-0.5737560707487441,-0.4085192971719014
minicoli__W3110_ph5__2,-1.51870608086137,-0.32299340773326257,-0.25788523314537404
minicoli__W3110_pyr__1,3.2092977204327964,-0.055158619553713706,-0.35586321781755537
minicoli__W3110_pyr__2,3.662588864240087,0.36636690284680107,-0.19089517525116229
minicoli__W3110_sorb__1,-3.993915771819052,-1.7165335638513763,-1.2221685733582517
minicoli__W3110_sorb__2,-3.880662243346562,-1.9939582066315005,-1.070257932967186
minicoli__W3110_urid__1,-3.199032338339304,-1.1534725754231188,-0.21418633918370575
minicoli__W3110_urid__2,-3.4094207689140354,-1.3369801118595888,-0.12419117423932935
minicoli__W3110_WT_glc__1,-0.1253645605692949,-0.7337753287027073,-0.3844196948353949
minicoli__W3110_WT_glc__2,-0.1785828344226349,-1.0060114621663792,-0.5618002437867791
minicoli__W3110_WT_osm__1,-1.0285034859678062,-1.0084042733553638,-0.459370380485197
minicoli__W3110_WT_osm__2,-0.9199593670701468,-0.2498657091287937,-0.3423434608010183
eep__BOP27__1,0.8258083775908996,-0.029300448029857762,-0.2604133438468148
eep__BOP27__2,0.3569599840779216,-0.012243812233435849,-0.2761225957725868
eep__BOP1000__1,0.0248540159486449,0.4361319463345481,0.34623504205505906
eep__BOP1000__2,-0.0063122598307371,0.010944215790176235,0.3688593549452959
eep__BOP27_ndh-cydB-appC__1,-2.858950473012257,0.38908648744948415,0.8156022993663932
eep__BOP27_ndh-cydB-appC__2,-2.345586991403892,0.3070724466745647,0.9460447854512868
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,1.682879908649779,-1.7465169869011623,0.30157302033355915
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,0.1540147411355318,-0.8810458441379767,0.3707332822813809
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,-2.343970122099134,-0.93467042091316,0.5809560495979831
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,-3.2683920653830336,-0.8551045587350723,0.7052542490356721
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,-0.7834226754453815,-0.6142615062942509,0.6411168117410533
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,-3.08680602125311,-0.5912506502599868,0.811040616794692
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,2.7699414793603445,-0.2382649223285096,0.4844312405769262
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,2.8482803866528896,0.0865780393776534,0.40315412906234893
eep__BOP27_nuoB-cydB-appC__1,-1.6118221154336474,0.1766691177149271,0.920361751107218
eep__BOP27_nuoB-cydB-appC__2,-1.4202100545560228,-0.3851133577776649,0.6858624963492641
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,-0.6859556015885108,-0.20309574092514726,1.1127204767444931
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,1.0194713482942688,-0.2293161085583888,1.0930552642000988
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,-0.1300025968794437,-0.0301213187985816,1.1524618275723617
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,0.6612209462584622,0.21592563756444427,1.1538627043524006
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,3.3221074021131733,-0.9335907251600596,0.8161576382075229
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,4.313123529497841,-0.8291066236609055,0.9326714076372936
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,4.202260923401426,-0.19307910594156485,0.9476218373804884
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,5.081243136980296,-0.37510131158667903,0.7733240829424286
eep__BOP27_ndh-cyoB__1,-0.8967673859688664,0.5629577274920976,0.23464210848337694
eep__BOP27_ndh-cyoB__2,-1.134633162018184,0.7560401967406722,0.26031318506570233
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,1.022654832435226,-1.5774191921071186,0.30232393247238504
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,0.94180043095416,-1.3479291495945829,0.25107509768788905
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,-3.770646777815853,-0.8994858658425748,0.6662632597295355
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,-3.8729690415277727,-0.6563522592291706,0.9107790906560984
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,-3.1119056463268646,-1.4893368280402717,0.5620489531827895
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,-4.098131105854502,-0.6666910002359714,0.8930540747540938
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,-4.280084208483157,-1.3312361110761308,0.7482855618750657
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,-4.079015653846149,-0.8336417333807997,0.9052700259012374
eep__BOP27_nuoB-cyoB__1,-0.141923089717714,0.4510118232725473,0.14729099781856106
eep__BOP27_nuoB-cyoB__2,-0.916335012305805,0.7505248798501558,0.2836139365577628
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,-2.6909491885183194,0.5165006057951986,1.0639452453983251
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,-2.544201815176081,0.5259742748063889,1.133657021369138
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,-4.4034812044249305,0.3903026791433151,1.10379065375193
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,-3.687632897396136,0.7084172890353715,1.1890360628306862
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,-3.168004654835599,0.9307019791279084,1.0750687455530974
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,-3.227323998036056,1.09659537267534,0.95983810534009
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,-3.969715299068319,0.9960243219470276,1.1191518502796225
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,-3.584009271992635,0.9831905406672368,1.1244882240945353
eep__BOP27_ndh-cydB__1,-0.9255240314721092,0.6413231712934024,0.2427910726101983
eep__BOP27_ndh-cydB__2,-1.5950651266070142,0.4251987168195521,0.3360707644483929
eep__BOP27_nuoB-cydB__1,-3.6753920074635062,0.6712047102402865,0.39105145822952897
eep__BOP27_nuoB-cydB__2,-3.00302487679517,0.3870855852094772,0.4067618664424577
DDB2__PD-005_BW25113_Batch_6h__1,0.4254747519877853,-0.284158882511643,-0.243645935735203
DDB2__PD-005_BW25113_Batch_6h__2,0.7403191911137808,-0.06706376812807946,-0.4626870112589856
DDB2__PD-003_BW25113_Batch_9h__1,0.6886276013006614,0.0571120366544422,-0.22719936523866746
DDB2__PD-003_BW25113_Batch_9h__2,0.7204799041567266,-0.09501882777700832,-0.2113105002828135
DDB2__PD-003_BW25113_Fed-batch_6h__1,-2.795917631817874,0.3022191668101559,-0.1583138848893917
DDB2__PD-003_BW25113_Fed-batch_6h__2,-3.523703093851818,0.21278393008259755,-0.4138970888659914
DDB2__PD-005_BW25113_Fed-batch_6h__1,-3.470692332886724,0.9237752291542414,-0.4617680878561865
DDB2__PD-005_BW25113_Fed-batch_6h__2,-2.7512480355033584,0.4430634724578884,-0.22107107179518687
DDB2__PD-005_BW25113_Fed-batch_6h__3,-3.26975971855834,0.25972403378011144,-0.27128584606476197
DDB2__PD-005_BW25113_Fed-batch_15h__1,-2.73065837308492,0.24241189949146325,-0.2862538213692867
DDB2__PD-005_BW25113_Fed-batch_15h__2,-3.376779865459324,0.1656808616249048,-0.34235402107972224
DDB2__PD-003_BW25113_Fed-batch_21h__1,-3.0350692343800865,0.3043392643764422,0.1527312322540757
DDB2__PD-003_BW25113_Fed-batch_21h__2,-3.3571258242374045,0.08077028078253523,-0.197993041472607
DDB2__PD-004_del-basS_Batch_6h__1,0.5138776822933342,0.12391145129578265,-0.15809842013900255
DDB2__PD-004_del-basS_Batch_6h__2,1.0011835954063557,0.38407913949308,-0.2607849403080653
DDB2__PD-004_del-basS_Fed-batch_6h__1,-3.7680513440416417,0.5940737156347558,-0.20079318469792276
DDB2__PD-004_del-basS_Fed-batch_6h__2,-3.4495274957951936,0.18913993901652226,-0.014285283511021872
DDB2__PD-004_del-basS_Fed-batch_15h__1,-4.308936648376318,0.3402372692414328,-0.18887946097457145
DDB2__PD-004_del-basS_Fed-batch_15h__2,-4.6275599677555626,0.08764523408542058,-0.42470313837123097
DDB2__PD-004_del-kdpE_Batch_6h__1,0.984125431228198,-0.2265077392329537,-0.14527602570602305
DDB2__PD-004_del-kdpE_Batch_6h__2,0.6692416933471231,0.16722438262755013,-0.09343244050753707
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,-3.2650127102392217,0.6502024871881185,-0.17861403635932938
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,-3.2273841324659487,0.5050113258075593,-0.05290148547997209
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,-3.854061329240932,0.6510102814189827,-0.3665950624020624
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,-3.77650717264682,0.6245011027067768,-0.02010377079333736
DDB2__PD-005_del-phoB_Batch_6h__1,1.201870089682161,0.07886240612565043,-0.2990926957409963
DDB2__PD-005_del-phoB_Batch_6h__2,1.6869837903070009,-0.019453518607522646,-0.2765010462563513
DDB2__PD-005_del-phoB_Batch_6h__3,1.232455298701699,-0.12193990623832728,-0.2406914440966199
DDB2__PD-003_del-phoB_Batch_9h__1,0.6923995554208866,-0.4426491705252236,-0.4707023935936556
DDB2__PD-003_del-phoB_Batch_9h__2,1.8779977070119769,0.0990395065597447,-0.3172731516310749
DDB2__PD-003_del-phoB_Fed-batch_6h__1,-2.469925198216758,0.15190821796857268,-0.08199227627928174
DDB2__PD-003_del-phoB_Fed-batch_6h__2,-2.860195430309012,0.3723284595960523,-0.22447784795632145
DDB2__PD-005_del-phoB_Fed-batch_6h__1,-3.490519562517201,0.6980628565366516,-0.21833306956408727
DDB2__PD-005_del-phoB_Fed-batch_6h__2,-2.6277190805666577,0.5164857694951639,-0.13442815867014168
DDB2__PD-005_del-phoB_Fed-batch_15h__1,-3.372278703788019,0.6683953944244685,-0.33126761305539265
DDB2__PD-005_del-phoB_Fed-batch_15h__2,-3.43123878485553,0.498348380127096,-0.23999677532163502
