,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.1866548082675255,3.0,0.0,0.176959747,1.0,0.0180750579,2.0,-0.1950348049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.055659632,0.6866804214412104,3.0,3.0,-1.3955269700000001,4.0,-1.5061271603000002,5.0,-0.2653247657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.7964359254000002,0.15426753350856356,3.0,6.0,-1.9693954148000001,7.0,-1.7468646237,8.0,-1.6730477377000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,5.28677630773884e-18,0.5090859225956293,21.0,9.0,0.9612455338,10.0,0.41155264300000005,11.0,0.2178296404,12.0,0.36940417130000003,13.0,0.1273090379,14.0,0.09735446310000001,15.0,0.4029119065,16.0,-0.6066350485,17.0,-0.4494773845,18.0,0.24024074980000001,19.0,0.1561674446,20.0,-1.5573404707,21.0,-0.0965773046,22.0,0.3146257652,23.0,0.1476613721,24.0,-0.2901820686,25.0,0.1536608882,26.0,-0.10764177820000001,27.0,-0.3155724683,28.0,0.2831651134,29.0,-0.4597022059
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.3608806182809524,0.6513145764989814,21.0,30.0,-1.1126316939,31.0,-0.5830685993,32.0,-0.6528498568000001,33.0,0.012552756600000001,34.0,-0.5299523162,35.0,0.1717732563,36.0,-0.9460485676,37.0,-1.0278232185,38.0,-1.1783022953,39.0,0.399688843,40.0,0.5269729597,41.0,-0.1476415383,42.0,0.8186075411,43.0,0.2015592136,44.0,0.6094997342,45.0,-0.29683306,46.0,-0.5624939765,47.0,-0.0859478863,48.0,-1.2002309453,49.0,-1.2977311442000001,50.0,-0.6975921902000001
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-6.938893903907228e-18,0.15378424116616835,3.0,51.0,-0.1704139296,52.0,0.1284378829,53.0,0.0419760467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,0.2154371263,0.4838656883094537,4.0,54.0,0.9099708754,55.0,-0.2146472244,56.0,0.0776629471,57.0,0.08876190710000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.50000003337858e-11,0.04735022131576819,4.0,58.0,0.0401846983,59.0,-0.0174986808,60.0,-0.059028378000000006,61.0,0.0363423604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.04087576582500001,0.12155913144828275,4.0,62.0,0.0042466117,63.0,0.0995024447,64.0,0.17007175970000002,65.0,-0.1103177528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.0018882011000000004,0.14623697434305938,4.0,66.0,-0.1667936977,67.0,-0.0659208412,68.0,0.08050965,69.0,0.1597576933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.04891888355,0.0797419573590932,4.0,70.0,0.0160142793,71.0,-0.0452514336,72.0,0.08952645270000001,73.0,0.1353862358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,1.1564823173178714e-17,0.38468064570452587,6.0,74.0,-0.6427213045,75.0,0.0388048675,76.0,0.12278917610000001,86.0,0.5538628181,88.0,-0.05653048200000001,90.0,-0.016205075200000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,0.8676575593833333,0.6086927166605669,6.0,77.0,0.6230049694,78.0,0.8582643513,79.0,-0.1963721344,87.0,1.1431142606,89.0,1.5321948145,91.0,1.2457390949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,0.8484813950666666,0.21336608332837417,3.0,80.0,0.6308209586,82.0,0.8573464378000001,84.0,1.0572767888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,1.0474023675000002,0.17110475910733614,3.0,81.0,1.0480488965,83.0,0.87597526,85.0,1.218182946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,2.8912057932946783e-19,0.345103416130365,3.0,92.0,0.3442787271,93.0,-0.3459222349,94.0,0.0016435078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.3664876557666667,0.20559302672391114,3.0,95.0,-0.1719957591,96.0,-0.3458431073,97.0,-0.5816241009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,0.14594828456666667,0.2424207083334708,3.0,98.0,0.1331259159,99.0,-0.0898067756,100.0,0.39452571340000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,0.005732272166666667,0.00507549946791404,3.0,101.0,0.0093783726,102.0,-6.44613e-05,103.0,0.0078829052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-0.07435557333333333,0.06241494675037465,3.0,104.0,-0.0023994792,105.0,-0.1138501479,106.0,-0.10681709290000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,-0.08216525426666667,0.12460223921311887,3.0,107.0,-0.058306890300000004,108.0,-0.2169716183,109.0,0.028782745800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,-0.19279831493333333,0.10955930992326239,3.0,110.0,-0.1206441706,111.0,-0.3188674811,112.0,-0.1388832931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,0.3292831489666667,0.06011026575719865,3.0,113.0,0.3496169993,114.0,0.37658921700000003,115.0,0.2616432306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
